,root:Engineered:Wastewater,root:Environmental:Aquatic,root:Environmental:Terrestrial,root:Host-associated:Human,root:Host-associated:Insecta,root:Host-associated:Mammals,root:Host-associated:Plants,Unknown
SRR6436892,0.0003653868,0.0008349151,0.0010619519,0.99519914,0.0008800609,0.0010155578,0.0006429785,0.0
SRR1426847,0.001441896,0.005410552,0.0005149245,0.023008317,0.00058317184,0.9591063,0.0005622208,0.009372592
SRR6414094,0.00036192965,0.0008329018,0.0010612402,0.9952184,0.0008682091,0.0010157389,0.0006415944,0.0
SRR7596832,0.001306691,0.99253964,0.0022481622,0.0012082804,0.0013529739,0.00030270798,0.001041484,0.0
SRR7448859,0.00036145296,0.00082529086,0.0010688452,0.99522424,0.0008643725,0.0010100295,0.0006457234,0.0
ERR1255917,0.00015300512,0.0023045242,0.00038290024,0.49899003,7.249846e-05,0.40950042,0.007689059,0.08090758
DRR047902,0.00039080108,0.001012926,0.0009308836,0.99494165,0.0010204167,0.0011348897,0.0005683515,0.0
SRR5178154,0.00036094614,0.00082623825,0.0010676219,0.9952269,0.0008627341,0.0010109167,0.00064471015,0.0
ERR1512196,0.0020537595,0.0013668569,0.00045833923,0.0055179596,0.0018529608,0.9860755,0.0026746362,0.0
ERR719876,0.00036360265,0.00084073824,0.0010622167,0.99520165,0.00087253936,0.0010151094,0.0006441063,0.0
ERR1548655,0.0028491616,0.014248759,0.013037533,0.3413875,0.40349108,0.005894333,0.0019317865,0.21715987
ERR538573,0.00473612,0.0052088257,0.9775134,0.0027498335,0.00244028,0.0004761218,0.00687546,0.0
ERR441211,0.00036103546,0.00082594145,0.0010678899,0.9952267,0.00086288305,0.0010106199,0.0006449779,0.0
SRR5908746,0.001306691,0.99253964,0.0022481622,0.0012082804,0.0013529739,0.00030270798,0.001041484,0.0
ERR499028,0.0003675868,0.0008497472,0.0010592194,0.9951776,0.0008852933,0.0010194827,0.0006410775,0.0
SRR5942107,0.00037731227,0.0008431714,0.0010607486,0.9951268,0.00092529785,0.0010202056,0.0006464601,0.0
ERR1135235,0.00017566045,0.0008737213,0.003873868,0.9743845,0.001361765,0.01880163,0.000528802,0.0
ERR499786,0.0003615121,0.00083022367,0.0010637027,0.9952222,0.00086570915,0.0010138327,0.0006427212,0.0
ERR719121,0.00036201914,0.0008295145,0.0010654021,0.99521965,0.00086705084,0.0010125599,0.0006437943,0.0
SRR6444292,0.0003610353,0.0008262977,0.0010676517,0.9952266,0.00086279353,0.001010887,0.0006447696,0.0
ERR500167,0.0003609759,0.00082641665,0.001067414,0.9952268,0.00086282333,0.001011006,0.0006446508,0.0
ERR1987724,0.00038164994,0.0009907739,0.00093516125,0.9950061,0.000984205,0.0011278291,0.000574288,0.0
SRR7269994,0.0020536713,0.0013667981,0.00045833935,0.005518109,0.0018530204,0.9860753,0.0026747845,0.0
ERR1511974,0.0020531716,0.0013665634,0.00045857654,0.0055184714,0.0018529047,0.9860747,0.0026756753,0.0
ERR675625,0.00205376,0.0013668276,0.00045833935,0.0055179317,0.0018529908,0.98607564,0.002674607,0.0
ERR1511824,0.0020499434,0.0013669938,0.00045914383,0.0055142203,0.0018539322,0.98607635,0.002679433,0.0
ERR1256781,0.002052197,0.001363903,0.00045922733,0.0055271974,0.0018503629,0.9860682,0.0026789296,0.0
SRR8608461,0.0011767377,0.0029727626,0.0055710035,0.001749677,0.000650621,0.002064439,0.9858148,0.0
SRR1770724,0.00473612,0.0052088257,0.9775134,0.0027498335,0.00244028,0.0004761218,0.00687546,0.0
SRR6413823,0.00036696828,0.00081254926,0.0010859551,0.9951993,0.0008789168,0.0009977424,0.0006586526,0.0
SRR6816725,0.001306691,0.99253964,0.0022481622,0.0012082804,0.0013529739,0.00030270798,0.001041484,0.0
SRR2668731,0.001306691,0.99253964,0.0022481622,0.0012082804,0.0013529739,0.00030270798,0.001041484,0.0
ERR532247,0.00036893567,0.0008470689,0.0010601439,0.9951728,0.0008920379,0.001017523,0.00064154324,0.0
SRR1328200,0.001306691,0.99253964,0.0022481622,0.0012082804,0.0013529739,0.00030270798,0.001041484,0.0
ERR1689444,0.0011767377,0.0029727626,0.0055710035,0.001749677,0.000650621,0.002064439,0.9858148,0.0
ERR209862,0.00036676202,0.0008208158,0.0010798972,0.99519396,0.00087966415,0.0010024433,0.0006565159,0.0
SRR7453856,0.00036094617,0.0008261789,0.0010676518,0.99522704,0.00086264504,0.0010107979,0.00064476964,0.0
SRR5165711,0.0003622271,0.00083328877,0.001061776,0.995217,0.000868715,0.0010154425,0.0006414166,0.0
ERR1297808,0.0003661027,0.0008326622,0.0010655556,0.9951962,0.00088146405,0.0010127712,0.00064530136,0.0
ERR1144139,0.001306691,0.99253964,0.0022481622,0.0012082804,0.0013529739,0.00030270798,0.001041484,0.0
ERR2729909,0.9206962,0.01772294,0.03448391,0.0018958115,0.009544751,0.012610133,0.0030462623,0.0
ERR1513341,0.0020536708,0.0013667681,0.0004583688,0.0055182553,0.0018529904,0.9860751,0.0026748136,0.0
ERR2234488,0.023168338,0.0034370301,0.017584454,0.004535697,0.90703875,0.019793652,0.024441998,0.0
SRR8605503,0.0011767377,0.0029727626,0.0055710035,0.001749677,0.000650621,0.002064439,0.9858148,0.0
ERR1548679,0.023168197,0.0034369393,0.017584786,0.0045356047,0.9070383,0.019794213,0.024441944,0.0
SRR6264465,0.00037113644,0.0008770019,0.0010299505,0.9951257,0.0009168589,0.0010563731,0.0006229992,0.0
SRR5915125,0.001306691,0.99253964,0.0022481622,0.0012082804,0.0013529739,0.00030270798,0.001041484,0.0
ERR1583097,0.001306691,0.99253964,0.0022481622,0.0012082804,0.0013529739,0.00030270798,0.001041484,0.0
SRR5468181,0.0011767377,0.0029727626,0.0055710035,0.001749677,0.000650621,0.002064439,0.9858148,0.0
ERR1582920,0.001306691,0.99253964,0.0022481622,0.0012082804,0.0013529739,0.00030270798,0.001041484,0.0
SRR5178888,0.001306691,0.99253964,0.0022481622,0.0012082804,0.0013529739,0.00030270798,0.001041484,0.0
SRR6412168,0.0003612442,0.0008269535,0.0010670003,0.99522495,0.0008639249,0.0010113054,0.0006445928,0.0
SRR1460627,0.001306691,0.99253964,0.0022481622,0.0012082804,0.0013529739,0.00030270798,0.001041484,0.0
SRR3737421,0.001306691,0.99253964,0.0022481622,0.0012082804,0.0013529739,0.00030270798,0.001041484,0.0
SRR3938013,0.00036094605,0.0008262083,0.0010676811,0.9952269,0.0008627041,0.0010107976,0.0006447397,0.0
ERR3344344,0.001306691,0.99253964,0.0022481622,0.0012082804,0.0013529739,0.00030270798,0.001041484,0.0
ERR1960817,0.00036094623,0.00082620874,0.001067533,0.99522716,0.00086270453,0.0010108277,0.00064471026,0.0
ERR538764,0.00473612,0.0052088257,0.9775134,0.0027498335,0.00244028,0.0004761218,0.00687546,0.0
SRR980677,0.00473612,0.0052088257,0.9775134,0.0027498335,0.00244028,0.0004761218,0.00687546,0.0
SRR500387,0.001306691,0.99253964,0.0022481622,0.0012082804,0.0013529739,0.00030270798,0.001041484,0.0
SRR5942088,0.00042265892,0.0011369421,0.00086639874,0.9946287,0.0011852587,0.0012231389,0.0005368051,0.0
ERR1811257,0.00036145266,0.0008298967,0.0010641782,0.9952222,0.00086559023,0.0010135357,0.0006430184,0.0
SRR6508128,0.001306691,0.99253964,0.0022481622,0.0012082804,0.0013529739,0.00030270798,0.001041484,0.0
SRR6414235,0.00036169114,0.0008240436,0.0010702135,0.9952241,0.00086437346,0.0010089311,0.00064658606,0.0
SRR6457489,0.001306691,0.99253964,0.0022481622,0.0012082804,0.0013529739,0.00030270798,0.001041484,0.0
SRR7584091,0.0020517264,0.0013623375,0.00045961226,0.005535158,0.0018481475,0.986063,0.0026800563,0.0
ERR765935,0.0011767377,0.0029727626,0.0055710035,0.001749677,0.000650621,0.002064439,0.9858148,0.0
DRR018685,0.00036619144,0.0008350984,0.0010621067,0.995195,0.0008827707,0.0010154746,0.0006434282,0.0
SRR2761248,0.00036097606,0.000826001,0.0010679495,0.9952267,0.0008628832,0.0010105903,0.00064497796,0.0
SRR6931861,0.00037588165,0.0008211971,0.001079285,0.995149,0.000913072,0.0010028068,0.0006587886,0.0
ERR1256168,0.0020537006,0.0013667978,0.0004583393,0.0055180197,0.001852961,0.9860755,0.002674666,0.0
ERR308756,0.00180792,0.0010243144,0.0006220975,0.0083099,0.0013137509,0.98384184,0.0030801622,0.0
SRR6145486,0.001306691,0.99253964,0.0022481622,0.0012082804,0.0013529739,0.00030270798,0.001041484,0.0
SRR7406723,0.001306691,0.99253964,0.0022481622,0.0012082804,0.0013529739,0.00030270798,0.001041484,0.0
SRR5683509,0.001306691,0.99253964,0.0022481622,0.0012082804,0.0013529739,0.00030270798,0.001041484,0.0
ERR2806323,0.00037479834,0.00093726336,0.0009742082,0.99508727,0.00094291056,0.0010891146,0.00059441646,0.0
SRR6054460,0.0003634793,0.0008379045,0.0010627683,0.9952061,0.00087160734,0.0010149484,0.0006431474,0.0
SRR8609363,0.0011767377,0.0029727626,0.0055710035,0.001749677,0.000650621,0.002064439,0.9858148,0.0
ERR1311478,0.00036982525,0.00086558075,0.0010418593,0.99516135,0.0009011277,0.0010319917,0.0006283433,0.0
SRR5431258,0.00036094605,0.0008262083,0.0010676513,0.9952269,0.00086267444,0.0010108867,0.00064471,0.0
SRR3223660,0.001306691,0.99253964,0.0022481622,0.0012082804,0.0013529739,0.00030270798,0.001041484,0.0
ERR139521,0.0020537593,0.001366827,0.0004583096,0.0055180774,0.0018530197,0.98607534,0.0026746949,0.0
ERR1428307,0.0011767377,0.0029727626,0.0055710035,0.001749677,0.000650621,0.002064439,0.9858148,0.0
SRR3951155,0.00036326968,0.000837247,0.0010578004,0.99520886,0.0008736839,0.001019075,0.0006400239,0.0
SRR3416645,0.001306691,0.99253964,0.0022481622,0.0012082804,0.0013529739,0.00030270798,0.001041484,0.0
ERR2211045,0.0011767377,0.0029727626,0.0055710035,0.001749677,0.000650621,0.002064439,0.9858148,0.0
ERR1297978,0.0011767377,0.0029727626,0.0055710035,0.001749677,0.000650621,0.002064439,0.9858148,0.0
ERR418308,0.0019726218,0.0012122877,0.0005092945,0.0062567047,0.0016665482,0.98551524,0.0028672435,0.0
SRR3581189,0.00043902005,0.0012242969,0.00088324316,0.9944032,0.0012563181,0.0012847119,0.00050927635,0.0
ERR576314,0.0019903115,0.0012124132,0.00050190237,0.006061386,0.0017105603,0.98563236,0.0028909799,0.0
SRR6414361,0.00036839806,0.000825277,0.0010728869,0.9951855,0.00088858383,0.0010085993,0.0006507821,0.0
SRR5178540,0.001306691,0.99253964,0.0022481622,0.0012082804,0.0013529739,0.00030270798,0.001041484,0.0
SRR6054604,0.00036166122,0.0008292738,0.0010655469,0.9952218,0.000865532,0.0010125266,0.000643584,0.0
SRR3741929,0.001306691,0.99253964,0.0022481622,0.0012082804,0.0013529739,0.00030270798,0.001041484,0.0
SRR2006432,0.00036094605,0.0008262083,0.0010676513,0.9952269,0.00086267444,0.0010108867,0.00064471,0.0
SRR5868599,0.00036094608,0.00082620844,0.0010676514,0.9952269,0.00086267455,0.001010857,0.0006447992,0.0
SRR2010312,0.00036106526,0.0008256147,0.0010683063,0.9952265,0.0008628833,0.0010103824,0.00064524554,0.0
SRR5180330,0.001306691,0.99253964,0.0022481622,0.0012082804,0.0013529739,0.00030270798,0.001041484,0.0
SRR5915851,0.001306691,0.99253964,0.0022481622,0.0012082804,0.0013529739,0.00030270798,0.001041484,0.0
DRR018722,0.00036875522,0.00083779095,0.001060019,0.99517876,0.0008932811,0.0010178441,0.0006436201,0.0
ERR1311310,0.0004570566,0.0011258859,0.0010211592,0.9943524,0.0012687922,0.0012141096,0.0005605641,0.0
SRR7453615,0.00036157185,0.00082306186,0.0010712227,0.995225,0.0008637186,0.0010083057,0.0006470608,0.0
SRR1949131,0.00036094608,0.00082614896,0.0010676812,0.9952269,0.000862734,0.0010107977,0.0006447992,0.0
SRR5699164,0.0003583733,0.0008488258,0.0010522646,0.99521184,0.0008581284,0.0010218603,0.00064862653,0.0
SRR2981514,0.0003775433,0.009141973,0.0031126314,0.9765446,0.0026931914,0.0043235417,0.0038065976,0.0
SRR5179818,0.001306691,0.99253964,0.0022481622,0.0012082804,0.0013529739,0.00030270798,0.001041484,0.0
SRR1718850,0.00036094605,0.0008262083,0.0010676513,0.9952269,0.00086267444,0.0010108867,0.00064471,0.0
SRR6511700,0.001306691,0.99253964,0.0022481622,0.0012082804,0.0013529739,0.00030270798,0.001041484,0.0
SRR5985531,0.00030276182,0.12736477,0.026264163,0.027815433,0.00015336277,6.387695e-05,0.79787505,0.020160677
ERR3506615,0.0020537297,0.001366768,0.00045836874,0.005518373,0.0018528719,0.9860751,0.0026747836,0.0
ERR525949,0.00036091643,0.0008262977,0.0010674733,0.9952268,0.00086279353,0.001010976,0.00064471015,0.0
SRR5165914,0.00036199045,0.000832162,0.0010654051,0.99521536,0.00086628064,0.0010127411,0.00064611435,0.0
ERR1297976,0.0011767377,0.0029727626,0.0055710035,0.001749677,0.000650621,0.002064439,0.9858148,0.0
SRR1145285,0.00037170402,0.0008708562,0.0010330792,0.9951476,0.000911516,0.0010387561,0.00062657066,0.0
DRR032947,0.001306691,0.99253964,0.0022481622,0.0012082804,0.0013529739,0.00030270798,0.001041484,0.0
SRR3732542,0.0003620485,0.0008316833,0.0010626668,0.9952184,0.00086803077,0.0010147284,0.0006423374,0.0
ERR499033,0.00037894587,0.00092104444,0.0009897059,0.99507457,0.0009536809,0.001076796,0.00060523144,0.0
SRR575359,0.00473612,0.0052088257,0.9775134,0.0027498335,0.00244028,0.0004761218,0.00687546,0.0
DRR043959,0.00036795012,0.00084438315,0.001053443,0.99517953,0.00089250196,0.0010229192,0.0006392465,0.0
ERR1466877,0.0003675606,0.000863011,0.0010370874,0.99517304,0.0008955259,0.0010355419,0.00062812533,0.0
ERR1297823,0.00036139353,0.0008282628,0.001066527,0.9952233,0.00086440216,0.001011664,0.0006444455,0.0
SRR7349789,0.0026374557,0.98376495,0.0031783576,0.0022100066,0.0061594085,0.0006260798,0.0014237512,0.0
ERR1263392,0.0020483579,0.0013535571,0.0004617121,0.005560297,0.0018410234,0.98604333,0.0026917683,0.0
SRR7126064,0.001306691,0.99253964,0.0022481622,0.0012082804,0.0013529739,0.00030270798,0.001041484,0.0
SRR1747760,0.001306691,0.99253964,0.0022481622,0.0012082804,0.0013529739,0.00030270798,0.001041484,0.0
ERR309406,0.0020535532,0.0013665616,0.00045845768,0.00551876,0.0018527841,0.9860748,0.0026751102,0.0
SRR8610986,0.0011767377,0.0029727626,0.0055710035,0.001749677,0.000650621,0.002064439,0.9858148,0.0
SRR6409041,0.00036094608,0.00082623813,0.0010676217,0.99522686,0.00086276367,0.0010108274,0.0006447398,0.0
ERR1523443,0.0046916604,0.47707036,4.793702e-05,0.0034415722,0.00023764372,0.5021533,0.004340142,0.008017421
DRR068167,0.00036529746,0.00083958084,0.0010595439,0.9951975,0.0008800605,0.0010172811,0.00064071943,0.0
ERR2511527,0.00036333044,0.00083484274,0.0010619056,0.99521005,0.0008727955,0.001015334,0.0006417798,0.0
SRR3201974,0.0001425147,0.0030179024,0.00041523576,0.42069578,4.3806536e-05,0.46128294,0.008660197,0.10574162
DRR050882,0.0003642235,0.00085315376,0.0010423835,0.995196,0.0008820123,0.0010306439,0.0006315585,0.0
SRR6757623,0.0002151352,0.00050050544,0.0054569175,0.97714823,0.0016085411,0.014591993,0.00047864867,0.0
ERR2570325,0.9206962,0.01772294,0.03448391,0.0018958115,0.009544751,0.012610133,0.0030462623,0.0
ERR543496,0.00473612,0.0052088257,0.9775134,0.0027498335,0.00244028,0.0004761218,0.00687546,0.0
SRR943619,0.0047360323,0.005208709,0.9775136,0.0027498049,0.0024403108,0.00047612196,0.006875433,0.0
SRR3110003,0.001306691,0.99253964,0.0022481622,0.0012082804,0.0013529739,0.00030270798,0.001041484,0.0
SRR1016793,0.004736209,0.0052087368,0.9775134,0.0027497741,0.0024403692,0.0004760921,0.00687546,0.0
ERR498905,0.00043310586,0.001298634,0.0008067128,0.9943048,0.0012652588,0.0013891901,0.0005023826,0.0
ERR1311220,0.00042110382,0.0011106937,0.00089153415,0.99470675,0.0011523492,0.0011744108,0.000543097,0.0
SRR1119126,0.00473612,0.0052088257,0.9775134,0.0027498335,0.00244028,0.0004761218,0.00687546,0.0
SRR5588341,0.0005018719,0.52638453,0.0049130535,0.00488368,0.00061020075,0.0002257667,0.462481,0.0
SRR1175899,0.0011767377,0.0029727626,0.0055710035,0.001749677,0.000650621,0.002064439,0.9858148,0.0
SRR1778466,0.00473612,0.0052087666,0.9775134,0.0027497741,0.00244028,0.0004761515,0.00687546,0.0
ERR441143,0.00036210887,0.000822383,0.0010721204,0.99522245,0.00086553645,0.0010073307,0.00064813445,0.0
ERR2495505,0.0011767377,0.0029727626,0.0055710035,0.001749677,0.000650621,0.002064439,0.9858148,0.0
SRR6412063,0.00037314062,0.00078298897,0.0011209674,0.99517787,0.0008903479,0.00097128324,0.0006834472,0.0
ERR007042,0.00036139291,0.00082992576,0.0010640882,0.99522275,0.00086526264,0.0010136536,0.0006429287,0.0
ERR1583191,0.001306691,0.99253964,0.0022481622,0.0012082804,0.0013529739,0.00030270798,0.001041484,0.0
SRR2984268,0.001306691,0.99253964,0.0022481622,0.0012082804,0.0013529739,0.00030270798,0.001041484,0.0
ERR1428348,0.0011767967,0.0029727917,0.005571032,0.001749736,0.0006506802,0.0020643792,0.9858146,0.0
SRR8605395,0.0011767377,0.0029727626,0.0055710035,0.001749677,0.000650621,0.002064439,0.9858148,0.0
SRR7453416,0.0003615423,0.0008228542,0.001071461,0.99522495,0.00086377846,0.0010080982,0.00064723945,0.0
ERR1311549,0.00037036883,0.0008424769,0.0010667907,0.9951644,0.0008952933,0.0010131717,0.0006475584,0.0
SRR1617761,0.00036950308,0.00085334637,0.0010580117,0.9951663,0.00089403574,0.0010190462,0.00063973485,0.0
ERR1690099,0.0011767377,0.0029727626,0.0055710035,0.001749677,0.000650621,0.002064439,0.9858148,0.0
ERR695297,0.002049302,0.0013555961,0.000461209,0.005553905,0.0018427958,0.98604816,0.0026890158,0.0
SRR640714,0.00473612,0.0052088257,0.9775134,0.0027498335,0.00244028,0.0004761218,0.00687546,0.0
ERR1384690,0.00036285393,0.00082969887,0.0010660338,0.9952147,0.0008699103,0.0010121214,0.0006446609,0.0
SRR3951014,0.0003751045,0.00085872767,0.001045626,0.9951237,0.0009241481,0.0010370361,0.0006355673,0.0
SRR5180741,0.001306691,0.99253964,0.0022481622,0.0012082804,0.0013529739,0.00030270798,0.001041484,0.0
ERR1897263,0.001306691,0.99253964,0.0022481622,0.0012082804,0.0013529739,0.00030270798,0.001041484,0.0
SRR5687988,0.00042385331,0.0015235117,0.0006724164,0.99417925,0.0012976885,0.0014698575,0.00043339512,0.0
ERR2211011,0.0011767377,0.0029727626,0.0055710035,0.001749677,0.000650621,0.002064439,0.9858148,0.0
ERR499259,0.0003624659,0.00083329115,0.0010614818,0.99521554,0.00086993596,0.0010156237,0.0006416859,0.0
ERR1310804,0.00036195928,0.0008293947,0.0010652521,0.9952201,0.00086684176,0.0010127072,0.0006437044,0.0
DRR043942,0.00037164398,0.00088839076,0.0010140256,0.99513626,0.0009182317,0.0010542099,0.0006173558,0.0
ERR487845,0.0020537598,0.0013667978,0.00045830972,0.005518108,0.001852961,0.9860754,0.0026746956,0.0
SRR8605604,0.0011767377,0.0029727626,0.0055710035,0.001749677,0.000650621,0.002064439,0.9858148,0.0
ERR1522798,0.004691601,0.47707435,4.793638e-05,0.0034416318,0.00023764372,0.5021554,0.004340023,0.008011341
SRR3737424,0.001306691,0.99253964,0.0022481622,0.0012082804,0.0013529739,0.00030270798,0.001041484,0.0
ERR1512337,0.001306691,0.99253964,0.0022481622,0.0012082804,0.0013529739,0.00030270798,0.001041484,0.0
ERR1201979,0.9206962,0.01772294,0.03448391,0.0018958115,0.009544751,0.012610133,0.0030462623,0.0
SRR5687911,0.00040814394,0.0010865405,0.0010410822,0.9948411,0.0010089433,0.0010426282,0.0005715442,0.0
ERR537676,0.0020537004,0.0013665612,0.00045839837,0.0055188173,0.0018527538,0.9860748,0.0026750204,0.0
ERR1905869,0.0011767377,0.0029727626,0.0055710035,0.001749677,0.000650621,0.002064439,0.9858148,0.0
ERR2738581,0.00036094608,0.00082620844,0.0010676514,0.9952269,0.00086267455,0.0010108869,0.0006447398,0.0
ERR996114,0.0020538187,0.0013668569,0.00045833923,0.0055179303,0.0018529608,0.98607546,0.0026746066,0.0
ERR1855541,0.0018579934,0.0014146151,0.0005009016,0.0052226274,0.0019386857,0.98615247,0.002912704,0.0
ERR499789,0.00036273376,0.000841465,0.0010530127,0.9952102,0.00087326556,0.0010222227,0.00063713937,0.0
ERR1677371,0.0011767377,0.0029727626,0.0055710035,0.001749677,0.000650621,0.002064439,0.9858148,0.0
SRR6414282,0.0003611548,0.00082832,0.0010656028,0.99522465,0.00086416205,0.0010124637,0.000643671,0.0
SRR6413921,0.00036097586,0.0008265949,0.0010673247,0.99522644,0.00086294214,0.001011095,0.000644621,0.0
SRR5997343,0.001306661,0.9925393,0.002248607,0.0012081319,0.0013529736,0.00030279695,0.0010414541,0.0
ERR1725585,0.00473612,0.0052088257,0.9775134,0.0027498335,0.00244028,0.0004761218,0.00687546,0.0
SRR996833,0.00036094605,0.0008262083,0.0010676513,0.9952269,0.00086267444,0.0010108867,0.00064471,0.0
ERR579681,0.00036103537,0.0008264762,0.001067325,0.9952265,0.0008629423,0.0010110654,0.00064465083,0.0
SRR6823542,0.001306691,0.99253964,0.0022481622,0.0012082804,0.0013529739,0.00030270798,0.001041484,0.0
SRR1060346,0.0013067799,0.9925396,0.0022481326,0.0012083397,0.0013529145,0.00030264864,0.001041484,0.0
SRR5181170,0.001306691,0.99253964,0.0022481622,0.0012082804,0.0013529739,0.00030270798,0.001041484,0.0
SRR3037213,0.00028538913,0.0007189029,0.002294092,0.9908647,0.0012383776,0.00400521,0.000593359,0.0
SRR7449397,0.000362168,0.0008275239,0.0010667996,0.99522007,0.00086714065,0.0010114015,0.0006448647,0.0
ERR2001791,0.0020534657,0.0013669468,0.00045833967,0.005517403,0.00185314,0.98607576,0.0026749342,0.0
SRR935332,0.00036100557,0.0008262085,0.0010675922,0.99522704,0.0008626746,0.0010108572,0.00064473983,0.0
SRR1923877,0.00036094605,0.0008262083,0.0010676513,0.9952269,0.00086267444,0.0010108867,0.00064471,0.0
SRR5179742,0.001306691,0.99253964,0.0022481622,0.0012082804,0.0013529739,0.00030270798,0.001041484,0.0
SRR1632382,0.00036094605,0.0008262083,0.0010676513,0.9952269,0.00086267444,0.0010108867,0.00064471,0.0
SRR5178918,0.001306691,0.99253964,0.0022481622,0.0012082804,0.0013529739,0.00030270798,0.001041484,0.0
ERR501224,0.00036097586,0.0008265057,0.0010674138,0.99522656,0.00086288265,0.001011095,0.000644621,0.0
ERR500538,0.00036163133,0.0008308485,0.0010636145,0.99522126,0.0008662449,0.0010139527,0.0006424543,0.0
ERR1384604,0.00036791957,0.00085430813,0.0010444648,0.99517626,0.00089458044,0.0010290989,0.0006334494,0.0
SRR6264685,0.00038411014,0.0008321891,0.0011076534,0.99504757,0.00093789224,0.0010100355,0.00068059016,0.0
SRR5178102,0.00036094605,0.0008262083,0.0010676513,0.9952269,0.00086267444,0.0010108867,0.00064471,0.0
ERR532105,0.00036094614,0.00082623825,0.0010676517,0.99522704,0.0008626746,0.0010107978,0.00064473983,0.0
ERR1971290,0.0003789837,0.0007821629,0.0011494947,0.9950797,0.0009113443,0.0009840794,0.0007143323,0.0
SRR3310333,0.001306691,0.99253964,0.0022481622,0.0012082804,0.0013529739,0.00030270798,0.001041484,0.0
SRR5947878,0.00036169103,0.0008288876,0.0010657255,0.99522185,0.0008656511,0.0010123783,0.00064385164,0.0
ERR501338,0.00036094608,0.00082635705,0.0010675624,0.9952268,0.00086270424,0.0010108869,0.00064471003,0.0
SRR2046604,0.00038288717,0.0007834607,0.0011437866,0.995073,0.0009330664,0.0009921894,0.0006915809,0.0
SRR6745380,0.001306691,0.99253964,0.0022481622,0.0012082804,0.0013529739,0.00030270798,0.001041484,0.0
ERR579565,0.00036133343,0.00082882604,0.0010652174,0.99522364,0.0008646681,0.001012762,0.00064355275,0.0
SRR6408722,0.00036163165,0.00082544034,0.0010686977,0.99522376,0.00086481916,0.0010099711,0.00064575387,0.0
ERR719881,0.0003682191,0.0008550268,0.0010586783,0.99516946,0.00088786904,0.0010192379,0.00064156734,0.0
ERR2730158,0.00036181058,0.0008247284,0.0010697694,0.9952228,0.0008650881,0.0010092001,0.00064655737,0.0
ERR923846,0.0011767377,0.0029727626,0.0055710035,0.001749677,0.000650621,0.002064439,0.9858148,0.0
ERR1716674,0.001306691,0.99253964,0.0022481622,0.0012082804,0.0013529739,0.00030270798,0.001041484,0.0
