,root:Diseases,root:Health,root:Infections,Unknown
SRR051686,0.022980366,0.96944225,0.0075774356,0.0
SRR5343090,0.019150078,0.9747929,0.0060569984,0.0
ERR719243,0.020019831,0.97362304,0.0063571427,0.0
SRR5548032,0.92820174,0.03094294,0.040855337,0.0
SRR6424580,0.07018714,0.15836336,0.7714495,0.0
SRR5429353,0.9223545,0.02543313,0.052212365,0.0
ERR719216,0.03722,0.946348,0.012391508,0.0040404797
SRR6265091,0.9242353,0.04561808,0.030146636,0.0
ERR209223,0.14846787,0.7888308,0.01631239,0.046388984
ERR209474,0.022342572,0.9709034,0.006753925,0.0
SRR6876227,0.034477606,0.9554732,0.010049186,0.0
SRR5648946,0.02134496,0.9726437,0.006011318,0.0
SRR5548411,0.9284952,0.03563469,0.035870194,0.0
SRR6185220,0.040985785,0.95207536,0.0069388477,0.0
ERR321078,0.020005854,0.97355247,0.0064417142,0.0
SRR7507318,0.01920172,0.97474754,0.0060507865,0.0
ERR719217,0.032983273,0.95329314,0.011427969,0.0022956133
ERR720195,0.01915002,0.97479296,0.0060570883,0.0
SRR6265651,0.019150108,0.97479284,0.006057028,0.0
SRR961835,0.14736982,0.33649072,0.5161395,0.0
SRR5637774,0.019150468,0.9747922,0.0060573863,0.0
SRR5813186,0.059987575,0.9132907,0.016583025,0.0101386905
ERR719255,0.032290965,0.9595872,0.008024454,9.739399e-05
SRR6928744,0.022371804,0.970234,0.0073941415,0.0
SRR6265426,0.019150345,0.97479254,0.006057147,0.0
ERR209479,0.026825327,0.9653604,0.007814294,0.0
SRR6331145,0.865929,0.13132048,0.0027505152,0.0
SRR5813259,0.03094069,0.9615202,0.0075390674,0.0
SRR6182467,0.07786095,0.91414285,0.0060012043,0.0019949675
SRR5602234,0.10294095,0.8381476,0.017024517,0.041886926
SRR5803696,0.028416902,0.95857203,0.010422647,0.002588451
SRR5399530,0.019153737,0.97477275,0.006073439,0.0
SRR5649073,0.019245561,0.97470564,0.006048811,0.0
SRR6264189,0.027528554,0.95522773,0.014940441,0.0023033023
SRR5203248,0.019154152,0.974786,0.0060599213,0.0
SRR6182431,0.01966193,0.97411895,0.0062191314,0.0
SRR5651464,0.14135937,0.85596764,0.0026729866,0.0
SRR5609991,0.019986127,0.9736712,0.006342723,0.0
SRR6357161,0.019212738,0.97474486,0.0060423403,0.0
SRR5428889,0.92183846,0.02519093,0.052970614,0.0
SRR5079029,0.021460166,0.97177076,0.006769026,0.0
SRR5078832,0.021717144,0.9714153,0.0068676313,0.0
SRR5761664,0.16462183,0.8238251,0.007275343,0.004277706
SRR5548733,0.019251497,0.9746623,0.006086199,0.0
SRR1766010,0.019528428,0.9741931,0.0062784483,0.0
SRR5602264,0.020004341,0.9738825,0.0061131106,0.0
ERR719855,0.019255828,0.97464836,0.006095774,0.0
SRR6264354,0.019150048,0.9747929,0.0060569984,0.0
SRR6424694,0.007839179,0.5090353,0.48312548,0.0
SRR5947824,0.66741204,0.32488218,0.0077058454,0.0
ERR719866,0.019281983,0.97460985,0.0061082346,0.0
ERR526019,0.27043724,0.65173894,0.029565364,0.048258424
ERR321443,0.109954074,0.8871521,0.0028938735,0.0
SRR5578987,0.019230254,0.973572,0.007197776,0.0
SRR6265150,0.019150048,0.9747929,0.0060569984,0.0
SRR5079119,0.06514406,0.9266479,0.0067596734,0.0014483929
ERR209172,0.019422255,0.97442955,0.0061482107,0.0
SRR6901799,0.022114387,0.97193927,0.005946261,0.0
SRR2914210,0.019150048,0.9747929,0.0060569984,0.0
SRR5431392,0.019156858,0.97478396,0.006059209,0.0
SRR5649169,0.019150048,0.9747929,0.0060569984,0.0
SRR5577153,0.91522044,0.07803085,0.0067487927,0.0
SRR5866418,0.021579802,0.97191066,0.0065095355,0.0
SRR6724406,0.9232966,0.04775679,0.028405547,0.00054109097
ERR719857,0.019583397,0.97426915,0.0061474782,0.0
SRR5548541,0.9278006,0.038301833,0.033897605,0.0
SRR5431255,0.019150048,0.9747929,0.0060569984,0.0
SRR5758165,0.060572684,0.8437468,0.083236694,0.0124438405
ERR720074,0.019489856,0.97421634,0.0062938295,0.0
SRR6264072,0.018897919,0.9747378,0.0063642752,0.0
SRR6424677,0.070265986,0.15081462,0.7789194,0.0
ERR209728,0.031809606,0.96153325,0.0066571864,0.0
SRR6264781,0.019337071,0.97453105,0.006131874,0.0
SRR5802234,0.06329563,0.9275023,0.0072012544,0.0020008683
SRR6724378,0.92862445,0.03464826,0.036727343,0.0
SRR5078766,0.022075666,0.9709448,0.006979574,0.0
SRR2142209,0.7764399,0.21879523,0.004764851,0.0
SRR5796802,0.23285306,0.3681901,0.3081483,0.09080851
SRR6724552,0.019150048,0.9747929,0.0060569984,0.0
SRR6724557,0.81906354,0.17533657,0.0055998242,0.0
SRR6182348,0.76968515,0.22793597,0.0023788253,0.0
SRR6264897,0.019150078,0.97479284,0.006057028,0.0
SRR5079211,0.019154768,0.9747866,0.0060585723,0.0
SRR5078668,0.019150048,0.9747929,0.0060569984,0.0
ERR719737,0.053296655,0.92642385,0.012145728,0.008133769
SRR5802289,0.019258115,0.9746693,0.0060726525,0.0
SRR5802392,0.019150225,0.9747927,0.006057058,0.0
SRR5796813,0.36922032,0.63016033,0.000619359,0.0
SRR6330921,0.019149292,0.97478974,0.006060995,0.0
SRR5610129,0.019276705,0.97460693,0.0061163465,0.0
SRR5803668,0.9071331,0.07872793,0.01413895,0.0
SRR7507515,0.036779907,0.95592976,0.0072904113,0.0
SRR6265359,0.090103984,0.52198666,0.38752916,0.00038015842
SRR6928812,0.0191559,0.9747506,0.006093572,0.0
SRR5813389,0.01932212,0.9746476,0.0060302424,0.0
SRR5758010,0.018611014,0.9673713,0.010923803,0.0030938983
ERR719716,0.038373977,0.9418566,0.016113728,0.003655672
SRR6474209,0.022710543,0.97163415,0.0056553083,0.0
SRR5020893,0.019150048,0.9747929,0.0060569984,0.0
SRR1693267,0.9228649,0.042829376,0.03430572,0.0
SRR5629093,0.019452605,0.97368497,0.0068624383,0.0
ERR634984,0.14930558,0.75203955,0.05210483,0.046550035
ERR719183,0.031749368,0.95876753,0.008575171,0.00090789795
SRR5610127,0.02087736,0.9733037,0.005818943,0.0
SRR5218343,0.09299207,0.8723768,0.013005972,0.021625161
ERR695633,0.025309077,0.96854526,0.0061457492,0.0
SRR5757869,0.16723947,0.3690348,0.46372572,0.0
ERR719287,0.02036803,0.97305125,0.0065807165,0.0
SRR5649192,0.18199,0.74665755,0.017129004,0.054223478
SRR5610049,0.022348683,0.97024786,0.0074034696,0.0
SRR5648963,0.019174103,0.97476923,0.006056634,0.0
SRR5078745,0.019150136,0.9747927,0.006057147,0.0
SRR5020909,0.020928515,0.97292656,0.0061449236,0.0
SRR5637743,0.019251524,0.9746505,0.0060980343,0.0
ERR209710,0.73562104,0.2623915,0.001987474,0.0
DRR092047,0.019150048,0.9747929,0.0060569984,0.0
ERR525831,0.05602114,0.93893695,0.005041946,0.0
SRR1009033,0.92741084,0.029394059,0.043195114,0.0
ERR526081,0.77044666,0.17066157,0.021112561,0.037779212
SRR6185171,0.24839881,0.5362305,0.09710473,0.11826593
ERR209455,0.01965608,0.97429264,0.0060512996,0.0
SRR6264422,0.019468464,0.9742039,0.0063276486,0.0
SRR1766087,0.01922941,0.9747052,0.0060653947,0.0
SRR5548597,0.93483245,0.037383772,0.027783766,0.0
ERR321153,0.13320705,0.85366195,0.0063883364,0.006742716
SRR5983430,0.7972583,0.14787212,0.023439288,0.031430244
SRR6724426,0.8461452,0.15031476,0.0035400183,0.0
SRR6264741,0.1497157,0.8461183,0.0041660178,0.0
SRR7690207,0.6542283,0.3427712,0.0030004233,0.0
SRR5648991,0.019159691,0.97477883,0.0060615004,0.0
SRR5903321,0.01950217,0.9743695,0.0061283875,0.0
SRR5079024,0.02387919,0.9705553,0.0055654817,0.0
SRR5203129,0.019174129,0.97474104,0.006084762,0.0
ERR719549,0.0400863,0.9392785,0.016214699,0.004420519
SRR6264048,0.019289711,0.9745687,0.00614155,0.0
SRR5763476,0.019150048,0.9747929,0.0060569984,0.0
SRR5629112,0.45060265,0.45558995,0.019479007,0.07432842
ERR719505,0.021824228,0.9713613,0.006814488,0.0
SRR5983269,0.6848285,0.13930821,0.09436798,0.081495285
SRR6264765,0.020275325,0.97366166,0.0060630823,0.0
SRR6474317,0.040225744,0.94393086,0.010851145,0.0049922466
ERR719974,0.025901577,0.9661986,0.007899756,0.0
ERR011275,0.26549342,0.73292875,0.0015778275,0.0
SRR5758027,0.06677958,0.90148205,0.0219495,0.009788871
SRR5651397,0.019621707,0.974342,0.0060363603,0.0
SRR5203212,0.018622337,0.9734582,0.007919474,0.0
ERR719758,0.02633816,0.96727973,0.0063821203,0.0
ERR1809130,0.07684097,0.8896743,0.027065039,0.0064196587
SRR5079209,0.020129211,0.9738264,0.006044423,0.0
SRR5202893,0.019150048,0.9747929,0.0060569984,0.0
SRR6724534,0.9260949,0.027871588,0.046033546,0.0
SRR6331462,0.18446401,0.5129519,0.16316238,0.1394217
SRR5602312,0.020516591,0.9730485,0.006434984,0.0
SRR7507459,0.02005014,0.97381234,0.006137554,0.0
SRR5091599,0.021907538,0.9720039,0.006088581,0.0
SRR6182409,0.8635287,0.11452791,0.018082947,0.0038603544
SRR6264885,0.018696547,0.97457206,0.0067314045,0.0
SRR6265663,0.031973198,0.9572324,0.010794332,0.0
SRR5078673,0.020002622,0.9737385,0.0062588453,0.0
SRR6265605,0.020602506,0.972126,0.007271555,0.0
SRR5648906,0.019744342,0.9743232,0.0059325,0.0
SRR5343144,0.019150136,0.97479266,0.006057117,0.0
SRR5758081,0.06965464,0.31416744,0.61617786,0.0
SRR5813465,0.05308968,0.9398188,0.0057282746,0.0013632774
SRR5602002,0.019150048,0.9747929,0.0060569984,0.0
SRR5802399,0.040114466,0.9464509,0.013434733,0.0
SRR6331286,0.01826474,0.9744172,0.006832361,0.00048565865
SRR5078648,0.020377161,0.9731786,0.006444285,0.0
SRR5079216,0.019159732,0.97478026,0.0060600587,0.0
ERR525854,0.14637941,0.7221694,0.10868436,0.022766829
SRR5078900,0.021375295,0.9723404,0.0062842057,0.0
ERR011350,0.0191664,0.9747693,0.0060642916,0.0
SRR5548530,0.027467376,0.9664585,0.006074071,0.0
ERR209177,0.04351145,0.9384589,0.013457447,0.004572153
ERR209293,0.020641355,0.97319645,0.0061620963,0.0
SRR5813285,0.019386176,0.97456384,0.0060499944,0.0
SRR5757787,0.03387648,0.9486178,0.014598817,0.0029069185
SRR5983394,0.11908385,0.76402867,0.075315386,0.041572094
SRR5942087,0.07188819,0.14763163,0.7804802,0.0
SRR6724475,0.92710036,0.061642677,0.011256987,0.0
ERR011180,0.038048863,0.9547757,0.006374806,0.0008006096
SRR5757875,0.027099958,0.9641254,0.008774677,0.0
SRR6264104,0.030890707,0.95779526,0.011314021,0.0
SRR7423261,0.028935248,0.96442395,0.0066407775,0.0
ERR209611,0.031055897,0.9589169,0.009676397,0.00035077333
SRR5813422,0.0234378,0.9697752,0.0067870356,0.0
SRR5429088,0.9252771,0.042254303,0.032468587,0.0
SRR5429242,0.92484695,0.03547023,0.039682835,0.0
ERR525842,0.019151058,0.9747918,0.006057058,0.0
ERR209804,0.86045915,0.13268536,0.006855522,0.0
ERR011344,0.019654404,0.9742261,0.006119445,0.0
SRR7507444,0.023743013,0.96943754,0.0068193795,0.0
SRR6264519,0.629093,0.36868694,0.0022200765,0.0
SRR5813378,0.036859304,0.9511366,0.011501223,0.000502944
SRR5343158,0.019166011,0.97477007,0.0060639232,0.0
SRR6182413,0.01942618,0.9745354,0.0060384492,0.0
SRR1766079,0.020628525,0.97146356,0.007907902,0.0
SRR6264938,0.019150406,0.97479236,0.0060572075,0.0
SRR5431552,0.019150048,0.9747929,0.0060569984,0.0
SRR5802215,0.020095665,0.973732,0.0061723357,0.0
SRR6265047,0.7962574,0.20043443,0.0033082475,0.0
SRR7464879,0.8951139,0.054575115,0.045479536,0.0048314333
SRR5202898,0.01915005,0.9747929,0.0060570883,0.0
SRR6450963,0.19288228,0.8021694,0.004948336,0.0
SRR5091562,0.021102972,0.9721417,0.006755287,0.0
SRR5548742,0.9164856,0.07076592,0.012748545,0.0
SRR5866451,0.019275235,0.9746237,0.006101087,0.0
SRR6265264,0.11326097,0.25218287,0.6345562,0.0
ERR719296,0.04171573,0.95307976,0.00520452,0.0
SRR5983298,0.5550573,0.3641012,0.017528921,0.06331265
ERR209605,0.024759155,0.9676609,0.0075799376,0.0
SRR1763591,0.89299685,0.098226465,0.008776678,0.0
SRR5078797,0.019150048,0.9747929,0.0060569984,0.0
SRR5343106,0.01898781,0.9745619,0.0064502144,0.0
SRR5813295,0.026873278,0.96745133,0.0056754346,0.0
SRR5866271,0.7282421,0.26907632,0.0026816686,0.0
SRR6264391,0.009955483,0.9112772,0.07876737,0.0
SRR5580417,0.029947668,0.9518511,0.015229374,0.0029718876
SRR5650021,0.35044983,0.64722705,0.002323108,0.0
SRR2918705,0.01885267,0.9743107,0.0068365885,0.0
SRR5079088,0.019150108,0.9747929,0.006057028,0.0
SRR5343065,0.019244982,0.97467846,0.006076626,0.0
SRR1929574,0.019150048,0.9747929,0.0060569984,0.0
ERR719041,0.027131498,0.9620755,0.009817034,0.00097596645
SRR6185225,0.024648657,0.96637475,0.008976554,0.0
ERR209450,0.14573842,0.7945522,0.020151407,0.039557934
SRR5549069,0.9102951,0.039434396,0.050270487,0.0
SRR6424483,0.057575863,0.18717554,0.7552486,0.0
ERR209848,0.9156809,0.05164832,0.03241718,0.00025361776
SRR5803742,0.019150203,0.97479254,0.0060573276,0.0
SRR6185208,0.5639508,0.38855553,0.018844634,0.028649092
SRR5431385,0.019168176,0.9747465,0.0060852845,0.0
ERR719529,0.2703384,0.7266079,0.0030537376,0.0
SRR5761785,0.019150136,0.97479266,0.006057147,0.0
ERR719615,0.024040747,0.96843296,0.0075263097,0.0
SRR5100589,0.019152645,0.9747891,0.0060582506,0.0
SRR5802268,0.77953976,0.20349997,0.014767468,0.0021927953
SRR5649186,0.019150108,0.97479284,0.0060569984,0.0
SRR5429269,0.9217445,0.025148412,0.053107098,0.0
SRR5610019,0.019456726,0.974342,0.0062012337,0.0
SRR6264425,0.01915005,0.97479296,0.006057029,0.0
SRR3313076,0.10999313,0.6724217,0.15284026,0.06474495
ERR526068,0.023920797,0.9681359,0.007943345,0.0
SRR5079118,0.019150048,0.9747929,0.0060569984,0.0
ERR209330,0.027601495,0.96624714,0.006151374,0.0
SRR3400428,0.89677334,0.09939032,0.0038363598,0.0
ERR719362,0.021728098,0.9686831,0.009385109,0.00020366907
ERR719384,0.019578364,0.9741702,0.0062514404,0.0
ERR525731,0.9244498,0.0359646,0.03958561,0.0
SRR5761778,0.11228767,0.70437187,0.07802287,0.10531759
SRR5429074,0.81597584,0.18055905,0.003465002,0.0
SRR5757792,0.07131615,0.14874405,0.7799398,0.0
SRR5649194,0.019150466,0.9747775,0.0060720714,0.0
SRR5866548,0.057769,0.91712373,0.016794264,0.008313
SRR5548407,0.016789958,0.96780485,0.015405281,0.0
ERR719745,0.019289428,0.9746098,0.0061008306,0.0
ERR209144,0.90306807,0.08621179,0.010720174,0.0
SRR6724482,0.019534586,0.9743157,0.0061496976,0.0
SRR6182339,0.023498386,0.96974885,0.0067528156,0.0
SRR5343189,0.01931148,0.974564,0.006124541,0.0
SRR5203200,0.019152777,0.9747855,0.0060617607,0.0
SRR6264298,0.019150048,0.9747929,0.0060569984,0.0
SRR5548659,0.92160857,0.04823786,0.029129297,0.0010242462
SRR5078926,0.016302079,0.96797055,0.010728121,0.00499928
ERR525894,0.46941683,0.26650915,0.11205834,0.15201569
SRR961857,0.019150108,0.97479284,0.0060569984,0.0
SRR5548092,0.65712035,0.13972512,0.11917549,0.08397907
SRR6182392,0.019150052,0.974793,0.006057,0.0
ERR719117,0.024099763,0.9697715,0.00612878,0.0
SRR5947883,0.20772049,0.66656846,0.034885287,0.090825796
SRR5602136,0.02229149,0.970601,0.0071075275,0.0
SRR5578996,0.8872105,0.03954816,0.0732413,0.0
SRR5947849,0.56954145,0.42750823,0.0029503785,0.0
ERR209839,0.06786716,0.9060146,0.01565215,0.010466099
SRR5578973,0.019377135,0.9744799,0.0061429664,0.0
SRR5078736,0.17304677,0.6761935,0.110887855,0.03987193
SRR6928785,0.019263593,0.9745384,0.006197968,0.0
SRR5078791,0.851865,0.065291435,0.07196781,0.010875702
ERR720181,0.019154495,0.9747862,0.006059382,0.0
ERR719436,0.025189692,0.96896696,0.0058433553,0.0
SRR5203186,0.019150108,0.9747927,0.006057117,0.0
SRR5548788,0.9259857,0.027771968,0.046242304,0.0
SRR1008937,0.92780405,0.030050894,0.042145,0.0
SRR5091535,0.028739247,0.9646166,0.006644114,0.0
SRR6474236,0.075902134,0.91967154,0.004426352,0.0
SRR5079179,0.01915738,0.97478586,0.0060567376,0.0
SRR5649165,0.019150048,0.9747929,0.0060569984,0.0
SRR5203201,0.12784827,0.6427058,0.22161862,0.007827282
SRR5020903,0.07188872,0.1476306,0.7804807,0.0
SRR5796726,0.17516845,0.8216861,0.0031454687,0.0
ERR719018,0.02187563,0.9709142,0.0072101406,0.0
ERR719409,0.025188051,0.96816504,0.006646824,0.0
ERR720020,0.0193189,0.9746197,0.006061382,0.0
SRR5580477,0.019241743,0.97465575,0.0061026285,0.0
SRR7507601,0.04252246,0.89116144,0.039670438,0.02664566
SRR5983350,0.57626665,0.4196187,0.0041146884,0.0
SRR5578992,0.019157287,0.97478235,0.0060604014,0.0
SRR6264224,0.019650012,0.9740683,0.0062816483,0.0
SRR5429334,0.1570118,0.5351883,0.27536434,0.032435536
ERR011318,0.05204469,0.9211799,0.016907126,0.009868264
SRR6182448,0.050097823,0.9360641,0.01161167,0.0022263527
ERR209444,0.019615566,0.972898,0.007486389,0.0
ERR719389,0.01956873,0.97418654,0.0062446445,0.0
SRR5651453,0.26823345,0.65350944,0.02103147,0.057225585
SRR5343056,0.019150082,0.974793,0.006057,0.0
ERR719232,0.020741101,0.97301465,0.006244214,0.0
SRR1185481,0.047611743,0.90135384,0.038838774,0.012195706
SRR5548586,0.93457603,0.040833943,0.024589997,0.0
SRR5079139,0.019150048,0.9747929,0.0060569984,0.0
ERR209675,0.6944332,0.28508395,0.012078732,0.008404136
SRR5203163,0.019146759,0.97479105,0.0060621803,0.0
SRR5803647,0.02755959,0.9640541,0.008386364,0.0
SRR5431376,0.019149918,0.97479284,0.0060573607,0.0
SRR5601983,0.02880314,0.96249646,0.0081579685,0.00054240227
SRR5649133,0.019417787,0.9743993,0.0061828457,0.0
SRR5078691,0.019152455,0.9747898,0.006057801,0.0
SRR5761684,0.019151501,0.9747888,0.0060597416,0.0
SRR6265130,0.019046078,0.9747529,0.0062009967,0.0
SRR6724564,0.92660487,0.0412288,0.032166306,0.0
ERR011153,0.020355433,0.9734518,0.0061927387,0.0
ERR719663,0.026064672,0.9655871,0.008348234,0.0
SRR5078819,0.019150048,0.9747929,0.0060569984,0.0
ERR209743,0.81731117,0.17640023,0.0062885717,0.0
ERR525772,0.8344962,0.15628436,0.0092194285,0.0
SRR5983396,0.8041086,0.13137177,0.027745157,0.036774516
SRR5761739,0.74908096,0.24751014,0.0034089163,0.0
SRR6251516,0.029054262,0.96188325,0.009062486,0.0
ERR505091,0.51249725,0.48480657,0.0026962517,0.0
SRR5203256,0.019150082,0.974793,0.006057,0.0
SRR935737,0.5751502,0.19972643,0.0762057,0.14891768
SRR6331150,0.90809137,0.059473127,0.02600047,0.0064350367
SRR5983474,0.42421055,0.5607723,0.007940382,0.0070767403
SRR5078767,0.019154947,0.9747864,0.006058632,0.0
SRR6265343,0.0543918,0.8859317,0.04345724,0.016219258
SRR5803703,0.027916193,0.9673154,0.004768463,0.0
ERR321493,0.019321267,0.9745768,0.0061019342,0.0
SRR6265375,0.01915005,0.9747929,0.0060570585,0.0
ERR209288,0.023276672,0.971354,0.005369293,0.0
ERR209090,0.019149993,0.974793,0.0060570594,0.0
SRR5866299,0.046730872,0.9481015,0.0051676226,0.0
SRR5866423,0.025241848,0.96948826,0.005269869,0.0
SRR6182422,0.06962553,0.9212357,0.007611513,0.0015273094
ERR209640,0.04173392,0.94342077,0.011346072,0.0034992695
SRR5983365,0.15956667,0.8371536,0.0032797253,0.0
ERR695623,0.8451744,0.07659912,0.05380082,0.024425685
SRR5580541,0.019181853,0.97465193,0.006166193,0.0
SRR6724483,0.92116356,0.048614413,0.028992355,0.0012297034
SRR5813372,0.110907674,0.81063604,0.027811378,0.050644875
SRR5548552,0.92697906,0.038330078,0.034690816,0.0
SRR5431556,0.019150048,0.9747929,0.0060569984,0.0
SRR5548453,0.9247183,0.044800155,0.030481545,0.0
ERR720027,0.01960881,0.9741667,0.0062245564,0.0
SRR6264934,0.1737451,0.46239936,0.31570804,0.0481475
ERR209351,0.021161571,0.97202295,0.0068154368,0.0
SRR6265138,0.19479701,0.75429714,0.038140267,0.012765527
ERR209329,0.026241334,0.9674107,0.006347945,0.0
SRR2918686,0.030589787,0.96484965,0.0045606657,0.0
ERR719271,0.022746962,0.9690872,0.0081658475,0.0
SRR6330998,0.019829595,0.9737406,0.006429823,0.0
SRR6424589,0.019157315,0.9747849,0.0060578054,0.0
SRR961833,0.16385272,0.8156129,0.012876898,0.007657528
SRR5431546,0.019150048,0.9747929,0.0060569984,0.0
SRR5866292,0.025165448,0.965932,0.008902498,0.0
SRR7507426,0.028467933,0.96190333,0.009628697,0.0
SRR6265634,0.019150048,0.9747929,0.0060569984,0.0
SRR6724385,0.43041366,0.24854445,0.13282898,0.18821287
DRR092051,0.024181925,0.9681291,0.007689007,0.0
SRR6264941,0.07682562,0.72414076,0.16015255,0.038881063
SRR5548724,0.9285545,0.03525419,0.036191374,0.0
ERR1809140,0.050587505,0.93627536,0.010331273,0.002805829
SRR5218356,0.090619445,0.8923436,0.00803408,0.009002924
SRR7464887,0.020031098,0.9732513,0.0067176055,0.0
SRR2914126,0.01914963,0.97479296,0.006057453,0.0
SRR1766042,0.01919056,0.9747364,0.006073088,0.0
SRR5650140,0.89843315,0.091448136,0.010118707,0.0
ERR209183,0.06046933,0.91800237,0.011348039,0.010180235
ERR719014,0.021414328,0.9715388,0.0070468653,0.0
ERR719831,0.020671329,0.9720353,0.0072934437,0.0
SRR6264753,0.0192064,0.9747094,0.006084162,0.0
SRR5580646,0.037629217,0.679614,0.2827568,0.0
ERR209217,0.019154739,0.9747857,0.006059563,0.0
SRR5983362,0.566556,0.43092906,0.0025149328,0.0
SRR5983468,0.51811886,0.48036385,0.0015172925,0.0
ERR321613,0.020071076,0.9736782,0.0062507135,0.0
SRR5079254,0.1351898,0.8224468,0.039260834,0.003102541
SRR6265349,0.023568807,0.96904355,0.007387636,0.0
SRR5202967,0.019153798,0.97478443,0.0060616946,0.0
ERR526001,0.10442498,0.8623877,0.033187285,0.0
SRR5610147,0.019149985,0.9747915,0.0060585025,0.0
ERR011325,0.019696323,0.974235,0.006068753,0.0
SRR5813415,0.05302871,0.93942404,0.0075472314,0.0
SRR5803781,0.56588244,0.43273357,0.0013839054,0.0
SRR1763578,0.7260467,0.27191487,0.00203848,0.0
SRR6251514,0.063647375,0.9320729,0.004279771,0.0
SRR6264819,0.019147616,0.9747909,0.0060614953,0.0
SRR5637716,0.021308836,0.97195673,0.0067344084,0.0
ERR719097,0.022830838,0.9709743,0.0061948565,0.0
SRR6265067,0.13682598,0.40864077,0.4545332,0.0
SRR5866361,0.105261475,0.8790009,0.008524567,0.0072131157
SRR5549080,0.20428959,0.34349996,0.30768776,0.14452267
SRR6264556,0.03790021,0.91762495,0.031942755,0.012532115
ERR209647,0.86742604,0.124646425,0.007927673,0.0
SRR5650185,0.9309243,0.05073482,0.018340977,0.0
ERR719522,0.028503537,0.96060956,0.010680914,0.00020599365
SRR3400440,0.89529526,0.10100698,0.0036977541,0.0
SRR5813354,0.019854745,0.97391695,0.0062282495,0.0
SRR6182326,0.059173316,0.8944173,0.034267038,0.012142301
SRR5866324,0.01915136,0.97479075,0.0060578617,0.0
SRR6265157,0.019135548,0.97392267,0.006941705,0.0
ERR719460,0.024721652,0.9640192,0.0100821555,0.0011770725
SRR5548051,0.89186263,0.072723806,0.023899406,0.011514187
SRR5758135,0.8332778,0.06225556,0.09807792,0.0063886642
SRR5983382,0.46828607,0.5291327,0.0025811892,0.0
ERR321444,0.08501222,0.91170216,0.003285675,0.0
SRR5429123,0.92105436,0.024850128,0.054095414,0.0
SRR5757865,0.14830583,0.43844938,0.4132448,0.0
SRR6185276,0.021315379,0.9728036,0.0058809933,0.0
SRR5648806,0.019107427,0.97472954,0.0061631156,0.0
DRR092046,0.10520843,0.6304139,0.2187725,0.045605183
SRR5580585,0.04832551,0.942968,0.0070604086,0.0016460419
SRR5343054,0.01915005,0.9747929,0.0060570883,0.0
SRR5343076,0.019150464,0.9747923,0.0060572955,0.0
