,root:Diseases:Digestive System Diseases:Gastrointestinal Diseases:Intestinal Diseases:Colonic diseases:Irritable Bowel Syndrome,"root:Diseases:Digestive System Diseases:Gastrointestinal Diseases:Intestinal Diseases:Inflammatory Bowel Diseases:Colitis, Ulcerative",root:Diseases:Digestive System Diseases:Gastrointestinal Diseases:Intestinal Diseases:Inflammatory Bowel Diseases:Crohn Disease,Unknown
ERR209223,0.0056409836,0.074827194,0.025633603,0.89389825
ERR209474,0.0065707266,0.021923393,0.019423515,0.9520824
SRR6876227,0.004290819,0.011491269,0.014527023,0.9696909
SRR5648946,0.004142642,0.00960198,0.013525486,0.9727299
SRR5548411,0.010364234,0.92868537,0.050135672,0.010814726
SRR6185220,0.006469518,0.05326298,0.009547591,0.9307199
ERR321078,0.0035082102,0.0152641535,0.012044579,0.9691831
SRR7507318,0.0047252476,0.0057755113,0.013116151,0.9763831
ERR719217,0.020284504,0.011386126,0.030377507,0.93795186
ERR720195,0.0033367574,0.006170213,0.010783821,0.9797092
SRR6265651,0.0033358634,0.006147325,0.010846436,0.9796704
SRR961835,0.0045042336,0.09429014,0.027729988,0.8734757
SRR5637774,0.0032470822,0.005971253,0.0107626915,0.980019
SRR5813186,0.004338205,0.018828362,0.014666259,0.96216714
ERR719255,0.011213213,0.016322821,0.023100168,0.9493638
SRR6928744,0.14091012,0.0132829845,0.009487629,0.83631927
SRR6265426,0.003250271,0.0060019493,0.010750949,0.9799968
ERR209479,0.0072521567,0.018327862,0.019439757,0.95498025
SRR6331145,0.0032232404,0.006320387,0.010940552,0.9795158
SRR5813259,0.004545361,0.03613451,0.020317614,0.9390025
SRR6182467,0.0033869743,0.0075561404,0.010967135,0.97808975
SRR5602234,0.0050562024,0.05791354,0.022262543,0.91476774
SRR5803696,0.010501593,0.028881252,0.015311599,0.9453056
SRR5399530,0.0032470226,0.0059711933,0.0107625425,0.9800192
SRR5649073,0.0036569536,0.0072693825,0.011362165,0.9777115
SRR6264189,0.0042949617,0.0563111,0.020701677,0.91869223
SRR5203248,0.005299419,0.00597468,0.013581276,0.9751446
SRR6182431,0.003246963,0.0059711635,0.0107625425,0.98001933
SRR5651464,0.0028516054,0.04353115,0.017385542,0.93623173
SRR5609991,0.0077869296,0.008763999,0.01671505,0.96673405
SRR6357161,0.0032470226,0.00598076,0.010766208,0.980006
SRR5428889,0.0033572018,0.0067543983,0.010391891,0.9794965
SRR5079029,0.0032457113,0.00605011,0.01077497,0.9799292
SRR5078832,0.003250748,0.0060021877,0.010749102,0.979998
SRR5761664,0.12374112,0.004990369,0.032253206,0.8390153
SRR5548733,0.003246963,0.0059711635,0.010762483,0.9800194
SRR1766010,0.016728222,0.010098696,0.012462914,0.96071017
SRR5602264,0.003290981,0.007591188,0.01136145,0.9777564
ERR719855,0.0037983358,0.01129055,0.013003558,0.97190756
SRR6264354,0.0032364428,0.006036341,0.0107957125,0.9799315
SRR6424694,0.0028976798,0.008454233,0.011885881,0.9767622
SRR5947824,0.010609657,0.13470328,0.041129798,0.81355727
ERR719866,0.003740549,0.011500508,0.012815803,0.97194314
ERR526019,0.002187878,0.07832277,0.023385972,0.8961034
ERR321443,0.01435253,0.06989077,0.03712809,0.8786286
SRR5578987,0.0034240782,0.008461416,0.011685401,0.9764291
SRR6265150,0.0032679737,0.006113529,0.01069051,0.979928
SRR5079119,0.003256023,0.006424159,0.010899752,0.97942007
ERR209172,0.0035272539,0.0081315935,0.011376649,0.9769645
SRR6901799,0.0033545196,0.008044958,0.010659277,0.9779413
SRR2914210,0.003246963,0.0059711635,0.0107625425,0.98001933
SRR5431392,0.003353089,0.00662899,0.010499597,0.9795183
SRR5649169,0.0032507181,0.005972922,0.010769904,0.98000646
SRR5577153,0.0072329044,0.19747883,0.029748142,0.7655401
SRR5866418,0.025492072,0.029200941,0.011129022,0.934178
SRR6724406,0.0063355267,0.007745862,0.015035003,0.9708836
ERR719857,0.0038855374,0.015111595,0.013412863,0.96759
SRR5548541,0.14637806,0.7831271,0.070494816,0.0
SRR5431255,0.0032758713,0.0062357485,0.010827452,0.9796609
SRR5758165,0.0036755502,0.0315952,0.018329382,0.94639987
ERR720074,0.0033336282,0.013703406,0.012720048,0.9702429
SRR6264072,0.0024423301,0.017992228,0.014846295,0.9647192
SRR6424677,0.0032469928,0.0059713125,0.0107623935,0.98001933
ERR209728,0.004629135,0.030341566,0.018570185,0.9464591
SRR6264781,0.0033366978,0.007127255,0.011023879,0.97851217
SRR5802234,0.0022953153,0.094744176,0.024148792,0.8788117
SRR6724378,0.0032727122,0.0070071816,0.01123926,0.9784808
SRR5078766,0.0032779574,0.0062243044,0.01065293,0.9798448
SRR2142209,0.013359487,0.21323463,0.0505237,0.72288215
SRR5796802,0.05208692,0.17929399,0.08402583,0.68459326
SRR6724552,0.003246963,0.0059711635,0.010762483,0.9800194
SRR6724557,0.0051207244,0.016903937,0.016366154,0.9616092
SRR6182348,0.0032517016,0.0060034394,0.0107756555,0.9799692
SRR6264897,0.0032471716,0.006015599,0.010773867,0.97996336
SRR5079211,0.0032846332,0.006218344,0.010656506,0.9798405
SRR5078668,0.0032470226,0.0059711635,0.010762483,0.98001933
ERR719737,0.030061036,0.022070676,0.043067634,0.90480065
SRR5802289,0.0040032864,0.0126877725,0.010681599,0.97262734
SRR5802392,0.0032659173,0.006683588,0.01083082,0.9792197
SRR5796813,0.0037856996,0.005874127,0.011683792,0.9786564
SRR6330921,0.003269434,0.0064385533,0.010938615,0.9793534
SRR5610129,0.0033866465,0.006954998,0.010432333,0.979226
SRR5803668,0.0055134892,0.006102979,0.01398468,0.97439885
SRR7507515,0.004772067,0.0091071725,0.014254242,0.9718665
SRR6265359,0.04326582,0.061231375,0.052672654,0.8428302
SRR6928812,0.004188657,0.0058689117,0.012346625,0.9775958
SRR5813389,0.0033352375,0.011083484,0.011121124,0.9744601
SRR5758010,0.0041694343,0.016842574,0.01443553,0.96455246
ERR719716,0.011918992,0.0057802796,0.02153954,0.9607612
SRR6474209,0.008003652,0.008104503,0.013490975,0.97040087
SRR5020893,0.0032725334,0.0061744153,0.010680109,0.97987294
SRR1693267,0.67804503,0.017404675,0.029169768,0.2753805
SRR5629093,0.0031720102,0.02164483,0.014596432,0.9605867
ERR634984,0.004197538,0.019176424,0.016103119,0.9605229
ERR719183,0.01114732,0.0097360015,0.021373957,0.9577427
SRR5610127,0.0032638013,0.008341134,0.01178062,0.9766145
SRR5218343,0.0035748482,0.03150803,0.014578342,0.9503388
ERR695633,0.01068449,0.023381859,0.014153093,0.95178056
SRR5757869,0.0030521452,0.008949816,0.012024015,0.975974
ERR719287,0.0034597814,0.013333678,0.013412327,0.9697942
SRR5649192,0.649967,0.010019958,0.030389458,0.3096236
SRR5610049,0.0074718297,0.015513569,0.019196719,0.9578179
SRR5648963,0.0049127936,0.005863458,0.013298422,0.9759253
SRR5078745,0.0032469332,0.005985856,0.010763258,0.98000395
SRR5020909,0.009147435,0.011164337,0.011715472,0.96797276
SRR5637743,0.005668193,0.03225413,0.009818763,0.95225894
ERR209710,0.0058473647,0.14301077,0.028232306,0.8229096
DRR092047,0.0035849214,0.008571774,0.009712666,0.97813064
ERR525831,0.006079763,0.033964723,0.021551967,0.93840355
SRR1009033,0.03156447,0.92763126,0.040804278,0.0
ERR526081,0.008556932,0.7732875,0.0612517,0.15690392
SRR6185171,0.00376603,0.014923215,0.009669036,0.9716417
ERR209455,0.0036429167,0.01391086,0.012904555,0.96954167
SRR6264422,0.010335326,0.005860299,0.020160615,0.9636438
SRR1766087,0.33528382,0.0052889585,0.027739972,0.6316873
SRR5548597,0.008800417,0.8291584,0.11899918,0.043042004
ERR321153,0.019073963,0.07746583,0.03521478,0.8682454
SRR5983430,0.006252408,0.34178275,0.04578942,0.6061754
SRR6724426,0.0032541752,0.0060197115,0.010737389,0.9799887
SRR6264741,0.0038927495,0.006544411,0.011648655,0.9779142
SRR7690207,0.008181959,0.039443135,0.017672002,0.9347029
SRR5648991,0.0047070384,0.010048926,0.01023531,0.9750087
SRR5903321,0.0034838915,0.006250322,0.0111448765,0.9791209
SRR5079024,0.0120150745,0.06993592,0.011021227,0.9070278
SRR5203129,0.004179448,0.0068129003,0.0113686025,0.9776391
ERR719549,0.030516297,0.008758754,0.038657367,0.9220676
SRR6264048,0.008516341,0.0053876042,0.018020988,0.96807504
SRR5763476,0.003246963,0.0059711635,0.010762483,0.9800194
SRR5629112,0.0074675083,0.20936292,0.035039514,0.7481301
ERR719505,0.004393071,0.017527461,0.014934391,0.9631451
SRR5983269,0.037477374,0.44542173,0.07737672,0.4397242
SRR6264765,0.003564775,0.007759154,0.011660576,0.9770155
SRR6474317,0.0034815967,0.012285382,0.012667954,0.97156507
ERR719974,0.007997632,0.009839684,0.019097626,0.963065
ERR011275,0.023770273,0.118780375,0.014441013,0.84300834
SRR5758027,0.01649338,0.029927105,0.03222823,0.9213513
SRR5651397,0.0041398406,0.12818348,0.03305313,0.8346236
SRR5203212,0.0148971975,0.0058757067,0.018196344,0.9610307
ERR719758,0.009377241,0.01185295,0.021413833,0.957356
ERR1809130,0.0036482513,0.019069046,0.009716153,0.96756655
SRR5079209,0.0032473803,0.0060097873,0.010776609,0.9799662
SRR5202893,0.0032586753,0.006028086,0.010739654,0.97997355
SRR6724534,0.0030952096,0.11191264,0.017467797,0.8675244
SRR6331462,0.003915161,0.008218676,0.012190133,0.97567606
SRR5602312,0.0046922565,0.014549613,0.014672846,0.9660853
SRR7507459,0.0036325157,0.014921904,0.010453701,0.97099185
SRR5091599,0.010999829,0.012194872,0.021660447,0.9551449
SRR6182409,0.0033248663,0.0065075755,0.010502189,0.9796654
SRR6264885,0.0032424629,0.0061674714,0.010850728,0.9797393
SRR6265663,0.0036355257,0.007834405,0.012150764,0.9763793
SRR5078673,0.0037794411,0.011130005,0.009170413,0.97592014
SRR6265605,0.003626287,0.008343965,0.012316704,0.975713
SRR5648906,0.0033055842,0.0061980784,0.01070416,0.9797922
SRR5343144,0.003251493,0.006071657,0.010766298,0.97991055
SRR5758081,0.0053079426,0.011224121,0.015860021,0.9676079
SRR5813465,0.0072898865,0.11323738,0.01719758,0.8622751
SRR5602002,0.003246963,0.005971074,0.0107625425,0.98001945
SRR5802399,0.0030766428,0.02257976,0.011494964,0.96284866
SRR6331286,0.0032497942,0.0059899986,0.0107527375,0.98000747
SRR5078648,0.0032534301,0.0060300827,0.010739267,0.97997725
SRR5079216,0.0032757223,0.0061562657,0.010680079,0.97988796
ERR525854,0.0029651523,0.007908672,0.011662811,0.97746336
SRR5078900,0.003867656,0.016217828,0.009096533,0.970818
ERR011350,0.0033354163,0.0068412423,0.0111489,0.9786744
SRR5548530,0.0035440922,0.009250909,0.010246098,0.9769589
ERR209177,0.0049143434,0.014776647,0.015141398,0.96516764
ERR209293,0.003800273,0.010638207,0.010971397,0.9745901
SRR5813285,0.0033353567,0.013884395,0.0129598975,0.9698204
SRR5757787,0.009508759,0.011989981,0.021237254,0.957264
SRR5983394,0.012136042,0.03437817,0.03305465,0.92043114
SRR5942087,0.0032470226,0.005971223,0.010762483,0.9800193
SRR6724475,0.0038837492,0.017036319,0.012295127,0.96678483
ERR011180,0.0058089793,0.012952715,0.014713645,0.96652466
SRR5757875,0.00786528,0.051397562,0.027025819,0.9137113
SRR6264104,0.0032478273,0.0059771836,0.010759443,0.9800155
SRR7423261,0.003938526,0.006351918,0.011717945,0.9779916
ERR209611,0.0034471452,0.016863167,0.014318407,0.96537125
SRR5813422,0.0036702454,0.016861796,0.009774983,0.96969295
SRR5429088,0.01190871,0.0052907467,0.021512747,0.9612878
SRR5429242,0.0033314824,0.0064429343,0.011075199,0.9791504
ERR525842,0.003547728,0.0113295615,0.009904981,0.9752177
ERR209804,0.0054445565,0.4105287,0.03974399,0.5442828
ERR011344,0.0036197603,0.0119742155,0.0115991235,0.97280693
SRR7507444,0.004595697,0.011654288,0.011363059,0.97238696
SRR6264519,0.06557864,0.1476101,0.05528614,0.7315251
SRR5813378,0.0035345554,0.03727138,0.0173634,0.94183064
SRR5343158,0.0042535663,0.0068112016,0.0125186145,0.9764166
SRR6182413,0.003001213,0.01028496,0.012599021,0.9741148
SRR1766079,0.0071419477,0.2632076,0.030759066,0.6988914
SRR6264938,0.0032617748,0.0060561,0.010728866,0.9799533
SRR5431552,0.003246963,0.0059711635,0.010762483,0.9800194
SRR5802215,0.0032231212,0.006889671,0.011030704,0.9788565
SRR6265047,0.010452062,0.005458683,0.019707263,0.964382
SRR7464879,0.016255736,0.2318458,0.054044724,0.69785374
SRR5202898,0.0032526553,0.0060433447,0.010784179,0.9799198
SRR6450963,0.59833467,0.006555736,0.026011854,0.3690977
SRR5091562,0.009413689,0.009270489,0.02124688,0.96006894
SRR5548742,0.009077966,0.88880247,0.077471346,0.02464819
SRR5866451,0.0066411793,0.0074597,0.012399137,0.9735
SRR6265264,0.003246963,0.0059711933,0.0107625425,0.98001933
ERR719296,0.007990241,0.021493018,0.022448808,0.9480679
SRR5983298,0.00997901,0.2061952,0.04305324,0.74077255
ERR209605,0.003905177,0.014837265,0.01154229,0.96971524
SRR1763591,0.75244105,0.014471859,0.03257811,0.20050895
SRR5078797,0.0032469332,0.005971223,0.010762423,0.98001945
SRR5343106,0.0032741725,0.0077095926,0.011198461,0.9778178
SRR5813295,0.005630791,0.018631518,0.014226168,0.9615115
SRR5866271,0.003831327,0.015994132,0.009047508,0.97112703
SRR6264391,0.0032873452,0.00636518,0.010697156,0.9796503
SRR5580417,0.004137486,0.021232039,0.016193151,0.9584373
SRR5650021,0.03005752,0.027800947,0.013022274,0.9291192
SRR2918705,0.022384852,0.048713475,0.011505514,0.9173962
SRR5079088,0.00479874,0.01745084,0.00869289,0.96905756
SRR5343065,0.0037133396,0.009341031,0.012389928,0.97455573
SRR1929574,0.0032586157,0.0059713423,0.010783225,0.9799868
ERR719041,0.0039362013,0.009300023,0.012801051,0.9739627
SRR6185225,0.003257066,0.0061410666,0.010745108,0.9798567
ERR209450,0.0049600005,0.05292791,0.019100666,0.9230114
SRR5549069,0.008832037,0.88312566,0.07927331,0.028769016
SRR6424483,0.021423787,0.0049280226,0.029507965,0.9441402
ERR209848,0.0042223632,0.53663886,0.023725808,0.43541294
SRR5803742,0.003619641,0.008581132,0.010054082,0.9777452
SRR6185208,0.009482563,0.087468356,0.011741579,0.8913075
SRR5431385,0.0037450492,0.0070881248,0.011544377,0.97762245
ERR719529,0.029313684,0.060119897,0.045719594,0.8648468
SRR5761785,0.0032473207,0.006033212,0.010793418,0.97992605
ERR719615,0.019952446,0.0062949955,0.027093321,0.9466592
SRR5100589,0.0046413243,0.006022483,0.013068289,0.97626793
SRR5802268,0.0035259724,0.0099568665,0.010319024,0.97619814
SRR5649186,0.003249228,0.005986303,0.010754645,0.9800098
SRR5429269,0.0032470822,0.005972594,0.0107625425,0.9800178
SRR5610019,0.0030228496,0.016929537,0.014123946,0.96592367
SRR6264425,0.0033923388,0.007032931,0.010275036,0.97929966
SRR3313076,0.0034129024,0.06660715,0.016410023,0.9135699
ERR526068,0.0034554899,0.007704228,0.010111213,0.97872907
SRR5079118,0.003246963,0.0059711635,0.010762483,0.9800194
ERR209330,0.005697578,0.030171096,0.021582127,0.9425492
SRR3400428,0.003246963,0.0059711635,0.010762483,0.9800194
ERR719362,0.005104542,0.01010114,0.015543133,0.96925116
ERR719384,0.0050016046,0.0077139735,0.014225692,0.9730587
ERR525731,0.005543709,0.54299,0.055856794,0.3956095
SRR5761778,0.0061050057,0.104530185,0.025628835,0.863736
SRR5429074,0.057138562,0.015574992,0.012607753,0.9146787
SRR5757792,0.0022797883,0.24725828,0.034965456,0.7154965
SRR5649194,0.0038672686,0.006183505,0.011784822,0.97816443
SRR5866548,0.0036836565,0.11425659,0.014995903,0.8670639
SRR5548407,0.008732945,0.89563215,0.082829505,0.012805462
ERR719745,0.006197691,0.008403957,0.015690416,0.96970797
ERR209144,0.027734458,0.08803749,0.036477745,0.8477503
SRR6724482,0.005420953,0.006623268,0.01335302,0.97460276
SRR6182339,0.003305912,0.0059714615,0.010862023,0.9798606
SRR5343189,0.003547728,0.0078443885,0.010440767,0.9781671
SRR5203200,0.0037454367,0.006630063,0.01164943,0.9779751
SRR6264298,0.0032240152,0.0064389706,0.010846853,0.97949016
SRR5548659,0.015746862,0.9241667,0.06008648,0.0
SRR5078926,0.003246963,0.0059711635,0.010762483,0.9800194
ERR525894,0.0036283135,0.04119453,0.01866892,0.93650824
SRR961857,0.004022181,0.014025807,0.00855419,0.97339785
SRR5548092,0.010579139,0.76163363,0.064264655,0.1635226
SRR6182392,0.003246963,0.0059711635,0.010762483,0.9800194
ERR719117,0.0074828267,0.014308959,0.019133985,0.95907426
SRR5947883,0.010476351,0.681728,0.058336735,0.24945891
SRR5602136,0.0032519698,0.0060060024,0.010745883,0.97999614
SRR5578996,0.0032314956,0.0068699718,0.011044562,0.97885394
SRR5947849,0.014590561,0.34118995,0.059074193,0.5851453
ERR209839,0.004704058,0.017657995,0.014321834,0.9633161
SRR5578973,0.0035855174,0.016108781,0.014341921,0.9659638
SRR5078736,0.0015389919,0.07787123,0.022991985,0.8975978
SRR6928785,0.0033055842,0.006729573,0.010878444,0.9790864
SRR5078791,0.0065024793,0.02565831,0.012369722,0.9554695
ERR720181,0.004860908,0.006455004,0.01275751,0.9759266
ERR719436,0.0051514506,0.0067097545,0.012791336,0.97534746
SRR5203186,0.0033502877,0.0063231587,0.010826051,0.97950053
SRR5548788,0.008737385,0.89547825,0.082793504,0.012990832
SRR1008937,0.008733332,0.89561343,0.082825035,0.012828231
SRR5091535,0.004637629,0.012936085,0.014101803,0.9683245
SRR6474236,0.0046457946,0.063173085,0.017702878,0.91447824
SRR5079179,0.0055610836,0.020574063,0.008951753,0.96491313
SRR5649165,0.0032534897,0.0059841275,0.010778815,0.97998357
SRR5203201,0.015200406,0.110737205,0.01285404,0.8612083
SRR5020903,0.003246963,0.0059711635,0.010762483,0.9800194
SRR5796726,0.08834633,0.056835264,0.032907695,0.82191074
ERR719018,0.005174935,0.0073550344,0.014448553,0.9730215
ERR719409,0.006342858,0.0061140954,0.014673501,0.9728695
ERR720020,0.004067898,0.008982986,0.013098836,0.97385025
SRR5580477,0.0038013458,0.00780195,0.012493283,0.9759034
SRR7507601,0.0033469796,0.015168041,0.01308623,0.96839875
SRR5983350,0.49843293,0.009276807,0.030394912,0.46189535
SRR5578992,0.0049369633,0.00581339,0.013337016,0.97591263
SRR6264224,0.0032758117,0.006107539,0.010776252,0.9798404
SRR5429334,0.0039099753,0.0058755875,0.01188916,0.97832525
ERR011318,0.0046753883,0.011780351,0.01442343,0.96912086
SRR6182448,0.0025378168,0.18756741,0.018162072,0.79173267
ERR209444,0.0036237538,0.013792247,0.01221779,0.97036624
ERR719389,0.0048710406,0.0076977313,0.014035881,0.97339535
SRR5651453,0.0045862496,0.111343324,0.028585196,0.8554852
SRR5343056,0.0032475889,0.0059732795,0.010764569,0.98001456
ERR719232,0.0035818517,0.02824381,0.015526056,0.9526483
SRR1185481,0.003310293,0.006273806,0.010782987,0.9796329
SRR5548586,0.0334087,0.045919,0.040656716,0.8800156
SRR5079139,0.003246963,0.0059711635,0.010762483,0.9800194
ERR209675,0.005137086,0.30294693,0.029751748,0.6621642
SRR5203163,0.003274411,0.006660491,0.011007905,0.9790572
SRR5803647,0.0902102,0.011765271,0.037602305,0.86042225
SRR5431376,0.003432721,0.0061602294,0.010914117,0.9794929
SRR5601983,0.0036618412,0.01750201,0.01419279,0.96464336
SRR5649133,0.0051612556,0.013961047,0.0161753,0.96470237
SRR5078691,0.0033495426,0.0067231655,0.0104135275,0.97951376
SRR5761684,0.003703624,0.0077267587,0.0104159415,0.9781537
SRR6265130,0.0035291314,0.008410484,0.009915799,0.9781446
SRR6724564,0.011970133,0.017276347,0.011501253,0.95925224
ERR011153,0.0048120916,0.17831692,0.033409774,0.7834612
ERR719663,0.00581792,0.007976055,0.015532404,0.9706736
SRR5078819,0.003246963,0.0059711635,0.010762483,0.9800194
ERR209743,0.0099699795,0.041213483,0.013275951,0.93554056
ERR525772,0.0065270066,0.4183284,0.043486,0.5316586
SRR5983396,0.014557153,0.13323393,0.049792707,0.8024162
SRR5761739,0.044191957,0.21458298,0.06360367,0.67762136
SRR6251516,0.0029344559,0.038479388,0.014099032,0.9444871
ERR505091,0.27281976,0.028168857,0.013053179,0.6859582
SRR5203256,0.0032470524,0.005971968,0.0107623935,0.9800186
SRR935737,0.5941718,0.01837629,0.019059718,0.36839217
SRR6331150,0.003437847,0.03587261,0.017848194,0.94284135
SRR5983474,0.034650832,0.052220613,0.05451858,0.85861
SRR5078767,0.0032522976,0.006017536,0.01074338,0.9799868
SRR6265343,0.0037147403,0.024425745,0.017032802,0.9548267
SRR5803703,0.0039131045,0.01176995,0.010114878,0.97420204
ERR321493,0.0032859743,0.008112311,0.011786938,0.97681475
SRR6265375,0.003398031,0.0059841275,0.011023045,0.9795948
ERR209288,0.0032692254,0.00807941,0.01176706,0.9768843
ERR209090,0.0032953918,0.006295532,0.010797024,0.97961205
SRR5866299,0.00431481,0.38404047,0.017825127,0.5938196
SRR5866423,0.003897667,0.007463753,0.01102677,0.9776118
SRR6182422,0.004512131,0.015086293,0.009283096,0.97111845
ERR209640,0.0056180954,0.011479974,0.014619082,0.9682828
SRR5983365,0.021180034,0.040725887,0.040687352,0.8974067
ERR695623,0.003748387,0.11449635,0.024149388,0.8576059
SRR5580541,0.0044548213,0.00722906,0.013235658,0.9750805
SRR6724483,0.010086447,0.84194314,0.06402454,0.08394587
SRR5813372,0.003538102,0.026519567,0.0140064955,0.95593584
SRR5548552,0.003761977,0.5019767,0.048330933,0.44593036
SRR5431556,0.003246963,0.0059711635,0.010762483,0.9800194
SRR5548453,0.015888184,0.49317488,0.06458944,0.4263475
ERR720027,0.0033307672,0.01593113,0.013768196,0.9669699
SRR6264934,0.004264146,0.015440822,0.015078872,0.96521616
ERR209351,0.0047519207,0.014000744,0.012246639,0.9690007
SRR6265138,0.0033012927,0.006599933,0.010566711,0.97953206
ERR209329,0.005095333,0.04153025,0.022552967,0.9308214
SRR2918686,0.06939128,0.0043146014,0.053281635,0.8730125
ERR719271,0.0073575675,0.012079239,0.01884985,0.9617133
SRR6330998,0.0033388734,0.007937998,0.011671782,0.9770514
SRR6424589,0.003504604,0.0074276924,0.010252088,0.9788156
SRR961833,0.06855285,0.0043112934,0.053105563,0.8740303
SRR5431546,0.003246963,0.0059711635,0.010762483,0.9800194
SRR5866292,0.0035633147,0.01851964,0.009823471,0.9680936
SRR7507426,0.0051355064,0.014989048,0.009789467,0.970086
SRR6265634,0.0032722354,0.0063501,0.010674864,0.97970283
SRR6724385,0.0032008886,0.008341283,0.011644155,0.9768137
DRR092051,0.010573059,0.05842206,0.00998044,0.92102444
SRR6264941,0.050826877,0.015547156,0.04812467,0.88550127
SRR5548724,0.008811712,0.89166355,0.08198589,0.017538846
ERR1809140,0.0044449866,0.018232942,0.009875804,0.96744627
SRR5218356,0.010243714,0.01730305,0.016970575,0.95548266
SRR7464887,0.0041927993,0.30258647,0.037195772,0.65602493
SRR2914126,0.00368613,0.010952711,0.009386808,0.9759743
SRR1766042,0.003268361,0.0060816705,0.010714203,0.97993577
SRR5650140,0.012137502,0.36473837,0.020059586,0.60306454
ERR209183,0.0059277415,0.050501257,0.02119124,0.92237973
ERR719014,0.0049182773,0.007809937,0.014232874,0.9730389
ERR719831,0.0052324235,0.0076911747,0.014418036,0.9726584
SRR6264753,0.0033805966,0.00756675,0.010430664,0.97862196
SRR5580646,0.0032359362,0.011804283,0.012028545,0.97293127
ERR209217,0.0034638345,0.009128094,0.01208663,0.9753214
SRR5983362,0.017868757,0.107115835,0.03472832,0.8402871
SRR5983468,0.015351862,0.7567256,0.07592252,0.15200007
ERR321613,0.0033732355,0.010987163,0.011942089,0.97369754
