,root:Host-associated:Birds:Digestive_system:Ceca,root:Host-associated:Human:Digestive_system:Large_intestine,root:Host-associated:Human:Digestive_system:Oral,root:Host-associated:Human:Reproductive_system:Female,root:Host-associated:Human:Reproductive_system:Vagina,root:Host-associated:Human:Respiratory_system:Nasopharyngeal,root:Host-associated:Mammals:Digestive_system:Fecal,root:Host-associated:Mammals:Digestive_system:Stomach,Unknown
ERR309207,0.010228634,0.132251,0.0007240772,0.057387948,0.023492962,0.0028473437,0.6860477,0.005425751,0.081594646
ERR309314,0.013668038,0.034183163,0.0006145982,0.032481547,0.029239833,0.0072484333,0.835709,0.04685539,0.0
ERR309536,0.0137355095,0.03415167,0.0006112067,0.03255481,0.029319163,0.007227002,0.83557755,0.04682304,0.0
ERR308397,0.013627253,0.03433219,0.00061682553,0.032364734,0.02910297,0.0072936513,0.8358914,0.046770923,0.0
ERR308575,0.0134924725,0.034887083,0.0006246747,0.031967904,0.028611623,0.0074632405,0.8364858,0.046467256,0.0
ERR308590,0.013733147,0.034214303,0.00061139197,0.032514084,0.029275248,0.007242602,0.8356298,0.046779428,0.0
ERR308354,0.013742978,0.034149062,0.00061082793,0.032562517,0.02932737,0.0072249095,0.83556354,0.04681876,0.0
ERR308942,0.013619068,0.034574743,0.00061957916,0.03233842,0.028872052,0.007387956,0.8361412,0.04644694,0.0
ERR308790,0.013096516,0.033281844,0.00064384093,0.032586288,0.029348006,0.007150199,0.8358277,0.048065558,0.0
ERR308326,0.013567837,0.034727335,0.00062049885,0.03210244,0.028788824,0.0074062,0.83623296,0.046553988,0.0
ERR308449,0.013520127,0.03608289,0.00063878315,0.03194861,0.027426459,0.00804409,0.8365518,0.045787226,0.0
ERR308629,0.021870375,0.018075615,0.0006378591,0.091183305,0.028987765,0.006665379,0.54332143,0.003832996,0.2854253
ERR309798,0.01330729,0.033583887,0.0006403679,0.032936327,0.029219903,0.0072847046,0.83647007,0.04655743,0.0
ERR308402,0.01370519,0.034148265,0.00061274716,0.03253521,0.029294763,0.007232714,0.8356243,0.046846792,0.0
ERR308325,0.013698516,0.034441635,0.0006135331,0.03236175,0.02908808,0.007307982,0.8358443,0.046644244,0.0
ERR308596,0.010061252,0.028506067,0.000913224,0.033386193,0.030038446,0.007048183,0.83896583,0.05108084,0.0
ERR1598805,0.0010247529,0.9838879,0.0021360815,0.0016607642,0.0014580488,0.00020951033,0.0011778772,0.001283139,0.0071618557
ERR1598748,0.001024723,0.98388827,0.0021360219,0.0016607642,0.0014579892,0.00020962954,0.0011779368,0.001283139,0.007161498
ERR1599437,0.0010250807,0.9838853,0.002135992,0.0016610026,0.0014581084,0.00020951033,0.001177758,0.001283735,0.0071635246
ERR1599044,0.0010246336,0.98388815,0.0021360815,0.0016607642,0.0014580488,0.00020948052,0.0011779666,0.001283139,0.007161796
ERR1598376,0.0010246933,0.98388827,0.0021360219,0.0016607642,0.0014579892,0.00020962954,0.0011779368,0.0012831092,0.0071616173
ERR1598997,0.0010246933,0.9838884,0.002136141,0.0016607642,0.0014580488,0.00020948052,0.0011778772,0.0012830496,0.0071616173
ERR1598222,0.0010246336,0.98388845,0.0021360219,0.001660794,0.0014580488,0.00020951033,0.0011779964,0.0012830496,0.007161498
ERR1598378,0.0010246634,0.9838885,0.002136141,0.001660794,0.0014580488,0.00020956993,0.0011779964,0.0012830198,0.0071612597
ERR1598315,0.0010246634,0.9838885,0.002136141,0.001660794,0.0014580488,0.00020956993,0.0011779964,0.0012830198,0.0071612597
ERR1599278,0.0010317862,0.9835421,0.0021315515,0.0016584694,0.0014734268,0.00021201372,0.0011703968,0.001273632,0.007506609
ERR1598168,0.0010246634,0.9838885,0.002136141,0.001660794,0.0014580488,0.00020956993,0.0011779964,0.0012830198,0.0071612597
ERR1599219,0.0010246634,0.9838885,0.002136141,0.001660794,0.0014580488,0.00020956993,0.0011779964,0.0012830198,0.0071612597
ERR1598319,0.0010246634,0.9838885,0.002136141,0.001660794,0.0014580488,0.00020956993,0.0011779964,0.0012830198,0.0071612597
ERR1599309,0.0010246933,0.98388803,0.0021360815,0.0016608238,0.0014580488,0.00020956993,0.0011778772,0.0012831688,0.0071617365
ERR1599627,0.001024574,0.9838885,0.002136141,0.001660794,0.0014580488,0.00020956993,0.0011779964,0.0012830794,0.0071612597
ERR1598834,0.0010246634,0.98388815,0.0021360219,0.0016608238,0.0014580488,0.00020948052,0.0011779368,0.0012831688,0.0071617365
ERR1599594,0.0010246634,0.9838885,0.002136141,0.001660794,0.0014580488,0.00020956993,0.0011779964,0.0012830198,0.0071612597
ERR1599399,0.0010246336,0.98388827,0.0021359622,0.0016607642,0.0014580488,0.00020962954,0.0011779666,0.0012831986,0.0071615577
ERR1598169,0.0010246336,0.9838885,0.002136141,0.001660794,0.0014580488,0.00020956993,0.0011779964,0.0012830198,0.0071612597
ERR1598649,0.0010246038,0.9838884,0.0021360815,0.0016607642,0.0014581084,0.00020948052,0.0011779368,0.0012830794,0.0071615577
ERR1598310,0.0010246336,0.9838885,0.002136141,0.001660794,0.0014580488,0.00020956993,0.0011779964,0.0012830198,0.0071612597
ERR1598469,0.0010246634,0.9838885,0.002136141,0.001660794,0.0014580488,0.00020956993,0.0011779964,0.0012830198,0.0071612597
ERR1598706,0.0010246634,0.98388743,0.0021360219,0.0016607642,0.0014581382,0.00020951033,0.001177907,0.0012831092,0.0071624517
ERR1599338,0.0010248423,0.9838867,0.0021360815,0.0016608834,0.0014581084,0.00020951033,0.0011778474,0.0012832582,0.00716269
ERR1599032,0.0010246634,0.9838885,0.002136141,0.001660794,0.0014580488,0.00020956993,0.0011779964,0.0012830198,0.0071612597
ERR1599524,0.0010246336,0.98388845,0.0021360219,0.001660794,0.0014580488,0.00020951033,0.0011779368,0.0012830496,0.007161498
ERR1598300,0.0010246634,0.98388845,0.002136141,0.0016607642,0.0014580488,0.00020951033,0.0011779368,0.0012830794,0.007161379
ERR1599234,0.0010246634,0.9838885,0.002136141,0.001660794,0.0014580488,0.00020956993,0.0011779964,0.0012830198,0.0071612597
ERR1599189,0.0010247827,0.9838872,0.0021360517,0.0016608536,0.0014580488,0.00020951033,0.0011779368,0.001283288,0.0071623325
ERR1598638,0.0010246634,0.9838885,0.002136141,0.001660794,0.0014580488,0.00020956993,0.0011779964,0.0012830198,0.0071612597
ERR1599115,0.0010248125,0.9838867,0.002135992,0.0016609132,0.0014580488,0.00020956993,0.0011778176,0.0012833476,0.0071628094
ERR1599244,0.0010246634,0.9838885,0.002136141,0.001660794,0.0014580488,0.00020956993,0.0011779964,0.0012830198,0.0071612597
ERR1599210,0.0010246634,0.9838885,0.002136141,0.001660794,0.0014580488,0.00020956993,0.0011779964,0.0012830198,0.0071612597
ERR1598150,0.0010248721,0.9838865,0.002135992,0.0016608536,0.0014581084,0.00020956993,0.0011778474,0.0012834668,0.0071628094
ERR1598211,0.0010246634,0.9838885,0.002136141,0.001660794,0.0014580488,0.00020956993,0.0011779964,0.0012830198,0.0071612597
ERR1599052,0.0010246336,0.9838885,0.002136141,0.001660794,0.0014580488,0.00020956993,0.0011779964,0.0012830198,0.0071612597
ERR1598102,0.0010246634,0.9838885,0.002136141,0.001660794,0.0014580488,0.00020956993,0.0011779964,0.0012830198,0.0071612597
ERR1598672,0.0010246038,0.9838884,0.002136141,0.0016608238,0.0014581084,0.00020962954,0.0011779368,0.0012830496,0.0071613193
ERR1599245,0.001024574,0.9838885,0.002136141,0.001660794,0.0014580488,0.00020951033,0.0011779964,0.0012830794,0.007161379
ERR1598216,0.0010249317,0.9838861,0.002135992,0.0016609132,0.001458168,0.00020951033,0.0011778474,0.0012836158,0.0071629286
ERR1598303,0.0010250807,0.98388565,0.002135992,0.0016610026,0.0014580786,0.00020951033,0.0011777282,0.0012837052,0.007163286
ERR1599452,0.0010246336,0.9838884,0.002136141,0.0016608238,0.0014579892,0.00020962954,0.0011778772,0.0012830496,0.007161498
ERR1599531,0.0010246336,0.9838885,0.002136141,0.001660794,0.0014580488,0.00020956993,0.0011779964,0.0012830198,0.0071612597
ERR1599159,0.0010247827,0.9838853,0.0021360815,0.0016608536,0.0014582276,0.00020954013,0.0011778474,0.0012831688,0.00716424
ERR1599119,0.0010249019,0.9838869,0.0021360517,0.0016609132,0.0014581084,0.00020948052,0.0011778474,0.001283437,0.0071623325
ERR1598859,0.0010279119,0.983837,0.002136141,0.0016629696,0.0014602244,0.00020951033,0.0011759996,0.0012858808,0.0072044134
ERR1598816,0.0010246336,0.9838885,0.002136141,0.001660794,0.0014580488,0.00020956993,0.0011779964,0.0012830198,0.0071612597
ERR1598127,0.0010246634,0.98388803,0.0021360815,0.001660794,0.0014579892,0.00020951033,0.0011779368,0.0012830794,0.0071619153
ERR1599285,0.0010248125,0.9838838,0.0021361709,0.0016609728,0.0014582276,0.00020951033,0.0011778176,0.0012829304,0.0071657896
ERR1599621,0.0010246634,0.9838885,0.002136141,0.001660794,0.0014580488,0.00020956993,0.0011779964,0.0012830198,0.0071612597
ERR1598336,0.0010246336,0.9838884,0.0021360815,0.0016607642,0.0014581084,0.00020962954,0.0011779368,0.00128299,0.007161498
ERR1598845,0.0010246933,0.98388827,0.0021359622,0.0016607642,0.0014579892,0.00020962954,0.0011779666,0.001283139,0.0071615577
ERR1598209,0.001024723,0.9838877,0.0021360219,0.0016607642,0.0014581084,0.00020951033,0.001177907,0.0012831986,0.007162094
ERR1599506,0.0010246933,0.983888,0.002136141,0.0016608834,0.0014580488,0.00020948052,0.0011779368,0.0012831092,0.0071617365
ERR1598106,0.0010246634,0.9838885,0.002136141,0.001660794,0.0014580488,0.00020956993,0.0011779964,0.0012830198,0.0071612597
ERR1598944,0.0010247529,0.9838874,0.0021360517,0.0016608238,0.0014580488,0.00020951033,0.0011779666,0.0012832582,0.0071622133
ERR1598294,0.0010246634,0.9838885,0.002136141,0.001660794,0.0014580488,0.00020956993,0.0011779964,0.0012830198,0.0071612597
ERR1598323,0.0010279417,0.9838635,0.0021357834,0.0016625226,0.0014585555,0.00020948052,0.0011765659,0.0012877285,0.007177949
ERR1598181,0.0010246336,0.98388845,0.002136141,0.0016607642,0.0014580488,0.00020951033,0.0011779368,0.0012830198,0.007161498
ERR1598237,0.0010246336,0.9838885,0.002136141,0.001660794,0.0014580488,0.00020956993,0.0011779964,0.0012830794,0.0071612597
ERR1599180,0.0010510087,0.98260915,0.0021142364,0.0016921461,0.0015124083,0.0002078414,0.0011682808,0.0012724698,0.008372426
ERR1598214,0.0010246336,0.9838884,0.0021360219,0.0016608238,0.0014580488,0.00020948052,0.0011779666,0.0012830794,0.0071616173
ERR1599287,0.0010246336,0.9838884,0.0021360219,0.0016608238,0.0014581084,0.00020962954,0.0011780262,0.0012830496,0.0071613193
ERR1599440,0.0010246336,0.9838885,0.002136141,0.001660794,0.0014580488,0.00020956993,0.0011779964,0.0012830198,0.0071612597
ERR1599578,0.0010246038,0.9838884,0.002136141,0.0016608238,0.0014580488,0.00020948052,0.0011779666,0.0012830496,0.007161498
ERR1598786,0.0010246634,0.9838885,0.002136141,0.001660794,0.0014580488,0.00020956993,0.0011779964,0.0012830198,0.0071612597
ERR1598078,0.0010256171,0.98385644,0.0021348,0.001660347,0.001459986,0.00020983815,0.0011775494,0.0012827814,0.0071926117
ERR1598822,0.0010246336,0.9838885,0.002136141,0.001660794,0.0014580488,0.00020956993,0.0011779964,0.0012830198,0.0071612597
ERR1598450,0.0010246634,0.9838885,0.002136141,0.001660794,0.0014580488,0.00020956993,0.0011779964,0.0012830198,0.0071612597
ERR1598077,0.0010246634,0.9838885,0.002136141,0.001660794,0.0014580488,0.00020956993,0.0011779964,0.0012830198,0.0071612597
ERR1598264,0.0010246038,0.9838884,0.0021360219,0.0016608238,0.0014581084,0.00020962954,0.0011779368,0.0012830496,0.0071614385
ERR1598796,0.0010246634,0.9838885,0.002136141,0.001660794,0.0014580488,0.00020956993,0.0011779964,0.0012830198,0.0071612597
ERR1598814,0.0010246634,0.9838885,0.002136141,0.0016607642,0.0014580488,0.00020951033,0.0011779368,0.0012830794,0.007161379
ERR1598905,0.0010290146,0.9838548,0.0021354854,0.0016630292,0.0014586747,0.00020939112,0.00117594,0.0012895465,0.007184148
ERR1598514,0.0010249913,0.98388594,0.002135992,0.0016609728,0.0014581084,0.00020942092,0.0011778176,0.0012835562,0.0071632266
ERR1599094,0.0010246634,0.9838885,0.002136141,0.001660794,0.0014580488,0.00020956993,0.0011779964,0.0012830198,0.0071612597
ERR1599017,0.001027286,0.98386955,0.002135694,0.0016621053,0.0014583766,0.00020945072,0.0011767447,0.0012869537,0.007173836
ERR1598110,0.0010246634,0.9838885,0.002136141,0.001660794,0.0014580488,0.00020956993,0.0011779964,0.0012830198,0.0071612597
ERR1599049,0.0010246933,0.98388827,0.0021359622,0.0016607642,0.0014579892,0.00020962954,0.0011779666,0.0012831092,0.0071616173
ERR1599222,0.0010246634,0.98388845,0.002136141,0.0016607642,0.0014580488,0.00020951033,0.0011779368,0.0012830794,0.007161379
ERR1599184,0.0010263026,0.9838193,0.002131015,0.0016574562,0.0014570355,0.00021016598,0.001178503,0.0012853742,0.007234812
ERR1598342,0.001052022,0.9824091,0.0020582676,0.0015864074,0.0014160275,0.00022435188,0.0011897981,0.0013214052,0.008742571
ERR1599031,0.001024723,0.98388815,0.0021360815,0.0016607642,0.0014580488,0.00020951033,0.0011779666,0.001283139,0.0071616173
ERR1599365,0.001024723,0.9838884,0.0021360219,0.0016608238,0.0014581084,0.00020962954,0.0011779368,0.0012830794,0.0071612597
ERR1598404,0.0010246336,0.9838885,0.0021360219,0.0016607642,0.0014580488,0.00020951033,0.0011779964,0.001283139,0.007161379
ERR1598882,0.0010248423,0.9838873,0.0021360219,0.0016608536,0.0014580488,0.00020951033,0.0011778474,0.0012833774,0.0071622133
ERR1599565,0.0010246336,0.9838885,0.002136141,0.001660794,0.0014580488,0.00020956993,0.0011779964,0.0012830198,0.0071612597
ERR1598978,0.0010248125,0.9838867,0.0021358728,0.0016607046,0.0014584959,0.00020959973,0.0011779368,0.0012829304,0.0071629286
ERR1598193,0.0010246336,0.9838885,0.002136141,0.001660794,0.0014580488,0.00020956993,0.0011779964,0.0012830198,0.0071612597
ERR1598588,0.0010246038,0.9838885,0.0021360815,0.0016607642,0.0014580488,0.00020948052,0.0011779368,0.0012830198,0.0071616173
ERR1599273,0.0010336041,0.9837642,0.00213629,0.0016669929,0.0014629066,0.00020927191,0.001173079,0.0012919605,0.007261753
ERR1598375,0.0010256767,0.98384273,0.0021365583,0.0016615391,0.0014600158,0.00020959973,0.0011763275,0.0012816191,0.007205963
ERR1598190,0.0010246336,0.98388845,0.002136141,0.001660794,0.0014580488,0.00020951033,0.0011779368,0.0012830198,0.007161498
ERR1598484,0.0010250509,0.9838775,0.002135992,0.0016611218,0.0014585257,0.00020948052,0.0011777282,0.0012831688,0.0071713924
ERR1598488,0.0010246634,0.9838885,0.002136141,0.001660794,0.0014580488,0.00020956993,0.0011779964,0.0012830198,0.0071612597
ERR1598760,0.0010246634,0.9838885,0.002136141,0.001660794,0.0014580488,0.00020956993,0.0011779964,0.0012830198,0.0071612597
ERR1599009,0.0010246336,0.9838884,0.002136141,0.0016607642,0.0014580488,0.00020962954,0.0011779368,0.0012830496,0.007161379
ERR1598232,0.0010331571,0.98382545,0.0021350086,0.0016649067,0.0014592409,0.00020933151,0.0011741817,0.0012953281,0.0072034597
ERR1598883,0.0010306239,0.98384434,0.0021353066,0.0016636252,0.0014589429,0.00020936131,0.0011753738,0.0012916625,0.0071907043
ERR1598274,0.0010246336,0.98388845,0.002136141,0.0016607642,0.0014580488,0.00020951033,0.0011779368,0.0012830198,0.007161498
ERR1599333,0.0010246933,0.98388785,0.0021360815,0.0016608238,0.0014580488,0.00020951033,0.0011779368,0.0012831688,0.0071618557
ERR1599109,0.0010266602,0.9838729,0.0021357536,0.0016617477,0.0014586449,0.00020956993,0.0011771023,0.0012858212,0.0071718097
ERR1599006,0.0010246336,0.9838885,0.002136141,0.001660794,0.0014580488,0.00020956993,0.0011779964,0.0012830794,0.0071612597
ERR1598276,0.0010246634,0.9838885,0.002136141,0.001660794,0.0014580488,0.00020956993,0.0011779964,0.0012830198,0.0071612597
ERR1598659,0.0010427535,0.983315,0.0021221042,0.0016504824,0.0015118122,0.00021851063,0.0011695027,0.0012612045,0.0077086687
ERR1598312,0.0010246933,0.98388827,0.0021360219,0.0016607642,0.0014580488,0.00020948052,0.0011779666,0.0012831092,0.007161677
ERR1598579,0.0010246933,0.98388815,0.0021360815,0.0016608238,0.001458168,0.00020948052,0.0011779368,0.0012831092,0.0071616173
ERR1598685,0.0010246634,0.9838885,0.002136141,0.001660794,0.0014580488,0.00020956993,0.0011779964,0.0012830198,0.0071612597
ERR1598623,0.001024723,0.98388827,0.0021360815,0.0016608238,0.0014580488,0.00020948052,0.0011779368,0.001283139,0.007161498
ERR1598414,0.0010246634,0.9838885,0.002136141,0.001660794,0.0014580488,0.00020956993,0.0011779964,0.0012830198,0.0071612597
ERR1598836,0.0010247529,0.98388755,0.0021360219,0.0016608834,0.0014580488,0.00020956993,0.001177907,0.001283288,0.007161975
ERR1598160,0.0010246634,0.9838885,0.002136141,0.001660794,0.0014580488,0.00020956993,0.0011779964,0.0012830198,0.0071612597
ERR1599585,0.0010246336,0.9838885,0.002136141,0.001660794,0.0014580488,0.00020956993,0.0011779964,0.0012830198,0.0071612597
ERR1598263,0.0010263324,0.983876,0.0021358132,0.0016616881,0.0014582872,0.00020945072,0.0011772513,0.0012855828,0.0071696043
ERR1599073,0.0010246634,0.9838885,0.002136141,0.001660794,0.0014580488,0.00020956993,0.0011779964,0.0012830198,0.0071612597
ERR1599626,0.0010246336,0.98388827,0.0021360815,0.0016608238,0.0014580488,0.00020956993,0.0011779368,0.0012830794,0.0071616173
ERR1599329,0.0010246336,0.9838885,0.002136141,0.001660794,0.0014580488,0.00020956993,0.0011779964,0.0012830198,0.0071612597
ERR1599386,0.0010257065,0.9838803,0.0021359026,0.0016612709,0.0014582872,0.00020951033,0.00117746,0.0012846589,0.0071668625
ERR1599363,0.001024723,0.9838877,0.0021360219,0.0016607642,0.0014581084,0.00020948052,0.001177907,0.0012831986,0.007162094
ERR1598757,0.0010246038,0.9838884,0.0021360219,0.0016607642,0.0014579892,0.00020962954,0.0011779666,0.0012830496,0.0071616173
ERR1598140,0.0010246634,0.9838885,0.002136141,0.001660794,0.0014580488,0.00020956993,0.0011779964,0.0012830198,0.0071612597
ERR1598116,0.0010247827,0.98388714,0.002135992,0.0016608834,0.0014581084,0.00020951033,0.0011778474,0.0012833178,0.007162392
ERR1598518,0.0010301769,0.98384774,0.0021352768,0.0016634166,0.0014588237,0.00020936131,0.001175493,0.001291275,0.0071884394
ERR1598677,0.0010267496,0.98387295,0.0021357834,0.0016618073,0.001458317,0.00020945072,0.0011770129,0.001286149,0.00717175
ERR1598847,0.001024723,0.9838877,0.0021360219,0.0016608238,0.0014580488,0.00020956993,0.0011778772,0.0012832284,0.0071620345
ERR1599581,0.0010246336,0.9838885,0.002136141,0.001660794,0.0014580488,0.00020956993,0.0011779964,0.0012830794,0.0071612597
ERR1598325,0.0010247529,0.98388803,0.0021360815,0.0016608238,0.0014580488,0.00020956993,0.0011779666,0.0012831092,0.0071616173
ERR1598187,0.0010246933,0.98388815,0.0021360815,0.0016608238,0.0014580488,0.00020956993,0.0011779368,0.0012831688,0.007161498
ERR1598844,0.0010247529,0.9838877,0.0021360219,0.0016607642,0.0014581084,0.00020951033,0.0011779666,0.0012832284,0.007161975
ERR1598441,0.0010248125,0.9838878,0.0021360219,0.0016608238,0.0014581084,0.00020951033,0.0011779666,0.0012832284,0.0071617365
ERR1598424,0.0010246634,0.9838885,0.002136141,0.001660794,0.0014580488,0.00020956993,0.0011779964,0.0012830198,0.0071612597
ERR1598091,0.0010246634,0.9838885,0.002136141,0.0016607642,0.0014580488,0.00020951033,0.0011779368,0.0012830794,0.007161379
ERR1598596,0.001024574,0.9838885,0.002136141,0.001660794,0.0014580488,0.00020956993,0.0011779964,0.0012830794,0.0071612597
ERR1598701,0.0010249317,0.98388636,0.0021361113,0.0016609728,0.0014581084,0.00020951033,0.0011778474,0.0012834966,0.00716269
ERR1598366,0.0010247529,0.9838878,0.0021360219,0.0016608238,0.0014581084,0.00020951033,0.0011779666,0.0012832284,0.007161796
ERR1599004,0.0010246336,0.9838885,0.002136141,0.001660794,0.0014580488,0.00020956993,0.0011779964,0.0012830198,0.0071612597
ERR1599020,0.0010250807,0.983884,0.0021360517,0.0016610026,0.0014582872,0.00020956993,0.0011778176,0.0012835264,0.0071647167
ERR1599291,0.0010258555,0.9838645,0.002136469,0.0016615987,0.0014591813,0.00020959973,0.0011770725,0.001283437,0.0071822405
ERR1598904,0.0010246336,0.98388845,0.002136141,0.001660794,0.0014580488,0.00020951033,0.0011779368,0.0012830198,0.007161498
ERR1599158,0.0010246933,0.98388815,0.0021360219,0.0016608238,0.0014580488,0.00020948052,0.0011779368,0.0012831688,0.0071617365
ERR1598352,0.0010246933,0.9838878,0.0021360815,0.0016607642,0.0014580488,0.00020951033,0.001177907,0.0012831688,0.0071620345
ERR1599283,0.0010250807,0.98388565,0.0021359324,0.0016610026,0.0014580786,0.00020951033,0.0011778176,0.0012836456,0.007163286
ERR1598618,0.001024723,0.98388827,0.0021359622,0.0016607642,0.0014580488,0.00020962954,0.0011779368,0.001283139,0.007161498
ERR1598872,0.0010246634,0.9838885,0.002136141,0.001660794,0.0014580488,0.00020956993,0.0011779964,0.0012830198,0.0071612597
ERR1598419,0.0010246336,0.9838885,0.002136141,0.001660794,0.0014580488,0.00020956993,0.0011779964,0.0012830794,0.0071612597
ERR1599596,0.0010246336,0.9838884,0.0021360815,0.0016607642,0.0014581084,0.00020962954,0.0011779368,0.0012830496,0.007161379
ERR1599495,0.0010246336,0.9838885,0.002136141,0.001660794,0.0014580488,0.00020956993,0.0011779964,0.0012830198,0.0071612597
ERR1598083,0.0010248125,0.98388237,0.0021361709,0.0016609728,0.001458317,0.00020954013,0.0011777282,0.0012829602,0.0071671605
ERR1599514,0.0010318756,0.98381656,0.0021353662,0.0016641915,0.0014603436,0.00020951033,0.0011745095,0.0012921095,0.0072155595
ERR1599002,0.0010253191,0.98388016,0.0021359026,0.0016608834,0.0014589727,0.00020965934,0.001177758,0.0012833178,0.0071679354
ERR2189731,0.00042554736,0.009970695,0.0005904138,0.0020587444,0.0051608384,0.0024137497,0.00022661686,0.0010192692,0.97813416
