,root:Host-associated:Human:Digestive_system:Large_intestine:Fecal,root:Host-associated:Human:Digestive_system:Oral:Saliva,root:Host-associated:Human:Respiratory_system:Nasopharyngeal:Pharynx,root:Host-associated:Mammals:Digestive_system:Stomach:Rumen,Unknown
ERR1598740,0.9666097,0.0063913763,0.0005610883,0.017099768,0.009338021
ERR1599203,0.96660876,0.006391287,0.0005611181,0.017099291,0.009339571
ERR1598735,0.96662974,0.006401181,0.000562042,0.01712051,0.009286523
ERR1598178,0.9668222,0.0064609945,0.0005674958,0.017273694,0.008875608
ERR1598105,0.9665903,0.0064006746,0.0005617738,0.017101407,0.0093458295
ERR1599291,0.9666412,0.006430626,0.0005646646,0.017173678,0.009189844
ERR1599096,0.9666095,0.0063913167,0.0005610585,0.01709947,0.0093387365
ERR1599617,0.9666177,0.0063943863,0.00056138635,0.017106682,0.0093199015
ERR1599604,0.96660936,0.0063913167,0.0005611479,0.01709944,0.009338796
ERR1599097,0.966612,0.006393194,0.00056129694,0.017103076,0.0093304515
ERR1599031,0.96660924,0.0063914657,0.0005611181,0.01709944,0.0093387365
ERR1598470,0.9666109,0.006392032,0.00056120753,0.017100811,0.009335041
ERR1598074,0.9666095,0.0063913167,0.0005611181,0.01709953,0.009338617
ERR1598513,0.96661246,0.00639233,0.00056120753,0.017101854,0.009332061
ERR1599277,0.96662205,0.0064014792,0.0005619824,0.017116666,0.009297848
ERR1599553,0.9666096,0.006391287,0.0005611181,0.01709956,0.0093384385
ERR1599342,0.96661127,0.0063918233,0.00056117773,0.017100811,0.009334922
ERR1598259,0.96661353,0.006393105,0.00056132674,0.017103195,0.009328842
ERR1599356,0.9666095,0.006391287,0.0005610883,0.01709956,0.009338558
ERR1598406,0.9666105,0.006391734,0.0005611181,0.017100364,0.009336352
ERR1598280,0.9666099,0.0063913763,0.0005611181,0.017099887,0.009337783
ERR1598447,0.96661496,0.006393522,0.00056132674,0.017104506,0.0093256235
ERR1599169,0.9666314,0.006419271,0.0005636811,0.017151535,0.009234071
ERR1598384,0.96662194,0.006399572,0.000561893,0.017115355,0.009301245
ERR1599370,0.9666102,0.0063918233,0.00056117773,0.017100424,0.009336352
ERR1598492,0.966272,0.006589532,0.0005762875,0.017246634,0.00931561
ERR1598694,0.9666784,0.0064748228,0.0005686581,0.01726091,0.009017229
ERR1598769,0.9666302,0.0064032674,0.0005622506,0.01712361,0.009280682
ERR1599076,0.9665053,0.0065172613,0.0005713701,0.017251581,0.009154439
ERR1599632,0.96623945,0.0063927174,0.00056135654,0.017087191,0.009719253
ERR1599095,0.96660936,0.0063913167,0.0005611479,0.01709944,0.009338796
ERR1598993,0.96661985,0.006395489,0.00056147575,0.017109305,0.009313941
ERR1598602,0.9665661,0.006429583,0.00056412816,0.017135113,0.0093051195
ERR1598730,0.96660936,0.006391287,0.0005611181,0.01709947,0.0093387365
ERR1599039,0.96661663,0.0063966513,0.00056159496,0.017110169,0.009314954
ERR1598745,0.9666447,0.006407559,0.00056260824,0.017135948,0.00924921
ERR1598211,0.96660936,0.0063913167,0.0005611479,0.01709944,0.009338796
ERR1599397,0.9666095,0.006391287,0.0005610883,0.01709947,0.009338617
ERR1599225,0.9666095,0.0063913167,0.0005610585,0.01709947,0.0093387365
ERR1598361,0.9666095,0.0063913465,0.0005610883,0.01709953,0.009338617
ERR1598226,0.9666108,0.006391704,0.0005611479,0.017100543,0.009335756
ERR1598896,0.96661294,0.006392926,0.00056129694,0.017103016,0.009329796
ERR1598396,0.96661645,0.0063936412,0.00056135654,0.017105222,0.009323359
ERR1598362,0.9666127,0.006392896,0.00056126714,0.017102748,0.009330392
ERR1599145,0.96660936,0.0063913167,0.0005611479,0.01709944,0.009338796
ERR1598101,0.96662223,0.0063961446,0.00056153536,0.017111033,0.009309053
ERR1599129,0.9666095,0.0063913167,0.0005610585,0.01709947,0.0093387365
ERR1598525,0.9665152,0.006490439,0.00056913495,0.017210484,0.009214759
ERR1598748,0.96660984,0.0063915253,0.0005611181,0.017100006,0.009337544
ERR1599122,0.96660936,0.0063913167,0.0005611479,0.01709944,0.009338796
ERR1598860,0.9666152,0.0063935816,0.00056138635,0.017104685,0.009325206
ERR1599611,0.96660984,0.006391436,0.0005611181,0.017099887,0.009337783
ERR1598712,0.9665259,0.006453246,0.0005660355,0.01715228,0.009302497
ERR1599015,0.9666098,0.006391436,0.00056120753,0.017099798,0.009337723
ERR1598626,0.9666127,0.006392747,0.00056123734,0.01710248,0.009330869
ERR1598324,0.9666327,0.006398469,0.0005617142,0.01711753,0.009289622
ERR1599353,0.9660859,0.0063842833,0.00056117773,0.0171099,0.009858727
ERR1599106,0.96661574,0.006394893,0.00056150556,0.01710686,0.009320974
ERR1599143,0.9666083,0.006391883,0.00056117773,0.0170995,0.009339154
ERR1599450,0.9665463,0.006439358,0.000564903,0.01714024,0.009309173
ERR1598454,0.9666091,0.006392151,0.00056117773,0.017099798,0.009337783
ERR1598559,0.96660936,0.006391287,0.0005611181,0.01709947,0.0093387365
ERR1598589,0.96661997,0.00645262,0.00056642294,0.01720059,0.009160399
ERR1599574,0.96661,0.0063914955,0.0005611479,0.017099917,0.009337485
ERR1598175,0.9666096,0.0063913465,0.0005611181,0.017099649,0.00933826
ERR1599334,0.96660936,0.0063913167,0.0005611479,0.01709944,0.009338796
ERR1598767,0.96671814,0.0064745843,0.0005687177,0.017274141,0.008964419
ERR1598699,0.96661174,0.0063926876,0.00056123734,0.017101794,0.009332538
ERR1598297,0.96660936,0.0063913167,0.0005611479,0.01709944,0.009338796
ERR1599418,0.9666095,0.006391287,0.0005610883,0.01709956,0.009338558
ERR1598122,0.9666752,0.006480694,0.00056898594,0.017259598,0.009015501
ERR1599575,0.96660936,0.0063913167,0.0005611479,0.01709944,0.009338796
ERR1599014,0.96660936,0.0063913167,0.0005611479,0.01709944,0.009338796
ERR1598128,0.9666477,0.0064050555,0.0005623698,0.017132401,0.009252489
ERR1599049,0.9666098,0.006391436,0.00056117773,0.017099798,0.009337783
ERR1599396,0.96661747,0.006395936,0.00056153536,0.017109126,0.009315968
ERR1598407,0.9666116,0.006392151,0.00056120753,0.017101467,0.009333551
ERR1598209,0.9666101,0.006391585,0.00056117773,0.017100096,0.009337068
ERR1598753,0.9666095,0.006391287,0.0005611181,0.01709956,0.009338558
ERR1598171,0.96661437,0.006393105,0.00056129694,0.017103821,0.009327412
ERR1599535,0.9666109,0.006392002,0.00056117773,0.017101139,0.009334803
ERR1598157,0.9666362,0.006400496,0.0005619228,0.01712063,0.009280801
ERR1598620,0.9666108,0.006392032,0.00056117773,0.01710096,0.009335041
ERR1598527,0.96660936,0.0063913167,0.0005611479,0.01709944,0.009338796
ERR1598956,0.96660936,0.0063913167,0.0005611479,0.01709944,0.009338796
ERR1598269,0.9666128,0.006393343,0.00056123734,0.017102867,0.009329796
ERR1598366,0.9666251,0.006399423,0.0005619526,0.01711744,0.009296119
ERR1599286,0.9666811,0.006436914,0.00056529045,0.017196745,0.009119868
ERR1599530,0.9666189,0.0063949823,0.00056147575,0.017108172,0.009316444
ERR1598780,0.96660906,0.0063990057,0.0005617142,0.01710546,0.009324789
ERR1598874,0.9666095,0.006391406,0.0005611181,0.01709953,0.009338498
ERR1598828,0.9666203,0.0063955486,0.00056153536,0.017109454,0.009313107
ERR1598953,0.9667171,0.0064330995,0.00056505203,0.017200798,0.009083867
ERR1598507,0.966612,0.0063922703,0.00056123734,0.017101645,0.009332895
ERR1599292,0.96663123,0.0063997507,0.000561893,0.017119378,0.009287715
ERR1598415,0.96714467,0.0066443086,0.00058439374,0.01770103,0.00792563
ERR1599233,0.96660936,0.0063913167,0.0005610585,0.01709944,0.009338856
ERR1599222,0.96661586,0.0063930154,0.00056132674,0.017104119,0.0093256235
ERR1598637,0.9666095,0.0063913167,0.0005610585,0.01709947,0.0093387365
ERR1598624,0.9666101,0.0063914955,0.0005610883,0.017099917,0.009337366
ERR1598484,0.96655107,0.0064240694,0.0005636513,0.017116457,0.009344816
ERR1599476,0.9666097,0.0063913763,0.0005610883,0.017099768,0.009338021
ERR1598369,0.96661556,0.0063939393,0.00056132674,0.01710558,0.009323597
ERR1599347,0.9666096,0.0063913167,0.0005610883,0.017099649,0.009338379
ERR1598904,0.9666096,0.006391406,0.0005611181,0.017099649,0.00933826
ERR1598200,0.9666182,0.006397754,0.000561744,0.0171116,0.009310782
ERR1599610,0.9666097,0.0063914657,0.0005611181,0.017099798,0.009337902
ERR1598184,0.9666145,0.0063930154,0.00056129694,0.017103642,0.009327531
ERR1598910,0.9666059,0.006398797,0.0005617142,0.01710847,0.009325147
ERR1599153,0.96660984,0.0063914955,0.0005611479,0.017099857,0.009337664
ERR1598811,0.96660936,0.0063913167,0.0005611479,0.01709944,0.009338796
ERR1598087,0.9666095,0.0063913167,0.0005610585,0.01709947,0.0093387365
ERR1598591,0.966725,0.006452948,0.00056666136,0.017226338,0.00902909
ERR1599062,0.96660936,0.0063913167,0.0005611479,0.01709944,0.009338796
ERR1598423,0.96660936,0.0063913167,0.0005611479,0.01709944,0.009338796
ERR1599482,0.966639,0.0064071715,0.00056263804,0.017134517,0.009256601
ERR1598183,0.96671313,0.006459862,0.0005674064,0.01724729,0.009012222
ERR1598219,0.96660936,0.0063913167,0.0005611479,0.01709944,0.009338796
ERR1598093,0.96660936,0.0063913167,0.0005611479,0.01709947,0.0093387365
ERR1598479,0.96660936,0.0063913167,0.0005611479,0.01709944,0.009338796
ERR1599426,0.9666095,0.0063913167,0.0005610585,0.01709947,0.0093387365
ERR1599508,0.9666096,0.006391406,0.0005611181,0.017099679,0.0093382
ERR1598682,0.9665885,0.0064285398,0.00056421757,0.01714617,0.009272575
ERR1598358,0.96660185,0.006400138,0.000561744,0.017100006,0.009336352
ERR1598166,0.9666096,0.006391585,0.0005611181,0.017100006,0.009337664
ERR1598728,0.9666095,0.0063913167,0.0005610883,0.0170995,0.009338617
ERR1599103,0.9666159,0.0063973665,0.00056165457,0.017110944,0.00931412
ERR1598885,0.96660936,0.0063913167,0.0005611479,0.01709944,0.009338796
ERR1599427,0.9666095,0.0063913167,0.0005611181,0.01709953,0.009338617
ERR1599067,0.9666096,0.006391406,0.00056117773,0.017099679,0.0093381405
ERR1599375,0.9666115,0.0063925683,0.00056126714,0.017102122,0.009332538
ERR1599179,0.9666097,0.006391436,0.0005611479,0.017099828,0.009337902
ERR1598954,0.9666114,0.006393254,0.00056129694,0.017103016,0.009331048
ERR1598195,0.9666064,0.0063945055,0.00056135654,0.017101854,0.0093358755
ERR1598831,0.9666096,0.0063913763,0.0005611181,0.017099708,0.0093381405
ERR1598802,0.9666246,0.006398529,0.0005618036,0.017115682,0.009299278
ERR1599472,0.9666096,0.0063914955,0.0005611181,0.017099708,0.009338021
ERR1598496,0.9666097,0.0063913167,0.0005611181,0.017099708,0.0093381405
ERR1598393,0.9666133,0.0063927174,0.00056120753,0.017102629,0.009330153
ERR1598835,0.96653366,0.0064048767,0.0005618632,0.017074913,0.009424686
ERR1599243,0.96660936,0.0063913167,0.0005610585,0.01709944,0.009338856
ERR1598387,0.96660936,0.0063913167,0.0005611479,0.01709944,0.009338796
ERR2189732,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2189181,0.01995337,0.0027045012,0.0042532086,0.00910455,0.9639844
ERR2189474,0.01995337,0.0027045906,0.0042532086,0.00910455,0.96398425
ERR2189611,0.01995337,0.0027045012,0.0042532086,0.00910455,0.9639844
ERR2189586,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2189619,0.01995334,0.0027045608,0.004253328,0.00910452,0.96398425
ERR2189390,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2189192,0.01995337,0.002704531,0.0042532086,0.00910455,0.9639844
ERR2189036,0.0199534,0.0027046502,0.004253298,0.00910455,0.96398413
ERR2189666,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2189525,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2188941,0.01995343,0.0027045608,0.0042532682,0.00910458,0.96398413
ERR2189039,0.01995334,0.0027047396,0.0042534173,0.00910455,0.96398395
ERR2189602,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2189055,0.01995337,0.0027045906,0.0042532086,0.00910455,0.96398425
ERR2189301,0.01995343,0.002704531,0.0042532384,0.00910458,0.96398425
ERR2189282,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2189361,0.01995337,0.0027045906,0.0042532086,0.00910455,0.96398425
ERR2189539,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2189015,0.01995337,0.002704531,0.0042532384,0.00910458,0.96398425
ERR2188961,0.01995331,0.0027049482,0.0042538345,0.009104252,0.96398365
ERR2189285,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2189724,0.01995337,0.0027045906,0.0042532682,0.00910452,0.96398425
ERR2188935,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2188907,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2189251,0.01995337,0.0027045608,0.0042532384,0.00910458,0.96398425
ERR2189690,0.01995337,0.002704531,0.0042532682,0.00910455,0.96398425
ERR2189116,0.01995343,0.002704531,0.004253149,0.00910458,0.9639843
ERR2188931,0.01995337,0.0027045906,0.0042532086,0.00910455,0.96398425
ERR2189706,0.01995337,0.0027045906,0.0042532682,0.00910458,0.9639842
ERR2189421,0.01995337,0.0027045906,0.0042532086,0.00910458,0.96398425
ERR2189729,0.01995337,0.0027044713,0.0042532086,0.00910458,0.9639844
ERR2189593,0.01995337,0.0027047098,0.0042533875,0.009104431,0.96398413
ERR2189634,0.01995337,0.0027045906,0.0042532682,0.00910458,0.9639842
ERR2189103,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2189108,0.01995337,0.0027045608,0.0042532086,0.00910458,0.96398425
ERR2189401,0.019957215,0.002705276,0.0042529404,0.009102941,0.9639816
ERR2189057,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2189089,0.01995337,0.0027045012,0.0042532086,0.00910455,0.9639844
ERR2189581,0.01995337,0.0027045906,0.0042532086,0.00910455,0.96398425
ERR2188924,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2189161,0.01995337,0.0027045906,0.0042532086,0.00910455,0.96398425
ERR2189195,0.01995337,0.0027045906,0.004253149,0.00910458,0.9639843
ERR2189467,0.01995337,0.0027045906,0.0042532682,0.00910458,0.9639842
ERR2189063,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2189727,0.01995337,0.0027045906,0.0042532086,0.00910458,0.96398425
ERR2189082,0.12072584,0.018924296,0.0015943348,0.0023099184,0.8564456
ERR2189125,0.01995337,0.002704531,0.0042532086,0.00910455,0.9639844
ERR2189515,0.01995337,0.0027045906,0.0042532086,0.00910455,0.96398425
ERR2188952,0.01995337,0.0027045906,0.0042532086,0.00910455,0.96398425
ERR2189558,0.020018607,0.0027201772,0.004252404,0.009075284,0.9639335
ERR2189481,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2189286,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2189203,0.01995343,0.0027045608,0.0042532384,0.00910458,0.9639842
ERR2189694,0.01995337,0.0027045906,0.0042532682,0.00910458,0.9639842
ERR2189075,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2189473,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2189383,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2188960,0.01995352,0.0027046502,0.004253328,0.00910449,0.963984
ERR2189511,0.01995337,0.0027045608,0.004253298,0.00910452,0.96398425
ERR2189330,0.01995337,0.002704531,0.0042532682,0.00910455,0.96398425
ERR2189679,0.01995337,0.0027045906,0.0042532682,0.00910458,0.9639842
ERR2188933,0.01995349,0.002704531,0.004253179,0.00910458,0.96398425
ERR2189492,0.01995337,0.0027045906,0.0042532086,0.00910455,0.96398425
ERR2189145,0.01995337,0.0027045012,0.0042532086,0.00910455,0.9639844
ERR2189137,0.01995337,0.0027045906,0.0042532086,0.00910455,0.96398425
ERR2189719,0.01995334,0.00270468,0.0042533875,0.00910449,0.96398413
ERR2189173,0.01995343,0.0027045012,0.0042532682,0.00910458,0.96398425
ERR2189028,0.01995343,0.002704531,0.0042532682,0.00910458,0.9639842
ERR2189384,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2189702,0.01995337,0.002704531,0.0042532086,0.00910455,0.9639844
ERR2189550,0.019954503,0.0027076602,0.0042569935,0.009102315,0.9639785
ERR2189668,0.01995337,0.002704531,0.0042532086,0.00910455,0.9639844
ERR2189686,0.01995337,0.0027045012,0.0042532086,0.00910455,0.9639844
ERR2189745,0.01995337,0.0027045906,0.0042532086,0.00910455,0.96398425
ERR2189691,0.01995337,0.0027045012,0.0042532086,0.00910455,0.9639844
ERR2189516,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2189434,0.01995337,0.0027045012,0.0042532086,0.00910455,0.9639844
ERR2189189,0.01995334,0.0027045608,0.004253328,0.00910452,0.96398425
ERR2189188,0.01995337,0.0027045906,0.0042532682,0.00910458,0.9639842
ERR2188949,0.019955039,0.0027049184,0.004253119,0.009103835,0.96398306
ERR2189378,0.019958347,0.0027053058,0.004252553,0.009102553,0.9639813
ERR2189652,0.01995337,0.0027045608,0.0042532384,0.00910458,0.96398425
ERR2189174,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2189733,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2189739,0.01995337,0.0027045012,0.0042532086,0.00910455,0.9639844
ERR2189212,0.01995334,0.0027046204,0.004253298,0.00910458,0.96398413
ERR2189420,0.01995337,0.0027045012,0.004253179,0.00910458,0.9639844
ERR2189441,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2189522,0.0199534,0.0027045906,0.004253149,0.00910458,0.96398425
ERR2240214,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2240292,0.01995337,0.0027045012,0.0042532086,0.00910455,0.9639844
ERR2240788,0.01995337,0.0027045906,0.0042532086,0.00910455,0.96398425
ERR2240491,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2240784,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2240298,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2240639,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2240335,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2240790,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2240595,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2240361,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2240786,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2240458,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2240457,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2240647,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2240530,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2240671,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2240568,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2240670,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2240316,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2240612,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2240187,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2240165,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2240793,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2240498,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2240661,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2240206,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2240345,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2240392,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2240662,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2240794,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2240164,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2240224,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2240775,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2240740,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2240133,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2240704,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2240548,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2240490,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2240400,0.01995343,0.0027045906,0.0042532682,0.00910458,0.96398413
ERR2240356,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2240447,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2240286,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2240700,0.001658537,0.11554789,0.73934877,0.14344482,0.0
ERR2240416,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2240721,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2240336,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2240199,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2240565,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2240624,0.96660936,0.0063913167,0.0005611479,0.01709944,0.009338796
ERR2240702,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2240313,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2240213,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2240781,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2240270,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2240378,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2240607,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2240268,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2240644,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2240317,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2240609,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2240140,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2240137,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2240529,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2240247,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2240412,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2539781,0.020014703,0.0027244985,0.0042592287,0.009073734,0.96392787
ERR2539937,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2540023,0.020064294,0.00277102,0.0043040514,0.009030104,0.96383053
ERR2539945,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2539702,0.019952565,0.002708733,0.0042590797,0.009102225,0.9639774
ERR2539936,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
ERR2539638,0.01995337,0.0027046204,0.0042533576,0.00910458,0.9639841
ERR2539977,0.019952059,0.0027608871,0.0043283403,0.00906986,0.9638889
ERR2539598,0.01995337,0.0027047396,0.0042534173,0.00910449,0.963984
ERR2540016,0.01994732,0.0027643442,0.00433442,0.009069264,0.96388465
ERR2539914,0.01995337,0.0027046204,0.004253179,0.00910455,0.96398425
