,root:Host-associated:Human,Unknown
DRR018769,0.99326015,0.006739855
SRR2046627,0.9934788,0.006521225
SRR3201957,0.9934788,0.006521225
SRR6038259,0.99347544,0.006524563
ERR2011844,0.9934788,0.006521225
ERR866498,0.9934788,0.006521225
SRR920696,0.9934788,0.006521225
SRR3647845,0.9934788,0.006521225
ERR501354,0.9934788,0.006521225
ERR499515,0.9934788,0.006521225
ERR883443,0.9934789,0.0065211058
SRR3095092,0.9934788,0.006521225
ERR2849489,0.9934536,0.006546378
DRR048234,0.993457,0.0065429807
SRR5467602,0.9934775,0.0065224767
SRR6038425,0.9934779,0.006522119
SRR5467545,0.9934771,0.006522894
ERR2738834,0.9934788,0.006521225
DRR018728,0.9932351,0.0067648888
SRR1461299,0.99346757,0.0065324306
ERR2739065,0.9934788,0.006521225
DRR030573,0.99347883,0.0065211654
SRR1949016,0.9934788,0.006521225
ERR2042075,0.9934788,0.006521225
ERR2738896,0.9934788,0.006521225
SRR5467533,0.9934783,0.006521702
ERR2001878,0.9934788,0.006521225
ERR1811244,0.99347866,0.006521344
SRR995278,0.9934788,0.006521225
ERR2011881,0.9934788,0.006521225
ERR719151,0.9934768,0.006523192
SRR2163546,0.99347574,0.006524265
ERR867087,0.9934592,0.0065407753
SRR6038195,0.99347687,0.0065231323
SRR995586,0.9934788,0.006521225
SRR996260,0.9934788,0.006521225
ERR498819,0.9934788,0.006521225
SRR994452,0.9934788,0.006521225
SRR3732532,0.99347854,0.0065214634
SRR5467722,0.99347526,0.0065247416
ERR1310888,0.99347883,0.0065211654
ERR209701,0.9934763,0.0065237284
ERR1314299,0.9934788,0.006521225
DRR042021,0.99345607,0.0065439343
SRR028710,0.9934788,0.006521225
SRR6394138,0.9934788,0.006521225
ERR2784838,0.9934783,0.006521702
ERR1384416,0.9934788,0.006521225
SRR1617913,0.9934789,0.0065211058
SRR7448687,0.9934788,0.006521225
ERR526011,0.9934788,0.006521225
SRR2046659,0.9934788,0.006521225
SRR6408842,0.9934788,0.006521225
SRR3037320,0.9934788,0.006521225
SRR2046688,0.9934788,0.006521225
SRR1617970,0.9934788,0.006521225
ERR2511589,0.9934788,0.006521225
ERR1382323,0.9934788,0.006521225
ERR2738693,0.9934788,0.006521225
ERR441197,0.9934782,0.006521821
ERR866549,0.99347883,0.0065211654
ERR1315500,0.9934788,0.006521225
SRR996705,0.9934788,0.006521225
SRR5644014,0.9934766,0.0065233707
DRR050812,0.9934788,0.006521225
DRR050934,0.9934787,0.0065212846
DRR060315,0.9934788,0.006521225
ERR1310083,0.9934788,0.006521225
SRR1556841,0.9934748,0.0065252185
DRR043827,0.99347645,0.0065235496
SRR6038527,0.9934788,0.006521225
SRR1617924,0.9934788,0.006521225
SRR7448622,0.9934788,0.006521225
ERR719622,0.9934788,0.006521225
ERR1314530,0.9934788,0.006521225
ERR1309610,0.99347854,0.0065214634
SRR3362112,0.9934788,0.006521225
SRR7449405,0.9934787,0.0065212846
SRR6436908,0.99347645,0.0065235496
ERR1913252,0.9934627,0.006537318
ERR1315353,0.9934788,0.006521225
SRR6264752,0.9934788,0.006521225
ERR2738851,0.9934788,0.006521225
ERR1681532,0.9934788,0.006521225
ERR1987728,0.9934535,0.0065464973
SRR1922989,0.9934591,0.0065408945
SRR3647637,0.9934788,0.006521225
SRR1715599,0.9934788,0.006521225
ERR2738582,0.9934788,0.006521225
ERR1310442,0.99347436,0.0065256357
SRR994699,0.9934788,0.006521225
SRR3094862,0.99347806,0.00652194
SRR5156163,0.9934788,0.006521225
ERR1960710,0.9934788,0.006521225
ERR1385248,0.9934786,0.006521404
SRR6408607,0.9934788,0.006521225
ERR531944,0.9934639,0.006536126
SRR5156095,0.9934788,0.006521225
SRR5467929,0.9934788,0.006521225
SRR6408991,0.9934788,0.006521225
SRR3501968,0.9934788,0.006521225
SRR505175,0.99347883,0.0065211654
SRR7449330,0.993457,0.0065429807
ERR441453,0.9934784,0.0065215826
ERR1314206,0.9934788,0.006521225
ERR441520,0.9934785,0.006521523
ERR107105,0.99347556,0.0065244436
ERR1624634,0.9934788,0.006521225
ERR1383983,0.9934788,0.006521225
ERR500981,0.9934788,0.006521225
SRR6367331,0.99347883,0.0065211654
SRR6444720,0.9934776,0.006522417
ERR1960693,0.9934788,0.006521225
SRR1175846,0.9934788,0.006521225
SRR5947863,0.9934733,0.0065267086
SRR3951038,0.99347794,0.0065220594
SRR2145539,0.9934788,0.006521225
SRR6028253,0.99347866,0.006521344
DRR068068,0.99347144,0.0065285563
ERR1811249,0.9934788,0.006521225
SRR5699244,0.9934788,0.006521225
SRR7449192,0.9934788,0.006521225
SRR7449378,0.9934788,0.006521225
ERR441021,0.9934685,0.006531477
SRR3732482,0.9934788,0.006521225
ERR499707,0.9934788,0.006521225
ERR1111232,0.9934785,0.006521523
SRR2657987,0.9934788,0.006521225
SRR6409028,0.99346113,0.006538868
ERR1960760,0.9934788,0.006521225
DRR047494,0.99347854,0.0065214634
SRR994709,0.99347854,0.0065214634
SRR1924004,0.9934788,0.006521225
SRR7448700,0.9934788,0.006521225
ERR1384653,0.9934788,0.006521225
ERR2730347,0.9934788,0.006521225
SRR7449017,0.9934788,0.006521225
SRR3030643,0.9934774,0.006522596
SRR1515163,0.9934788,0.006521225
ERR1385345,0.9934788,0.006521225
ERR579793,0.9934788,0.006521225
ERR579459,0.9934788,0.006521225
ERR2261895,0.9934762,0.006523788
DRR047388,0.9934763,0.0065237284
SRR995730,0.9934788,0.006521225
ERR441436,0.9934779,0.006522119
ERR1309665,0.9934788,0.006521225
SRR6414221,0.993436,0.006564021
SRR5520576,0.9934788,0.006521225
ERR2011981,0.9934788,0.006521225
SRR6412103,0.9934788,0.006521225
SRR5699502,0.9934788,0.006521225
ERR1971226,0.9934789,0.0065211058
DRR014364,0.9934788,0.006521225
ERR209579,0.99346995,0.0065300465
SRR6444879,0.9934789,0.0065211058
SRR7449428,0.9934788,0.006521225
SRR920955,0.9934788,0.006521225
ERR1385556,0.9934788,0.006521225
ERR499593,0.9934788,0.006521225
SRR6931168,0.9934788,0.006521225
ERR1314795,0.9934788,0.006521225
SRR5155816,0.9934788,0.006521225
SRR5983447,0.9934752,0.0065248013
SRR1923795,0.9934788,0.006521225
SRR387992,0.99345654,0.0065434575
DRR018711,0.99315107,0.0068489313
SRR7453985,0.9931736,0.0068264008
ERR531918,0.9934786,0.006521404
ERR499036,0.9934788,0.006521225
ERR561326,0.9934788,0.006521225
ERR500741,0.99347883,0.0065211654
ERR579737,0.9934788,0.006521225
DRR048008,0.9934585,0.0065414906
ERR450844,0.9934788,0.006521225
SRR6932529,0.9934788,0.006521225
ERR498982,0.9934788,0.006521225
ERR499818,0.9934788,0.006521225
ERR501366,0.9934788,0.006521225
ERR2739397,0.9934788,0.006521225
SRR5868682,0.9934788,0.006521225
ERR209711,0.9934788,0.006521225
SRR7449388,0.9934788,0.006521225
SRR1632991,0.9934788,0.006521225
ERR498758,0.9934788,0.006521225
ERR209561,0.9934789,0.0065211058
ERR441699,0.99347883,0.0065211654
SRR919929,0.9934788,0.006521225
ERR501079,0.9934788,0.006521225
DRR043737,0.99347174,0.0065282583
SRR5467758,0.9934723,0.006527722
ERR2002343,0.99347883,0.0065211654
SRR2086746,0.9934786,0.006521404
ERR719217,0.9934774,0.006522596
SRR3030538,0.9934786,0.006521404
SRR6264098,0.9934788,0.006521225
ERR1960657,0.9934788,0.006521225
ERR522494,0.99347883,0.0065211654
ERR2198048,0.9934788,0.006521225
ERR1811168,0.9934788,0.006521225
ERR2003095,0.9934788,0.006521225
SRR994737,0.9934787,0.0065212846
ERR1019704,0.99326587,0.0067341328
SRR7448741,0.9934784,0.0065215826
ERR500323,0.9934788,0.006521225
ERR1384356,0.9934789,0.0065211058
SRR995418,0.9934788,0.006521225
ERR867082,0.9934788,0.006521225
SRR2145405,0.9934788,0.006521225
ERR1328398,0.9934788,0.006521225
SRR2086801,0.9934788,0.006521225
SRR3951255,0.9932178,0.006782174
DRR030522,0.9934788,0.006521225
SRR3647747,0.9934788,0.006521225
ERR444344,0.993472,0.00652802
ERR2730386,0.9934788,0.006521225
DRR050865,0.99344754,0.006552458
ERR521445,0.9934789,0.0065211058
SRR6054662,0.9934787,0.0065212846
SRR2658807,0.9934788,0.006521225
ERR719872,0.9934788,0.006521225
SRR7449343,0.9934788,0.006521225
SRR3727634,0.9934788,0.006521225
SRR387981,0.9934735,0.00652653
ERR1309976,0.9934788,0.006521225
SRR5165989,0.9934788,0.006521225
SRR6409055,0.9934788,0.006521225
ERR498798,0.9934786,0.006521404
SRR2981432,0.9934788,0.006521225
SRR2046639,0.9934788,0.006521225
ERR209310,0.9934788,0.006521225
ERR1383645,0.9934788,0.006521225
ERR1313553,0.9934788,0.006521225
SRR6408634,0.9934786,0.006521404
ERR719424,0.9934788,0.006521225
SRR2144032,0.9934789,0.0065211058
ERR1383316,0.9934788,0.006521225
ERR501278,0.9934788,0.006521225
ERR209784,0.99347603,0.006523967
ERR1315641,0.9934788,0.006521225
DRR024145,0.9934573,0.0065426826
SRR3732507,0.9934783,0.006521702
SRR5156052,0.9934788,0.006521225
SRR7449075,0.9934788,0.006521225
ERR2784847,0.9934748,0.0065252185
SRR6367225,0.99267393,0.0073260665
ERR1987752,0.99339676,0.006603241
SRR3503286,0.9934465,0.006553471
ERR1912999,0.9934782,0.006521821
SRR2145333,0.9934788,0.006521225
SRR2086816,0.9934788,0.006521225
DRR030580,0.9934789,0.0065211058
DRR043731,0.99347883,0.0065211654
SRR6408621,0.9934788,0.006521225
ERR719280,0.9934788,0.006521225
ERR499985,0.9934788,0.006521225
SRR6444610,0.99347484,0.006525159
SRR5868636,0.9934788,0.006521225
ERR443413,0.99347854,0.0065214634
SRR1632331,0.9934788,0.006521225
ERR2511572,0.9934788,0.006521225
ERR500143,0.9934788,0.006521225
SRR8356394,0.99347556,0.0065244436
SRR1618144,0.9934788,0.006521225
ERR867108,0.9934778,0.0065221786
SRR8356228,0.9934788,0.006521225
ERR2095568,0.99347866,0.006521344
ERR1398100,0.9934788,0.006521225
SRR6932356,0.9934788,0.006521225
SRR6309292,0.99347883,0.0065211654
SRR3053299,0.9934788,0.006521225
ERR500343,0.9934788,0.006521225
SRR5525186,0.9934788,0.006521225
ERR500118,0.9934781,0.0065218806
SRR6411847,0.9934788,0.006521225
SRR3094830,0.9934788,0.006521225
SRR6148411,0.9934788,0.006521225
ERR498991,0.9934784,0.0065215826
ERR498529,0.9934788,0.006521225
SRR3503322,0.9934787,0.0065212846
ERR1384569,0.9934788,0.006521225
SRR7448611,0.9934788,0.006521225
ERR441092,0.9934788,0.006521225
SRR3361553,0.9934788,0.006521225
ERR531791,0.9934763,0.0065237284
ERR1109578,0.99346024,0.006539762
ERR2739388,0.9934788,0.006521225
SRR6028190,0.9934788,0.006521225
SRR1556811,0.993478,0.006522
ERR2002188,0.9934788,0.006521225
ERR498610,0.9934788,0.006521225
ERR1310980,0.9934783,0.006521702
SRR1631385,0.9934788,0.006521225
ERR3040027,0.99347806,0.00652194
ERR2003210,0.9934788,0.006521225
ERR2730221,0.9934788,0.006521225
SRR5644030,0.99347836,0.006521642
SRR2658700,0.9934788,0.006521225
ERR2738857,0.9934788,0.006521225
ERR579836,0.9934788,0.006521225
DRR047362,0.9934547,0.0065453053
ERR1383590,0.9934788,0.006521225
ERR719107,0.9934788,0.006521225
DRR042868,0.9934523,0.0065476894
DRR043780,0.9934785,0.006521523
DRR050774,0.9934783,0.006521702
ERR1811162,0.9934788,0.006521225
ERR1624704,0.9934788,0.006521225
SRR2010435,0.9934788,0.006521225
SRR2657994,0.9934788,0.006521225
SRR6931163,0.9934788,0.006521225
DRR042909,0.9934772,0.0065227747
SRR3419463,0.9934788,0.006521225
SRR6931893,0.9934788,0.006521225
SRR2155015,0.9934788,0.006521225
ERR1311639,0.9934788,0.006521225
ERR579742,0.9934788,0.006521225
ERR719746,0.9934788,0.006521225
SRR6932179,0.9934788,0.006521225
DRR014340,0.9934788,0.006521225
SRR1556855,0.9934788,0.006521225
SRR505262,0.9934789,0.0065211058
SRR6451780,0.9934788,0.006521225
ERR500208,0.9934788,0.006521225
SRR6931865,0.9934722,0.0065277815
ERR1382501,0.9934789,0.0065211058
ERR1315312,0.9934788,0.006521225
ERR1384239,0.9934788,0.006521225
SRR2657977,0.9934788,0.006521225
ERR209641,0.99347794,0.0065220594
ERR2784772,0.9934671,0.0065329075
ERR1382400,0.9934788,0.006521225
ERR498677,0.9934781,0.0065218806
ERR441582,0.9934788,0.006521225
SRR1923892,0.9934788,0.006521225
ERR1315412,0.9934788,0.006521225
SRR6409286,0.99347806,0.00652194
ERR1760134,0.9934788,0.006521225
ERR2511150,0.9934788,0.006521225
SRR6414380,0.9934788,0.006521225
SRR7636094,0.9934788,0.006521225
ERR1315409,0.9934788,0.006521225
ERR1760004,0.99347883,0.0065211654
ERR441346,0.9934788,0.006521225
SRR6411942,0.9934788,0.006521225
DRR029231,0.9934305,0.0065695047
ERR2511208,0.9934788,0.006521225
SRR6054612,0.9934782,0.006521821
SRR2145299,0.9934788,0.006521225
ERR2511502,0.9934788,0.006521225
SRR7453520,0.9934788,0.006521225
SRR6264367,0.99347806,0.00652194
SRR5165665,0.9934788,0.006521225
ERR501222,0.9934788,0.006521225
ERR499754,0.9934788,0.006521225
SRR8356392,0.99347305,0.006526947
SRR3992169,0.9934788,0.006521225
ERR2511495,0.9934788,0.006521225
SRR920740,0.9934788,0.006521225
DRR018653,0.9934163,0.0065836906
ERR579738,0.99347883,0.0065211654
ERR2286283,0.9934788,0.006521225
SRR1618222,0.9934788,0.006521225
SRR505154,0.9934788,0.006521225
ERR1310829,0.9934788,0.006521225
ERR1310807,0.9934788,0.006521225
SRR6931225,0.9934788,0.006521225
DRR044315,0.99347603,0.006523967
SRR2924527,0.9934788,0.006521225
ERR1109618,0.9934788,0.006521225
ERR2739368,0.9934788,0.006521225
SRR6264789,0.9934788,0.006521225
SRR3361684,0.9934788,0.006521225
SRR7453298,0.9934788,0.006521225
SRR6451779,0.9934785,0.006521523
SRR1923923,0.9934788,0.006521225
SRR996243,0.9934788,0.006521225
SRR3361688,0.9934788,0.006521225
DRR030578,0.9934788,0.006521225
SRR7453437,0.9934788,0.006521225
DRR030590,0.9934776,0.006522417
SRR6444051,0.9934767,0.006523311
SRR2761089,0.9934559,0.006544113
SRR6264722,0.9934788,0.006521225
ERR1315005,0.9934789,0.0065211058
ERR705795,0.9934788,0.006521225
ERR983898,0.9934788,0.006521225
SRR919639,0.9934788,0.006521225
ERR1311216,0.99347866,0.006521344
SRR5983320,0.9934739,0.0065261126
SRR3191016,0.9934788,0.006521225
SRR1630937,0.9934788,0.006521225
SRR3647772,0.9934788,0.006521225
ERR1311443,0.9934788,0.006521225
SRR1950741,0.9934788,0.006521225
SRR6264464,0.9934788,0.006521225
SRR6264986,0.99347883,0.0065211654
ERR1310845,0.9934777,0.006522298
SRR1631286,0.9934788,0.006521225
ERR500227,0.9934788,0.006521225
SRR5155815,0.9934788,0.006521225
SRR2010429,0.9934788,0.006521225
ERR2739236,0.99347836,0.006521642
SRR8356317,0.9934788,0.006521225
SRR2145343,0.99347496,0.0065250397
DRR014365,0.9934788,0.006521225
SRR995982,0.9934788,0.006521225
ERR2368792,0.9934788,0.006521225
ERR1811309,0.9934789,0.0065211058
SRR3095140,0.9934788,0.006521225
SRR5467715,0.99347645,0.0065235496
SRR7449023,0.9934788,0.006521225
ERR441526,0.9934774,0.006522596
ERR441615,0.9934782,0.006521821
SRR3503377,0.9934788,0.006521225
SRR6931645,0.993471,0.0065289736
SRR3053386,0.9934788,0.006521225
SRR7449244,0.9934788,0.006521225
SRR2154981,0.9934395,0.0065605044
ERR520765,0.9933629,0.0066370964
ERR522432,0.9934788,0.006521225
SRR5468023,0.9934788,0.006521225
ERR1314256,0.9934777,0.006522298
SRR5165976,0.9934788,0.006521225
ERR498791,0.99347866,0.006521344
DRR044240,0.9934778,0.0065221786
DRR047361,0.99347883,0.0065211654
DRR043171,0.9934789,0.0065211058
SRR1617700,0.9934788,0.006521225
SRR6054615,0.9934788,0.006521225
SRR6932339,0.9934788,0.006521225
SRR6931926,0.9934788,0.006521225
SRR920973,0.9934788,0.006521225
SRR6038386,0.9934781,0.0065218806
ERR499451,0.9934788,0.006521225
ERR2198061,0.9934788,0.006521225
SRR6444577,0.993478,0.006522
ERR1309990,0.9934788,0.006521225
SRR1949108,0.9934788,0.006521225
SRR6931904,0.99347866,0.006521344
SRR6932071,0.9934771,0.006522894
SRR1632486,0.9934788,0.006521225
DRR047884,0.9934784,0.0065215826
ERR1913057,0.9934788,0.006521225
ERR2511374,0.9934788,0.006521225
ERR107209,0.9934628,0.006537199
SRR919553,0.9934788,0.006521225
ERR2738569,0.9934788,0.006521225
ERR451525,0.9934788,0.006521225
ERR451171,0.9934788,0.006521225
ERR532110,0.9934781,0.0065218806
SRR4303606,0.9934788,0.006521225
ERR1297837,0.9934789,0.0065211058
SRR1631519,0.9934788,0.006521225
SRR3030579,0.99347883,0.0065211654
ERR209833,0.9934788,0.006521225
SRR2658245,0.9934788,0.006521225
SRR4303783,0.9934781,0.0065218806
DRR043096,0.9934255,0.0065745115
SRR6316008,0.99347883,0.0065211654
ERR498628,0.99346423,0.0065357685
DRR050920,0.9934788,0.006521225
SRR6309239,0.9934788,0.006521225
SRR6038377,0.9934788,0.006521225
ERR579499,0.9934788,0.006521225
SRR5869694,0.9934788,0.006521225
ERR561297,0.99347883,0.0065211654
DRR048145,0.9934528,0.0065472126
SRR6413960,0.9934788,0.006521225
SRR3581158,0.9934788,0.006521225
SRR7449152,0.9934788,0.006521225
ERR498534,0.9934788,0.006521225
SRR3503397,0.9934788,0.006521225
SRR4303576,0.9934788,0.006521225
SRR7448992,0.9934788,0.006521225
ERR1624632,0.9934788,0.006521225
SRR6365011,0.9934788,0.006521225
ERR1971238,0.9934788,0.006521225
ERR500337,0.9934788,0.006521225
SRR5415584,0.9934779,0.006522119
ERR365845,0.9934788,0.006521225
SRR2761195,0.9934786,0.006521404
SRR6444113,0.99347836,0.006521642
ERR1760104,0.9934788,0.006521225
ERR1383541,0.9934788,0.006521225
ERR1310655,0.9934788,0.006521225
DRR030594,0.9934788,0.006521225
ERR1611393,0.9934789,0.0065211058
ERR2003165,0.9934788,0.006521225
ERR719643,0.9934788,0.006521225
ERR1384895,0.9934788,0.006521225
ERR1385355,0.9934776,0.006522417
SRR5868829,0.9934788,0.006521225
ERR2666909,0.9934787,0.0065212846
SRR1660120,0.9934777,0.006522298
SRR5699420,0.9934788,0.006521225
SRR920192,0.9934788,0.006521225
ERR1310880,0.9934788,0.006521225
ERR500043,0.9934788,0.006521225
SRR1617693,0.9934788,0.006521225
DRR043091,0.99347615,0.0065238476
ERR719256,0.99347866,0.006521344
ERR442976,0.9934788,0.006521225
ERR441240,0.9934789,0.0065211058
ERR1529702,0.9934788,0.006521225
ERR1811318,0.99347866,0.006521344
ERR450709,0.9934788,0.006521225
SRR1632325,0.9934788,0.006521225
DRR048191,0.9934622,0.006537795
SRR5165970,0.9934788,0.006521225
SRR6038544,0.9934788,0.006521225
ERR1760063,0.99346507,0.006534934
SRR6408879,0.99347204,0.0065279603
SRR6264679,0.9934788,0.006521225
ERR2739112,0.9934788,0.006521225
SRR6309278,0.99347377,0.0065262318
ERR1328402,0.9934787,0.0065212846
SRR7453777,0.9934752,0.0065248013
SRR1631716,0.9934788,0.006521225
SRR6414293,0.99347514,0.006524861
ERR1385340,0.9934788,0.006521225
ERR1383811,0.9934788,0.006521225
SRR996268,0.9934788,0.006521225
SRR6365036,0.9934788,0.006521225
ERR1310846,0.99347854,0.0065214634
SRR6932308,0.9934788,0.006521225
ERR521421,0.9934788,0.006521225
ERR521426,0.9934788,0.006521225
SRR7449225,0.99327695,0.0067230463
ERR867163,0.9934788,0.006521225
ERR2538446,0.9934788,0.006521225
ERR560830,0.9934788,0.006521225
SRR5869793,0.9934788,0.006521225
ERR532144,0.9934782,0.006521821
ERR441302,0.99347883,0.0065211654
SRR6411606,0.9934788,0.006521225
DRR018791,0.9934098,0.0065901875
DRR041924,0.9934765,0.00652349
SRR7449145,0.99347883,0.0065211654
SRR3362298,0.9934788,0.006521225
ERR2002052,0.9934788,0.006521225
SRR505248,0.9934788,0.006521225
SRR2761299,0.99347866,0.006521344
ERR1385437,0.99347734,0.0065226555
SRR8356280,0.99347585,0.0065241456
SRR1618116,0.9934788,0.006521225
ERR1310738,0.9934768,0.006523192
SRR1704717,0.9934788,0.006521225
DRR047704,0.99347204,0.0065279603
ERR531699,0.9934788,0.006521225
SRR934622,0.9934789,0.0065211058
DRR042822,0.9934771,0.006522894
SRR6416494,0.99345684,0.0065431595
SRR5699345,0.9934788,0.006521225
