,root:Host-associated,Unknown
ERR498645,0.9999758,2.4199486e-05
SRR3502009,0.9999758,2.4199486e-05
ERR560688,0.9999758,2.4199486e-05
DRR047937,0.9999758,2.4199486e-05
SRR1617886,0.9999758,2.4199486e-05
SRR1633172,0.9999758,2.4199486e-05
SRR995364,0.9999758,2.4199486e-05
SRR7454096,0.9999758,2.4199486e-05
SRR6931533,0.9999758,2.4199486e-05
SRR994501,0.9999758,2.4199486e-05
ERR560641,0.9999758,2.4199486e-05
SRR6038316,0.9999758,2.4199486e-05
ERR441828,0.9999758,2.4199486e-05
ERR498849,0.99997574,2.425909e-05
ERR499783,0.9999757,2.4318695e-05
SRR6054596,0.9999758,2.4199486e-05
ERR1382565,0.99997574,2.425909e-05
ERR1310743,0.9999758,2.4199486e-05
SRR5699171,0.9999758,2.4199486e-05
ERR500751,0.9999758,2.4199486e-05
ERR2538351,0.9999758,2.4199486e-05
SRR934695,0.9999758,2.4199486e-05
SRR823276,0.9999758,2.4199486e-05
SRR3925392,0.9999758,2.4199486e-05
ERR1611397,0.9999758,2.4199486e-05
SRR5699410,0.99997574,2.425909e-05
SRR2010522,0.9999758,2.4199486e-05
SRR3647775,0.9999758,2.4199486e-05
ERR866489,0.9999758,2.4199486e-05
DRR047413,0.9999758,2.4199486e-05
ERR522099,0.9999758,2.4199486e-05
DRR043044,0.9999758,2.4199486e-05
SRR2145337,0.9999758,2.4199486e-05
SRR3094870,0.9999758,2.4199486e-05
SRR6408606,0.9999758,2.4199486e-05
SRR5869043,0.9999758,2.4199486e-05
SRR7453916,0.9999758,2.4199486e-05
ERR1759924,0.9999758,2.4199486e-05
ERR522345,0.9999759,2.4080276e-05
ERR2511241,0.9999758,2.4199486e-05
ERR560629,0.9999758,2.4199486e-05
ERR2739190,0.9999758,2.4199486e-05
DRR067935,0.99997574,2.425909e-05
SRR7449171,0.9999758,2.4199486e-05
ERR2538353,0.9999758,2.4199486e-05
SRR7449438,0.9999758,2.4199486e-05
ERR1811157,0.9999758,2.4199486e-05
ERR719950,0.9999758,2.4199486e-05
SRR6264577,0.9999758,2.4199486e-05
SRR3647816,0.9999758,2.4199486e-05
SRR3725753,0.9999758,2.4199486e-05
ERR1398134,0.9999758,2.4199486e-05
SRR5165821,0.9999758,2.4199486e-05
ERR500342,0.9999758,2.4199486e-05
SRR3191022,0.9999758,2.4199486e-05
SRR1617959,0.9999758,2.4199486e-05
SRR2086806,0.9999758,2.4199486e-05
DRR043777,0.9999758,2.4199486e-05
ERR498858,0.9999758,2.4199486e-05
ERR1384600,0.9999758,2.4199486e-05
ERR1313364,0.9999758,2.4199486e-05
SRR1145408,0.9999758,2.4199486e-05
SRR3581230,0.9999759,2.4080276e-05
ERR441209,0.9999758,2.4199486e-05
ERR499738,0.9999758,2.4199486e-05
ERR532064,0.99997574,2.425909e-05
ERR532003,0.99997574,2.425909e-05
SRR1631343,0.9999758,2.4199486e-05
SRR6408675,0.9999758,2.4199486e-05
SRR3037094,0.9999758,2.4199486e-05
DRR018694,0.9999758,2.4199486e-05
ERR2042073,0.9999758,2.4199486e-05
SRR6264300,0.9999758,2.4199486e-05
SRR6038524,0.9999758,2.4199486e-05
SRR5687807,0.9999758,2.4199486e-05
ERR1384313,0.9999758,2.4199486e-05
SRR996700,0.9999758,2.4199486e-05
ERR1109549,0.9999758,2.4199486e-05
ERR883616,0.99997574,2.425909e-05
ERR525950,0.9999758,2.4199486e-05
SRR1715628,0.9999758,2.4199486e-05
SRR6038547,0.9999758,2.4199486e-05
ERR1315207,0.9999758,2.4199486e-05
ERR1382972,0.9999758,2.4199486e-05
ERR2624779,0.9999758,2.4199486e-05
SRR6931303,0.9999758,2.4199486e-05
ERR1811299,0.9999758,2.4199486e-05
ERR1611417,0.9999758,2.4199486e-05
ERR2739134,0.9999758,2.4199486e-05
ERR441565,0.9999758,2.4199486e-05
SRR5868787,0.9999758,2.4199486e-05
ERR1382814,0.9999758,2.4199486e-05
ERR520855,0.9999759,2.4080276e-05
SRR3647877,0.9999758,2.4199486e-05
ERR1315251,0.9999758,2.4199486e-05
SRR5724722,0.9999758,2.4199486e-05
ERR3005947,0.9999758,2.4199486e-05
ERR498629,0.9999758,2.4199486e-05
SRR2145595,0.9999758,2.4199486e-05
ERR867134,0.9999758,2.4199486e-05
ERR1382492,0.9999758,2.4199486e-05
ERR521441,0.9999758,2.4199486e-05
ERR450868,0.9999758,2.4199486e-05
ERR579445,0.9999758,2.4199486e-05
SRR3037128,0.9999758,2.4199486e-05
SRR5164147,0.9999758,2.4199486e-05
DRR068397,0.9999758,2.4199486e-05
ERR2538376,0.9999758,2.4199486e-05
DRR060286,0.9999758,2.4199486e-05
SRR5165988,0.9999758,2.4199486e-05
SRR8356296,0.9999758,2.4199486e-05
ERR499138,0.9999758,2.4199486e-05
SRR6444553,0.9999758,2.4199486e-05
ERR2249191,0.9999758,2.4199486e-05
ERR1558913,0.9999758,2.4199486e-05
ERR1310358,0.9999758,2.4199486e-05
SRR6757641,0.9999758,2.4199486e-05
ERR1310010,0.9999758,2.4199486e-05
ERR2247362,0.9999758,2.4199486e-05
SRR5831883,0.9999758,2.4199486e-05
SRR6414176,0.99997574,2.425909e-05
ERR1624719,0.9999758,2.4199486e-05
SRR3095166,0.9999758,2.4199486e-05
ERR365960,0.9999758,2.4199486e-05
SRR5868817,0.9999758,2.4199486e-05
SRR387955,0.9999758,2.4199486e-05
ERR1384697,0.99997574,2.425909e-05
ERR2730156,0.9999758,2.4199486e-05
SRR6444346,0.99997574,2.425909e-05
ERR1383935,0.9999758,2.4199486e-05
ERR2247377,0.9999758,2.4199486e-05
DRR043124,0.9999758,2.4199486e-05
SRR3201919,0.9999758,2.4199486e-05
SRR5165807,0.9999758,2.4199486e-05
SRR2010440,0.9999758,2.4199486e-05
SRR6436943,0.9999758,2.4199486e-05
ERR2738750,0.9999758,2.4199486e-05
SRR7449105,0.9999758,2.4199486e-05
DRR050862,0.9999758,2.4199486e-05
ERR719505,0.9999758,2.4199486e-05
ERR579340,0.9999758,2.4199486e-05
ERR500721,0.9999758,2.4199486e-05
SRR1617946,0.9999758,2.4199486e-05
SRR2154996,0.9999758,2.4199486e-05
ERR1385342,0.99997574,2.425909e-05
ERR500822,0.9999758,2.4199486e-05
ERR883412,0.9999758,2.4199486e-05
SRR7449200,0.9999758,2.4199486e-05
SRR1924036,0.9999758,2.4199486e-05
SRR1949168,0.9999758,2.4199486e-05
ERR531739,0.9999758,2.4199486e-05
SRR6932203,0.9999758,2.4199486e-05
SRR7449179,0.9999758,2.4199486e-05
ERR209328,0.9999758,2.4199486e-05
SRR7454033,0.9999758,2.4199486e-05
SRR1556865,0.9999758,2.4199486e-05
ERR107092,0.9999758,2.4199486e-05
SRR6265520,0.9999758,2.4199486e-05
ERR441118,0.9999758,2.4199486e-05
SRR1631681,0.9999758,2.4199486e-05
SRR6444895,0.9999758,2.4199486e-05
ERR2739271,0.9999758,2.4199486e-05
ERR720111,0.9999758,2.4199486e-05
ERR1313528,0.9999759,2.4080276e-05
ERR866728,0.99997574,2.425909e-05
SRR2145335,0.9999758,2.4199486e-05
SRR7449488,0.9999758,2.4199486e-05
DRR067978,0.9999758,2.4199486e-05
SRR3951258,0.9999758,2.4199486e-05
ERR579764,0.9999758,2.4199486e-05
ERR2511604,0.99997574,2.425909e-05
SRR6932294,0.9999758,2.4199486e-05
SRR6028443,0.9999758,2.4199486e-05
SRR1617988,0.9999758,2.4199486e-05
SRR6414105,0.9999758,2.4199486e-05
SRR6394017,0.9999758,2.4199486e-05
SRR1948917,0.9999758,2.4199486e-05
ERR444156,0.9999758,2.4199486e-05
SRR505210,0.9999759,2.4080276e-05
SRR5155961,0.9999758,2.4199486e-05
ERR1109453,0.9999758,2.4199486e-05
ERR2849497,0.99997574,2.425909e-05
SRR3951165,0.9999759,2.4080276e-05
ERR2002338,0.9999758,2.4199486e-05
ERR443103,0.9999758,2.4199486e-05
SRR6414292,0.9999758,2.4199486e-05
ERR499616,0.9999759,2.4080276e-05
ERR1744189,0.9999758,2.4199486e-05
SRR6028332,0.9999758,2.4199486e-05
ERR2738598,0.9999759,2.4080276e-05
ERR1760080,0.9999758,2.4199486e-05
ERR500746,0.9999758,2.4199486e-05
SRR5165673,0.9999758,2.4199486e-05
DRR043748,0.9999758,2.4199486e-05
ERR525838,0.9999758,2.4199486e-05
SRR5699387,0.9999758,2.4199486e-05
SRR6394047,0.9999758,2.4199486e-05
SRR1949178,0.9999758,2.4199486e-05
SRR346833,0.9999758,2.4199486e-05
ERR1701210,0.9999758,2.4199486e-05
ERR525826,0.9999758,2.4199486e-05
SRR6408616,0.9999758,2.4199486e-05
ERR501188,0.9999758,2.4199486e-05
SRR6932130,0.9999758,2.4199486e-05
ERR1297789,0.9999746,2.5391579e-05
ERR499968,0.9999758,2.4199486e-05
ERR1314252,0.9999759,2.4080276e-05
DRR048277,0.9999758,2.4199486e-05
ERR1383815,0.9999758,2.4199486e-05
SRR2010480,0.9999758,2.4199486e-05
ERR2538360,0.9999758,2.4199486e-05
SRR2658177,0.9999758,2.4199486e-05
ERR1315013,0.9999758,2.4199486e-05
ERR867359,0.9999759,2.4080276e-05
SRR3094979,0.9999758,2.4199486e-05
ERR2511315,0.99997574,2.425909e-05
ERR1382673,0.9999758,2.4199486e-05
SRR6316013,0.9999758,2.4199486e-05
ERR2739125,0.9999758,2.4199486e-05
ERR500795,0.9999758,2.4199486e-05
ERR719335,0.9999759,2.4080276e-05
ERR500418,0.9999758,2.4199486e-05
ERR1385519,0.9999758,2.4199486e-05
SRR6028486,0.9999758,2.4199486e-05
SRR7454001,0.9999758,2.4199486e-05
SRR6414355,0.9999758,2.4199486e-05
SRR3361605,0.9999759,2.4080276e-05
ERR2247338,0.9999758,2.4199486e-05
ERR1315554,0.9999758,2.4199486e-05
ERR1311573,0.9999758,2.4199486e-05
SRR1743135,0.9999758,2.4199486e-05
ERR441692,0.9999758,2.4199486e-05
SRR2086729,0.9999758,2.4199486e-05
DRR018676,0.9999758,2.4199486e-05
SRR3503380,0.9999758,2.4199486e-05
SRR5467628,0.9999758,2.4199486e-05
ERR1311270,0.9999758,2.4199486e-05
SRR5165924,0.9999758,2.4199486e-05
ERR441233,0.9999758,2.4199486e-05
SRR6309206,0.9999758,2.4199486e-05
SRR921131,0.9999758,2.4199486e-05
ERR498544,0.9999758,2.4199486e-05
SRR6931610,0.9999758,2.4199486e-05
DRR043857,0.9999758,2.4199486e-05
ERR1811124,0.9999758,2.4199486e-05
ERR2739323,0.9999758,2.4199486e-05
SRR920910,0.9999758,2.4199486e-05
SRR3501945,0.9999758,2.4199486e-05
ERR1311111,0.9999758,2.4199486e-05
DRR043982,0.9999758,2.4199486e-05
SRR3094780,0.9999758,2.4199486e-05
SRR1704141,0.9999758,2.4199486e-05
ERR209458,0.9999758,2.4199486e-05
SRR5165862,0.9999758,2.4199486e-05
ERR1971271,0.9999758,2.4199486e-05
ERR1314585,0.9999758,2.4199486e-05
SRR1618021,0.9999758,2.4199486e-05
ERR500808,0.9999758,2.4199486e-05
SRR6444327,0.9999758,2.4199486e-05
SRR505242,0.9999758,2.4199486e-05
SRR3951042,0.9999758,2.4199486e-05
ERR531638,0.99997574,2.425909e-05
SRR7448609,0.9999758,2.4199486e-05
DRR047453,0.9999758,2.4199486e-05
ERR1384708,0.9999758,2.4199486e-05
ERR1314239,0.9999758,2.4199486e-05
SRR1617763,0.9999758,2.4199486e-05
SRR3361552,0.99997574,2.425909e-05
ERR867082,0.99997574,2.425909e-05
ERR532230,0.9999758,2.4199486e-05
SRR1923870,0.9999758,2.4199486e-05
DRR030519,0.9999758,2.4199486e-05
SRR6931617,0.99997574,2.425909e-05
DRR029256,0.9999758,2.4199486e-05
SRR5983479,0.9999759,2.4080276e-05
ERR883573,0.99997574,2.425909e-05
SRR6932122,0.9999758,2.4199486e-05
ERR2738607,0.9999758,2.4199486e-05
SRR5155855,0.9999758,2.4199486e-05
DRR048009,0.9999758,2.4199486e-05
SRR921054,0.9999758,2.4199486e-05
SRR7453752,0.9999758,2.4199486e-05
ERR2739137,0.9999758,2.4199486e-05
ERR1971130,0.99997574,2.425909e-05
ERR498869,0.9999758,2.4199486e-05
SRR5467561,0.9999758,2.4199486e-05
SRR6932248,0.9999758,2.4199486e-05
SRR3053535,0.9999758,2.4199486e-05
ERR1309918,0.9999758,2.4199486e-05
ERR1311174,0.9999758,2.4199486e-05
ERR1313912,0.9999759,2.4080276e-05
ERR522633,0.9999758,2.4199486e-05
SRR997072,0.9999758,2.4199486e-05
ERR1328421,0.9999758,2.4199486e-05
SRR6931289,0.9999758,2.4199486e-05
ERR1383627,0.9999758,2.4199486e-05
SRR5467543,0.9999758,2.4199486e-05
SRR7453451,0.9999758,2.4199486e-05
SRR6465740,0.9999758,2.4199486e-05
DRR042862,0.9999758,2.4199486e-05
ERR209881,0.9999758,2.4199486e-05
SRR5165891,0.9999758,2.4199486e-05
SRR6411677,0.9999758,2.4199486e-05
SRR2924489,0.9999758,2.4199486e-05
ERR1384398,0.9999758,2.4199486e-05
ERR2511798,0.9999758,2.4199486e-05
ERR1310107,0.9999759,2.4080276e-05
SRR6931964,0.9999758,2.4199486e-05
SRR1617936,0.9999758,2.4199486e-05
SRR5688046,0.9999758,2.4199486e-05
ERR1315418,0.9999758,2.4199486e-05
ERR499574,0.9999758,2.4199486e-05
SRR1618005,0.9999758,2.4199486e-05
ERR1313893,0.9999758,2.4199486e-05
SRR6028273,0.9999758,2.4199486e-05
ERR2739019,0.9999758,2.4199486e-05
ERR883502,0.9999757,2.4318695e-05
SRR7448527,0.9999758,2.4199486e-05
ERR1960816,0.9999758,2.4199486e-05
SRR7453740,0.9999758,2.4199486e-05
DRR024060,0.9999758,2.4199486e-05
ERR2003089,0.9999758,2.4199486e-05
SRR6408684,0.9999758,2.4199486e-05
SRR2658255,0.9999758,2.4199486e-05
SRR2761312,0.9999758,2.4199486e-05
ERR443149,0.9999758,2.4199486e-05
SRR6451830,0.9999758,2.4199486e-05
SRR6444455,0.9999758,2.4199486e-05
ERR1109512,0.9999758,2.4199486e-05
SRR6444165,0.99997574,2.425909e-05
ERR719507,0.9999758,2.4199486e-05
SRR996263,0.9999758,2.4199486e-05
SRR5699284,0.9999759,2.4080276e-05
SRR920701,0.9999758,2.4199486e-05
ERR444755,0.9999758,2.4199486e-05
SRR5165750,0.9999758,2.4199486e-05
SRR2761202,0.9999758,2.4199486e-05
SRR6931909,0.9999758,2.4199486e-05
SRR935328,0.9999758,2.4199486e-05
SRR5525246,0.9999758,2.4199486e-05
ERR2511728,0.9999758,2.4199486e-05
SRR7448996,0.9999758,2.4199486e-05
ERR719756,0.9999759,2.4080276e-05
SRR7453901,0.9999758,2.4199486e-05
SRR3951009,0.9999758,2.4199486e-05
ERR2011916,0.9999758,2.4199486e-05
SRR6931801,0.9999758,2.4199486e-05
ERR1398258,0.9999758,2.4199486e-05
SRR8356327,0.9999758,2.4199486e-05
ERR2002239,0.9999758,2.4199486e-05
SRR7449379,0.9999758,2.4199486e-05
ERR1109545,0.9999758,2.4199486e-05
SRR2155019,0.9999758,2.4199486e-05
ERR1383580,0.9999758,2.4199486e-05
ERR719541,0.9999757,2.4318695e-05
SRR1617792,0.9999758,2.4199486e-05
SRR8356284,0.9999758,2.4199486e-05
ERR2738850,0.9999758,2.4199486e-05
ERR1383323,0.99997574,2.425909e-05
ERR1384539,0.9999759,2.4080276e-05
SRR505002,0.9999758,2.4199486e-05
ERR1701216,0.9999758,2.4199486e-05
SRR1948868,0.9999758,2.4199486e-05
ERR1987704,0.9999758,2.4199486e-05
SRR6028603,0.99997574,2.425909e-05
ERR531603,0.9999758,2.4199486e-05
ERR1987752,0.9999758,2.4199486e-05
DRR043170,0.9999758,2.4199486e-05
SRR6414213,0.9999758,2.4199486e-05
ERR209248,0.9999758,2.4199486e-05
ERR209825,0.9999758,2.4199486e-05
ERR720013,0.9999759,2.4080276e-05
SRR8356294,0.9999758,2.4199486e-05
SRR6265581,0.9999758,2.4199486e-05
ERR531872,0.9999758,2.4199486e-05
DRR043733,0.9999758,2.4199486e-05
SRR6309249,0.9999758,2.4199486e-05
SRR3925441,0.9999758,2.4199486e-05
ERR695621,0.99997574,2.425909e-05
ERR441718,0.9999758,2.4199486e-05
SRR5688093,0.9999758,2.4199486e-05
SRR1660184,0.9999758,2.4199486e-05
ERR531505,0.9999759,2.4080276e-05
ERR499838,0.9999759,2.4080276e-05
ERR520698,0.9999759,2.4080276e-05
ERR441301,0.99997574,2.425909e-05
ERR444280,0.9999758,2.4199486e-05
ERR1811297,0.9999758,2.4199486e-05
ERR2002070,0.9999758,2.4199486e-05
ERR1297683,0.9999758,2.4199486e-05
SRR6028384,0.9999759,2.4080276e-05
ERR1811166,0.9999758,2.4199486e-05
SRR5165731,0.9999758,2.4199486e-05
DRR050780,0.9999758,2.4199486e-05
SRR1632987,0.9999758,2.4199486e-05
SRR920748,0.9999758,2.4199486e-05
SRR1948814,0.9999758,2.4199486e-05
SRR6444696,0.9999758,2.4199486e-05
DRR043863,0.9999758,2.4199486e-05
SRR505230,0.9999758,2.4199486e-05
SRR3094741,0.9999758,2.4199486e-05
SRR2086885,0.9999758,2.4199486e-05
ERR498854,0.99997574,2.425909e-05
ERR866719,0.9999758,2.4199486e-05
ERR209537,0.9999758,2.4199486e-05
ERR500071,0.9999758,2.4199486e-05
ERR522623,0.9999758,2.4199486e-05
ERR2003274,0.9999758,2.4199486e-05
SRR2010441,0.9999759,2.4080276e-05
ERR520896,0.9999758,2.4199486e-05
SRR5467915,0.9999759,2.4080276e-05
ERR2011930,0.9999758,2.4199486e-05
ERR531821,0.99997574,2.425909e-05
ERR1109605,0.9999758,2.4199486e-05
SRR3094814,0.9999758,2.4199486e-05
ERR522111,0.9999758,2.4199486e-05
ERR450935,0.9999758,2.4199486e-05
DRR047447,0.9999758,2.4199486e-05
ERR2738565,0.9999758,2.4199486e-05
ERR2042048,0.9999758,2.4199486e-05
ERR1297788,0.9999758,2.4199486e-05
SRR1618103,0.9999758,2.4199486e-05
SRR7449278,0.9999758,2.4199486e-05
SRR3053304,0.9999758,2.4199486e-05
SRR3214676,0.9999758,2.4199486e-05
SRR7449477,0.9999758,2.4199486e-05
ERR1384070,0.9999758,2.4199486e-05
SRR6931270,0.9999758,2.4199486e-05
DRR018746,0.9999758,2.4199486e-05
SRR6931273,0.9999758,2.4199486e-05
ERR1759906,0.9999758,2.4199486e-05
SRR5699148,0.9999758,2.4199486e-05
SRR6932297,0.9999758,2.4199486e-05
ERR2511286,0.9999758,2.4199486e-05
ERR1971260,0.9999758,2.4199486e-05
SRR6931751,0.9999758,2.4199486e-05
SRR5983304,0.9999758,2.4199486e-05
ERR209094,0.9999759,2.4080276e-05
ERR2738931,0.9999758,2.4199486e-05
SRR5983325,0.9999758,2.4199486e-05
SRR6412119,0.9999758,2.4199486e-05
ERR560667,0.9999758,2.4199486e-05
ERR444148,0.9999758,2.4199486e-05
ERR2286322,0.9999758,2.4199486e-05
SRR5483117,0.9999758,2.4199486e-05
ERR1384052,0.9999758,2.4199486e-05
ERR209358,0.9999758,2.4199486e-05
DRR068300,0.9999758,2.4199486e-05
ERR1310207,0.9999759,2.4080276e-05
ERR719860,0.9999758,2.4199486e-05
ERR2511460,0.9999758,2.4199486e-05
DRR060301,0.9999758,2.4199486e-05
ERR1384294,0.9999758,2.4199486e-05
SRR6038270,0.9999758,2.4199486e-05
ERR441839,0.9999758,2.4199486e-05
ERR2511180,0.9999758,2.4199486e-05
SRR3217222,0.9999758,2.4199486e-05
ERR500116,0.9999758,2.4199486e-05
ERR1913103,0.9999758,2.4199486e-05
SRR6408755,0.9999758,2.4199486e-05
ERR2511153,0.9999757,2.4318695e-05
SRR7453662,0.9999758,2.4199486e-05
ERR531880,0.9999758,2.4199486e-05
ERR501153,0.9999758,2.4199486e-05
SRR6409263,0.9999758,2.4199486e-05
SRR3419428,0.99997574,2.425909e-05
SRR996060,0.9999758,2.4199486e-05
SRR5483105,0.9999758,2.4199486e-05
ERR2002218,0.9999758,2.4199486e-05
ERR365972,0.9999758,2.4199486e-05
SRR5983415,0.9999758,2.4199486e-05
ERR2511744,0.99997574,2.425909e-05
ERR720207,0.9999759,2.4080276e-05
SRR6931147,0.9999758,2.4199486e-05
ERR1384072,0.9999758,2.4199486e-05
SRR6028204,0.9999758,2.4199486e-05
SRR3362131,0.9999758,2.4199486e-05
SRR1660216,0.9999758,2.4199486e-05
SRR6264948,0.9999758,2.4199486e-05
ERR499474,0.9999758,2.4199486e-05
SRR6264362,0.9999758,2.4199486e-05
SRR3361541,0.9999758,2.4199486e-05
DRR043867,0.9999758,2.4199486e-05
ERR560938,0.9999758,2.4199486e-05
SRR6412048,0.9999758,2.4199486e-05
ERR866553,0.9999759,2.4080276e-05
ERR1310024,0.9999758,2.4199486e-05
SRR3647808,0.9999758,2.4199486e-05
SRR6038269,0.9999758,2.4199486e-05
ERR1960770,0.9999758,2.4199486e-05
