,root:Diseases,root:Health,root:Infections,Unknown
SRR5078823,0.019283414,0.9629192,0.012803733,0.004993677
SRR5648923,0.020260304,0.9601526,0.013369024,0.006218016
SRR1687041,0.86122435,0.081466675,0.057308953,0.0
SRR5399292,0.019256264,0.96307707,0.012747586,0.0049191117
SRR5548520,0.8684692,0.07119529,0.060335573,0.0
SRR5818477,0.038259655,0.94764996,0.010626972,0.003463447
SRR5399195,0.042468935,0.84478915,0.059346467,0.05339551
SRR5947812,0.7898832,0.16128759,0.048829213,0.0
SRR7507717,0.024769068,0.95362437,0.013305396,0.008301139
SRR5429352,0.8684692,0.07119529,0.060335573,0.0
SRR5399205,0.019248754,0.96308815,0.012747288,0.0049158335
SRR5757780,0.11727755,0.18602791,0.69669455,0.0
ERR719544,0.02392605,0.9525074,0.015606523,0.007960081
SRR5078728,0.019248754,0.96308815,0.012747288,0.0049158335
SRR6357131,0.019248754,0.96308815,0.012747288,0.0049158335
SRR6264088,0.020578563,0.9564736,0.014838666,0.008109212
SRR5580474,0.019307643,0.9627731,0.012857407,0.005061865
SRR5983349,0.8684692,0.07119529,0.060335573,0.0
ERR209901,0.022263259,0.95670027,0.013528585,0.0075079203
ERR719264,0.019710153,0.9612661,0.013263375,0.0057604313
SRR6424505,0.11727755,0.18602791,0.69669455,0.0
SRR5203217,0.019940346,0.9615084,0.012994051,0.0055571795
ERR209816,0.8212069,0.12951143,0.04928157,0.0
SRR5758043,0.01924929,0.9630876,0.012747347,0.004915774
SRR1693228,0.8680954,0.0714816,0.060422976,0.0
SRR5399187,0.019248754,0.96308815,0.012747288,0.0049158335
ERR209625,0.8657598,0.07230664,0.06193359,0.0
SRR6264798,0.019248188,0.96308696,0.012747914,0.0049169064
SRR6928774,0.019248754,0.96308815,0.012747288,0.0049158335
SRR5579064,0.019342631,0.96253777,0.0129493475,0.005170226
SRR7507335,0.019269675,0.96303177,0.012759656,0.004938841
SRR6928750,0.019249737,0.9630849,0.012748182,0.0049172044
SRR5648871,0.019246966,0.96307933,0.012751102,0.0049226284
SRR064872,0.20212527,0.27092358,0.5269512,0.0
ERR525706,0.019319415,0.96295977,0.012761176,0.004959643
SRR5866321,0.019249022,0.9630879,0.012747258,0.0049158335
SRR5763465,0.019250184,0.96308655,0.012747258,0.0049159527
SRR1693218,0.50945735,0.4749445,0.015598146,0.0
SRR7507591,0.26128832,0.72048813,0.01822357,0.0
SRR6263976,0.019542307,0.96240187,0.012863636,0.0051921606
SRR1693350,0.43423438,0.53398347,0.031782106,0.0
SRR6331166,0.019254863,0.96307456,0.012748927,0.0049216747
ERR719730,0.14788409,0.83803123,0.014084544,0.0
SRR5431399,0.019340515,0.96269524,0.012912273,0.0050519705
SRR053019,0.854872,0.08619107,0.058937013,0.0
ERR209709,0.02797684,0.9561602,0.01162231,0.004240632
SRR5610051,0.019253492,0.9630822,0.012747288,0.0049170256
SRR5548601,0.8676589,0.071834214,0.060506873,0.0
ERR719754,0.01963213,0.9624419,0.012793422,0.005132556
ERR011143,0.01942408,0.96264935,0.012830973,0.005095601
SRR6265143,0.05590141,0.7337332,0.0898183,0.120547116
ERR720213,0.033789277,0.9508066,0.011922896,0.0034812093
ERR719575,0.031941086,0.9530579,0.011410356,0.003590703
SRR5079123,0.019248754,0.96308815,0.012747288,0.0049158335
SRR5934960,0.020000279,0.96214724,0.012708753,0.0051437616
SRR6424655,0.11727755,0.18602791,0.69669455,0.0
SRR5813189,0.019291222,0.9628966,0.012808591,0.0050035715
SRR7507622,0.020368904,0.9608003,0.013023704,0.005807042
SRR1687065,0.8673077,0.07218796,0.060504355,0.0
SRR5803614,0.022190332,0.9466178,0.018096715,0.01309514
SRR5549076,0.8684606,0.07119835,0.060341027,0.0
SRR5866547,0.019781828,0.9606417,0.013507158,0.0060693026
ERR719905,0.019258082,0.96303415,0.0127669275,0.0049408674
SRR5203403,0.019256234,0.963072,0.012749016,0.0049227476
ERR525841,0.019248754,0.96308815,0.012747288,0.0049158335
SRR5610071,0.019497454,0.9621799,0.012994498,0.0053281784
SRR6182446,0.019248754,0.96308815,0.012747288,0.0049158335
SRR7423288,0.021014065,0.9583311,0.013645023,0.0070097446
SRR5629121,0.6708952,0.2526776,0.076427124,0.0
SRR6182354,0.019248754,0.96308815,0.012747288,0.0049158335
SRR5079071,0.019248754,0.96308815,0.012747288,0.0049158335
ERR011350,0.019993305,0.9623213,0.012657136,0.005028248
ERR209152,0.0196414,0.96196795,0.012989402,0.0054012537
SRR5757771,0.11773039,0.18659227,0.6956774,0.0
SRR5548755,0.57326937,0.022900125,0.4038305,0.0
SRR5761761,0.024111748,0.9361914,0.022372395,0.017324448
ERR719135,0.01930654,0.9628849,0.01280266,0.005005896
SRR5202882,0.01925978,0.96307003,0.0127488375,0.004921317
ERR209358,0.108032204,0.88321,0.00875776,0.0
SRR6474280,0.8584821,0.083265066,0.058252897,0.0
SRR6264521,0.021556318,0.96112514,0.012473673,0.004844904
SRR6185241,0.21779582,0.7440027,0.038201414,0.0
SRR7507341,0.8684666,0.07119647,0.06033694,0.0
SRR5711561,0.69447446,0.2719984,0.033527236,0.0
SRR5549008,0.868469,0.07119533,0.060335673,0.0
SRR064903,0.5795003,0.26456717,0.14218095,0.013751626
SRR5548429,0.7547113,0.21505548,0.03023327,0.0
SRR5078591,0.8684692,0.07119529,0.060335573,0.0
SRR5761766,0.019248754,0.96308815,0.012747288,0.0049158335
SRR5020909,0.595409,0.35468405,0.049906954,0.0
SRR5802394,0.020561129,0.9566965,0.014743984,0.007998407
SRR6185178,0.019248754,0.9630879,0.012747377,0.0049159527
ERR209367,0.057748556,0.91673696,0.015581757,0.009932756
SRR6901829,0.09367393,0.89768183,0.008644253,0.0
ERR720215,0.03406626,0.9510297,0.0117097795,0.003194213
SRR1693217,0.86846894,0.07119546,0.060335573,0.0
SRR5399496,0.019248754,0.96308815,0.012747288,0.0049158335
SRR7507674,0.02011767,0.9619048,0.012735069,0.0052424073
SRR5020895,0.11727974,0.18603064,0.69668955,0.0
ERR720031,0.019563377,0.96167874,0.013184011,0.0055738688
SRR1930138,0.019253701,0.9630805,0.012747824,0.0049179196
SRR6474214,0.025548816,0.9574908,0.011927992,0.00503242
SRR7507396,0.019270152,0.9630668,0.012745082,0.0049179196
SRR6330896,0.019246668,0.96308327,0.0127494335,0.004920602
SRR5610114,0.019265682,0.9629927,0.012787998,0.004953563
SRR5580641,0.01924041,0.9630567,0.012759805,0.0049431324
SRR5202958,0.01924929,0.9630858,0.012747735,0.004917145
SRR7690087,0.019259393,0.9630643,0.0127515495,0.004924774
SRR5020875,0.11727755,0.18602791,0.69669455,0.0
SRR5637737,0.019248754,0.96308815,0.012747288,0.0049158335
SRR2918740,0.6031311,0.3800893,0.0167796,0.0
ERR209402,0.021213293,0.9608265,0.012570292,0.005389929
SRR2914201,0.019249797,0.9630872,0.012747198,0.0049158335
ERR525689,0.7456394,0.2134425,0.04091806,0.0
ERR525791,0.2735881,0.7145025,0.011909377,0.0
ERR719654,0.021113068,0.96031386,0.012844145,0.0057289004
SRR5399199,0.11727755,0.18602791,0.69669455,0.0
SRR5429200,0.019248813,0.9630881,0.012747288,0.0049158335
ERR525917,0.8633094,0.07460712,0.06208344,0.0
ERR011287,0.38636947,0.1791839,0.43444666,0.0
SRR5637786,0.019248784,0.9630881,0.012747347,0.004915774
SRR1763576,0.8670154,0.072410725,0.060573768,0.0
SRR7507406,0.019248903,0.9630878,0.012747377,0.0049159527
SRR7507594,0.12842858,0.8564176,0.015153818,0.0
SRR6724467,0.8637404,0.07644997,0.059809644,0.0
SRR5196129,0.1511973,0.8306833,0.018119354,0.0
SRR1763600,0.76207715,0.20223436,0.03568847,0.0
SRR5343152,0.019248843,0.96308815,0.012747288,0.0049157143
SRR5078696,0.035650432,0.9439297,0.015250266,0.00516963
SRR5761750,0.019248843,0.96308815,0.012747288,0.0049157143
SRR5078853,0.019248754,0.96308815,0.012747288,0.0049158335
ERR718996,0.019400537,0.96273196,0.012809753,0.005057752
SRR5343106,0.019248843,0.96308815,0.012747288,0.0049157143
SRR5548709,0.8684692,0.07119529,0.060335573,0.0
ERR719681,0.022164375,0.9554392,0.015491039,0.0069054365
SRR5580523,0.019372463,0.9626919,0.012846142,0.0050895214
SRR5343156,0.019248754,0.96308815,0.012747288,0.0049158335
SRR5549035,0.8684692,0.07119529,0.060335573,0.0
ERR209892,0.02115339,0.9598141,0.012957633,0.0060749054
ERR321536,0.020416051,0.9612124,0.012833238,0.0055383444
SRR5763478,0.019349068,0.9629996,0.012732834,0.004918456
ERR209423,0.020502806,0.95907325,0.013675809,0.00674814
SRR5796735,0.86506903,0.075876005,0.059054963,0.0
SRR5934942,0.12128825,0.8705855,0.008126156,0.0
SRR5796725,0.8633092,0.0772816,0.059409186,0.0
SRR5802290,0.019248784,0.96308815,0.012747288,0.004915774
SRR1008941,0.8684692,0.07119529,0.060335573,0.0
ERR209568,0.024687529,0.9462298,0.016910285,0.012172341
SRR6424708,0.03627423,0.38123676,0.58248895,0.0
ERR209813,0.023560613,0.9574615,0.01282379,0.0061540604
SRR5429307,0.6976185,0.16809595,0.13428558,0.0
SRR5866418,0.01949352,0.9626311,0.012796342,0.005079031
SRR6182291,0.019255608,0.9630536,0.012762368,0.00492841
SRR5803678,0.01958713,0.9610847,0.0134884715,0.005839646
SRR1999160,0.019249469,0.96308494,0.012748301,0.0049173236
ERR720131,0.019459456,0.9619398,0.013148606,0.0054520965
SRR5343216,0.01924923,0.9630875,0.012747288,0.0049159527
SRR6264904,0.020614415,0.9615917,0.012610406,0.0051834583
ERR525763,0.05171534,0.93739927,0.01088539,0.0
SRR6264412,0.019248754,0.96308815,0.012747288,0.0049158335
SRR5078762,0.02060306,0.9600613,0.013183624,0.006152034
SRR5761679,0.019248754,0.96308815,0.012747288,0.0049158335
ERR209473,0.019938916,0.9620645,0.012770325,0.0052262545
SRR6331460,0.019254088,0.96305156,0.012762636,0.0049316883
SRR5549047,0.868429,0.07119534,0.06037573,0.0
SRR5651473,0.8512104,0.08266753,0.06612201,0.0
SRR5758048,0.3368851,0.10551509,0.55759984,0.0
SRR5580465,0.025262564,0.9290408,0.024809271,0.020887375
ERR719245,0.019517273,0.9624063,0.012877643,0.0051987767
ERR1823599,0.8629791,0.07555966,0.061461214,0.0
ERR720206,0.05056942,0.9391445,0.0102861095,0.0
SRR5429175,0.86756426,0.07140147,0.061034292,0.0
SRR5934933,0.11818197,0.8726983,0.009119637,0.0
ERR209613,0.30524024,0.67649007,0.018269705,0.0
SRR5079006,0.019248754,0.96308815,0.012747288,0.0049158335
SRR064890,0.8684692,0.07119529,0.060335573,0.0
SRR961705,0.019256651,0.96308196,0.012746125,0.0049152374
SRR5609947,0.019204527,0.96288824,0.012838274,0.0050690174
SRR6264457,0.019248754,0.96308815,0.012747288,0.0049158335
SRR5429194,0.09642475,0.36999372,0.5335816,0.0
SRR6331112,0.019454122,0.96216077,0.013038307,0.005346775
SRR5203139,0.019257039,0.96307504,0.012747884,0.004920006
SRR1687458,0.8599456,0.08034822,0.059706192,0.0
SRR5091562,0.022658587,0.960286,0.012306631,0.0047487617
SRR6264171,0.019248754,0.96308815,0.012747288,0.0049158335
SRR5758129,0.7013626,0.19115745,0.107479975,0.0
SRR3400435,0.1048936,0.8868251,0.008281239,0.0
SRR5757983,0.117278256,0.18602914,0.69669265,0.0
SRR5757782,0.11727755,0.18602791,0.69669455,0.0
SRR5813233,0.019547224,0.96217906,0.012959123,0.0053145885
SRR7507543,0.6838894,0.28351405,0.032596536,0.0
SRR961733,0.01931557,0.9627697,0.0128518045,0.0050629377
SRR5983436,0.17137606,0.29752803,0.53109586,0.0
SRR5079173,0.019248903,0.96308804,0.012747258,0.0049158335
SRR5202875,0.019249022,0.9630879,0.012747288,0.004915774
SRR5983378,0.46352395,0.44771722,0.054996878,0.03376198
SRR5602199,0.019666284,0.9618697,0.013016462,0.005447507
SRR5203231,0.02044174,0.9572247,0.014596313,0.0077371597
SRR1763575,0.86816895,0.071437985,0.060393035,0.0
SRR6330923,0.019249648,0.96308535,0.012747794,0.004917264
SRR961701,0.01935342,0.9630065,0.012732357,0.0049077272
SRR6264409,0.019492656,0.96269894,0.012769431,0.0050389767
SRR6182300,0.019364089,0.96260357,0.012894303,0.0051380396
ERR209140,0.020089656,0.9605398,0.013316423,0.006054163
SRR5580538,0.033440292,0.9476971,0.0134397745,0.0054228306
SRR6264206,0.019248903,0.96308804,0.012747288,0.004915774
SRR6724380,0.8684692,0.07119529,0.060335573,0.0
SRR1690153,0.60450524,0.34369817,0.051796634,0.0
SRR1765915,0.020405442,0.9578043,0.014343262,0.0074470043
SRR6264229,0.078824036,0.33499932,0.58617663,0.0
SRR6424744,0.11727755,0.18602791,0.69669455,0.0
ERR209529,0.042111754,0.9447149,0.0107008815,0.0024724603
SRR5758132,0.11727755,0.18602791,0.69669455,0.0
SRR5650124,0.8684598,0.07120351,0.060336668,0.0
SRR6724447,0.026575238,0.94774425,0.01594925,0.009731293
SRR6265608,0.019249469,0.96308315,0.012749374,0.004918039
SRR2142222,0.8684692,0.07119529,0.060335573,0.0
SRR5602166,0.020833582,0.95447266,0.015599698,0.009094
SRR6264257,0.019298434,0.96280724,0.012848467,0.005045891
SRR5761788,0.019248873,0.96308804,0.012747288,0.0049158335
SRR5202859,0.019248903,0.96308786,0.012747288,0.0049159527
SRR064851,0.11727755,0.18602791,0.69669455,0.0
SRR5020859,0.019248754,0.96308815,0.012747288,0.0049158335
SRR5649000,0.019252867,0.9630814,0.012747645,0.0049180984
ERR719169,0.020917475,0.9607961,0.0128337145,0.0054526925
SRR2142183,0.049907792,0.9387815,0.011310711,0.0
ERR525848,0.019392848,0.9629153,0.012739807,0.004952073
SRR6264535,0.019258618,0.9630445,0.012761205,0.004935622
SRR5610055,0.021625906,0.95471215,0.0147823095,0.008879662
SRR7423286,0.22325072,0.7653394,0.011409956,0.0
SRR5431383,0.019234896,0.9630647,0.01275897,0.0049414635
SRR5078669,0.019248754,0.96308815,0.012747288,0.0049158335
SRR5396504,0.04290834,0.82877696,0.06673476,0.061579943
SRR5429191,0.8654687,0.07610512,0.058426227,0.0
SRR5396459,0.79186213,0.12935781,0.07878008,0.0
SRR6724528,0.019694537,0.96257484,0.012711555,0.0050190687
SRR5429149,0.8684692,0.07119529,0.060335573,0.0
SRR6331089,0.01925227,0.96307766,0.012749881,0.004920125
SRR5203177,0.019248754,0.96308815,0.012747288,0.0049158335
SRR6424592,0.019304097,0.9627366,0.012887418,0.0050718784
ERR209534,0.6168672,0.3461607,0.036972113,0.0
SRR7507659,0.019731492,0.96100724,0.013370782,0.0058904886
ERR209196,0.021296352,0.9598537,0.0128643215,0.0059856176
ERR719870,0.019507647,0.96273595,0.012747169,0.005009234
SRR5610059,0.019261926,0.963007,0.012777925,0.004953146
SRR1687098,0.8654413,0.0742519,0.06030674,0.0
SRR5648873,0.019349486,0.9624778,0.012976885,0.005195856
ERR011266,0.019296944,0.96293914,0.012781829,0.004982114
SRR5758155,0.117319725,0.18612862,0.6965516,0.0
SRR6185216,0.019248754,0.96308815,0.012747288,0.0049158335
ERR718994,0.019407898,0.9624945,0.012912929,0.00518471
SRR5580530,0.11587685,0.87412125,0.010001964,0.0
SRR6182460,0.01925981,0.9630445,0.012760371,0.0049352646
SRR5429223,0.8684692,0.07119529,0.060335573,0.0
ERR719422,0.023659319,0.9589983,0.012528598,0.0048137307
ERR1809146,0.01924929,0.96308744,0.012747347,0.004915893
SRR5079065,0.019248754,0.96308815,0.012747288,0.0049158335
SRR6265466,0.019446552,0.9627155,0.012788951,0.0050489902
ERR719082,0.019306809,0.9630209,0.01274395,0.0049283504
SRR961777,0.01937741,0.96269333,0.012842089,0.005087137
SRR6265528,0.0575234,0.90388215,0.02384165,0.014752865
ERR720221,0.027584136,0.9559166,0.011841685,0.004657626
SRR5203187,0.019216329,0.9630098,0.012781411,0.004992485
SRR5649165,0.019248903,0.96308804,0.012747258,0.0049158335
SRR5947856,0.7638808,0.19984472,0.03627452,0.0
SRR5802220,0.019250453,0.963081,0.0127495825,0.004918933
SRR5399197,0.019248754,0.96308815,0.012747288,0.0049158335
SRR5602180,0.019248784,0.96308815,0.012747288,0.004915774
ERR719995,0.019606829,0.9616781,0.013148546,0.0055665374
SRR5548202,0.8677509,0.07115153,0.061097607,0.0
ERR719532,0.02028513,0.96070963,0.013222098,0.0057831407
SRR5649028,0.021074235,0.9557711,0.014734924,0.008419752
SRR6264019,0.019269198,0.96307206,0.012744337,0.004914403
SRR1687446,0.86271423,0.07791401,0.059371833,0.0
SRR5399635,0.019386798,0.9622643,0.013053685,0.0052952766
SRR5203165,0.01925537,0.96308017,0.0127470195,0.004917383
SRR5602301,0.0192492,0.9630873,0.012747437,0.004916072
ERR719991,0.019604266,0.9617065,0.013136953,0.005552292
SRR6928784,0.019248754,0.96308815,0.012747288,0.0049158335
SRR6264911,0.019692272,0.9618953,0.013074547,0.0053379536
SRR5343071,0.019248754,0.96308815,0.012747288,0.0049158335
ERR525737,0.019858986,0.9622509,0.012743354,0.005146742
SRR051676,0.8614419,0.06103543,0.07752262,0.0
SRR6264011,0.019287407,0.96299547,0.0127648115,0.0049523115
ERR719735,0.15749152,0.8208904,0.021618038,0.0
SRR3400417,0.85288,0.07030008,0.07681981,0.0
ERR1809149,0.019311845,0.9627676,0.012856334,0.005064249
SRR5078907,0.19074813,0.77028936,0.03896251,0.0
SRR5610042,0.019249707,0.96308273,0.012749702,0.00491786
SRR1262585,0.019248754,0.96308815,0.012747288,0.0049158335
SRR5429305,0.8684692,0.07119529,0.060335573,0.0
SRR5343094,0.019248754,0.96308815,0.012747288,0.0049158335
ERR525811,0.019248754,0.96308815,0.012747288,0.0049158335
SRR5431400,0.019264042,0.9629867,0.0127891,0.0049601793
SRR5580644,0.019273847,0.9630425,0.012752563,0.0049310923
ERR209711,0.8004397,0.15608022,0.04348005,0.0
SRR5078966,0.029247403,0.9191251,0.03170231,0.019925237
SRR6182290,0.01926589,0.96302104,0.012776405,0.004936695
SRR5650137,0.82221174,0.13183716,0.045951113,0.0
ERR719346,0.019731015,0.96046746,0.0136499405,0.006151557
SRR5648863,0.42007583,0.3052338,0.16184753,0.11284286
SRR6265188,0.019248754,0.96308815,0.012747288,0.0049158335
SRR5758069,0.3430596,0.13896185,0.51797855,0.0
SRR6724432,0.8684426,0.071202144,0.06035528,0.0
SRR5637778,0.019249022,0.9630878,0.012747318,0.0049158335
SRR5866442,0.019248754,0.96308815,0.012747288,0.0049158335
SRR5548052,0.8684692,0.07119529,0.060335573,0.0
SRR5548776,0.8684692,0.07119529,0.060335573,0.0
SRR5813262,0.019551575,0.96204656,0.01301679,0.0053850412
SRR5758110,0.058495868,0.93029433,0.01120977,0.0
SRR064859,0.8671509,0.0713834,0.061465714,0.0
SRR5763459,0.3466994,0.6456703,0.0076302974,0.0
ERR209311,0.048114657,0.93870455,0.011624128,0.0015566349
ERR719911,0.01925832,0.96303326,0.012767315,0.004941106
SRR5548944,0.8684692,0.07119529,0.060335573,0.0
SRR5343116,0.019283205,0.96291864,0.01280421,0.004993975
SRR5637740,0.019248754,0.96308815,0.012747288,0.0049158335
SRR5761779,0.020309657,0.95704603,0.01485157,0.0077927113
SRR5648995,0.024725288,0.92753613,0.024984777,0.022753775
SRR6264619,0.044344723,0.90063596,0.029279739,0.02573955
SRR5343182,0.019249648,0.9630852,0.012747794,0.004917383
SRR6264432,0.019248754,0.96308815,0.012747288,0.0049158335
ERR634973,0.052804172,0.92770267,0.014251679,0.0052415133
SRR6474304,0.18328102,0.8086167,0.008102219,0.0
SRR6024850,0.019248843,0.9630881,0.012747288,0.004915774
ERR719278,0.019373953,0.9629333,0.012742579,0.0049501657
SRR5429275,0.8684692,0.07119529,0.060335573,0.0
SRR5343069,0.019250631,0.96308213,0.012748867,0.004918337
ERR011198,0.01954481,0.9623753,0.01287353,0.0052063465
SRR064898,0.8684687,0.071195245,0.060335997,0.0
ERR209619,0.8591854,0.08408889,0.05672571,0.0
SRR2726138,0.08305893,0.9053023,0.011638715,0.0
ERR209510,0.020792067,0.9585559,0.013699174,0.006952882
ERR209280,0.019542307,0.96237063,0.0128771365,0.005209923
SRR5428922,0.86815417,0.07116456,0.060681287,0.0
SRR5803758,0.020484,0.9598172,0.013363302,0.0063355565
ERR695630,0.6582038,0.31787074,0.023925425,0.0
SRR5078616,0.019248754,0.96308815,0.012747288,0.0049158335
SRR6265075,0.019248843,0.96308815,0.012747288,0.0049157143
SRR6474290,0.020589292,0.96137214,0.012684822,0.005353749
ERR719118,0.023785204,0.9581078,0.012565941,0.005540967
SRR5548733,0.8684692,0.07119529,0.060335573,0.0
SRR7507665,0.021650046,0.9575891,0.0135450065,0.0072158575
ERR209754,0.77209276,0.19306017,0.03484712,0.0
SRR6264255,0.019270211,0.9629482,0.012804866,0.0049767494
SRR5761756,0.019545615,0.961915,0.013083398,0.0054559708
SRR6330910,0.019298464,0.96299094,0.012755007,0.00495553
SRR6265368,0.05349976,0.9346796,0.011286497,0.0005341172
SRR5548571,0.86787975,0.07154599,0.060574237,0.0
SRR5602292,0.020027399,0.95932186,0.014219105,0.006431639
SRR6331482,0.019248784,0.96308815,0.012747288,0.004915774
SRR6724374,0.86767036,0.07174965,0.060579985,0.0
SRR2914165,0.019248843,0.96308815,0.012747288,0.0049157143
SRR1687055,0.86502546,0.075566396,0.05940809,0.0
SRR5203311,0.7372173,0.22563764,0.037144996,0.0
SRR5648856,0.019248754,0.96308815,0.012747288,0.0049158335
SRR064891,0.8684692,0.07119529,0.060335573,0.0
SRR6901785,0.01974687,0.96154165,0.013108015,0.0056034327
SRR6331076,0.019248992,0.963087,0.012747794,0.004916191
SRR5602267,0.019277811,0.96293235,0.012802005,0.004987836
SRR5203119,0.019249022,0.9630879,0.012747258,0.0049158335
SRR5548509,0.86796844,0.07137019,0.060661383,0.0
ERR719929,0.020436943,0.95937383,0.013589263,0.0065999627
SRR6264367,0.041191846,0.8563266,0.06266308,0.039818525
SRR5580460,0.019271761,0.96260905,0.012901485,0.005217731
SRR6281228,0.019454718,0.96246123,0.012894869,0.0051891804
SRR5399228,0.019248754,0.96308815,0.012747288,0.0049158335
ERR209204,0.024284989,0.95834875,0.0121842325,0.005182028
SRR5079021,0.019248754,0.96308815,0.012747288,0.0049158335
SRR6182304,0.019248754,0.96308815,0.012747288,0.0049158335
SRR5610138,0.019249797,0.9630828,0.012749672,0.004917741
SRR5078585,0.019248754,0.96308815,0.012747288,0.0049158335
