,root:Diseases:Digestive System Diseases:Gastrointestinal Diseases:Intestinal Diseases,root:Diseases:Digestive System Diseases:Liver Diseases:Liver Cirrhosis,root:Diseases:Hemic and Lymphatic Diseases:Hematologic Diseases:Hematologic Neoplasms,root:Infections:Bacterial Infections and Mycoses:Bacterial Infections:Gram-Positive Bacterial Infections,Unknown
SRR5020909,0.4212268,0.025181383,0.007944673,0.028519541,0.51712763
SRR5802394,0.037829608,0.020895183,0.0063934624,0.006743163,0.9281386
SRR6185178,0.03801948,0.020424396,0.0061563253,0.006636679,0.92876315
ERR209367,0.07239461,0.019199193,0.0061025023,0.010876328,0.8914274
SRR6901829,0.038088053,0.020415813,0.006155491,0.006647438,0.9286932
ERR720215,0.041748464,0.02097109,0.00625816,0.0069739223,0.92404836
SRR1693217,0.7521197,0.03224501,0.023959845,0.056583732,0.13509166
SRR5399496,0.03795609,0.020444602,0.0061652362,0.0066523254,0.92878175
SRR7507674,0.036206692,0.021330893,0.0065518618,0.007187873,0.9287227
SRR5020895,0.19720557,0.026959246,0.06554864,0.71028656,0.0
ERR720031,0.0378353,0.020769149,0.0063386858,0.006683469,0.9283734
SRR1930138,0.038018644,0.020425975,0.0061571,0.0066369176,0.92876136
SRR6474214,0.037987113,0.020942211,0.0063655674,0.0069631636,0.92774194
SRR7507396,0.038006574,0.020433873,0.006159872,0.006640762,0.9287589
SRR6330896,0.038019538,0.020424455,0.006156355,0.006636709,0.9287629
SRR5610114,0.03801924,0.020424694,0.0061564445,0.006636828,0.9287628
SRR5580641,0.038017303,0.020428658,0.0061585307,0.0066372454,0.92875826
SRR5202958,0.03801948,0.020424515,0.006156355,0.006636739,0.9287629
SRR7690087,0.038060784,0.020421326,0.0061559677,0.0066423714,0.9287195
SRR5020875,0.19720557,0.026959246,0.06554864,0.71028656,0.0
SRR5637737,0.03801948,0.020424396,0.0061563253,0.006636679,0.92876315
SRR2918740,0.7501197,0.032460123,0.023538709,0.055587173,0.13829434
ERR209402,0.037994176,0.02052319,0.006205529,0.0066500306,0.9286271
SRR2914201,0.038016826,0.020425588,0.0061567724,0.006637454,0.9287634
ERR525689,0.72220004,0.032292664,0.021431237,0.05195144,0.17212462
ERR525791,0.2623782,0.026625246,0.0076937973,0.018818885,0.6844839
ERR719654,0.03843075,0.020627975,0.0062515438,0.00676167,0.9279281
SRR5399199,0.19720557,0.026959246,0.06554864,0.71028656,0.0
SRR5429200,0.03801948,0.020424396,0.0061563253,0.006636679,0.92876315
ERR525917,0.75125444,0.032131046,0.023944587,0.056695312,0.13597453
ERR011287,0.13630119,0.016306669,0.05148068,0.41547915,0.3804323
SRR5637786,0.03801948,0.020424366,0.0061562955,0.006636679,0.92876315
SRR1763576,0.7485858,0.03339365,0.024266303,0.056349993,0.13740426
SRR7507406,0.025173128,0.026016623,0.008785456,0.011820734,0.92820406
SRR7507594,0.027163714,0.03395596,0.012238741,0.015283346,0.91135824
SRR6724467,0.098356724,0.48008195,0.14989921,0.05613649,0.21552563
SRR5196129,0.05528769,0.025942147,0.00641945,0.006137401,0.9062133
SRR1763600,0.70495886,0.033348292,0.019674927,0.04745546,0.19456255
SRR5343152,0.03801948,0.020424396,0.0061563253,0.006636679,0.92876315
SRR5078696,0.12765455,0.015173465,0.005595267,0.020611376,0.83096534
SRR5761750,0.03801948,0.020424396,0.0061563253,0.006636679,0.92876315
SRR5078853,0.03801948,0.020424396,0.0061563253,0.006636679,0.92876315
ERR718996,0.03794089,0.020570517,0.006233394,0.0066561997,0.928599
SRR5343106,0.03801948,0.020424396,0.0061563253,0.006636679,0.92876315
SRR5548709,0.75211895,0.032242537,0.023957878,0.056580096,0.1351006
ERR719681,0.038235664,0.02048713,0.0061608255,0.0066355765,0.9284808
SRR5580523,0.03796971,0.020530164,0.0062105358,0.006652415,0.92863715
SRR5343156,0.03801948,0.020424396,0.0061563253,0.006636679,0.92876315
SRR5549035,0.75211895,0.032242626,0.023957849,0.056580156,0.13510036
ERR209892,0.038190514,0.020585299,0.006228596,0.0066708624,0.9283247
ERR321536,0.039242655,0.020408183,0.0061589777,0.0067882836,0.9274019
SRR5763478,0.038023233,0.020425022,0.006156355,0.0066369176,0.9287585
ERR209423,0.038144052,0.020620078,0.0062558055,0.0067332983,0.92824674
SRR5796735,0.74609417,0.03289035,0.023156404,0.054295152,0.14356387
SRR5934942,0.079496115,0.02221495,0.0066727996,0.0103802085,0.88123596
SRR5796725,0.6784183,0.03820589,0.018652141,0.03879091,0.22593284
SRR5802290,0.038020432,0.020424277,0.0061562955,0.006636888,0.9287621
SRR1008941,0.7521268,0.032267272,0.023978442,0.05661726,0.13501024
ERR209568,0.043546855,0.020373762,0.0063064992,0.0075030625,0.9222698
SRR6424708,0.12959313,0.01669088,0.05343169,0.43165034,0.368634
ERR209813,0.04061809,0.020325214,0.006176859,0.0070030987,0.92587674
SRR5429307,0.07941458,0.06215322,0.20227987,0.6199766,0.036175728
SRR5866418,0.037998617,0.020468235,0.0061769485,0.0066450536,0.9287112
SRR6182291,0.03801921,0.020424902,0.0061565936,0.0066367686,0.92876256
SRR5803678,0.037966043,0.020537555,0.006212443,0.0066559315,0.928628
SRR1999160,0.038019568,0.020424396,0.0061562955,0.006636709,0.92876303
ERR720131,0.037866354,0.02069527,0.006295055,0.006682664,0.92846066
SRR5343216,0.038019568,0.020424455,0.006156355,0.006636709,0.9287629
SRR6264904,0.03829336,0.020707041,0.0063005984,0.006992966,0.927706
ERR525763,0.055371523,0.019849181,0.006064892,0.008658558,0.9100559
SRR6264412,0.03801948,0.020424396,0.0061563253,0.006636679,0.92876315
SRR5078762,0.036079407,0.02199462,0.0069791973,0.0073553026,0.92759144
SRR5761679,0.03801948,0.020424396,0.0061563253,0.006636679,0.92876315
ERR209473,0.038003057,0.020465374,0.0061769187,0.006643653,0.928711
SRR6331460,0.03767845,0.020549923,0.0062122643,0.006724119,0.9288353
SRR5549047,0.7521213,0.032250702,0.023964673,0.056592315,0.13507092
SRR5651473,0.75211895,0.032242537,0.023957878,0.056580096,0.1351006
SRR5758048,0.19586685,0.026633581,0.06585895,0.7116406,0.0
SRR5580465,0.033206612,0.022931367,0.007512629,0.009906709,0.9264427
ERR719245,0.038002282,0.020483375,0.0061872005,0.006645441,0.92868173
ERR1823599,0.74910057,0.032584578,0.023668766,0.055801213,0.1388449
ERR720206,0.043178976,0.020125449,0.0061558187,0.0074029863,0.9231368
SRR5429175,0.022747159,0.07158792,0.62717617,0.13097018,0.14751858
SRR5934933,0.16438499,0.018129408,0.005995542,0.019762695,0.79172736
ERR209613,0.35722536,0.026009113,0.0062374175,0.022396803,0.5881313
SRR5079006,0.03801948,0.020424396,0.0061563253,0.006636679,0.92876315
SRR064890,0.75211895,0.032242537,0.023957819,0.056580156,0.13510048
SRR961705,0.03801948,0.020424396,0.0061563253,0.006636679,0.92876315
SRR5609947,0.038018346,0.020426422,0.006157398,0.006637037,0.92876077
SRR6264457,0.03801948,0.020424396,0.0061563253,0.006636679,0.92876315
SRR5429194,0.029880375,0.079526514,0.30649275,0.3608235,0.22327685
SRR6331112,0.03797853,0.020490676,0.006183207,0.006659478,0.9286881
SRR5203139,0.03801939,0.020424634,0.006156385,0.0066367984,0.9287628
SRR1687458,0.6781134,0.037505,0.020958215,0.04309088,0.22033256
SRR5091562,0.038153082,0.020640254,0.0062502325,0.0068641305,0.9280923
SRR6264171,0.03801948,0.020424396,0.0061563253,0.006636679,0.92876315
SRR5758129,0.51263934,0.017674506,0.021488696,0.083502054,0.36469543
SRR3400435,0.03801948,0.020424396,0.0061563253,0.006636679,0.92876315
SRR5757983,0.13758752,0.017765224,0.055231094,0.4740116,0.31540453
SRR5757782,0.12978661,0.016684383,0.053425312,0.432019,0.36808467
SRR5813233,0.037953526,0.020554334,0.0062250197,0.0066530406,0.9286141
SRR7507543,0.67171633,0.03549066,0.017750561,0.04126811,0.23377436
SRR961733,0.038016558,0.020431548,0.0061597824,0.006638199,0.9287539
SRR5983436,0.13216174,0.016542882,0.05272156,0.42630115,0.37227267
SRR5079173,0.03801948,0.020424396,0.0061563253,0.006636679,0.92876315
SRR5202875,0.03801948,0.020424396,0.0061563253,0.006636679,0.92876315
SRR5983378,0.36009344,0.024488777,0.006554395,0.024642557,0.5842208
SRR5602199,0.03791961,0.02053371,0.0062149763,0.0067784786,0.9285532
SRR5203231,0.037474185,0.021122307,0.006502986,0.0068248212,0.9280757
SRR1763575,0.7521727,0.032757252,0.024395108,0.057355613,0.13331926
SRR6330923,0.0380193,0.020424783,0.0061564147,0.006636709,0.9287628
SRR961701,0.03801948,0.020424396,0.0061563253,0.006636739,0.92876303
SRR6264409,0.037988037,0.020486176,0.0061883926,0.006645739,0.9286916
SRR6182300,0.03794536,0.020541728,0.0062003136,0.006679833,0.92863274
ERR209140,0.03747827,0.021145314,0.006515175,0.006813735,0.92804754
SRR5580538,0.051766187,0.019378304,0.0064064264,0.009738475,0.9127106
SRR6264206,0.03801948,0.020424396,0.0061563253,0.006636679,0.92876315
SRR6724380,0.11282498,0.5518235,0.18311483,0.062954545,0.089282155
SRR1690153,0.56383836,0.036652476,0.009946346,0.025638282,0.36392456
SRR1765915,0.0371221,0.022043258,0.00700742,0.006904125,0.9269231
SRR6264229,0.19714789,0.026956731,0.065625675,0.7102697,0.0
SRR6424744,0.19720557,0.026959246,0.06554864,0.71028656,0.0
ERR209529,0.05053374,0.01992035,0.0061017275,0.008179158,0.915265
SRR5758132,0.19720557,0.026959246,0.06554864,0.71028656,0.0
SRR5650124,0.7520941,0.032252133,0.02396655,0.0565823,0.1351049
SRR6724447,0.019546658,0.04259494,0.015163213,0.022698611,0.8999966
SRR6265608,0.03801945,0.020424634,0.006156385,0.0066367686,0.9287628
SRR2142222,0.7521472,0.032331467,0.024032086,0.05671391,0.13477528
SRR5602166,0.038131326,0.021004796,0.00638178,0.0069285333,0.92755353
SRR6264257,0.036963284,0.020785987,0.006316215,0.00691545,0.9290191
SRR5761788,0.03801948,0.020424396,0.0061563253,0.006636679,0.92876315
SRR5202859,0.03801948,0.020424396,0.0061563253,0.006636679,0.92876315
SRR064851,0.12978661,0.016684383,0.053425312,0.432019,0.36808467
SRR5020859,0.03801948,0.020424396,0.0061563253,0.006636679,0.92876315
SRR5649000,0.03801924,0.020424843,0.0061564744,0.0066367686,0.9287627
ERR719169,0.038425118,0.020712674,0.006323993,0.006983459,0.9275547
SRR2142183,0.040177524,0.020422548,0.0061541796,0.0068776906,0.92636806
ERR525848,0.03775829,0.020646095,0.006235391,0.0067566335,0.9286036
SRR6264535,0.03801644,0.020431072,0.006159723,0.0066375732,0.92875516
SRR5610055,0.03925234,0.02163434,0.0068403184,0.0077491105,0.9245239
SRR7423286,0.0955244,0.051050723,0.009003311,0.0060274303,0.83839417
SRR5431383,0.03801948,0.020424396,0.0061563253,0.006636679,0.92876315
SRR5078669,0.03801948,0.020424396,0.0061563253,0.006636679,0.92876315
SRR5396504,0.123345435,0.01976633,0.07056925,0.44547877,0.34084022
SRR5429191,0.09103903,0.49490342,0.16805127,0.06051278,0.18549347
SRR5396459,0.7373535,0.03270787,0.021904558,0.052394956,0.15563905
SRR6724528,0.037994564,0.0204373,0.0061618984,0.0066438317,0.92876244
SRR5429149,0.020726621,0.06711528,0.62576556,0.13672778,0.14966476
SRR6331089,0.03801787,0.020427048,0.0061576366,0.0066372156,0.92876023
SRR5203177,0.03801948,0.020424396,0.0061563253,0.006636679,0.92876315
SRR6424592,0.03795284,0.020548016,0.00622198,0.0066524446,0.92862475
ERR209534,0.72333986,0.034545183,0.019237608,0.04580131,0.1770761
SRR7507659,0.03644216,0.021363646,0.0066078007,0.0070681274,0.9285183
ERR209196,0.038411677,0.020472795,0.0061903,0.006714523,0.92821074
ERR719870,0.037998825,0.020463526,0.0061769783,0.006641686,0.928719
SRR5610059,0.03801772,0.020426124,0.0061571896,0.0066372454,0.9287617
SRR1687098,0.7513437,0.032777935,0.024352819,0.05717221,0.1343534
SRR5648873,0.037973464,0.020510405,0.0062016547,0.006648034,0.9286665
ERR011266,0.03801799,0.020427346,0.006157905,0.006637126,0.92875963
SRR5758155,0.19720545,0.02695913,0.0655487,0.71028674,0.0
SRR6185216,0.03801948,0.020424396,0.0061563253,0.006636679,0.92876315
ERR718994,0.037949592,0.020558387,0.0062268674,0.0066545606,0.92861056
SRR5580530,0.0766218,0.018544316,0.006128341,0.011978954,0.8867266
SRR6182460,0.038029224,0.020428747,0.006156713,0.0066360533,0.92874926
SRR5429223,0.020248532,0.06590605,0.62498444,0.13801593,0.15084505
ERR719422,0.038435012,0.02065739,0.0061964095,0.006626785,0.9280844
ERR1809146,0.03801945,0.020424575,0.006156385,0.006636739,0.92876285
SRR5079065,0.03801948,0.020424396,0.0061563253,0.006636679,0.92876315
SRR6265466,0.03789264,0.020514011,0.006195456,0.006683916,0.928714
ERR719082,0.037999243,0.02045691,0.0061666965,0.006652832,0.9287243
SRR961777,0.037980705,0.020484537,0.006186217,0.006649196,0.9286994
SRR6265528,0.011903495,0.04256472,0.017967016,0.035051376,0.8925134
ERR720221,0.040068477,0.020352334,0.0061730444,0.006947756,0.92645836
SRR5203187,0.038018614,0.020426065,0.0061572194,0.006636828,0.92876124
SRR5649165,0.03801948,0.020424396,0.0061563253,0.006636679,0.92876315
SRR5947856,0.71102566,0.034813225,0.01856193,0.04410255,0.19149661
SRR5802220,0.03801921,0.020424753,0.0061565638,0.006636828,0.9287627
SRR5399197,0.03801948,0.020424396,0.0061563253,0.006636679,0.92876315
SRR5602180,0.03801948,0.020424396,0.0061563253,0.006636679,0.92876315
ERR719995,0.03784111,0.02073273,0.0063180327,0.0066838264,0.9284243
SRR5548202,0.7521688,0.032582372,0.024245262,0.05709827,0.13390529
ERR719532,0.038640827,0.020504147,0.006224096,0.006808609,0.92782235
SRR5649028,0.03855869,0.020935416,0.0064210296,0.0068347454,0.92725015
SRR6264019,0.03801948,0.020424396,0.0061563253,0.006636679,0.92876315
SRR1687446,0.7490206,0.03266254,0.023610026,0.05560398,0.13910294
SRR5399635,0.037970126,0.020495594,0.006192237,0.006651163,0.9286909
SRR5203165,0.03801912,0.020425051,0.006156683,0.0066367686,0.9287624
SRR5602301,0.03801921,0.020424992,0.006156683,0.006636709,0.92876244
ERR719991,0.03784594,0.020724714,0.006313771,0.0066825747,0.928433
SRR6928784,0.03801948,0.020424396,0.0061563253,0.006636679,0.92876315
SRR6264911,0.0378744,0.020734817,0.006264001,0.0067928135,0.928334
SRR5343071,0.03801948,0.020424396,0.0061563253,0.006636679,0.92876315
