,root:Engineered,root:Environmental,root:Host-associated,Unknown
ERR501350,0.0028855086,0.004222039,0.9928925,0.0
SRR3664283,0.0068887724,0.986918,0.006193338,0.0
SRR4826473,0.0068878387,0.98690766,0.0062044463,0.0
SRR3503231,0.0028855086,0.004222039,0.9928925,0.0
SRR5196289,0.0028855072,0.0042227195,0.9928918,0.0
ERR1593522,0.006888713,0.986918,0.0061932784,0.0
SRR8610723,0.0028853572,0.0042236364,0.99289095,0.0
ERR1912953,0.0028854597,0.004246677,0.9928678,0.0
ERR1428586,0.0028855088,0.0042219213,0.9928926,0.0
ERR441629,0.0028852776,0.0042858855,0.9928288,0.0
ERR500443,0.0028855088,0.0042219213,0.9928926,0.0
ERR107074,0.0028853498,0.004243516,0.9928711,0.0
SRR3615223,0.0028855084,0.0042220685,0.9928924,0.0
ERR2168947,0.0068887724,0.986918,0.006193338,0.0
SRR6931812,0.0028855088,0.0042219213,0.9928926,0.0
SRR062139,0.0068887724,0.986918,0.006193338,0.0
SRR994523,0.0028855088,0.0042219213,0.9928926,0.0
ERR1665722,0.0068886257,0.9869178,0.0061935773,0.0
SRR6457150,0.006888713,0.986918,0.0061933678,0.0
SRR5803453,0.0068884534,0.986917,0.0061945054,0.0
ERR2043598,0.006888655,0.9869177,0.006193637,0.0
ERR2511365,0.0028854462,0.0042234883,0.9928911,0.0
ERR2739090,0.002885411,0.0042265058,0.9928881,0.0
SRR8605448,0.0028855088,0.0042219213,0.9928926,0.0
SRR5626920,0.006775955,0.986823,0.0064009666,0.0
SRR6866687,0.0028805607,0.004666788,0.9924527,0.0
ERR923948,0.020451387,0.07488416,0.9046645,0.0
SRR2145385,0.002885477,0.0042229854,0.99289155,0.0
SRR5181182,0.0068887724,0.986918,0.006193338,0.0
SRR6264400,0.0028855084,0.0042219497,0.9928925,0.0
ERR2002119,0.0028855088,0.0042219213,0.9928926,0.0
ERR1689761,0.0028855088,0.0042219507,0.9928926,0.0
ERR1263769,0.0028854779,0.004222572,0.992892,0.0
ERR1383951,0.0028853025,0.004236889,0.99287784,0.0
SRR6414196,0.0028855088,0.0042219213,0.9928926,0.0
SRR3737388,0.0068887146,0.9869181,0.0061932798,0.0
ERR1310120,0.0028896325,0.0045538195,0.9925565,0.0
SRR4006937,0.0068887724,0.986918,0.006193338,0.0
SRR6931681,0.0028854718,0.0042256773,0.9928888,0.0
SRR8605622,0.0028855088,0.0042219507,0.9928926,0.0
ERR1971294,0.0028852166,0.0042351433,0.9928796,0.0
SRR1949304,0.0028855084,0.0042220685,0.9928924,0.0
SRR1207210,0.0025100708,0.5442848,0.3944717,0.058733404
SRR1302145,0.0018315315,0.7917849,0.19630685,0.010076761
SRR5915587,0.0068887724,0.986918,0.006193308,0.0
ERR1263649,0.0028908239,0.004548608,0.99256057,0.0
SRR1784955,0.0068887724,0.986918,0.006193338,0.0
ERR1611382,0.0028855088,0.0042219213,0.9928926,0.0
SRR4827086,0.006887765,0.9868935,0.006218733,0.0
ERR443434,0.0028855088,0.0042219213,0.9928926,0.0
SRR1747576,0.0068887724,0.986918,0.006193338,0.0
ERR522558,0.0028854485,0.004222424,0.99289215,0.0
SRR5155955,0.0028851887,0.004265641,0.9928492,0.0
SRR7081394,0.0068886257,0.986918,0.0061934586,0.0
SRR2168184,0.0068887724,0.986918,0.006193338,0.0
SRR028754,0.0068887724,0.986918,0.006193338,0.0
ERR720152,0.0028853656,0.00423464,0.99288,0.0
ERR1382881,0.0028851891,0.0042493413,0.99286544,0.0
ERR1512133,0.0028856262,0.0042707906,0.99284357,0.0
ERR1844421,0.006879911,0.98690593,0.006214154,0.0
ERR1594169,0.0068880394,0.9869172,0.0061947457,0.0
ERR444130,0.0028853994,0.0042324215,0.9928822,0.0
SRR5082785,0.0028888006,0.004277926,0.99283326,0.0
SRR6207118,0.006888481,0.98691744,0.006194057,0.0
SRR970273,0.0067309425,0.98641586,0.0068532624,0.0
SRR7303119,0.0028852855,0.00424511,0.99286956,0.0
ERR1689627,0.0028855088,0.0042219213,0.9928926,0.0
SRR5915287,0.0068886257,0.98691785,0.0061935475,0.0
ERR1522645,0.002885956,0.0042351405,0.9928789,0.0
SRR3037315,0.0028855088,0.0042219213,0.9928926,0.0
ERR338539,0.0028847049,0.0043152375,0.99280006,0.0
ERR1690351,0.0028855088,0.0042219213,0.9928926,0.0
SRR5902447,0.0068887724,0.986918,0.006193338,0.0
ERR1665719,0.0068887724,0.986918,0.006193338,0.0
ERR522423,0.0029041471,0.0048513645,0.9922445,0.0
ERR1263385,0.002885341,0.004294093,0.9928205,0.0
SRR6411735,0.002885498,0.004244465,0.9928701,0.0
DRR043107,0.0028854394,0.004227216,0.99288726,0.0
SRR4415355,0.006888273,0.9869173,0.006194296,0.0
ERR209587,0.0028869007,0.00451623,0.9925968,0.0
SRR6745812,0.0068887724,0.986918,0.006193338,0.0
SRR6265102,0.0028854155,0.004224169,0.9928904,0.0
ERR923532,0.0028855088,0.0042219213,0.9928926,0.0
SRR4826479,0.006895388,0.9868862,0.0062183547,0.0
SRR1785795,0.0068887146,0.9869181,0.0061932798,0.0
SRR6054534,0.0028854324,0.004230736,0.99288386,0.0
ERR441703,0.0028855086,0.004221921,0.9928926,0.0
SRR3214678,0.0028855084,0.0042219497,0.9928925,0.0
SRR2856426,0.0068887724,0.986918,0.006193338,0.0
SRR6056148,0.0068868618,0.9869166,0.0061965124,0.0
SRR7448919,0.0028855375,0.004222127,0.9928923,0.0
ERR1297784,0.0028854462,0.0042234883,0.992891,0.0
ERR2511387,0.0028853705,0.0042321556,0.99288243,0.0
ERR1298214,0.0028855088,0.0042219213,0.9928926,0.0
ERR499563,0.0028855088,0.0042219213,0.9928926,0.0
SRR1922957,0.0028854073,0.004228992,0.99288565,0.0
SRR995497,0.0028855088,0.0042219213,0.9928926,0.0
ERR499845,0.0028854464,0.0042234,0.99289113,0.0
SRR996661,0.0028855088,0.0042219213,0.9928926,0.0
ERR499000,0.0028855088,0.0042219213,0.9928926,0.0
DRR018681,0.0028852718,0.0042539295,0.99286085,0.0
SRR7453224,0.0028855088,0.0042219213,0.9928926,0.0
ERR1315371,0.002885411,0.0042265058,0.9928881,0.0
ERR543133,0.006886059,0.9869132,0.0062007345,0.0
SRR7454154,0.0028855375,0.004222246,0.99289227,0.0
ERR1385121,0.0028866192,0.0044083637,0.99270505,0.0
SRR4779995,0.0068887724,0.986918,0.006193338,0.0
ERR498612,0.0028855088,0.0042219213,0.9928926,0.0
SRR5178541,0.006888804,0.98691773,0.006193488,0.0
SRR6409280,0.0028855088,0.0042219213,0.9928926,0.0
SRR6028417,0.0028850597,0.0043007755,0.9928142,0.0
ERR1522699,0.0025103688,0.5446788,0.3940339,0.058776915
ERR1367866,0.0028901317,0.004415559,0.99269426,0.0
SRR8610109,0.85036486,0.07858074,0.071054384,0.0
ERR2730174,0.002885446,0.0042237844,0.9928908,0.0
ERR1255969,0.00288541,0.0042270976,0.9928875,0.0
ERR1690877,0.0028855088,0.0042219213,0.9928926,0.0
SRR5460289,0.0068887724,0.986918,0.006193338,0.0
ERR531753,0.00288504,0.0042814654,0.99283344,0.0
SRR5179868,0.006888774,0.9869175,0.0061936965,0.0
SRR995306,0.0028855088,0.0042219213,0.9928926,0.0
ERR1366604,0.0028864674,0.0042907996,0.9928227,0.0
SRR585703,0.0068852184,0.9869149,0.0061999247,0.0
ERR1256796,0.002885538,0.0042221574,0.9928924,0.0
SRR5327703,0.0068887724,0.986918,0.006193338,0.0
ERR2011074,0.002885876,0.004322066,0.992792,0.0
ERR1523051,0.0028961112,0.004514592,0.99258935,0.0
ERR1310119,0.0028870106,0.004450233,0.9926628,0.0
SRR4414743,0.006888537,0.98691773,0.0061937566,0.0
ERR2738889,0.0028853011,0.004237421,0.99287724,0.0
SRR4414443,0.006887246,0.9869167,0.0061960043,0.0
SRR5699421,0.0028855088,0.0042219213,0.9928926,0.0
ERR1533901,0.0028851954,0.0042779758,0.99283683,0.0
ERR2709819,0.0028855088,0.0042219213,0.9928926,0.0
SRR1618090,0.0028852155,0.004330775,0.992784,0.0
SRR921094,0.0028855088,0.0042219213,0.9928926,0.0
SRR6412206,0.0028855072,0.0042226897,0.9928918,0.0
SRR7448900,0.0028854779,0.004222483,0.992892,0.0
ERR2511034,0.0028855372,0.0042223344,0.9928921,0.0
ERR1913062,0.002885538,0.0042221574,0.9928924,0.0
ERR3605939,0.0028850995,0.0042643943,0.9928505,0.0
SRR3296504,0.0068813153,0.98691136,0.0062074116,0.0
SRR1949292,0.0028854483,0.004222394,0.99289215,0.0
ERR1522472,0.0028852033,0.0042717587,0.9928431,0.0
SRR5617427,0.006888713,0.986918,0.0061932784,0.0
ERR499092,0.0028854425,0.00422547,0.99288905,0.0
ERR1298348,0.0028855088,0.0042219213,0.9928926,0.0
SRR4415045,0.0068887724,0.986918,0.006193308,0.0
ERR1678099,0.0028854308,0.0042313263,0.9928832,0.0
SRR1747561,0.0068887724,0.986918,0.006193338,0.0
DRR043925,0.0028854061,0.0042290203,0.9928856,0.0
ERR1359997,0.002884926,0.0043233405,0.9927918,0.0
ERR1678148,0.0028853118,0.00440366,0.99271095,0.0
ERR1226576,0.002885503,0.0042249975,0.9928895,0.0
ERR719579,0.0028854273,0.0042332793,0.99288124,0.0
DRR047992,0.0028854462,0.004223755,0.99289083,0.0
ERR2624774,0.0028855086,0.00422198,0.9928925,0.0
SRR5915511,0.0068887724,0.986918,0.006193338,0.0
ERR2570350,0.8503648,0.07858082,0.07105444,0.0
SRR3144731,0.0068649463,0.98687434,0.0062607178,0.0
ERR441354,0.0028854145,0.0042247903,0.9928898,0.0
SRR1631258,0.0028855088,0.0042219213,0.9928926,0.0
SRR1805164,0.0064000036,0.98644257,0.0071574273,0.0
SRR6764966,0.0028855088,0.0042219213,0.9928926,0.0
ERR1513266,0.0028855088,0.0042219213,0.9928926,0.0
SRR5001925,0.0068839663,0.9869047,0.006211398,0.0
SRR3094724,0.002885471,0.004226121,0.99288845,0.0
ERR1522064,0.0022061307,0.14908996,0.8487039,0.0
ERR1256036,0.0028849242,0.004490758,0.9926243,0.0
SRR6188407,0.0068866564,0.98691624,0.0061970507,0.0
ERR1548878,0.0028852,0.0042434246,0.99287134,0.0
ERR1582932,0.0068887724,0.986918,0.006193338,0.0
ERR867112,0.0028854413,0.004226032,0.99288857,0.0
SRR980794,0.0068834247,0.98691374,0.00620283,0.0
SRR6444848,0.0028854266,0.0042992197,0.99281543,0.0
ERR986289,0.0028852923,0.0042416197,0.99287313,0.0
SRR5377220,0.0068887724,0.986918,0.0061932486,0.0
SRR7449412,0.0028854483,0.0042225122,0.992892,0.0
SRR996810,0.0028855088,0.0042219213,0.9928926,0.0
ERR500287,0.0028855088,0.0042219213,0.9928926,0.0
ERR451164,0.0028855088,0.0042219213,0.9928926,0.0
SRR027979,0.0068887724,0.986918,0.006193338,0.0
ERR1311271,0.0028852122,0.0043166066,0.99279827,0.0
SRR6457105,0.0068887724,0.986918,0.006193308,0.0
ERR1310077,0.0028855088,0.0042219213,0.9928926,0.0
ERR1019789,0.0028886197,0.004404542,0.99270684,0.0
ERR1462814,0.0028526192,0.011269826,0.9858775,0.0
ERR1897464,0.0068887724,0.986918,0.006193308,0.0
ERR1255943,0.0028872394,0.0044003376,0.99271244,0.0
ERR1383354,0.0028853663,0.004234196,0.9928804,0.0
ERR1428984,0.0028855372,0.0042223344,0.99289215,0.0
ERR537759,0.0028870022,0.004274709,0.99283826,0.0
SRR1923886,0.0028855088,0.0042219213,0.9928926,0.0
DRR014370,0.0028855086,0.004222039,0.9928925,0.0
SRR4414481,0.006888273,0.9869173,0.006194296,0.0
ERR1548863,0.0028855428,0.0043044956,0.99280995,0.0
ERR1548727,0.0028855088,0.0042219213,0.9928926,0.0
ERR1467096,0.0028855088,0.0042219213,0.9928926,0.0
SRR6931708,0.0028855088,0.0042219213,0.9928926,0.0
SRR2145414,0.0028855088,0.0042219213,0.9928926,0.0
ERR996100,0.002885444,0.0042244936,0.99289,0.0
ERR1690487,0.0028855088,0.0042219213,0.9928926,0.0
ERR537656,0.0028892478,0.004351208,0.9927595,0.0
SRR1949009,0.0028855372,0.004222275,0.99289215,0.0
SRR3289566,0.006888802,0.9869178,0.006193427,0.0
SRR3624615,0.0068887137,0.986918,0.0061933384,0.0
ERR2784676,0.0028853712,0.0042967047,0.9928179,0.0
SRR2002302,0.0068724696,0.98680824,0.0063192025,0.0
SRR6054530,0.0028853083,0.0042336644,0.992881,0.0
ERR537661,0.0028854792,0.0043112673,0.9928033,0.0
SRR5155851,0.002885449,0.004222365,0.99289227,0.0
ERR1382824,0.0028854397,0.0042270087,0.9928875,0.0
SRR5915476,0.006888508,0.9869176,0.0061938167,0.0
ERR923829,0.0028855088,0.0042219213,0.9928926,0.0
ERR1582069,0.0068887724,0.986918,0.006193338,0.0
ERR1313919,0.0028852294,0.0042438693,0.99287087,0.0
SRR6663554,0.0068887724,0.986918,0.006193338,0.0
ERR520875,0.0028855088,0.0042219213,0.9928926,0.0
ERR2011963,0.0028855088,0.0042219213,0.9928926,0.0
SRR935521,0.0028855084,0.0042219497,0.9928925,0.0
SRR1950758,0.0028855088,0.0042219213,0.9928926,0.0
ERR1689592,0.0028855088,0.0042219507,0.9928926,0.0
ERR1383505,0.0028852974,0.004239225,0.9928754,0.0
ERR1367838,0.0028868986,0.004297216,0.9928159,0.0
SRR6264780,0.0028852464,0.004250495,0.99286425,0.0
ERR1522529,0.002640857,0.028292155,0.9690669,0.0
SRR6975925,0.0068887724,0.986918,0.006193338,0.0
SRR1426011,0.0028854776,0.0042226007,0.9928919,0.0
ERR1533836,0.0028681878,0.008110109,0.9890217,0.0
SRR3944289,0.0068887724,0.986918,0.006193338,0.0
ERR2262530,0.002960539,0.0048486153,0.99219084,0.0
SRR5312636,0.006888713,0.986918,0.006193308,0.0
ERR2247385,0.0028854772,0.0042229267,0.99289167,0.0
SRR2924517,0.0028854446,0.0042245835,0.99289,0.0
ERR1523556,0.0028854113,0.0042880587,0.99282646,0.0
SRR5595891,0.006888772,0.98691785,0.0061933966,0.0
ERR2219327,0.0028855088,0.0042219213,0.9928926,0.0
SRR6754362,0.006888743,0.98691785,0.006193427,0.0
ERR1593404,0.006824066,0.9868274,0.00634857,0.0
ERR1713406,0.8503648,0.078580774,0.07105432,0.0
SRR7453625,0.0028855084,0.0042220387,0.9928925,0.0
SRR5586634,0.0028855088,0.0042219213,0.9928926,0.0
ERR139455,0.002885294,0.004241415,0.99287325,0.0
SRR6444479,0.0028853468,0.0042448756,0.9928698,0.0
ERR443762,0.0028855088,0.0042219213,0.9928926,0.0
SRR6396221,0.006887021,0.98691493,0.006198099,0.0
DRR050825,0.0028855088,0.0042219213,0.9928926,0.0
