,root:Diseases:Digestive System Diseases:Gastrointestinal Diseases:Intestinal Diseases,root:Diseases:Digestive System Diseases:Liver Diseases:Liver Cirrhosis,root:Diseases:Hemic and Lymphatic Diseases:Hematologic Diseases:Hematologic Neoplasms,root:Infections:Bacterial Infections and Mycoses:Bacterial Infections:Gram-Positive Bacterial Infections,Unknown
SRR5548343,0.23774844,0.015761018,0.00939253,0.037421912,0.6996761
SRR5803608,0.026455164,0.03506893,0.01865527,0.018824875,0.90099573
ERR525964,0.042542934,0.026403725,0.011445165,0.009131193,0.910477
SRR5429078,0.011903673,0.2218458,0.306826,0.09494409,0.36448038
SRR5396533,0.19718541,0.03065964,0.06913456,0.7030204,0.0
ERR720073,0.042570442,0.026252478,0.011324942,0.009014934,0.9108372
SRR3313067,0.70873964,0.036570936,0.025332063,0.068626195,0.1607312
SRR5203259,0.047860503,0.02451995,0.010086477,0.0075747967,0.90995824
SRR5648905,0.045195907,0.026131839,0.011095136,0.008349091,0.909228
SRR6424731,0.19788708,0.030225324,0.06790351,0.7039841,0.0
ERR209156,0.054224223,0.025143385,0.010174334,0.007950395,0.90250766
SRR6724570,0.28106928,0.0709455,0.015900582,0.007937282,0.62414736
ERR719654,0.046779245,0.024945498,0.010381341,0.007903218,0.90999067
SRR5602135,0.09217405,0.042121768,0.011342138,0.00568825,0.8486738
ERR209163,0.046911746,0.024844736,0.010301143,0.007812828,0.91012955
SRR5399516,0.047860324,0.024519563,0.010086387,0.0075747073,0.909959
SRR5803705,0.047760338,0.02459377,0.010122448,0.007608682,0.90991473
SRR2175772,0.043798,0.025934488,0.01106748,0.0086654425,0.9105346
SRR6265605,0.06820232,0.02321443,0.010907352,0.013360411,0.8843155
SRR5078635,0.047860324,0.024519563,0.010086387,0.0075747073,0.909959
SRR5203389,0.038824737,0.027742714,0.012437135,0.010329753,0.91066563
SRR5761653,0.039173484,0.0302248,0.014249653,0.0119745135,0.9043776
SRR5983344,0.43553883,0.028140426,0.014028668,0.036442727,0.48584938
SRR1693214,0.71341354,0.03584242,0.026153862,0.072706014,0.1518842
SRR6876220,0.14889878,0.026233226,0.010697246,0.014892638,0.79927814
SRR7507312,0.040186524,0.030606836,0.016776234,0.023175359,0.88925505
SRR5813328,0.047888726,0.024551064,0.010096371,0.0075806677,0.90988314
SRR064875,0.716441,0.03530842,0.026670635,0.0755057,0.1460743
SRR5079196,0.047860324,0.024519563,0.010086387,0.0075747073,0.909959
ERR525759,0.04786077,0.02451998,0.010086536,0.007574767,0.90995795
SRR5548694,0.71644044,0.03530997,0.026671916,0.075507075,0.1460706
SRR5651462,0.6719411,0.037308335,0.021936983,0.055879682,0.2129339
ERR209711,0.58082247,0.037162572,0.01655659,0.03807369,0.3273847
SRR6251470,0.67797613,0.042120695,0.019753993,0.04489082,0.21525836
SRR5649162,0.047339916,0.02474621,0.010220051,0.007715702,0.90997815
SRR5758028,0.19786617,0.030225057,0.06790711,0.7040016,0.0
ERR321232,0.04603219,0.025080323,0.010481656,0.008026361,0.91037947
SRR5399239,0.047860324,0.024519563,0.010086387,0.0075747073,0.909959
ERR1637181,0.06756675,0.04083231,0.066497386,0.22833028,0.59677327
SRR5757841,0.16615102,0.062369023,0.19301383,0.57846606,0.0
ERR719085,0.047162116,0.024744064,0.010243058,0.007743895,0.9101069
SRR5650046,0.04897648,0.024487823,0.010089725,0.0077039897,0.90874195
SRR5649041,0.047860324,0.024519563,0.010086387,0.0075747073,0.909959
SRR5757977,0.16555518,0.025076568,0.06865254,0.6272138,0.11350191
SRR5203169,0.04615,0.025059372,0.010461032,0.007999867,0.9103297
SRR7507712,0.045444846,0.02546823,0.0106960535,0.008225918,0.91016495
SRR5202937,0.04782912,0.024529308,0.010093033,0.0075822473,0.9099663
SRR5578917,0.04748556,0.024631858,0.010165036,0.007663876,0.9100537
SRR5078638,0.047860324,0.024519563,0.010086387,0.0075747073,0.909959
ERR720092,0.035653472,0.029207796,0.013574272,0.011713028,0.90985143
SRR5429245,0.011903673,0.2218458,0.306826,0.09494409,0.36448038
SRR5079134,0.047865003,0.024521679,0.010086566,0.0075744987,0.9099523
SRR5203165,0.04780519,0.024614275,0.010124683,0.00760597,0.9098499
SRR5757891,0.19493191,0.03187898,0.072768226,0.70042086,0.0
ERR695602,0.13602683,0.035746932,0.010967851,0.00904569,0.8082127
SRR5813458,0.047860324,0.024519563,0.010086387,0.0075747073,0.909959
SRR5548684,0.047860324,0.024519563,0.010086387,0.0075747073,0.909959
SRR2918676,0.716441,0.03530842,0.026670635,0.0755057,0.1460743
ERR719644,0.047551543,0.024620384,0.010158122,0.0076591372,0.9100108
SRR1927149,0.04787588,0.024526298,0.010087043,0.007573724,0.909937
SRR5813333,0.047620922,0.024594933,0.010138154,0.007632524,0.91001344
ERR719062,0.046981066,0.025802761,0.011294663,0.009523839,0.9063977
SRR5802402,0.047860324,0.024519593,0.010086387,0.0075747073,0.90995896
SRR6265249,0.047875315,0.024537385,0.010091066,0.007576555,0.9099197
SRR5203109,0.047800988,0.024537295,0.010098785,0.0075886846,0.9099742
SRR5078927,0.047860324,0.024519563,0.010086387,0.0075747073,0.909959
SRR6182462,0.047840655,0.024525434,0.01009047,0.0075793564,0.9099641
SRR5078637,0.047860324,0.024519563,0.010086387,0.0075747073,0.909959
SRR5079071,0.047860324,0.024519563,0.010086387,0.0075747073,0.909959
SRR5637788,0.047860324,0.024519563,0.010086387,0.0075747073,0.909959
SRR5578989,0.047760338,0.024570554,0.01011467,0.007603675,0.90995073
SRR5813292,0.042828172,0.026184022,0.0112683475,0.008941233,0.9107782
SRR089497,0.7143047,0.03568867,0.026277632,0.073450625,0.15027839
SRR6264720,0.047860354,0.024519622,0.010086387,0.0075747073,0.90995896
SRR5602043,0.040324092,0.027215838,0.0120458305,0.009789854,0.9106244
SRR5651458,0.18935883,0.019993842,0.010477066,0.024956405,0.75521386
SRR961827,0.047860324,0.024519563,0.010086387,0.0075747073,0.909959
SRR5079242,0.047860324,0.024519563,0.010086387,0.0075747073,0.909959
SRR5983347,0.66603655,0.03547415,0.022410423,0.059757173,0.21632177
SRR5396464,0.5453488,0.0466761,0.014522582,0.023557425,0.3698951
SRR5548275,0.716441,0.03530842,0.026670635,0.0755057,0.1460743
SRR090275,0.5746674,0.050858855,0.011741161,0.019445151,0.34328747
SRR3313038,0.16130593,0.019106269,0.009533763,0.022176474,0.78787756
ERR209398,0.042288393,0.026361138,0.011401564,0.009106457,0.9108424
ERR719948,0.048079967,0.024705827,0.010239452,0.007835597,0.90913916
SRR5610018,0.047860056,0.024519771,0.010086477,0.0075748563,0.90995884
SRR6330976,0.047860324,0.024519563,0.010086387,0.0075747073,0.909959
ERR525865,0.17954811,0.01733604,0.009325743,0.026866525,0.76692355
SRR6264412,0.047860324,0.024519593,0.010086387,0.0075747073,0.90995896
SRR5629131,0.056923002,0.024472952,0.010077834,0.008428961,0.90009725
ERR209340,0.7125002,0.03583467,0.025935948,0.07206267,0.1536665
SRR1693228,0.71319014,0.035881132,0.02620098,0.07272515,0.15200257
SRR5429339,0.018125564,0.1559357,0.47211447,0.27426514,0.07955909
ERR719798,0.047715455,0.024563193,0.010116905,0.0076090693,0.9099954
ERR209784,0.06718972,0.027321875,0.010397345,0.008203208,0.88688785
SRR5078790,0.047860324,0.024519563,0.010086387,0.0075747073,0.909959
SRR5602099,0.048727125,0.02474767,0.010127664,0.007588178,0.90880936
ERR719869,0.0473015,0.024695486,0.010206848,0.0077101886,0.910086
SRR5602049,0.04762149,0.024618894,0.010145903,0.007637888,0.9099758
SRR5866281,0.40402192,0.028641224,0.013372898,0.03225583,0.52170813
ERR719184,0.044997126,0.025703311,0.010893047,0.008447647,0.90995884
SRR064895,0.716441,0.03530842,0.026670635,0.075505644,0.1460743
SRR5399486,0.047857404,0.024520487,0.010086924,0.0075754523,0.90995973
SRR5548237,0.33870864,0.01012522,0.020523757,0.1368523,0.4937901
ERR525754,0.05063525,0.024245322,0.010060459,0.007947534,0.9071114
SRR5650187,0.04694122,0.024852246,0.010300368,0.0078095794,0.9100966
SRR7507379,0.047635317,0.024596244,0.010137498,0.0076296926,0.9100013
SRR5649003,0.044328958,0.025633931,0.010877997,0.008488059,0.91067106
SRR1766029,0.066215485,0.024023205,0.010151118,0.009635329,0.88997483
ERR209742,0.17482984,0.023466527,0.010353237,0.018707305,0.7726431
SRR5431541,0.047860324,0.024519563,0.010086387,0.0075747073,0.909959
ERR720038,0.04101315,0.026834786,0.0117512345,0.009529442,0.9108714
SRR5548981,0.71635914,0.03532368,0.026655167,0.07542384,0.14623821
SRR5578987,0.04678318,0.025601357,0.010577619,0.008020252,0.90901756
SRR5802221,0.047860324,0.024519563,0.010086387,0.0075747073,0.909959
SRR5218371,0.118932754,0.05717823,0.013592958,0.0051344037,0.80516165
SRR5548899,0.7164404,0.035308897,0.026670873,0.075505525,0.1460743
DRR092047,0.047860324,0.024519563,0.010086387,0.0075747073,0.909959
SRR961850,0.04733178,0.024701387,0.010206729,0.007708341,0.91005176
SRR5578963,0.040451497,0.029566348,0.013426214,0.010634899,0.90592104
SRR6928762,0.047852814,0.024534523,0.010092318,0.007579446,0.9099409
ERR209511,0.03255436,0.030662,0.014737517,0.013390362,0.90865576
ERR321378,0.047983974,0.024508804,0.010085404,0.0075908303,0.909831
SRR5648932,0.047860324,0.024519563,0.010086387,0.0075747073,0.909959
SRR051713,0.04199162,0.02655524,0.011523962,0.009218246,0.91071093
SRR5602047,0.036976397,0.028457463,0.012993038,0.0110910535,0.91048205
SRR5758019,0.0754531,0.022419274,0.010040075,0.011590451,0.8804971
SRR935777,0.047860324,0.024519563,0.010086387,0.0075747073,0.909959
SRR5548025,0.7156469,0.035452336,0.02652803,0.074741066,0.1476317
SRR5343089,0.04776612,0.024547726,0.010106087,0.00759691,0.90998316
ERR1398126,0.048647642,0.024718314,0.010215104,0.0078057647,0.9086132
SRR5202882,0.04568991,0.025189549,0.010559142,0.008115888,0.9104455
SRR5078733,0.047864318,0.024521232,0.010086507,0.007574439,0.9099535
SRR5602242,0.047673285,0.024585456,0.0101288855,0.0076213777,0.909991
SRR5637783,0.047646195,0.02474457,0.010194898,0.007660657,0.9097537
SRR7690166,0.666188,0.0386813,0.021832049,0.052618027,0.22068065
SRR5649118,0.047992676,0.024575174,0.010091275,0.007565677,0.9097752
SRR7507490,0.043765962,0.025948495,0.011073738,0.00867337,0.91053843
ERR525972,0.04123485,0.026779085,0.011715293,0.009460747,0.91081
SRR5202950,0.042240173,0.026681274,0.011757463,0.00978291,0.90953815
SRR5428920,0.011903673,0.2218458,0.306826,0.09494409,0.36448038
SRR5202912,0.68052065,0.037880868,0.024001181,0.060694486,0.19690275
ERR719766,0.06054011,0.02554521,0.010242254,0.008380234,0.89529216
SRR6265018,0.047860324,0.024519563,0.010086387,0.0075747073,0.909959
ERR719432,0.047992647,0.024563372,0.010090977,0.007571608,0.9097814
SRR5343174,0.047769934,0.024546683,0.010105252,0.007596135,0.90998197
SRR5629152,0.041665673,0.026634783,0.011638254,0.009449631,0.9106116
SRR6264094,0.047860324,0.024519563,0.010086387,0.0075747073,0.909959
SRR5637735,0.716441,0.03530842,0.026670635,0.0755057,0.1460743
SRR5866289,0.04910186,0.02446416,0.0100875795,0.0077257752,0.9086206
SRR6683576,0.047852993,0.024521768,0.0100878775,0.007576436,0.9099609
SRR6942382,0.57891345,0.036812276,0.016649991,0.038568318,0.32905596
SRR5078687,0.047860324,0.024519563,0.010086387,0.0075747073,0.909959
SRR1687098,0.7014675,0.03752935,0.024779677,0.064685404,0.17153805
SRR2914158,0.047860324,0.024519563,0.010086387,0.0075747073,0.909959
ERR209277,0.042681903,0.026218206,0.01130265,0.008982718,0.9108145
SRR5637736,0.04699102,0.024796486,0.0102759,0.0077874362,0.91014916
SRR6265693,0.047860324,0.024519563,0.010086387,0.0075747073,0.909959
SRR7507664,0.047472596,0.024777621,0.0102188885,0.0076987743,0.9098321
ERR525936,0.037200987,0.028526038,0.0130236745,0.01106891,0.9101804
ERR1823591,0.18756276,0.0249151,0.01034838,0.0180327,0.7591411
SRR5983298,0.5566262,0.039143473,0.0152082145,0.031891078,0.357131
SRR5429336,0.012417972,0.22718486,0.3078217,0.09353298,0.35904247
SRR5548374,0.71623087,0.03534895,0.026655078,0.07535604,0.14640903
SRR6264664,0.03680247,0.037259668,0.028425872,0.06069225,0.83681977
ERR719444,0.0496895,0.0252648,0.010151684,0.007460505,0.9074335
SRR961814,0.044041336,0.025877804,0.011033893,0.008642405,0.91040456
SRR6265650,0.047860324,0.024519563,0.010086387,0.0075747073,0.909959
SRR5078926,0.047860324,0.024519563,0.010086387,0.0075747073,0.909959
SRR5202936,0.042179316,0.026380539,0.011422306,0.009136021,0.9108818
SRR5947867,0.048755884,0.024766862,0.010130405,0.0075853467,0.9087615
SRR961762,0.11931977,0.019595087,0.009645224,0.017830968,0.833609
SRR5757793,0.031959504,0.031248003,0.015244395,0.013805807,0.90774226
SRR5650080,0.71517754,0.035532266,0.026478946,0.07438734,0.14842391
SRR5803622,0.04786527,0.024523526,0.010087281,0.0075748563,0.90994906
ERR719306,0.042881787,0.026375383,0.011431038,0.009069711,0.9102421
SRR5813288,0.047860056,0.024519682,0.010086447,0.0075748563,0.90995896
SRR5610102,0.047399253,0.024744183,0.010213554,0.007704675,0.90993834
SRR6424631,0.13925675,0.020861268,0.06345418,0.5151016,0.2613262
SRR5431514,0.047860324,0.024519563,0.010086387,0.0075747073,0.909959
SRR5548495,0.6612666,0.035032988,0.023465008,0.06279749,0.21743792
SRR5399195,0.012841612,0.20806912,0.33329567,0.116419435,0.3293742
SRR5399517,0.047860324,0.024519563,0.010086387,0.0075747073,0.909959
SRR5813357,0.047860324,0.024519563,0.010086387,0.0075747073,0.909959
SRR5758029,0.19786945,0.030220332,0.06789466,0.70401555,0.0
ERR209220,0.04682249,0.025249362,0.010667056,0.008378804,0.90888226
SRR5399241,0.71644086,0.03530842,0.026670635,0.075505465,0.14607465
SRR5078830,0.047860324,0.024519563,0.010086387,0.0075747073,0.909959
SRR1693360,0.70018166,0.038179934,0.026448429,0.06745109,0.16773891
SRR5580598,0.046842694,0.024839282,0.010307103,0.007823348,0.9101876
SRR5761698,0.04486969,0.02548492,0.010766506,0.008357644,0.91052127
SRR5757771,0.19774935,0.030307127,0.06813332,0.70381016,0.0
SRR6264265,0.047860324,0.024519593,0.010086387,0.007574767,0.90995896
SRR7690065,0.047394365,0.024734795,0.010210723,0.007703334,0.9099568
SRR1687047,0.673947,0.03853047,0.022866845,0.055989116,0.20866656
SRR5802328,0.047644228,0.024594247,0.0101419985,0.0076453984,0.9099741
SRR6330953,0.03857571,0.027860641,0.012524068,0.010430515,0.91060907
SRR6264257,0.047807455,0.024537295,0.010098547,0.007588297,0.9099684
SRR5813296,0.040005714,0.027454495,0.012170732,0.009961724,0.9104073
ERR719846,0.039383262,0.027607232,0.012297839,0.010149717,0.9105619
SRR6265330,0.04786524,0.024524868,0.010087639,0.0075750947,0.90994716
SRR5649089,0.04739541,0.024735391,0.01021865,0.0077105165,0.90994
ERR526054,0.047860324,0.024519563,0.010086387,0.0075747073,0.909959
SRR6264491,0.040942997,0.027197897,0.0120049715,0.009587973,0.91026616
SRR6724492,0.092509076,0.50659114,0.3142787,0.08662105,0.0
SRR5602114,0.047860146,0.024519622,0.010086447,0.007574767,0.909959
SRR6724575,0.19702919,0.076569445,0.14887734,0.57752407,0.0
SRR5803764,0.10420871,0.026837438,0.010331064,0.010984302,0.8476385
SRR1687427,0.6866566,0.03842917,0.023014843,0.05757615,0.1943233
SRR5079179,0.047860324,0.024519563,0.010086387,0.0075747073,0.909959
SRR5431516,0.012879819,0.21412838,0.29093736,0.08559197,0.3964625
SRR6724425,0.104367435,0.45528403,0.26427883,0.030020922,0.14604878
SRR5203089,0.047315776,0.024683148,0.010201007,0.0077047944,0.9100953
ERR011348,0.047860324,0.024519563,0.010086387,0.0075747073,0.909959
ERR1809148,0.043657154,0.025936127,0.011093527,0.008688331,0.91062486
SRR6331086,0.047540247,0.024615377,0.010153532,0.0076508224,0.91004
SRR5091546,0.04672751,0.025096804,0.01052323,0.00810647,0.909546
SRR5803695,0.047860324,0.024519563,0.010086387,0.0075747073,0.909959
ERR321301,0.045793325,0.02515909,0.0105372965,0.008089036,0.91042125
SRR5079052,0.047860324,0.024519563,0.010086387,0.0075747073,0.909959
SRR5758124,0.19786955,0.030220268,0.06789451,0.7040157,0.0
ERR209382,0.047352314,0.024674088,0.010194004,0.0076964498,0.9100832
SRR5803621,0.048107088,0.024684757,0.010116547,0.007572174,0.90951943
SRR6251517,0.70469886,0.03574249,0.027012497,0.07460263,0.1579436
SRR5548494,0.71637446,0.035319716,0.026656449,0.07543665,0.1462127
SRR6185292,0.05180034,0.026151538,0.010227829,0.007324338,0.90449595
SRR6182292,0.047817826,0.024532378,0.010095328,0.0075848103,0.9099697
SRR5813192,0.045789003,0.025244504,0.010602385,0.008163154,0.91020095
ERR719340,0.04300782,0.026148975,0.011250615,0.008898258,0.91069436
SRR5601957,0.04770586,0.024571002,0.01012218,0.007613212,0.90998775
SRR5803734,0.047860503,0.024519682,0.010086387,0.007574767,0.90995866
SRR5091515,0.097535044,0.026067287,0.010341644,0.011018753,0.8550373
SRR5757766,0.70721745,0.03524497,0.0272924,0.07843539,0.15180981
SRR5548412,0.24206364,0.024647623,0.053330958,0.33400232,0.3459555
SRR5761734,0.047862798,0.02452135,0.010086745,0.0075747073,0.9099544
SRR6264063,0.18171427,0.028413266,0.07228407,0.66495466,0.052633762
SRR6942396,0.043277234,0.026086152,0.011180967,0.008824855,0.9106308
SRR5602284,0.04785949,0.024519801,0.010086566,0.0075750053,0.90995914
SRR5580573,0.04770267,0.024573237,0.010121673,0.00761351,0.9099889
SRR5649138,0.052104473,0.026350945,0.010333985,0.007372737,0.90383786
SRR5429301,0.011965245,0.22094062,0.30869788,0.096310824,0.36208546
SRR7507361,0.050295174,0.028128326,0.011400253,0.00787434,0.9023019
ERR719603,0.04158938,0.026676327,0.011621207,0.009345591,0.9107675
ERR720046,0.04787129,0.024531871,0.010090649,0.0075770915,0.9099291
SRR5610113,0.047860295,0.024519622,0.010086447,0.007574737,0.9099589
SRR5429254,0.011908412,0.22190052,0.30684018,0.094929904,0.364421
SRR5078901,0.047860324,0.024519563,0.010086387,0.0075747073,0.909959
SRR5761671,0.047860324,0.024519563,0.010086387,0.0075747073,0.909959
SRR5079228,0.047860324,0.024519563,0.010086387,0.0075747073,0.909959
SRR5580491,0.35734582,0.023047417,0.012982279,0.038419515,0.568205
ERR209210,0.28802907,0.019856453,0.009588331,0.03205639,0.6504698
SRR5866510,0.17234823,0.3543849,0.16823444,0.0117174685,0.29331493
SRR5761624,0.040666133,0.026949704,0.011841983,0.009644777,0.9108974
SRR5649095,0.0428212,0.026286691,0.011349082,0.009022415,0.9105206
SRR5291033,0.047860324,0.024519563,0.010086387,0.0075747073,0.909959
SRR5601936,0.046772152,0.024912953,0.0103776455,0.007924199,0.9100131
SRR5020879,0.19786945,0.030220332,0.06789466,0.70401555,0.0
SRR5758106,0.1978106,0.030252887,0.06798865,0.7039479,0.0
SRR5399177,0.047860324,0.024519563,0.010086387,0.0075747073,0.909959
SRR5580476,0.046547294,0.02494812,0.010382056,0.007899761,0.91022277
SRR3400425,0.716441,0.03530842,0.026670635,0.0755057,0.1460743
SRR6182415,0.03577587,0.03871256,0.020200431,0.014305294,0.8910059
SRR5079034,0.047873735,0.024525523,0.010086983,0.007573962,0.90993977
SRR6724500,0.095498785,0.5114032,0.3162824,0.07681566,0.0
SRR5429124,0.030467838,0.113497704,0.42611188,0.37211692,0.057805657
SRR6264203,0.047860235,0.024519622,0.010086387,0.0075748265,0.90995896
ERR526048,0.047860324,0.024519563,0.010086387,0.0075747073,0.909959
SRR5343085,0.047611624,0.024610609,0.010153979,0.007656783,0.909967
SRR5203026,0.04781866,0.02453199,0.01009509,0.007584542,0.9099697
ERR209287,0.047681034,0.024573237,0.0101239085,0.0076173246,0.9100045
SRR5813399,0.038267195,0.027989239,0.012626648,0.01056087,0.9105561
SRR5580557,0.04773575,0.024558187,0.010112882,0.00760448,0.9099887
SRR6424558,0.19786955,0.030220268,0.06789451,0.7040157,0.0
SRR5343118,0.047746778,0.024553716,0.010110199,0.0076016188,0.9099877
ERR719078,0.04726404,0.02470693,0.010217458,0.0077183247,0.91009325
SRR051683,0.049156815,0.025011092,0.010129273,0.0075068474,0.908196
SRR5429223,0.011903673,0.2218458,0.306826,0.09494409,0.36448038
ERR209837,0.71377534,0.035755783,0.026192755,0.07301319,0.15126288
ERR719122,0.047697753,0.024652153,0.0101723075,0.0076817274,0.90979606
SRR6424737,0.19786955,0.030220268,0.06789451,0.7040157,0.0
SRR6024846,0.04785216,0.024522156,0.010088146,0.007576674,0.90996087
SRR5866330,0.63717574,0.05002281,0.014656246,0.026525885,0.27161932
SRR5429264,0.011903673,0.2218458,0.306826,0.09494409,0.36448038
SRR5431391,0.04320237,0.026060492,0.01118508,0.008820891,0.9107312
SRR6024844,0.047323763,0.024702013,0.01020667,0.0077079833,0.9100596
SRR7464963,0.33241078,0.009901524,0.020428538,0.1382452,0.49901396
ERR209719,0.6771679,0.03725645,0.022415578,0.057478458,0.20568156
SRR5648770,0.04024288,0.02748242,0.012188703,0.009866029,0.91021997
SRR6264161,0.047838956,0.024528772,0.010091811,0.007580459,0.90996003
SRR5602308,0.047773063,0.024556458,0.010108352,0.0075978637,0.90996426
SRR5650115,0.71642715,0.035329133,0.026685774,0.075517565,0.14604032
SRR5650188,0.6799281,0.040418476,0.02105093,0.04971689,0.20888561
SRR6474312,0.04184118,0.026532441,0.0115327835,0.009255618,0.910838
ERR321302,0.04566279,0.025199533,0.010566294,0.008123159,0.9104482
SRR5866416,0.063482195,0.022870958,0.009928316,0.009806842,0.8939117
ERR209585,0.04786113,0.024519622,0.010086387,0.0075747967,0.90995806
ERR525888,0.047860324,0.024519563,0.010086387,0.0075747073,0.909959
SRR6331166,0.047346592,0.024674714,0.010194778,0.0076975822,0.91008633
ERR209842,0.049749553,0.02490282,0.010132343,0.0076206625,0.9075946
SRR5203156,0.047700644,0.024569243,0.010120422,0.0076130033,0.9099967
SRR5580481,0.04773885,0.02455914,0.010112822,0.0076042116,0.90998495
ERR719059,0.045407265,0.026028335,0.0113056,0.009158999,0.9080998
ERR525999,0.06945947,0.028735489,0.010454446,0.007788211,0.8835624
ERR719329,0.042634785,0.026278496,0.011345357,0.009010911,0.9107305
SRR5803675,0.047859907,0.02452457,0.010088116,0.007575989,0.90995145
SRR5758177,0.1978675,0.030221375,0.067897834,0.7040133,0.0
SRR5020898,0.1959122,0.03132282,0.07115605,0.70160896,0.0
SRR5580475,0.046599627,0.025196105,0.010653406,0.008380711,0.90917015
SRR5813474,0.04397434,0.025811195,0.010985494,0.008606076,0.9106229
SRR7082883,0.046234995,0.025017083,0.010436684,0.007974178,0.9103371
