,root:Host-associated:Human,Unknown
ERR1111195,0.99353373,0.0064662695
ERR1109478,0.9935342,0.0064657927
SRR3053338,0.9935343,0.0064656734
DRR030554,0.99353427,0.006465733
SRR6416487,0.99351984,0.0064801574
SRR7704492,0.99353427,0.006465733
SRR3094757,0.99353427,0.006465733
ERR1971248,0.9935322,0.006467819
DRR030591,0.99353427,0.006465733
ERR1311651,0.99353415,0.0064658523
ERR525869,0.99353427,0.006465733
SRR7453265,0.99353427,0.006465733
SRR3581190,0.99353427,0.006465733
SRR996914,0.99353427,0.006465733
ERR1398108,0.9935342,0.0064657927
ERR365858,0.9935338,0.00646621
ERR1383429,0.99353385,0.0064661503
SRR6264466,0.99353427,0.006465733
SRR6264450,0.9935343,0.0064656734
SRR1744103,0.99342287,0.006577134
ERR1310904,0.9935341,0.006465912
SRR7448664,0.99353427,0.006465733
SRR6054589,0.99353415,0.0064658523
SRR2145340,0.9935343,0.0064656734
SRR5467874,0.99352634,0.0064736605
ERR500898,0.99353427,0.006465733
SRR2923791,0.99353427,0.006465733
ERR209190,0.9935344,0.006465614
ERR1398240,0.9935343,0.0064656734
SRR5467521,0.9935344,0.006465614
ERR365876,0.9935342,0.0064657927
SRR1618048,0.99353427,0.006465733
SRR1632984,0.99353427,0.006465733
ERR365853,0.9935342,0.0064657927
SRR5155910,0.99353427,0.006465733
ERR719509,0.9935341,0.006465912
SRR6436906,0.99352443,0.006475568
SRR6028202,0.99353385,0.0064661503
ERR1314116,0.9935343,0.0064656734
ERR1811219,0.9935326,0.006467402
ERR561187,0.99353385,0.0064661503
SRR7448892,0.99352515,0.0064748526
SRR5467537,0.993309,0.006690979
SRR6931904,0.9935341,0.006465912
ERR1328375,0.99353415,0.0064658523
ERR2511553,0.99353427,0.006465733
SRR7449247,0.99353427,0.006465733
ERR2198037,0.99353427,0.006465733
ERR1384753,0.99353427,0.006465733
SRR7449258,0.99353427,0.006465733
SRR5467539,0.99351573,0.00648427
SRR3094877,0.99353427,0.006465733
DRR042031,0.99353063,0.006469369
SRR6411648,0.99353427,0.006465733
SRR5983413,0.99353266,0.0064673424
ERR2511122,0.9935343,0.0064656734
SRR6931284,0.99353427,0.006465733
SRR3191041,0.9935343,0.0064656734
DRR044017,0.99353397,0.006466031
SRR5688114,0.99353427,0.006465733
DRR043727,0.9935342,0.0064657927
ERR498615,0.99353427,0.006465733
SRR2761319,0.99353427,0.006465733
ERR500996,0.9935343,0.0064656734
DRR047945,0.99352854,0.006471455
SRR6264557,0.99353427,0.006465733
ERR531941,0.99353427,0.006465733
SRR3951195,0.9935341,0.006465912
SRR920178,0.99353427,0.006465733
ERR499743,0.99353427,0.006465733
SRR3190996,0.99353427,0.006465733
SRR1949110,0.99353427,0.006465733
SRR6264660,0.99353427,0.006465733
SRR1950748,0.99353427,0.006465733
ERR1384827,0.99353427,0.006465733
ERR2738621,0.9935242,0.0064758062
SRR6413833,0.99353427,0.006465733
ERR498645,0.99353427,0.006465733
SRR3502009,0.99353427,0.006465733
ERR560688,0.9935329,0.006467104
DRR047937,0.9935343,0.0064656734
SRR1617886,0.99353427,0.006465733
SRR1633172,0.99353427,0.006465733
SRR995364,0.99353427,0.006465733
SRR7454096,0.99353427,0.006465733
SRR6931533,0.99353427,0.006465733
SRR994501,0.99353427,0.006465733
ERR560641,0.9935342,0.0064657927
SRR6038316,0.99353373,0.0064662695
ERR441828,0.9935332,0.006466806
ERR498849,0.9935336,0.0064663887
ERR499783,0.99353427,0.006465733
SRR6054596,0.99353427,0.006465733
ERR1382565,0.99353427,0.006465733
ERR1310743,0.99351543,0.006484568
SRR5699171,0.9935342,0.0064657927
ERR500751,0.99353427,0.006465733
ERR2538351,0.99353427,0.006465733
SRR934695,0.99353427,0.006465733
SRR823276,0.9935288,0.0064712167
SRR3925392,0.99353427,0.006465733
ERR1611397,0.99353427,0.006465733
SRR5699410,0.99353427,0.006465733
SRR2010522,0.99353427,0.006465733
SRR3647775,0.99353385,0.0064661503
ERR866489,0.9935342,0.0064657927
DRR047413,0.9935334,0.006466627
ERR522099,0.99353427,0.006465733
DRR043044,0.99353385,0.0064661503
SRR2145337,0.99353427,0.006465733
SRR3094870,0.99353427,0.006465733
SRR6408606,0.9935274,0.0064725876
SRR5869043,0.99353427,0.006465733
SRR7453916,0.99353254,0.0064674616
ERR1759924,0.99353427,0.006465733
ERR522345,0.99353427,0.006465733
ERR2511241,0.9935343,0.0064656734
ERR560629,0.99353427,0.006465733
ERR2739190,0.9935308,0.00646919
DRR067935,0.99353313,0.0064668655
SRR7449171,0.99353427,0.006465733
ERR2538353,0.99353427,0.006465733
SRR7449438,0.99353427,0.006465733
ERR1811157,0.9935342,0.0064657927
ERR719950,0.9935342,0.0064657927
SRR6264577,0.99353427,0.006465733
SRR3647816,0.9935336,0.0064663887
SRR3725753,0.9935335,0.006466508
ERR1398134,0.9935342,0.0064657927
SRR5165821,0.9935341,0.006465912
ERR500342,0.99353427,0.006465733
SRR3191022,0.9935343,0.0064656734
SRR1617959,0.9935343,0.0064656734
SRR2086806,0.9935343,0.0064656734
DRR043777,0.9935341,0.006465912
ERR498858,0.9935343,0.0064656734
ERR1384600,0.99353427,0.006465733
ERR1313364,0.993534,0.0064659715
SRR1145408,0.99353373,0.0064662695
SRR3581230,0.99353236,0.0064676404
ERR441209,0.9935342,0.0064657927
ERR499738,0.99353427,0.006465733
ERR532064,0.9935311,0.006468892
ERR532003,0.99353427,0.006465733
SRR1631343,0.99353427,0.006465733
SRR6408675,0.99353427,0.006465733
SRR3037094,0.99353427,0.006465733
DRR018694,0.9934487,0.0065513253
ERR2042073,0.99353427,0.006465733
SRR6264300,0.99353427,0.006465733
SRR6038524,0.99353427,0.006465733
SRR5687807,0.99353427,0.006465733
ERR1384313,0.99353427,0.006465733
SRR996700,0.99353427,0.006465733
ERR1109549,0.9935305,0.006469488
ERR883616,0.9935342,0.0064657927
ERR525950,0.9935342,0.0064657927
SRR1715628,0.9935343,0.0064656734
SRR6038547,0.9935225,0.006477475
ERR1315207,0.99353427,0.006465733
ERR1382972,0.9935342,0.0064657927
ERR2624779,0.99353427,0.006465733
SRR6931303,0.99352485,0.0064751506
ERR1811299,0.99353325,0.0064667463
ERR1611417,0.99353427,0.006465733
ERR2739134,0.99353427,0.006465733
ERR441565,0.9935341,0.006465912
SRR5868787,0.99353427,0.006465733
ERR1382814,0.99353427,0.006465733
ERR520855,0.99353427,0.006465733
SRR3647877,0.99353427,0.006465733
ERR1315251,0.99353385,0.0064661503
SRR5724722,0.9934828,0.006517172
ERR3005947,0.99351835,0.0064816475
ERR498629,0.9935343,0.0064656734
SRR2145595,0.99353427,0.006465733
ERR867134,0.99353427,0.006465733
ERR1382492,0.9935342,0.0064657927
ERR521441,0.9935341,0.006465912
ERR450868,0.99353427,0.006465733
ERR579445,0.99353427,0.006465733
SRR3037128,0.99353427,0.006465733
SRR5164147,0.99353427,0.006465733
DRR068397,0.9935311,0.006468892
ERR2538376,0.99353427,0.006465733
DRR060286,0.99353427,0.006465733
SRR5165988,0.99353427,0.006465733
SRR8356296,0.99352485,0.0064751506
ERR499138,0.99353427,0.006465733
SRR6444553,0.99353194,0.0064680576
ERR2249191,0.99353427,0.006465733
ERR1558913,0.9933231,0.0066769123
ERR1310358,0.9935343,0.0064656734
SRR6757641,0.99353427,0.006465733
ERR1310010,0.9935342,0.0064657927
ERR2247362,0.99353397,0.006466031
SRR5831883,0.9935342,0.0064657927
SRR6414176,0.99352026,0.00647974
ERR1624719,0.99353427,0.006465733
SRR3095166,0.99353427,0.006465733
ERR365960,0.9935342,0.0064657927
SRR5868817,0.99353427,0.006465733
SRR387955,0.993533,0.0064669847
ERR1384697,0.9935339,0.0064660907
ERR2730156,0.99353385,0.0064661503
SRR6444346,0.99352753,0.0064724684
ERR1383935,0.9935334,0.006466627
ERR2247377,0.9935343,0.0064656734
DRR043124,0.9935342,0.0064657927
SRR3201919,0.99353427,0.006465733
SRR5165807,0.99353427,0.006465733
SRR2010440,0.99353427,0.006465733
SRR6436943,0.99353427,0.006465733
ERR2738750,0.9935342,0.0064657927
SRR7449105,0.99353427,0.006465733
DRR050862,0.9935342,0.0064657927
ERR719505,0.9935341,0.006465912
ERR579340,0.99353427,0.006465733
ERR500721,0.99353427,0.006465733
SRR1617946,0.99353427,0.006465733
SRR2154996,0.99353385,0.0064661503
ERR1385342,0.9935342,0.0064657927
ERR500822,0.99353427,0.006465733
ERR883412,0.9935341,0.006465912
SRR7449200,0.99353427,0.006465733
SRR1924036,0.9935323,0.0064677
SRR1949168,0.9935343,0.0064656734
ERR531739,0.9935339,0.0064660907
SRR6932203,0.99353427,0.006465733
SRR7449179,0.99353427,0.006465733
ERR209328,0.99353254,0.0064674616
SRR7454033,0.99351454,0.006485462
SRR1556865,0.99353385,0.0064661503
ERR107092,0.993487,0.0065129995
SRR6265520,0.99353427,0.006465733
ERR441118,0.9935342,0.0064657927
SRR1631681,0.99353427,0.006465733
SRR6444895,0.9935057,0.0064942837
ERR2739271,0.99353427,0.006465733
ERR720111,0.9935342,0.0064657927
ERR1313528,0.9935318,0.006468177
ERR866728,0.99353427,0.006465733
SRR2145335,0.9935341,0.006465912
SRR7449488,0.99353427,0.006465733
DRR067978,0.9935315,0.006468475
SRR3951258,0.99353427,0.006465733
ERR579764,0.99353427,0.006465733
ERR2511604,0.99353427,0.006465733
SRR6932294,0.99353427,0.006465733
SRR6028443,0.9935148,0.006485224
SRR1617988,0.99353427,0.006465733
SRR6414105,0.9935328,0.006467223
SRR6394017,0.99353427,0.006465733
SRR1948917,0.99353397,0.006466031
ERR444156,0.99353206,0.0064679384
SRR505210,0.993533,0.0064669847
SRR5155961,0.99353427,0.006465733
ERR1109453,0.9935342,0.0064657927
ERR2849497,0.9935343,0.0064656734
SRR3951165,0.99350566,0.0064943433
ERR2002338,0.9935343,0.0064656734
ERR443103,0.9935341,0.006465912
SRR6414292,0.99353427,0.006465733
ERR499616,0.99353427,0.006465733
ERR1744189,0.99353427,0.006465733
SRR6028332,0.99353385,0.0064661503
ERR2738598,0.9935342,0.0064657927
ERR1760080,0.99353427,0.006465733
ERR500746,0.99353427,0.006465733
SRR5165673,0.99353427,0.006465733
DRR043748,0.99353254,0.0064674616
ERR525838,0.99353427,0.006465733
SRR5699387,0.99353427,0.006465733
SRR6394047,0.99347615,0.0065238476
SRR1949178,0.99353427,0.006465733
SRR346833,0.9935343,0.0064656734
ERR1701210,0.99353427,0.006465733
ERR525826,0.99353415,0.0064658523
SRR6408616,0.9935312,0.006468773
ERR501188,0.99353427,0.006465733
SRR6932130,0.99353427,0.006465733
ERR1297789,0.99353415,0.0064658523
ERR499968,0.99353427,0.006465733
ERR1314252,0.99353427,0.006465733
DRR048277,0.9935174,0.006482601
ERR1383815,0.9935341,0.006465912
SRR2010480,0.9935344,0.006465614
ERR2538360,0.99353427,0.006465733
SRR2658177,0.9935342,0.0064657927
ERR1315013,0.99353427,0.006465733
ERR867359,0.99353087,0.0064691305
SRR3094979,0.99353427,0.006465733
ERR2511315,0.99353427,0.006465733
ERR1382673,0.99353427,0.006465733
SRR6316013,0.9935342,0.0064657927
ERR2739125,0.99353117,0.0064688325
ERR500795,0.99353427,0.006465733
ERR719335,0.99353325,0.0064667463
ERR500418,0.99353427,0.006465733
ERR1385519,0.9935342,0.0064657927
SRR6028486,0.9935341,0.006465912
SRR7454001,0.99353427,0.006465733
SRR6414355,0.99353296,0.0064670444
SRR3361605,0.99353427,0.006465733
ERR2247338,0.99353427,0.006465733
ERR1315554,0.9935342,0.0064657927
ERR1311573,0.99353373,0.0064662695
SRR1743135,0.99353313,0.0064668655
ERR441692,0.9935342,0.0064657927
SRR2086729,0.99353427,0.006465733
DRR018676,0.9935291,0.0064709187
SRR3503380,0.99353427,0.006465733
SRR5467628,0.99353427,0.006465733
ERR1311270,0.99353427,0.006465733
SRR5165924,0.99353427,0.006465733
ERR441233,0.9935343,0.0064656734
SRR6309206,0.9935341,0.006465912
SRR921131,0.9935342,0.0064657927
ERR498544,0.99353427,0.006465733
SRR6931610,0.99353427,0.006465733
DRR043857,0.9935126,0.006487429
ERR1811124,0.99353397,0.006466031
ERR2739323,0.99353427,0.006465733
SRR920910,0.99353427,0.006465733
SRR3501945,0.99353427,0.006465733
ERR1311111,0.99353427,0.006465733
DRR043982,0.9935218,0.0064781904
SRR3094780,0.99353427,0.006465733
SRR1704141,0.99353427,0.006465733
ERR209458,0.9935344,0.006465614
SRR5165862,0.99353415,0.0064658523
ERR1971271,0.9935341,0.006465912
ERR1314585,0.99353427,0.006465733
SRR1618021,0.9935344,0.006465614
ERR500808,0.99353427,0.006465733
SRR6444327,0.993526,0.006474018
SRR505242,0.99353427,0.006465733
SRR3951042,0.9935342,0.0064657927
ERR531638,0.9935339,0.0064660907
SRR7448609,0.99353427,0.006465733
DRR047453,0.9935337,0.006466329
ERR1384708,0.99353427,0.006465733
ERR1314239,0.9935344,0.006465614
SRR1617763,0.9935343,0.0064656734
SRR3361552,0.99353427,0.006465733
ERR867082,0.99353427,0.006465733
ERR532230,0.99353284,0.0064671636
SRR1923870,0.99353427,0.006465733
DRR030519,0.99353385,0.0064661503
SRR6931617,0.99351776,0.0064822435
DRR029256,0.99350166,0.006498337
SRR5983479,0.99353385,0.0064661503
ERR883573,0.99353427,0.006465733
SRR6932122,0.9935336,0.0064663887
ERR2738607,0.9935343,0.0064656734
SRR5155855,0.99353427,0.006465733
DRR048009,0.9935331,0.006466925
SRR921054,0.99353427,0.006465733
SRR7453752,0.99353266,0.0064673424
ERR2739137,0.99353427,0.006465733
ERR1971130,0.99353427,0.006465733
ERR498869,0.99353415,0.0064658523
SRR5467561,0.9935343,0.0064656734
SRR6932248,0.99353415,0.0064658523
SRR3053535,0.9935342,0.0064657927
ERR1309918,0.99353427,0.006465733
ERR1311174,0.99353427,0.006465733
ERR1313912,0.99353427,0.006465733
ERR522633,0.99353427,0.006465733
SRR997072,0.9935342,0.0064657927
ERR1328421,0.99353427,0.006465733
SRR6931289,0.9935342,0.0064657927
ERR1383627,0.993533,0.0064669847
SRR5467543,0.99353427,0.006465733
SRR7453451,0.99353427,0.006465733
SRR6465740,0.9935343,0.0064656734
DRR042862,0.9935336,0.0064663887
ERR209881,0.99353415,0.0064658523
SRR5165891,0.99353427,0.006465733
SRR6411677,0.99353427,0.006465733
SRR2924489,0.9935341,0.006465912
ERR1384398,0.99353427,0.006465733
ERR2511798,0.99353427,0.006465733
ERR1310107,0.99353427,0.006465733
SRR6931964,0.99353427,0.006465733
SRR1617936,0.99353427,0.006465733
SRR5688046,0.99353427,0.006465733
ERR1315418,0.99353313,0.0064668655
ERR499574,0.99353427,0.006465733
SRR1618005,0.99353427,0.006465733
ERR1313893,0.9935292,0.0064707994
SRR6028273,0.9935342,0.0064657927
ERR2739019,0.99353427,0.006465733
ERR883502,0.99353427,0.006465733
SRR7448527,0.99353427,0.006465733
ERR1960816,0.99353427,0.006465733
SRR7453740,0.99353427,0.006465733
DRR024060,0.99353427,0.006465733
ERR2003089,0.99353427,0.006465733
SRR6408684,0.99353427,0.006465733
SRR2658255,0.99353427,0.006465733
SRR2761312,0.9935339,0.0064660907
ERR443149,0.99353427,0.006465733
SRR6451830,0.9935343,0.0064656734
SRR6444455,0.9935342,0.0064657927
ERR1109512,0.99352175,0.00647825
SRR6444165,0.99352705,0.006472945
ERR719507,0.99353385,0.0064661503
SRR996263,0.99353427,0.006465733
SRR5699284,0.99353427,0.006465733
SRR920701,0.99353427,0.006465733
ERR444755,0.99353194,0.0064680576
SRR5165750,0.99353427,0.006465733
SRR2761202,0.9935206,0.0064793825
SRR6931909,0.99353427,0.006465733
SRR935328,0.9935341,0.006465912
SRR5525246,0.99353427,0.006465733
ERR2511728,0.99353427,0.006465733
SRR7448996,0.99353427,0.006465733
ERR719756,0.99353427,0.006465733
SRR7453901,0.99353427,0.006465733
SRR3951009,0.9935273,0.006472707
ERR2011916,0.99353427,0.006465733
SRR6931801,0.99353427,0.006465733
ERR1398258,0.9935336,0.0064663887
SRR8356327,0.99353427,0.006465733
ERR2002239,0.99353427,0.006465733
SRR7449379,0.99353427,0.006465733
ERR1109545,0.99353427,0.006465733
SRR2155019,0.99353427,0.006465733
ERR1383580,0.99353427,0.006465733
ERR719541,0.9935342,0.0064657927
SRR1617792,0.99353427,0.006465733
SRR8356284,0.9935339,0.0064660907
ERR2738850,0.99353427,0.006465733
ERR1383323,0.9935336,0.0064663887
ERR1384539,0.9935343,0.0064656734
SRR505002,0.99350417,0.0064958334
ERR1701216,0.99353427,0.006465733
SRR1948868,0.99353427,0.006465733
ERR1987704,0.9934482,0.006551802
SRR6028603,0.9935342,0.0064657927
ERR531603,0.9935117,0.006488323
ERR1987752,0.99352443,0.006475568
DRR043170,0.9935314,0.006468594
SRR6414213,0.99349314,0.0065068603
ERR209248,0.9935343,0.0064656734
ERR209825,0.99353427,0.006465733
ERR720013,0.9935342,0.0064657927
SRR8356294,0.99353427,0.006465733
SRR6265581,0.99353427,0.006465733
ERR531872,0.99353194,0.0064680576
DRR043733,0.9935341,0.006465912
SRR6309249,0.9935344,0.006465614
SRR3925441,0.99353427,0.006465733
ERR695621,0.99353427,0.006465733
ERR441718,0.99352753,0.0064724684
SRR5688093,0.99353427,0.006465733
SRR1660184,0.99353427,0.006465733
ERR531505,0.99353385,0.0064661503
ERR499838,0.99353427,0.006465733
ERR520698,0.99353427,0.006465733
ERR441301,0.9935173,0.0064827204
ERR444280,0.9935342,0.0064657927
ERR1811297,0.99353236,0.0064676404
ERR2002070,0.99353427,0.006465733
ERR1297683,0.99353427,0.006465733
SRR6028384,0.9935342,0.0064657927
ERR1811166,0.99353427,0.006465733
SRR5165731,0.99353427,0.006465733
DRR050780,0.9935335,0.006466508
SRR1632987,0.99353427,0.006465733
SRR920748,0.99353427,0.006465733
SRR1948814,0.99353427,0.006465733
SRR6444696,0.9935341,0.006465912
DRR043863,0.9935344,0.006465614
SRR505230,0.99352205,0.006477952
SRR3094741,0.9935335,0.006466508
SRR2086885,0.99353427,0.006465733
ERR498854,0.9935335,0.006466508
ERR866719,0.9935342,0.0064657927
ERR209537,0.99353194,0.0064680576
ERR500071,0.99353004,0.006469965
ERR522623,0.99353427,0.006465733
ERR2003274,0.99353427,0.006465733
SRR2010441,0.99353427,0.006465733
ERR520896,0.99353427,0.006465733
SRR5467915,0.9935343,0.0064656734
ERR2011930,0.99353427,0.006465733
ERR531821,0.99353427,0.006465733
ERR1109605,0.99353427,0.006465733
SRR3094814,0.99353415,0.0064658523
ERR522111,0.99353427,0.006465733
ERR450935,0.99353427,0.006465733
DRR047447,0.99352396,0.0064760447
ERR2738565,0.99353427,0.006465733
ERR2042048,0.9935343,0.0064656734
ERR1297788,0.99353427,0.006465733
SRR1618103,0.99353427,0.006465733
SRR7449278,0.99353427,0.006465733
SRR3053304,0.9935342,0.0064657927
SRR3214676,0.99353427,0.006465733
SRR7449477,0.99353427,0.006465733
ERR1384070,0.9935342,0.0064657927
SRR6931270,0.99353427,0.006465733
DRR018746,0.9934993,0.006500721
SRR6931273,0.99353427,0.006465733
ERR1759906,0.99353427,0.006465733
SRR5699148,0.99353427,0.006465733
SRR6932297,0.99353427,0.006465733
ERR2511286,0.99353427,0.006465733
ERR1971260,0.99353427,0.006465733
SRR6931751,0.99353427,0.006465733
SRR5983304,0.9935325,0.006467521
ERR209094,0.99353427,0.006465733
ERR2738931,0.9935342,0.0064657927
SRR5983325,0.99353313,0.0064668655
SRR6412119,0.99353427,0.006465733
ERR560667,0.9935287,0.0064712763
ERR444148,0.9935241,0.0064759254
ERR2286322,0.99353427,0.006465733
SRR5483117,0.99353427,0.006465733
ERR1384052,0.99353427,0.006465733
ERR209358,0.99353427,0.006465733
DRR068300,0.99353373,0.0064662695
ERR1310207,0.99353397,0.006466031
ERR719860,0.9935343,0.0064656734
ERR2511460,0.99353427,0.006465733
DRR060301,0.99353313,0.0064668655
ERR1384294,0.9935342,0.0064657927
SRR6038270,0.99353385,0.0064661503
ERR441839,0.99353427,0.006465733
ERR2511180,0.99353427,0.006465733
SRR3217222,0.99353427,0.006465733
ERR500116,0.99353427,0.006465733
ERR1913103,0.9935342,0.0064657927
SRR6408755,0.99352616,0.0064738393
ERR2511153,0.99353427,0.006465733
SRR7453662,0.99353427,0.006465733
ERR531880,0.9935329,0.006467104
ERR501153,0.99353427,0.006465733
SRR6409263,0.99353427,0.006465733
SRR3419428,0.9935329,0.006467104
SRR996060,0.99353427,0.006465733
SRR5483105,0.99353427,0.006465733
ERR2002218,0.99353427,0.006465733
ERR365972,0.99353427,0.006465733
SRR5983415,0.9935342,0.0064657927
ERR2511744,0.9935344,0.006465614
ERR720207,0.9935342,0.0064657927
SRR6931147,0.9935323,0.0064677
ERR1384072,0.9935341,0.006465912
SRR6028204,0.99353427,0.006465733
SRR3362131,0.99353427,0.006465733
SRR1660216,0.99353427,0.006465733
SRR6264948,0.9935342,0.0064657927
ERR499474,0.99353427,0.006465733
SRR6264362,0.99353397,0.006466031
SRR3361541,0.9935343,0.0064656734
DRR043867,0.993534,0.0064659715
ERR560938,0.99353427,0.006465733
SRR6412048,0.9935326,0.006467402
ERR866553,0.99353427,0.006465733
ERR1310024,0.9935343,0.0064656734
SRR3647808,0.99353427,0.006465733
SRR6038269,0.9935343,0.0064656734
ERR1960770,0.99353427,0.006465733
ERR561656,0.99353254,0.0064674616
ERR1314105,0.9935339,0.0064660907
SRR995648,0.99351674,0.006483257
SRR5688083,0.99353427,0.006465733
SRR1461571,0.9935322,0.006467819
SRR1617729,0.99353427,0.006465733
ERR441413,0.99353415,0.0064658523
ERR1311618,0.99353427,0.006465733
SRR7448584,0.9935344,0.006465614
SRR1617884,0.9935344,0.006465614
SRR1618255,0.99353427,0.006465733
ERR2002167,0.9935342,0.0064657927
SRR7449248,0.99353427,0.006465733
SRR1617741,0.99353427,0.006465733
DRR042774,0.9935336,0.0064663887
SRR1461398,0.9935342,0.0064657927
ERR1384548,0.99353385,0.0064661503
ERR1987700,0.9935279,0.0064721107
ERR451052,0.99353427,0.006465733
ERR531637,0.99353427,0.006465733
ERR2784700,0.99353427,0.006465733
ERR2738600,0.9935342,0.0064657927
ERR1960752,0.99353427,0.006465733
SRR5947844,0.99353373,0.0064662695
SRR2154952,0.9935343,0.0064656734
ERR501137,0.99353427,0.006465733
ERR451202,0.99353427,0.006465733
SRR3037251,0.99353427,0.006465733
SRR6444117,0.99353415,0.0064658523
ERR1383199,0.99353427,0.006465733
ERR1109419,0.99353427,0.006465733
SRR6931267,0.99353427,0.006465733
SRR2761281,0.99353427,0.006465733
SRR7453601,0.99353427,0.006465733
SRR1631531,0.99353427,0.006465733
SRR6408557,0.99353325,0.0064667463
SRR6028319,0.9935342,0.0064657927
ERR1382878,0.99353427,0.006465733
SRR920959,0.99353427,0.006465733
SRR2145464,0.99353427,0.006465733
SRR6264669,0.99353427,0.006465733
ERR1109422,0.99353427,0.006465733
ERR1960723,0.99353427,0.006465733
ERR441583,0.99353427,0.006465733
SRR996492,0.99353254,0.0064674616
ERR1314489,0.99353427,0.006465733
SRR6028377,0.993533,0.0064669847
SRR6409018,0.9935315,0.006468475
ERR1109591,0.99353427,0.006465733
SRR2658322,0.99353427,0.006465733
ERR1971184,0.99353415,0.0064658523
ERR1383777,0.99353427,0.006465733
ERR1383341,0.9935342,0.0064657927
SRR7453651,0.99353427,0.006465733
ERR1314938,0.99353427,0.006465733
ERR209678,0.99353415,0.0064658523
ERR500521,0.99353427,0.006465733
ERR1255789,0.9935341,0.006465912
SRR3095211,0.9935343,0.0064656734
ERR2511011,0.99353427,0.006465733
SRR2981655,0.99353427,0.006465733
ERR720122,0.9935341,0.006465912
ERR2511499,0.99353427,0.006465733
SRR3951185,0.99353427,0.006465733
ERR561364,0.9935274,0.0064725876
SRR387971,0.99353427,0.006465733
SRR2145381,0.99353427,0.006465733
SRR1145358,0.9935137,0.0064862967
SRR6444297,0.99353427,0.006465733
ERR1384186,0.99353427,0.006465733
ERR441105,0.99353385,0.0064661503
SRR7448661,0.9935342,0.0064657927
SRR3419379,0.99353427,0.006465733
SRR5467558,0.9935343,0.0064656734
SRR3503270,0.99353427,0.006465733
SRR6408542,0.99351734,0.006482661
ERR579359,0.99353427,0.006465733
SRR3732534,0.99353063,0.006469369
ERR579424,0.9935344,0.006465614
SRR823342,0.9935123,0.006487727
ERR560582,0.9935336,0.0064663887
ERR2198054,0.9935343,0.0064656734
SRR1630939,0.99353427,0.006465733
ERR1109438,0.99349916,0.00650084
SRR6412056,0.99353427,0.006465733
SRR6054614,0.9935333,0.0064666867
SRR6932125,0.99353427,0.006465733
SRR2657976,0.99353427,0.006465733
ERR443702,0.99353427,0.006465733
