,root:Host-associated,Unknown
SRR6264368,0.99996674,3.325939e-05
ERR883535,0.99996674,3.325939e-05
SRR1950707,0.99996674,3.325939e-05
SRR995750,0.99996674,3.325939e-05
SRR5724718,0.99996674,3.325939e-05
DRR043043,0.99996674,3.325939e-05
ERR501099,0.9999666,3.33786e-05
SRR6444037,0.99996674,3.325939e-05
SRR3053257,0.99996674,3.325939e-05
ERR441063,0.99996674,3.325939e-05
SRR995609,0.99996674,3.325939e-05
SRR1704672,0.99996674,3.325939e-05
SRR6931874,0.99996674,3.325939e-05
ERR1383390,0.99996674,3.325939e-05
ERR531535,0.99996674,3.325939e-05
ERR525829,0.99996674,3.325939e-05
ERR499481,0.9999667,3.3318996e-05
DRR050900,0.99996674,3.325939e-05
ERR444272,0.99996674,3.325939e-05
ERR531451,0.99996674,3.325939e-05
ERR500206,0.99996674,3.325939e-05
ERR2511603,0.99996674,3.325939e-05
SRR6408777,0.99996674,3.325939e-05
SRR3030632,0.99996674,3.325939e-05
ERR2666919,0.99996674,3.325939e-05
SRR1618046,0.99996674,3.325939e-05
ERR883482,0.99996674,3.325939e-05
ERR1311499,0.9999666,3.33786e-05
ERR441418,0.99996674,3.325939e-05
SRR1922945,0.99996674,3.325939e-05
DRR044309,0.99996674,3.325939e-05
SRR408533,0.99996674,3.325939e-05
SRR6028357,0.99996674,3.325939e-05
SRR3095017,0.99996674,3.325939e-05
SRR5165613,0.99996674,3.325939e-05
ERR2511220,0.99996674,3.325939e-05
DRR042834,0.9999667,3.3318996e-05
SRR7449157,0.99996674,3.325939e-05
SRR7704529,0.99996674,3.325939e-05
SRR6931147,0.99996674,3.325939e-05
ERR1811232,0.99996674,3.325939e-05
ERR1314193,0.99996674,3.325939e-05
SRR3030624,0.99996674,3.325939e-05
ERR2511266,0.99996674,3.325939e-05
SRR5196346,0.99996674,3.325939e-05
ERR1297672,0.99996674,3.325939e-05
ERR1313975,0.99996674,3.325939e-05
SRR6414040,0.99996674,3.325939e-05
SRR5468020,0.99996674,3.325939e-05
SRR3951018,0.99996674,3.325939e-05
ERR1310369,0.99996674,3.325939e-05
SRR3094714,0.99996674,3.325939e-05
ERR1725730,0.99996674,3.325939e-05
ERR1310409,0.99996674,3.325939e-05
ERR1314667,0.99996674,3.325939e-05
ERR2738759,0.99996674,3.325939e-05
SRR5687862,0.99996674,3.325939e-05
SRR1632388,0.99996674,3.325939e-05
SRR7453253,0.99996674,3.325939e-05
DRR068157,0.99996674,3.325939e-05
ERR2608887,0.99996674,3.325939e-05
SRR7449270,0.99996674,3.325939e-05
SRR5165853,0.99996674,3.325939e-05
ERR2002376,0.99996674,3.325939e-05
SRR3581191,0.99996674,3.325939e-05
SRR6028577,0.99996674,3.325939e-05
SRR3191073,0.99996674,3.325939e-05
ERR1624707,0.99996674,3.325939e-05
SRR1618135,0.99996674,3.325939e-05
ERR107042,0.99996674,3.325939e-05
SRR3951248,0.99996674,3.325939e-05
SRR994975,0.99996674,3.325939e-05
SRR3094708,0.99996674,3.325939e-05
SRR2143650,0.99996674,3.325939e-05
ERR522497,0.99996674,3.325939e-05
ERR525938,0.99996674,3.325939e-05
SRR3361746,0.99996674,3.325939e-05
DRR044038,0.99996674,3.325939e-05
ERR532251,0.99996674,3.325939e-05
DRR050920,0.99996674,3.325939e-05
SRR3095055,0.99996674,3.325939e-05
SRR6038250,0.99996674,3.325939e-05
ERR2531956,0.99996674,3.325939e-05
SRR6393958,0.99996674,3.325939e-05
SRR6028595,0.99996674,3.325939e-05
SRR7453642,0.99996674,3.325939e-05
SRR2086915,0.99996674,3.325939e-05
ERR451415,0.99996674,3.325939e-05
SRR3053239,0.99996674,3.325939e-05
SRR3647834,0.99996674,3.325939e-05
ERR522508,0.99996674,3.325939e-05
DRR030449,0.99996674,3.325939e-05
SRR6418324,0.99996674,3.325939e-05
ERR2662936,0.99996674,3.325939e-05
SRR1582757,0.99996674,3.325939e-05
ERR1383372,0.99996674,3.325939e-05
ERR1315220,0.9999668,3.3199787e-05
ERR1384194,0.99996674,3.325939e-05
SRR996761,0.99996674,3.325939e-05
SRR8356229,0.99996674,3.325939e-05
SRR6411994,0.99996674,3.325939e-05
SRR1618175,0.99996674,3.325939e-05
ERR2511247,0.99996674,3.325939e-05
SRR1461571,0.99996674,3.325939e-05
SRR6414028,0.99996674,3.325939e-05
SRR1631270,0.99996674,3.325939e-05
ERR500469,0.99996674,3.325939e-05
DRR044042,0.99996674,3.325939e-05
SRR1617880,0.99996674,3.325939e-05
SRR6932249,0.99996674,3.325939e-05
ERR1383933,0.99996674,3.325939e-05
SRR6931965,0.99996674,3.325939e-05
ERR866584,0.99996674,3.325939e-05
ERR579579,0.99996674,3.325939e-05
SRR6757684,0.99996674,3.325939e-05
ERR106991,0.99996674,3.325939e-05
SRR5699349,0.99996674,3.325939e-05
ERR1385103,0.99996674,3.325939e-05
SRR5699506,0.99996674,3.325939e-05
ERR719306,0.99996674,3.325939e-05
ERR1311477,0.99996674,3.325939e-05
ERR368878,0.99996674,3.325939e-05
ERR522568,0.99996674,3.325939e-05
ERR441352,0.99996674,3.325939e-05
ERR441052,0.99996674,3.325939e-05
ERR1315503,0.99996674,3.325939e-05
ERR1385121,0.99996674,3.325939e-05
ERR1383789,0.99996674,3.325939e-05
SRR6444217,0.99996674,3.325939e-05
SRR2086759,0.99996674,3.325939e-05
ERR1960689,0.99996674,3.325939e-05
ERR441931,0.99996674,3.325939e-05
ERR499969,0.99996674,3.325939e-05
SRR5155760,0.99996674,3.325939e-05
ERR981214,0.99996674,3.325939e-05
SRR1949350,0.99996674,3.325939e-05
ERR2095564,0.99996674,3.325939e-05
ERR1297753,0.99996674,3.325939e-05
ERR1624693,0.99996674,3.325939e-05
ERR500614,0.99996674,3.325939e-05
ERR500719,0.99996674,3.325939e-05
DRR044209,0.99996674,3.325939e-05
SRR6028576,0.99996674,3.325939e-05
ERR499067,0.99996674,3.325939e-05
SRR5983302,0.99996674,3.325939e-05
SRR2658234,0.99996674,3.325939e-05
ERR719198,0.99996674,3.325939e-05
ERR1971251,0.99996674,3.325939e-05
ERR561592,0.99996674,3.325939e-05
SRR6411510,0.99996674,3.325939e-05
DRR047813,0.99996674,3.325939e-05
SRR6038463,0.99996674,3.325939e-05
ERR531837,0.99996674,3.325939e-05
ERR2261897,0.99996674,3.325939e-05
ERR442989,0.99996674,3.325939e-05
ERR531987,0.99996674,3.325939e-05
SRR6451798,0.99996674,3.325939e-05
SRR6054576,0.99996674,3.325939e-05
ERR500921,0.99996674,3.325939e-05
SRR3951039,0.99996674,3.325939e-05
SRR5178075,0.99996674,3.325939e-05
SRR6309227,0.99996674,3.325939e-05
ERR520874,0.99996674,3.325939e-05
ERR441416,0.99996674,3.325939e-05
SRR3951250,0.99996674,3.325939e-05
ERR1529622,0.99996674,3.325939e-05
ERR209702,0.99996674,3.325939e-05
SRR919929,0.99996674,3.325939e-05
ERR2538371,0.99996674,3.325939e-05
ERR1111272,0.99996674,3.325939e-05
SRR1660206,0.99996674,3.325939e-05
SRR7449130,0.99996674,3.325939e-05
SRR8356339,0.9999668,3.3199787e-05
ERR2739094,0.99996674,3.325939e-05
SRR3094857,0.99996674,3.325939e-05
DRR042943,0.99996674,3.325939e-05
SRR2924531,0.99996674,3.325939e-05
SRR2761305,0.99996674,3.325939e-05
ERR2730236,0.99996674,3.325939e-05
ERR1311479,0.9999668,3.3199787e-05
SRR3094735,0.99996674,3.325939e-05
DRR047345,0.99996674,3.325939e-05
ERR442026,0.99996674,3.325939e-05
DRR041959,0.99996674,3.325939e-05
ERR443937,0.99996674,3.325939e-05
ERR1314212,0.99996674,3.325939e-05
ERR579633,0.99996674,3.325939e-05
ERR498452,0.99996674,3.325939e-05
SRR6418288,0.99996674,3.325939e-05
SRR6409020,0.99996674,3.325939e-05
SRR994698,0.99996674,3.325939e-05
SRR5467576,0.99996674,3.325939e-05
SRR996607,0.99996674,3.325939e-05
SRR6028211,0.99996674,3.325939e-05
ERR719201,0.99996674,3.325939e-05
ERR2249129,0.99996674,3.325939e-05
ERR1885247,0.99996674,3.325939e-05
ERR1971252,0.99996674,3.325939e-05
SRR8356394,0.9999667,3.3318996e-05
SRR1631537,0.99996674,3.325939e-05
DRR042028,0.99996674,3.325939e-05
ERR209691,0.99996674,3.325939e-05
ERR450750,0.99996674,3.325939e-05
SRR5699508,0.99996674,3.325939e-05
SRR2086932,0.99996674,3.325939e-05
SRR504976,0.99996674,3.325939e-05
SRR6413990,0.99996674,3.325939e-05
ERR2738891,0.99996674,3.325939e-05
SRR6028643,0.99996674,3.325939e-05
ERR1315099,0.99996674,3.325939e-05
ERR441726,0.99996674,3.325939e-05
ERR531930,0.99996674,3.325939e-05
ERR867056,0.99996674,3.325939e-05
ERR1384432,0.99996674,3.325939e-05
SRR6239878,0.99996674,3.325939e-05
ERR1109588,0.99996674,3.325939e-05
ERR1315432,0.99996674,3.325939e-05
ERR866595,0.99996674,3.325939e-05
ERR1384055,0.99996674,3.325939e-05
SRR997037,0.99996674,3.325939e-05
SRR1704591,0.99996674,3.325939e-05
DRR030561,0.99996674,3.325939e-05
SRR2046596,0.99996674,3.325939e-05
ERR106987,0.99996674,3.325939e-05
SRR6931584,0.99996674,3.325939e-05
SRR1949197,0.99996674,3.325939e-05
SRR6411793,0.99996674,3.325939e-05
ERR719241,0.99996674,3.325939e-05
SRR3095129,0.99996674,3.325939e-05
ERR719000,0.99996674,3.325939e-05
ERR522683,0.99996674,3.325939e-05
ERR498597,0.99996674,3.325939e-05
ERR522476,0.99996674,3.325939e-05
DRR024131,0.99996674,3.325939e-05
ERR1315362,0.99996674,3.325939e-05
SRR7453629,0.9999668,3.3199787e-05
ERR441746,0.99996674,3.325939e-05
SRR3951197,0.99996674,3.325939e-05
ERR2538518,0.99996674,3.325939e-05
SRR5869513,0.99996674,3.325939e-05
SRR919867,0.99996674,3.325939e-05
SRR6413877,0.99996674,3.325939e-05
SRR920600,0.99996674,3.325939e-05
ERR1309848,0.99996674,3.325939e-05
ERR883548,0.99996674,3.325939e-05
SRR6932077,0.99996674,3.325939e-05
SRR5165777,0.99996674,3.325939e-05
SRR1704209,0.99996674,3.325939e-05
DRR043077,0.99996674,3.325939e-05
ERR520845,0.99996674,3.325939e-05
SRR2154963,0.99996674,3.325939e-05
ERR525739,0.99996674,3.325939e-05
SRR5165659,0.99996674,3.325939e-05
SRR2154919,0.99996674,3.325939e-05
DRR044271,0.99996674,3.325939e-05
ERR2538514,0.99996674,3.325939e-05
ERR500905,0.99996674,3.325939e-05
ERR209223,0.99996674,3.325939e-05
SRR7453399,0.99996674,3.325939e-05
SRR6866463,0.9999668,3.3199787e-05
ERR2738991,0.99996674,3.325939e-05
ERR2739063,0.99996674,3.325939e-05
ERR498646,0.99996674,3.325939e-05
ERR2511866,0.99996674,3.325939e-05
ERR1382654,0.99996674,3.325939e-05
ERR579510,0.9999668,3.3199787e-05
SRR505235,0.99996674,3.325939e-05
ERR1111238,0.99996674,3.325939e-05
ERR444170,0.99996674,3.325939e-05
ERR2003298,0.99996674,3.325939e-05
SRR3362119,0.99996674,3.325939e-05
SRR1660142,0.99996674,3.325939e-05
ERR107147,0.9999667,3.3318996e-05
ERR2784730,0.99996674,3.325939e-05
SRR6444634,0.99996674,3.325939e-05
SRR1618049,0.99996674,3.325939e-05
ERR1811233,0.99996674,3.325939e-05
ERR2510994,0.99996674,3.325939e-05
ERR1309775,0.9999668,3.3199787e-05
SRR7448822,0.99996674,3.325939e-05
SRR3053325,0.99996674,3.325939e-05
SRR7448759,0.99996674,3.325939e-05
ERR107046,0.99996674,3.325939e-05
ERR532188,0.9999666,3.33786e-05
SRR7449258,0.99996674,3.325939e-05
DRR047550,0.99996674,3.325939e-05
SRR5869558,0.99996674,3.325939e-05
ERR525858,0.99996674,3.325939e-05
ERR1311554,0.99996674,3.325939e-05
SRR5467564,0.99996674,3.325939e-05
SRR6028571,0.99996674,3.325939e-05
SRR6239889,0.99996674,3.325939e-05
SRR2761047,0.99996674,3.325939e-05
SRR6411800,0.99996674,3.325939e-05
SRR6265040,0.99996674,3.325939e-05
ERR1385242,0.99996674,3.325939e-05
ERR719771,0.99996674,3.325939e-05
ERR139157,0.99996674,3.325939e-05
SRR1715651,0.99996674,3.325939e-05
DRR029149,0.9999668,3.3199787e-05
SRR6411577,0.99996674,3.325939e-05
SRR3030629,0.99996674,3.325939e-05
DRR024064,0.99996674,3.325939e-05
ERR1109591,0.99996674,3.325939e-05
SRR7453710,0.99996674,3.325939e-05
DRR043701,0.99996674,3.325939e-05
SRR6931589,0.99996674,3.325939e-05
ERR441718,0.99996674,3.325939e-05
SRR6408965,0.99996674,3.325939e-05
ERR983869,0.99996674,3.325939e-05
SRR3951186,0.99996674,3.325939e-05
ERR2511673,0.99996674,3.325939e-05
ERR1759888,0.99996674,3.325939e-05
SRR996020,0.99996674,3.325939e-05
ERR719787,0.99996674,3.325939e-05
SRR6408796,0.99996674,3.325939e-05
SRR6264305,0.99996674,3.325939e-05
SRR1618003,0.99996674,3.325939e-05
SRR1145286,0.99996674,3.325939e-05
SRR7454100,0.99996674,3.325939e-05
SRR5165727,0.99996674,3.325939e-05
ERR499475,0.9999666,3.33786e-05
SRR6264056,0.99996674,3.325939e-05
ERR2249149,0.99996674,3.325939e-05
ERR1385239,0.99996674,3.325939e-05
ERR1382521,0.99996674,3.325939e-05
SRR6264164,0.99996674,3.325939e-05
SRR6265647,0.99996674,3.325939e-05
SRR6264623,0.99996674,3.325939e-05
SRR1715598,0.99996674,3.325939e-05
ERR1398141,0.99996674,3.325939e-05
SRR5196259,0.99996674,3.325939e-05
SRR2658695,0.99996674,3.325939e-05
ERR521415,0.99996674,3.325939e-05
DRR044351,0.99996674,3.325939e-05
ERR500609,0.99996674,3.325939e-05
SRR1922547,0.99996674,3.325939e-05
SRR6299053,0.99996674,3.325939e-05
SRR6412083,0.99996674,3.325939e-05
ERR441292,0.99996674,3.325939e-05
SRR994936,0.99996674,3.325939e-05
ERR441917,0.99996674,3.325939e-05
SRR6265638,0.9999666,3.33786e-05
SRR1461398,0.9999668,3.3199787e-05
ERR1624623,0.99996674,3.325939e-05
ERR720176,0.9999668,3.3199787e-05
SRR5165624,0.99996674,3.325939e-05
SRR6932312,0.99996674,3.325939e-05
DRR048045,0.99996674,3.325939e-05
ERR444249,0.99996674,3.325939e-05
ERR1384544,0.99996674,3.325939e-05
SRR1617862,0.99996674,3.325939e-05
ERR2014712,0.99996674,3.325939e-05
ERR1313600,0.99996674,3.325939e-05
ERR579503,0.99996674,3.325939e-05
SRR3191010,0.99996674,3.325939e-05
SRR3503327,0.99996674,3.325939e-05
SRR1618006,0.99996674,3.325939e-05
ERR1315573,0.99996674,3.325939e-05
ERR1383154,0.99996674,3.325939e-05
SRR995163,0.99996674,3.325939e-05
SRR6931240,0.99996674,3.325939e-05
ERR520719,0.99996674,3.325939e-05
ERR2739052,0.99996674,3.325939e-05
SRR6367239,0.99996674,3.325939e-05
ERR525874,0.9999666,3.33786e-05
SRR1631439,0.99996674,3.325939e-05
SRR1461697,0.99996674,3.325939e-05
ERR2730273,0.99996674,3.325939e-05
SRR3053511,0.99996674,3.325939e-05
SRR6931264,0.99996674,3.325939e-05
ERR560733,0.99996674,3.325939e-05
SRR6265508,0.99996674,3.325939e-05
ERR522594,0.99996674,3.325939e-05
SRR4302879,0.99996674,3.325939e-05
SRR6932035,0.99996674,3.325939e-05
SRR997078,0.99996674,3.325939e-05
ERR1383065,0.99996674,3.325939e-05
ERR525796,0.99996674,3.325939e-05
SRR6394206,0.99996674,3.325939e-05
ERR1315612,0.99996674,3.325939e-05
SRR996898,0.99996674,3.325939e-05
SRR994885,0.99996674,3.325939e-05
ERR531637,0.99996674,3.325939e-05
SRR2155004,0.99996674,3.325939e-05
SRR504973,0.99996674,3.325939e-05
ERR2511026,0.99996674,3.325939e-05
ERR579482,0.99996674,3.325939e-05
SRR3732518,0.99996674,3.325939e-05
SRR6411531,0.99996674,3.325939e-05
ERR444609,0.99996674,3.325939e-05
SRR6931647,0.99996674,3.325939e-05
SRR5637618,0.99996674,3.325939e-05
ERR2011884,0.99996674,3.325939e-05
ERR2739308,0.9999666,3.33786e-05
ERR866728,0.99996674,3.325939e-05
ERR866586,0.99996674,3.325939e-05
ERR499989,0.99996674,3.325939e-05
SRR5983437,0.99996674,3.325939e-05
ERR2738635,0.9999666,3.33786e-05
SRR2658779,0.99996674,3.325939e-05
ERR2739361,0.99996674,3.325939e-05
ERR719505,0.99996674,3.325939e-05
ERR1314290,0.99996674,3.325939e-05
SRR3037294,0.99996674,3.325939e-05
ERR1383581,0.99996674,3.325939e-05
SRR6414396,0.9999668,3.3199787e-05
SRR1461582,0.99996674,3.325939e-05
SRR919593,0.99996674,3.325939e-05
SRR1631113,0.99996674,3.325939e-05
ERR1109627,0.99996674,3.325939e-05
ERR209714,0.99996674,3.325939e-05
ERR1529681,0.99996674,3.325939e-05
ERR444267,0.99996674,3.325939e-05
ERR719332,0.99996674,3.325939e-05
ERR2624778,0.99996674,3.325939e-05
ERR498610,0.99996674,3.325939e-05
ERR2511619,0.99996674,3.325939e-05
ERR1960819,0.99996674,3.325939e-05
SRR2143936,0.99996674,3.325939e-05
ERR579504,0.99996674,3.325939e-05
SRR6408973,0.99996674,3.325939e-05
SRR505148,0.99996674,3.325939e-05
SRR6054577,0.99996674,3.325939e-05
ERR1385140,0.99996674,3.325939e-05
SRR5196283,0.99996674,3.325939e-05
SRR3201942,0.99996674,3.325939e-05
DRR048024,0.99996674,3.325939e-05
ERR983837,0.99996674,3.325939e-05
SRR6412067,0.99996674,3.325939e-05
SRR3201924,0.99996674,3.325939e-05
ERR532167,0.99996674,3.325939e-05
SRR6931571,0.99996674,3.325939e-05
SRR920660,0.99996674,3.325939e-05
SRR3400385,0.9999666,3.33786e-05
SRR6931664,0.99996674,3.325939e-05
ERR1383141,0.99996674,3.325939e-05
SRR919885,0.99996674,3.325939e-05
ERR867028,0.99996674,3.325939e-05
SRR6394231,0.99996674,3.325939e-05
ERR579594,0.99996674,3.325939e-05
ERR522499,0.99996674,3.325939e-05
SRR7636327,0.99996674,3.325939e-05
ERR579669,0.99996674,3.325939e-05
ERR866619,0.99996674,3.325939e-05
SRR7453653,0.99996674,3.325939e-05
SRR6866685,0.99996674,3.325939e-05
ERR1384386,0.99996674,3.325939e-05
SRR2924520,0.99996674,3.325939e-05
ERR520700,0.99996674,3.325939e-05
SRR1923859,0.99996674,3.325939e-05
DRR042804,0.99996674,3.325939e-05
ERR1811167,0.99996674,3.325939e-05
ERR443203,0.99996674,3.325939e-05
DRR047924,0.99996674,3.325939e-05
ERR2531948,0.99996674,3.325939e-05
ERR1960686,0.99996674,3.325939e-05
ERR498625,0.99996674,3.325939e-05
ERR2511526,0.99996674,3.325939e-05
SRR3647786,0.99996674,3.325939e-05
SRR1949162,0.99996674,3.325939e-05
ERR1383332,0.99996674,3.325939e-05
SRR3647840,0.9999668,3.3199787e-05
SRR1618076,0.99996674,3.325939e-05
DRR068317,0.99996674,3.325939e-05
ERR866507,0.99996674,3.325939e-05
SRR6028377,0.99996674,3.325939e-05
ERR1811200,0.99996674,3.325939e-05
SRR5870003,0.99996674,3.325939e-05
ERR1313344,0.99996674,3.325939e-05
ERR1297751,0.99996674,3.325939e-05
SRR7453335,0.99996674,3.325939e-05
ERR531562,0.99996674,3.325939e-05
SRR5831887,0.99996674,3.325939e-05
ERR2538511,0.99996674,3.325939e-05
SRR3419390,0.99996674,3.325939e-05
SRR920603,0.99996674,3.325939e-05
SRR1632790,0.99996674,3.325939e-05
ERR983880,0.99996674,3.325939e-05
ERR1971250,0.99996674,3.325939e-05
ERR1382297,0.99996674,3.325939e-05
SRR6038348,0.99996674,3.325939e-05
ERR2738660,0.99996674,3.325939e-05
ERR579863,0.99996674,3.325939e-05
SRR5165974,0.99996674,3.325939e-05
SRR1631389,0.99996674,3.325939e-05
SRR2005673,0.99996674,3.325939e-05
ERR1811268,0.99996674,3.325939e-05
SRR6394156,0.99996674,3.325939e-05
SRR6393967,0.99996674,3.325939e-05
ERR1987748,0.99996674,3.325939e-05
SRR6931332,0.99996674,3.325939e-05
SRR7449419,0.99996674,3.325939e-05
SRR3094969,0.9999666,3.33786e-05
ERR499176,0.99996674,3.325939e-05
SRR2981526,0.99996674,3.325939e-05
SRR1704498,0.99996674,3.325939e-05
SRR1948872,0.99996674,3.325939e-05
SRR3030558,0.99996674,3.325939e-05
SRR3419456,0.99996674,3.325939e-05
ERR522502,0.99996674,3.325939e-05
DRR044241,0.99996674,3.325939e-05
SRR6038323,0.99996674,3.325939e-05
ERR1385198,0.99996674,3.325939e-05
ERR560582,0.99996674,3.325939e-05
SRR2010509,0.99996674,3.325939e-05
SRR6414267,0.99996674,3.325939e-05
ERR1398162,0.99996674,3.325939e-05
ERR2738787,0.9999668,3.3199787e-05
SRR1924028,0.99996674,3.325939e-05
ERR1529666,0.99996674,3.325939e-05
ERR2739367,0.99996674,3.325939e-05
ERR1313922,0.99996674,3.325939e-05
SRR6038450,0.99996674,3.325939e-05
SRR1948838,0.99996674,3.325939e-05
SRR3094712,0.99996674,3.325939e-05
ERR866569,0.99996674,3.325939e-05
ERR1310861,0.99996674,3.325939e-05
ERR719402,0.99996674,3.325939e-05
SRR2046639,0.99996674,3.325939e-05
SRR7453964,0.99996674,3.325939e-05
SRR6411580,0.99996674,3.325939e-05
SRR3030577,0.99996674,3.325939e-05
SRR3933909,0.99996674,3.325939e-05
ERR532093,0.9999668,3.3199787e-05
ERR498807,0.99996674,3.325939e-05
ERR3005955,0.99996674,3.325939e-05
ERR1109629,0.99996674,3.325939e-05
ERR1971136,0.99996674,3.325939e-05
SRR6931460,0.99996674,3.325939e-05
ERR522525,0.9999668,3.3199787e-05
SRR7453997,0.99996674,3.325939e-05
ERR1383994,0.99996674,3.325939e-05
SRR3361534,0.99996674,3.325939e-05
SRR5983412,0.99996674,3.325939e-05
ERR1310950,0.99996674,3.325939e-05
ERR1384527,0.99996674,3.325939e-05
SRR7449404,0.99996674,3.325939e-05
ERR441209,0.99996674,3.325939e-05
SRR5942125,0.99996674,3.325939e-05
ERR1311056,0.99996674,3.325939e-05
SRR1617936,0.99996674,3.325939e-05
SRR5196311,0.99996674,3.325939e-05
ERR2511181,0.99996674,3.325939e-05
SRR7448750,0.99996674,3.325939e-05
ERR1384068,0.99996674,3.325939e-05
SRR6054480,0.99996674,3.325939e-05
ERR2738676,0.99996674,3.325939e-05
ERR209454,0.99996674,3.325939e-05
ERR2042065,0.99996674,3.325939e-05
SRR3732529,0.99996674,3.325939e-05
ERR1310752,0.99996674,3.325939e-05
ERR1314009,0.9999659,3.4093857e-05
ERR532106,0.9999666,3.33786e-05
SRR6408611,0.99996674,3.325939e-05
SRR2145565,0.99996674,3.325939e-05
ERR2198680,0.99996674,3.325939e-05
DRR044102,0.99996674,3.325939e-05
SRR6408654,0.99996674,3.325939e-05
DRR029168,0.99996674,3.325939e-05
ERR441839,0.99996674,3.325939e-05
ERR499889,0.99996674,3.325939e-05
ERR525921,0.99996674,3.325939e-05
DRR050891,0.99996674,3.325939e-05
ERR209334,0.99996674,3.325939e-05
SRR5155804,0.99996674,3.325939e-05
SRR1617705,0.99996674,3.325939e-05
