,root:Host-associated:Human,Unknown
SRR3095096,0.9945489,0.005451083
ERR139249,0.9945491,0.0054509044
ERR1315185,0.9945491,0.0054509044
SRR6264874,0.9945491,0.0054509044
ERR209442,0.9945491,0.0054509044
SRR1822432,0.9945491,0.0054509044
SRR2154913,0.9945491,0.0054509044
ERR368873,0.9945223,0.0054777265
ERR441131,0.99454916,0.0054508448
SRR7448916,0.9945491,0.0054509044
ERR441461,0.99454904,0.005450964
ERR441900,0.99454916,0.0054508448
ERR2511407,0.9945491,0.0054509044
SRR3647832,0.9945491,0.0054509044
ERR883566,0.99454904,0.005450964
ERR1310770,0.9945491,0.0054509044
SRR7453321,0.9945438,0.005456209
ERR522532,0.9945491,0.0054509044
SRR6264576,0.99454814,0.005451858
SRR5467753,0.9945283,0.0054717064
SRR6408904,0.99454564,0.0054543614
ERR866515,0.9945077,0.0054923296
SRR6444204,0.9945488,0.0054512024
DRR042799,0.99454856,0.005451441
ERR1760137,0.9945491,0.0054509044
ERR1384238,0.9945491,0.0054509044
SRR1461690,0.9945491,0.0054509044
ERR499786,0.99454904,0.005450964
SRR996263,0.9945491,0.0054509044
DRR041937,0.9945132,0.0054867864
SRR6408795,0.99454904,0.005450964
SRR5467932,0.99454904,0.005450964
ERR500190,0.9945491,0.0054509044
SRR3465624,0.9945491,0.0054509044
SRR5165622,0.9945491,0.0054509044
SRR3362269,0.9945491,0.0054509044
SRR6444860,0.9945491,0.0054509044
ERR498485,0.99454916,0.0054508448
ERR1398101,0.9945489,0.005451083
ERR2511357,0.9945491,0.0054509044
SRR6309260,0.9945092,0.00549078
SRR5189398,0.9945491,0.0054509044
ERR139431,0.9945491,0.0054509044
ERR1109466,0.9945491,0.0054509044
DRR060272,0.9945483,0.005451679
SRR346832,0.9945491,0.0054509044
SRR1631040,0.9945491,0.0054509044
ERR494417,0.99454904,0.005450964
SRR6264368,0.9945491,0.0054509044
ERR883535,0.9945491,0.0054509044
SRR1950707,0.9945491,0.0054509044
SRR995750,0.9945491,0.0054509044
SRR5724718,0.9945491,0.0054509044
DRR043043,0.9945414,0.0054585934
ERR501099,0.9945491,0.0054509044
SRR6444037,0.9945491,0.0054509044
SRR3053257,0.9945491,0.0054509044
ERR441063,0.99454904,0.005450964
SRR995609,0.9945491,0.0054509044
SRR1704672,0.9945491,0.0054509044
SRR6931874,0.9945491,0.0054509044
ERR1383390,0.99454904,0.005450964
ERR531535,0.9944513,0.0055487156
ERR525829,0.9945491,0.0054509044
ERR499481,0.9945483,0.005451679
DRR050900,0.9945172,0.005482793
ERR444272,0.9945491,0.0054509044
ERR531451,0.9945491,0.0054509044
ERR500206,0.9945491,0.0054509044
ERR2511603,0.9945491,0.0054509044
SRR6408777,0.9945197,0.0054802895
SRR3030632,0.9945491,0.0054509044
ERR2666919,0.9945491,0.0054509044
SRR1618046,0.9945491,0.0054509044
ERR883482,0.9945491,0.0054509044
ERR1311499,0.994549,0.0054510236
ERR441418,0.9945491,0.0054509044
SRR1922945,0.99454916,0.0054508448
DRR044309,0.9945491,0.0054509044
SRR408533,0.9945491,0.0054509044
SRR6028357,0.9945491,0.0054509044
SRR3095017,0.99454916,0.0054508448
SRR5165613,0.9945491,0.0054509044
ERR2511220,0.9945491,0.0054509044
DRR042834,0.9945488,0.0054512024
SRR7449157,0.9945491,0.0054509044
SRR7704529,0.9945491,0.0054509044
SRR6931147,0.9945491,0.0054509044
ERR1811232,0.9945491,0.0054509044
ERR1314193,0.9945491,0.0054509044
SRR3030624,0.9945491,0.0054509044
ERR2511266,0.9945491,0.0054509044
SRR5196346,0.9945183,0.00548172
ERR1297672,0.9945491,0.0054509044
ERR1313975,0.9945491,0.0054509044
SRR6414040,0.9945491,0.0054509044
SRR5468020,0.99454904,0.005450964
SRR3951018,0.9944575,0.0055425167
ERR1310369,0.9945483,0.005451679
SRR3094714,0.9945491,0.0054509044
ERR1725730,0.9945491,0.0054509044
ERR1310409,0.9945491,0.0054509044
ERR1314667,0.9945491,0.0054509044
ERR2738759,0.99454916,0.0054508448
SRR5687862,0.9945491,0.0054509044
SRR1632388,0.9945491,0.0054509044
SRR7453253,0.9945491,0.0054509044
DRR068157,0.9945487,0.0054513216
ERR2608887,0.9945491,0.0054509044
SRR7449270,0.99454904,0.005450964
SRR5165853,0.9945491,0.0054509044
ERR2002376,0.9945491,0.0054509044
SRR3581191,0.9945491,0.0054509044
SRR6028577,0.9945491,0.0054509044
SRR3191073,0.9945491,0.0054509044
ERR1624707,0.9945491,0.0054509044
SRR1618135,0.9945491,0.0054509044
ERR107042,0.99454296,0.0054570436
SRR3951248,0.9945491,0.0054509044
SRR994975,0.9945491,0.0054509044
SRR3094708,0.9945491,0.0054509044
SRR2143650,0.9945491,0.0054509044
ERR522497,0.9945491,0.0054509044
ERR525938,0.9945491,0.0054509044
SRR3361746,0.9945491,0.0054509044
DRR044038,0.99454874,0.005451262
ERR532251,0.9945484,0.0054516196
DRR050920,0.99454904,0.005450964
SRR3095055,0.99454916,0.0054508448
SRR6038250,0.9945489,0.005451083
ERR2531956,0.99428236,0.005717635
SRR6393958,0.9945491,0.0054509044
SRR6028595,0.9945491,0.0054509044
SRR7453642,0.9945491,0.0054509044
SRR2086915,0.9945491,0.0054509044
ERR451415,0.9945491,0.0054509044
SRR3053239,0.9945491,0.0054509044
SRR3647834,0.9945491,0.0054509044
ERR522508,0.9945491,0.0054509044
DRR030449,0.99454916,0.0054508448
SRR6418324,0.9945491,0.0054509044
ERR2662936,0.9945491,0.0054509044
SRR1582757,0.994516,0.005483985
ERR1383372,0.9945491,0.0054509044
ERR1315220,0.99454904,0.005450964
ERR1384194,0.9945491,0.0054509044
SRR996761,0.9945491,0.0054509044
SRR8356229,0.99454904,0.005450964
SRR6411994,0.9945491,0.0054509044
SRR1618175,0.9945491,0.0054509044
ERR2511247,0.9945491,0.0054509044
SRR1461571,0.99454826,0.005451739
SRR6414028,0.9945443,0.0054556727
SRR1631270,0.9945491,0.0054509044
ERR500469,0.9945491,0.0054509044
DRR044042,0.99454904,0.005450964
SRR1617880,0.9945491,0.0054509044
SRR6932249,0.9945491,0.0054509044
ERR1383933,0.9945491,0.0054509044
SRR6931965,0.9945491,0.0054509044
ERR866584,0.9945491,0.0054509044
ERR579579,0.9945491,0.0054509044
SRR6757684,0.9945491,0.0054509044
ERR106991,0.99454814,0.005451858
SRR5699349,0.9945491,0.0054509044
ERR1385103,0.99454904,0.005450964
SRR5699506,0.9945491,0.0054509044
ERR719306,0.99454904,0.005450964
ERR1311477,0.9945491,0.0054509044
ERR368878,0.994547,0.0054529905
ERR522568,0.9945491,0.0054509044
ERR441352,0.99454904,0.005450964
ERR441052,0.9945491,0.0054509044
ERR1315503,0.9945491,0.0054509044
ERR1385121,0.9945491,0.0054509044
ERR1383789,0.9945491,0.0054509044
SRR6444217,0.99454904,0.005450964
SRR2086759,0.99454916,0.0054508448
ERR1960689,0.9945491,0.0054509044
ERR441931,0.99454904,0.005450964
ERR499969,0.9945491,0.0054509044
SRR5155760,0.9945491,0.0054509044
ERR981214,0.9945491,0.0054509044
SRR1949350,0.9945491,0.0054509044
ERR2095564,0.99454916,0.0054508448
ERR1297753,0.9945491,0.0054509044
ERR1624693,0.9945491,0.0054509044
ERR500614,0.9945491,0.0054509044
ERR500719,0.9945491,0.0054509044
DRR044209,0.9945489,0.005451083
SRR6028576,0.99454904,0.005450964
ERR499067,0.9945491,0.0054509044
SRR5983302,0.99454904,0.005450964
SRR2658234,0.9945491,0.0054509044
ERR719198,0.99454904,0.005450964
ERR1971251,0.9945491,0.0054509044
ERR561592,0.9945491,0.0054509044
SRR6411510,0.9945491,0.0054509044
DRR047813,0.99453795,0.0054620504
SRR6038463,0.9945491,0.0054509044
ERR531837,0.9945491,0.0054509044
ERR2261897,0.99454904,0.005450964
ERR442989,0.9945491,0.0054509044
ERR531987,0.9945426,0.0054574013
SRR6451798,0.9945491,0.0054509044
SRR6054576,0.9945491,0.0054509044
ERR500921,0.9945489,0.005451083
SRR3951039,0.99454904,0.005450964
SRR5178075,0.9945491,0.0054509044
SRR6309227,0.9945491,0.0054509044
ERR520874,0.9945491,0.0054509044
ERR441416,0.99454916,0.0054508448
SRR3951250,0.9945456,0.005454421
ERR1529622,0.9945491,0.0054509044
ERR209702,0.9945491,0.0054509044
SRR919929,0.9945491,0.0054509044
ERR2538371,0.9945487,0.0054513216
ERR1111272,0.9945491,0.0054509044
SRR1660206,0.9945491,0.0054509044
SRR7449130,0.9945491,0.0054509044
SRR8356339,0.9945491,0.0054509044
ERR2739094,0.9945491,0.0054509044
SRR3094857,0.9945491,0.0054509044
DRR042943,0.99454904,0.005450964
SRR2924531,0.9945491,0.0054509044
SRR2761305,0.99454904,0.005450964
ERR2730236,0.9945491,0.0054509044
ERR1311479,0.9945491,0.0054509044
SRR3094735,0.9945491,0.0054509044
DRR047345,0.994549,0.0054510236
ERR442026,0.99454916,0.0054508448
DRR041959,0.9945491,0.0054509044
ERR443937,0.994549,0.0054510236
ERR1314212,0.9945491,0.0054509044
ERR579633,0.9945491,0.0054509044
ERR498452,0.9945491,0.0054509044
SRR6418288,0.9944849,0.0055150986
SRR6409020,0.9945489,0.005451083
SRR994698,0.9945491,0.0054509044
SRR5467576,0.9945488,0.0054512024
SRR996607,0.99454904,0.005450964
SRR6028211,0.9945491,0.0054509044
ERR719201,0.9945489,0.005451083
ERR2249129,0.9945491,0.0054509044
ERR1885247,0.9945491,0.0054509044
ERR1971252,0.9945491,0.0054509044
SRR8356394,0.99454445,0.0054555535
SRR1631537,0.9945491,0.0054509044
DRR042028,0.9945326,0.005467415
ERR209691,0.9945487,0.0054513216
ERR450750,0.9945491,0.0054509044
SRR5699508,0.9945491,0.0054509044
SRR2086932,0.9945491,0.0054509044
SRR504976,0.9945489,0.005451083
SRR6413990,0.9945491,0.0054509044
ERR2738891,0.99454904,0.005450964
SRR6028643,0.9945491,0.0054509044
ERR1315099,0.9945491,0.0054509044
ERR441726,0.99454904,0.005450964
ERR531930,0.9945491,0.0054509044
ERR867056,0.9945488,0.0054512024
ERR1384432,0.9945491,0.0054509044
SRR6239878,0.9945491,0.0054509044
ERR1109588,0.9945482,0.0054517984
ERR1315432,0.9945491,0.0054509044
ERR866595,0.9945489,0.005451083
ERR1384055,0.9945491,0.0054509044
SRR997037,0.9945491,0.0054509044
SRR1704591,0.9945491,0.0054509044
DRR030561,0.9945491,0.0054509044
SRR2046596,0.9945216,0.005478382
ERR106987,0.9945469,0.0054531097
SRR6931584,0.99454916,0.0054508448
SRR1949197,0.9945491,0.0054509044
SRR6411793,0.9945491,0.0054509044
ERR719241,0.99454916,0.0054508448
SRR3095129,0.9945491,0.0054509044
ERR719000,0.9945491,0.0054509044
ERR522683,0.9945491,0.0054509044
ERR498597,0.9945491,0.0054509044
ERR522476,0.9945491,0.0054509044
DRR024131,0.99454665,0.005453348
ERR1315362,0.9945491,0.0054509044
SRR7453629,0.9945491,0.0054509044
ERR441746,0.9945491,0.0054509044
SRR3951197,0.9945491,0.0054509044
ERR2538518,0.9945491,0.0054509044
SRR5869513,0.9945491,0.0054509044
SRR919867,0.9945491,0.0054509044
SRR6413877,0.9945487,0.0054513216
SRR920600,0.9945491,0.0054509044
ERR1309848,0.9945491,0.0054509044
ERR883548,0.9945491,0.0054509044
SRR6932077,0.9945489,0.005451083
SRR5165777,0.9945491,0.0054509044
SRR1704209,0.9945491,0.0054509044
DRR043077,0.99454904,0.005450964
ERR520845,0.9945491,0.0054509044
SRR2154963,0.9945491,0.0054509044
ERR525739,0.99454916,0.0054508448
SRR5165659,0.9945491,0.0054509044
SRR2154919,0.9945491,0.0054509044
DRR044271,0.9945491,0.0054509044
ERR2538514,0.9945491,0.0054509044
ERR500905,0.9945491,0.0054509044
ERR209223,0.9945488,0.0054512024
SRR7453399,0.9945491,0.0054509044
SRR6866463,0.99454886,0.005451143
ERR2738991,0.99454916,0.0054508448
ERR2739063,0.994549,0.0054510236
ERR498646,0.9945491,0.0054509044
ERR2511866,0.99454916,0.0054508448
ERR1382654,0.9945491,0.0054509044
ERR579510,0.9945491,0.0054509044
SRR505235,0.994547,0.0054529905
ERR1111238,0.9945489,0.005451083
ERR444170,0.99454904,0.005450964
ERR2003298,0.9945491,0.0054509044
SRR3362119,0.9945491,0.0054509044
SRR1660142,0.9945491,0.0054509044
ERR107147,0.9945438,0.005456209
ERR2784730,0.99454916,0.0054508448
SRR6444634,0.9945489,0.005451083
SRR1618049,0.99454916,0.0054508448
ERR1811233,0.9945491,0.0054509044
ERR2510994,0.9945491,0.0054509044
ERR1309775,0.9945491,0.0054509044
SRR7448822,0.9945491,0.0054509044
SRR3053325,0.9945491,0.0054509044
SRR7448759,0.9945487,0.0054513216
ERR107046,0.994508,0.005491972
ERR532188,0.9945431,0.0054569244
SRR7449258,0.9945491,0.0054509044
DRR047550,0.99454856,0.005451441
SRR5869558,0.9945491,0.0054509044
ERR525858,0.9945491,0.0054509044
ERR1311554,0.9945491,0.0054509044
SRR5467564,0.9944258,0.0055742264
SRR6028571,0.9945491,0.0054509044
SRR6239889,0.9945489,0.005451083
SRR2761047,0.99448484,0.005515158
SRR6411800,0.99454916,0.0054508448
SRR6265040,0.9945491,0.0054509044
ERR1385242,0.99454904,0.005450964
ERR719771,0.99454904,0.005450964
ERR139157,0.9945491,0.0054509044
SRR1715651,0.9945491,0.0054509044
DRR029149,0.99454427,0.0054557323
SRR6411577,0.9945491,0.0054509044
SRR3030629,0.9945491,0.0054509044
DRR024064,0.9945491,0.0054509044
ERR1109591,0.9945491,0.0054509044
SRR7453710,0.9945491,0.0054509044
DRR043701,0.9945491,0.0054509044
SRR6931589,0.994549,0.0054510236
ERR441718,0.9945476,0.0054523945
SRR6408965,0.9945491,0.0054509044
ERR983869,0.9945491,0.0054509044
SRR3951186,0.9945491,0.0054509044
ERR2511673,0.9945491,0.0054509044
ERR1759888,0.9945491,0.0054509044
SRR996020,0.9945491,0.0054509044
ERR719787,0.9945491,0.0054509044
SRR6408796,0.9945488,0.0054512024
SRR6264305,0.99454844,0.00545156
SRR1618003,0.9945491,0.0054509044
SRR1145286,0.9945309,0.005469084
SRR7454100,0.9945491,0.0054509044
SRR5165727,0.9945491,0.0054509044
ERR499475,0.9945491,0.0054509044
SRR6264056,0.9945491,0.0054509044
ERR2249149,0.994549,0.0054510236
ERR1385239,0.9945491,0.0054509044
ERR1382521,0.9945491,0.0054509044
SRR6264164,0.9945491,0.0054509044
SRR6265647,0.9945491,0.0054509044
SRR6264623,0.9945491,0.0054509044
SRR1715598,0.9945481,0.0054519176
ERR1398141,0.9945488,0.0054512024
SRR5196259,0.9945491,0.0054509044
SRR2658695,0.9945488,0.0054512024
ERR521415,0.994549,0.0054510236
DRR044351,0.9945344,0.0054656267
ERR500609,0.9945491,0.0054509044
SRR1922547,0.9945491,0.0054509044
SRR6299053,0.9945491,0.0054509044
SRR6412083,0.9945491,0.0054509044
ERR441292,0.99454904,0.005450964
SRR994936,0.9945491,0.0054509044
ERR441917,0.99454844,0.00545156
SRR6265638,0.9945491,0.0054509044
SRR1461398,0.9945491,0.0054509044
ERR1624623,0.9945491,0.0054509044
ERR720176,0.9945491,0.0054509044
SRR5165624,0.9945491,0.0054509044
SRR6932312,0.99454916,0.0054508448
DRR048045,0.9945487,0.0054513216
ERR444249,0.9945489,0.005451083
ERR1384544,0.99454916,0.0054508448
SRR1617862,0.9945491,0.0054509044
ERR2014712,0.9945491,0.0054509044
ERR1313600,0.9945491,0.0054509044
ERR579503,0.9945491,0.0054509044
SRR3191010,0.9945491,0.0054509044
SRR3503327,0.9945488,0.0054512024
SRR1618006,0.9945491,0.0054509044
ERR1315573,0.9945491,0.0054509044
ERR1383154,0.99454904,0.005450964
SRR995163,0.9945491,0.0054509044
SRR6931240,0.9945491,0.0054509044
ERR520719,0.9945491,0.0054509044
ERR2739052,0.9945491,0.0054509044
SRR6367239,0.9945396,0.0054603815
ERR525874,0.9945491,0.0054509044
SRR1631439,0.9945491,0.0054509044
SRR1461697,0.9945491,0.0054509044
ERR2730273,0.9945491,0.0054509044
SRR3053511,0.994549,0.0054510236
SRR6931264,0.9945491,0.0054509044
ERR560733,0.9945491,0.0054509044
SRR6265508,0.9945491,0.0054509044
ERR522594,0.9945491,0.0054509044
SRR4302879,0.9945491,0.0054509044
SRR6932035,0.9945491,0.0054509044
SRR997078,0.9945491,0.0054509044
ERR1383065,0.99454904,0.005450964
ERR525796,0.9945491,0.0054509044
SRR6394206,0.99448115,0.0055188537
ERR1315612,0.99454916,0.0054508448
SRR996898,0.9945491,0.0054509044
SRR994885,0.9945491,0.0054509044
ERR531637,0.99454916,0.0054508448
SRR2155004,0.9945489,0.005451083
SRR504973,0.9945491,0.0054509044
ERR2511026,0.9945491,0.0054509044
ERR579482,0.9945491,0.0054509044
SRR3732518,0.99454904,0.005450964
SRR6411531,0.9945489,0.005451083
ERR444609,0.9945491,0.0054509044
SRR6931647,0.99454874,0.005451262
SRR5637618,0.9945487,0.0054513216
ERR2011884,0.9945491,0.0054509044
ERR2739308,0.99454904,0.005450964
ERR866728,0.9945491,0.0054509044
ERR866586,0.9945491,0.0054509044
ERR499989,0.9945491,0.0054509044
SRR5983437,0.9945491,0.0054509044
ERR2738635,0.99454904,0.005450964
SRR2658779,0.9945491,0.0054509044
ERR2739361,0.9945491,0.0054509044
ERR719505,0.99454886,0.005451143
ERR1314290,0.9945491,0.0054509044
SRR3037294,0.9945491,0.0054509044
ERR1383581,0.9945491,0.0054509044
SRR6414396,0.994545,0.005455017
SRR1461582,0.99450856,0.0054914355
SRR919593,0.9945491,0.0054509044
SRR1631113,0.9945491,0.0054509044
ERR1109627,0.9945491,0.0054509044
ERR209714,0.9945491,0.0054509044
ERR1529681,0.9945491,0.0054509044
ERR444267,0.9945491,0.0054509044
ERR719332,0.99454904,0.005450964
ERR2624778,0.9945491,0.0054509044
ERR498610,0.9945491,0.0054509044
ERR2511619,0.9945491,0.0054509044
ERR1960819,0.9945491,0.0054509044
SRR2143936,0.9945491,0.0054509044
ERR579504,0.9945491,0.0054509044
SRR6408973,0.9945491,0.0054509044
SRR505148,0.9945491,0.0054509044
SRR6054577,0.9945491,0.0054509044
ERR1385140,0.9945488,0.0054512024
SRR5196283,0.9945491,0.0054509044
SRR3201942,0.9945491,0.0054509044
DRR048024,0.99454904,0.005450964
ERR983837,0.9945491,0.0054509044
SRR6412067,0.9945491,0.0054509044
SRR3201924,0.9945491,0.0054509044
ERR532167,0.9945491,0.0054509044
SRR6931571,0.9945491,0.0054509044
SRR920660,0.9945491,0.0054509044
SRR3400385,0.99454916,0.0054508448
SRR6931664,0.994549,0.0054510236
ERR1383141,0.99454904,0.005450964
SRR919885,0.9945491,0.0054509044
ERR867028,0.99454904,0.005450964
SRR6394231,0.99454916,0.0054508448
ERR579594,0.9945491,0.0054509044
ERR522499,0.9945491,0.0054509044
SRR7636327,0.9945491,0.0054509044
ERR579669,0.9945491,0.0054509044
ERR866619,0.9945491,0.0054509044
SRR7453653,0.9945491,0.0054509044
SRR6866685,0.9945474,0.0054525733
ERR1384386,0.99454904,0.005450964
SRR2924520,0.9945491,0.0054509044
ERR520700,0.9945491,0.0054509044
SRR1923859,0.9945491,0.0054509044
DRR042804,0.9945469,0.0054531097
ERR1811167,0.9945489,0.005451083
ERR443203,0.9945491,0.0054509044
DRR047924,0.9945472,0.0054528117
ERR2531948,0.9945491,0.0054509044
ERR1960686,0.9945491,0.0054509044
ERR498625,0.99454916,0.0054508448
ERR2511526,0.99454916,0.0054508448
SRR3647786,0.9945489,0.005451083
SRR1949162,0.9945491,0.0054509044
ERR1383332,0.9945491,0.0054509044
SRR3647840,0.9945491,0.0054509044
SRR1618076,0.9945491,0.0054509044
DRR068317,0.9945491,0.0054509044
ERR866507,0.9945491,0.0054509044
SRR6028377,0.9945491,0.0054509044
ERR1811200,0.9945489,0.005451083
SRR5870003,0.9945491,0.0054509044
ERR1313344,0.9945491,0.0054509044
ERR1297751,0.9945491,0.0054509044
SRR7453335,0.9945491,0.0054509044
ERR531562,0.9945491,0.0054509044
SRR5831887,0.99452364,0.0054763556
ERR2538511,0.9945491,0.0054509044
SRR3419390,0.9945491,0.0054509044
SRR920603,0.9945491,0.0054509044
SRR1632790,0.9945491,0.0054509044
ERR983880,0.9945491,0.0054509044
ERR1971250,0.9945491,0.0054509044
ERR1382297,0.9945491,0.0054509044
SRR6038348,0.9945489,0.005451083
ERR2738660,0.9945491,0.0054509044
ERR579863,0.9945491,0.0054509044
SRR5165974,0.9945491,0.0054509044
SRR1631389,0.9945491,0.0054509044
SRR2005673,0.9945491,0.0054509044
ERR1811268,0.9945491,0.0054509044
SRR6394156,0.9945491,0.0054509044
SRR6393967,0.99454904,0.005450964
ERR1987748,0.9945323,0.005467713
SRR6931332,0.99454904,0.005450964
SRR7449419,0.9945491,0.0054509044
SRR3094969,0.9945489,0.005451083
ERR499176,0.9945491,0.0054509044
SRR2981526,0.9945491,0.0054509044
SRR1704498,0.9945491,0.0054509044
SRR1948872,0.9945491,0.0054509044
SRR3030558,0.9945491,0.0054509044
SRR3419456,0.9945491,0.0054509044
ERR522502,0.9945491,0.0054509044
DRR044241,0.9945455,0.0054544806
SRR6038323,0.9945491,0.0054509044
ERR1385198,0.9945491,0.0054509044
ERR560582,0.9945489,0.005451083
SRR2010509,0.9945491,0.0054509044
SRR6414267,0.9945491,0.0054509044
ERR1398162,0.9945491,0.0054509044
ERR2738787,0.9945491,0.0054509044
SRR1924028,0.9945491,0.0054509044
ERR1529666,0.9945491,0.0054509044
ERR2739367,0.9945491,0.0054509044
ERR1313922,0.9945476,0.0054523945
SRR6038450,0.9945491,0.0054509044
SRR1948838,0.9945491,0.0054509044
SRR3094712,0.99454904,0.005450964
ERR866569,0.9945489,0.005451083
ERR1310861,0.9945491,0.0054509044
ERR719402,0.99454904,0.005450964
SRR2046639,0.9945491,0.0054509044
SRR7453964,0.9945491,0.0054509044
SRR6411580,0.99454904,0.005450964
SRR3030577,0.99454916,0.0054508448
SRR3933909,0.9945491,0.0054509044
ERR532093,0.9945491,0.0054509044
ERR498807,0.9945491,0.0054509044
ERR3005955,0.9945491,0.0054509044
ERR1109629,0.9945491,0.0054509044
ERR1971136,0.9945491,0.0054509044
SRR6931460,0.9945491,0.0054509044
ERR522525,0.9945491,0.0054509044
SRR7453997,0.9945491,0.0054509044
ERR1383994,0.9945491,0.0054509044
SRR3361534,0.9945491,0.0054509044
SRR5983412,0.99454904,0.005450964
ERR1310950,0.99454916,0.0054508448
ERR1384527,0.9945491,0.0054509044
SRR7449404,0.9945491,0.0054509044
ERR441209,0.99454904,0.005450964
SRR5942125,0.994545,0.005455017
ERR1311056,0.9945491,0.0054509044
SRR1617936,0.9945491,0.0054509044
SRR5196311,0.9945491,0.0054509044
ERR2511181,0.9945491,0.0054509044
SRR7448750,0.99454904,0.005450964
ERR1384068,0.9945491,0.0054509044
SRR6054480,0.99454886,0.005451143
ERR2738676,0.9945491,0.0054509044
ERR209454,0.9945489,0.005451083
ERR2042065,0.9945491,0.0054509044
SRR3732529,0.9945491,0.0054509044
ERR1310752,0.9945489,0.005451083
ERR1314009,0.9945439,0.00545609
ERR532106,0.9945265,0.0054734945
SRR6408611,0.9945491,0.0054509044
SRR2145565,0.9945491,0.0054509044
ERR2198680,0.9945488,0.0054512024
DRR044102,0.994548,0.0054519773
SRR6408654,0.9945491,0.0054509044
DRR029168,0.994535,0.005464971
ERR441839,0.9945491,0.0054509044
ERR499889,0.9945491,0.0054509044
ERR525921,0.9945491,0.0054509044
DRR050891,0.99447036,0.005529642
ERR209334,0.9945489,0.005451083
SRR5155804,0.9945491,0.0054509044
SRR1617705,0.9945491,0.0054509044
SRR5947920,0.9945488,0.0054512024
SRR7636094,0.9945491,0.0054509044
SRR5699202,0.9945202,0.0054798126
SRR5942087,0.99454755,0.005452454
ERR441524,0.9945489,0.005451083
ERR2511164,0.99454904,0.005450964
ERR209150,0.9945489,0.005451083
SRR3501910,0.9945491,0.0054509044
SRR3037298,0.9945491,0.0054509044
SRR1630978,0.9945491,0.0054509044
ERR1111268,0.99454916,0.0054508448
SRR7453892,0.9945491,0.0054509044
SRR3951158,0.9945491,0.0054509044
SRR6264616,0.9945491,0.0054509044
SRR5576433,0.9945488,0.0054512024
ERR1382515,0.9945491,0.0054509044
SRR6411838,0.9945491,0.0054509044
ERR579553,0.9945491,0.0054509044
SRR6414402,0.9945491,0.0054509044
ERR2511263,0.9945491,0.0054509044
SRR1617969,0.9945491,0.0054509044
ERR500955,0.9945491,0.0054509044
ERR531608,0.9945482,0.0054517984
SRR996937,0.9945491,0.0054509044
SRR7449409,0.9945491,0.0054509044
ERR867015,0.9945491,0.0054509044
SRR8356341,0.9945491,0.0054509044
SRR2145620,0.99454916,0.0054508448
SRR7449039,0.99454904,0.005450964
SRR6412160,0.9945491,0.0054509044
SRR7448563,0.9945491,0.0054509044
SRR5141882,0.99454886,0.005451143
SRR2761082,0.9945491,0.0054509044
ERR532070,0.9945478,0.0054522157
DRR050837,0.99454856,0.005451441
ERR2739073,0.99454874,0.005451262
SRR5156069,0.9945491,0.0054509044
SRR3037229,0.9945491,0.0054509044
SRR994637,0.9945491,0.0054509044
ERR720038,0.9945491,0.0054509044
ERR720093,0.99454904,0.005450964
SRR994484,0.9945491,0.0054509044
