,root:Engineered,root:Environmental,root:Host-associated
ERR1548877,0.0010528623,0.00067636004,0.99827075
ERR1533539,0.0010531632,0.00086003455,0.9980868
ERR719663,0.001049444,0.0007148415,0.9982357
SRR6265264,0.0010436936,0.00067955576,0.9982767
SRR1145327,0.0010441138,0.00068540114,0.9982705
DRR060273,0.0010447504,0.0006730219,0.9982822
ERR1913247,0.0010447876,0.0006728,0.99828243
ERR500008,0.0010439388,0.00067754934,0.9982785
ERR567235,0.0010433379,0.0007041513,0.99825245
SRR2549656,0.001928873,0.99320143,0.004869735
SRR3098327,0.001928873,0.99320143,0.004869735
SRR8609510,0.0010366151,0.0007293084,0.99823403
ERR2013507,0.25811142,0.14566325,0.5962253
ERR2168964,0.001928873,0.99320143,0.004869735
SRR3214676,0.0010447865,0.00067278784,0.99828243
SRR2145567,0.0010448323,0.0006728548,0.9982823
SRR6038520,0.0010453399,0.0006835265,0.9982711
SRR2135769,0.0030053619,0.9848106,0.012183922
SRR6408540,0.0010444499,0.00067498896,0.9982805
SRR8611088,0.001044631,0.0006735838,0.99828184
ERR986148,0.0010462977,0.0007083359,0.99824536
SRR618687,0.001928873,0.99320143,0.004869735
SRR5165736,0.0010469494,0.0006825181,0.9982705
ERR1522406,0.0010550453,0.0006732183,0.9982717
ERR441857,0.0010439937,0.00067840156,0.99827766
SRR5915519,0.001928873,0.99320143,0.004869735
SRR6004942,0.0019289968,0.9932007,0.004870284
ERR1743320,0.001928873,0.99320143,0.004869735
SRR6078510,0.0019288749,0.99320143,0.0048697395
ERR1384703,0.0010447674,0.0006843328,0.99827087
SRR3419354,0.0010456349,0.0006777109,0.9982767
SRR4414753,0.0019290191,0.99320084,0.0048701456
ERR923875,0.0010418011,0.00069157226,0.9982666
SRR1823073,0.0010454298,0.0006860249,0.9982685
ERR765956,0.0010387982,0.00070391846,0.99825734
ERR2739324,0.00104301,0.00070541963,0.9982515
ERR1315204,0.0010433601,0.00069762755,0.998259
SRR500396,0.001928873,0.99320143,0.004869735
SRR1618150,0.0010449309,0.00067281886,0.9982823
SRR6394105,0.0010431234,0.00069062796,0.9982663
ERR765596,0.0009852205,0.0011054078,0.99790937
ERR2729924,0.97014636,0.013561279,0.016292384
ERR1384065,0.0010475165,0.00070030574,0.9982522
SRR500340,0.001928873,0.99320143,0.004869735
ERR1297936,0.0010446254,0.000673629,0.9982817
SRR5180939,0.0019288805,0.99320143,0.004869763
ERR560630,0.0010448964,0.0006734116,0.9982817
SRR5915312,0.001928873,0.99320143,0.004869735
SRR6287287,0.0019288767,0.99320143,0.004869749
SRR5179969,0.001928873,0.99320143,0.004869735
ERR1311175,0.0010447861,0.00067278784,0.99828243
ERR1691564,0.0010360394,0.00076221745,0.9982017
ERR1665723,0.0019288786,0.99320143,0.004869756
SRR5467951,0.0010443545,0.00067589805,0.9982798
SRR5983485,0.0010443267,0.0006776478,0.998278
SRR6054582,0.0010450791,0.00067390036,0.998281
ERR1690440,0.0010429333,0.00068273814,0.9982743
ERR1581982,0.001929634,0.9931982,0.004872097
SRR6367262,0.0010444849,0.0006747741,0.99828076
ERR309520,0.0010436,0.00070207997,0.99825436
SRR975528,0.0019289149,0.9932012,0.0048698266
ERR1256908,0.0010448121,0.00067409396,0.9982811
ERR443904,0.0010451433,0.00068196666,0.9982729
SRR6444496,0.001045463,0.0006766239,0.9982779
SRR6408835,0.0010447856,0.0006727897,0.99828243
ERR1263469,0.0010468161,0.00069368834,0.9982595
SRR3191052,0.0010464571,0.0006728496,0.99828076
SRR1618042,0.001044783,0.0006728285,0.99828243
SRR8611086,0.0010446275,0.00067360024,0.99828184
ERR1383370,0.0010455099,0.0006831718,0.99827135
SRR6412054,0.0010447565,0.0006729488,0.9982823
ERR1960808,0.0010447105,0.0006731836,0.9982821
SRR6287212,0.001928873,0.99320143,0.004869735
SRR6444700,0.001046513,0.0006808124,0.99827266
ERR695322,0.0010447564,0.0006882315,0.99826694
SRR5874749,0.001928873,0.99320143,0.004869735
ERR209830,0.0010463313,0.0006830123,0.99827063
ERR441918,0.001044755,0.0006729655,0.9982823
SRR3361593,0.001040812,0.00071678497,0.9982424
SRR2922883,0.0010442804,0.00067533564,0.9982804
SRR3624192,0.001928873,0.99320143,0.004869735
SRR3647877,0.001045536,0.00067443785,0.99828005
ERR1298054,0.0010430157,0.0006842988,0.99827266
ERR1690818,0.0010379266,0.00071148615,0.99825054
ERR765848,0.001029684,0.0007555604,0.99821484
ERR2730295,0.0010449501,0.0006729821,0.9982821
SRR062202,0.001928873,0.99320143,0.004869735
ERR981222,0.0010470105,0.00067571586,0.9982773
ERR441207,0.0010446627,0.000684194,0.9982711
ERR531576,0.0010448601,0.0006843334,0.99827075
ERR2835955,0.0010444057,0.00067528046,0.9982803
DRR048075,0.0010441258,0.00067717413,0.99827874
ERR539013,0.001928873,0.99320143,0.004869735
ERR2600145,0.0010447861,0.0006727884,0.99828243
ERR500854,0.0010447861,0.00067278784,0.99828243
ERR1428402,0.0010447456,0.0006729937,0.9982823
ERR1512281,0.0010582623,0.00079244573,0.9981493
SRR3144709,0.0019294337,0.99319834,0.004872219
ERR543172,0.0019363253,0.9931772,0.004886436
ERR2592335,0.97008294,0.013591083,0.016326003
ERR719213,0.0010464911,0.00068895624,0.9982646
SRR2006424,0.001025418,0.0010487485,0.99792576
ERR924130,0.0010384602,0.0007062946,0.9982552
SRR2145323,0.0010447856,0.0006727891,0.99828243
ERR1263645,0.0010443573,0.0006978954,0.9982577
SRR640736,0.0019313007,0.99319094,0.004877762
SRR3647896,0.001045529,0.00068246207,0.99827194
ERR720228,0.0010452671,0.00068926107,0.99826545
ERR3661000,0.001928873,0.99320143,0.004869735
SRR6414427,0.0010438324,0.00067848567,0.99827766
SRR7453608,0.0010352775,0.0008291094,0.99813557
ERR2495665,0.0010411444,0.0006989953,0.99825984
ERR487814,0.0010489352,0.0007130232,0.9982381
SRR6444846,0.0010461499,0.00068723504,0.9982666
ERR924329,0.0010423403,0.0006876137,0.99827003
SRR6444839,0.00105069,0.0007059092,0.99824345
ERR1467024,0.0010447055,0.00067319704,0.9982821
SRR3214696,0.0010447871,0.00067278754,0.99828243
ERR3130423,0.001928873,0.99320143,0.004869735
ERR1311209,0.0010432528,0.0006823801,0.9982743
SRR921098,0.0010443941,0.000675045,0.9982805
ERR441884,0.0010447605,0.00067292154,0.9982823
SRR7453367,0.0010381388,0.00078429707,0.9981775
ERR789805,0.0019288947,0.9932012,0.004869829
ERR1201159,0.0010472182,0.0007106256,0.99824214
SRR3094931,0.0010447238,0.0006738673,0.9982815
ERR986470,0.0010445839,0.00069148606,0.9982639
ERR2560648,0.0010315692,0.00077253307,0.99819595
ERR765883,0.0010439322,0.0006772304,0.99827886
SRR5915067,0.001928873,0.99320143,0.004869735
ERR1263729,0.001044111,0.0006908633,0.9982651
ERR2011968,0.0010434588,0.0006796952,0.9982768
SRR1623169,0.0009495449,0.0019205158,0.99713
ERR765654,0.0060395105,0.09896049,0.89500004
SRR6457367,0.0019288877,0.99320143,0.0048697856
SRR3633251,0.001928873,0.99320143,0.004869735
SRR5180497,0.001928873,0.99320143,0.004869735
ERR2991601,0.0010446183,0.00067377806,0.9982816
ERR1960732,0.0010442982,0.0006753803,0.9982803
SRR1770723,0.0019316374,0.99318695,0.0048813717
SRR920915,0.0010446965,0.0006732382,0.9982821
ERR2511515,0.0010476897,0.00070348824,0.9982488
SRR3030600,0.0010452677,0.0006925408,0.9982622
SRR5002084,0.001932857,0.993182,0.0048851524
SRR2168151,0.001928873,0.99320143,0.004869735
SRR6038518,0.0010448215,0.0006732098,0.99828196
SRR1824438,0.001928874,0.99320143,0.004869735
SRR6264658,0.00104421,0.0006769179,0.99827886
ERR833614,0.001928873,0.99320143,0.004869735
ERR309277,0.001043789,0.0007068674,0.9982494
ERR2013529,0.36635694,0.3512414,0.28240165
ERR308534,0.0010490783,0.0007047112,0.9982462
ERR1896971,0.001928873,0.99320143,0.004869735
SRR7275940,0.0019288833,0.99320143,0.004869777
ERR2599269,0.0010447861,0.00067278784,0.99828243
SRR3095124,0.0010450698,0.00067560124,0.99827933
ERR1689030,0.0010436032,0.00067900465,0.9982774
ERR522500,0.0010438731,0.00069183717,0.99826425
ERR1512007,0.0010427772,0.0007219856,0.9982352
ERR442013,0.0010432433,0.0007085707,0.9982482
ERR1760001,0.0010439759,0.00067728583,0.99827874
SRR1923804,0.0010426913,0.0006834198,0.99827385
ERR1712605,0.0010439517,0.0006799297,0.9982761
SRR5467794,0.001044299,0.0006765083,0.9982792
SRR1334521,0.0019289642,0.99320096,0.004870139
SRR6309234,0.0010447635,0.0006729097,0.9982823
ERR1382852,0.0010466231,0.0006979464,0.99825543
SRR8611163,0.001044674,0.0006733601,0.99828196
ERR499726,0.0010447861,0.00067278784,0.99828243
SRR5916489,0.001928873,0.99320143,0.004869735
ERR418229,0.0010686483,0.002842945,0.9960884
SRR5180717,0.001928873,0.99320143,0.004869735
ERR537714,0.00104419,0.0006980219,0.9982578
ERR986799,0.005515836,0.9624992,0.031984903
ERR765885,0.0010360713,0.0007187334,0.99824524
SRR2074928,0.001928873,0.99320143,0.004869735
ERR923687,0.0010416574,0.0006956668,0.9982627
ERR1905871,0.0010447555,0.0006729431,0.9982823
SRR505212,0.0010453949,0.00068709214,0.99826753
ERR2182505,0.0010447836,0.0006728019,0.99828243
SRR1704319,0.004021526,0.056285616,0.93969285
ERR498538,0.0010443652,0.0006789815,0.9982767
ERR1384584,0.0010459137,0.0006915128,0.9982626
SRR1231523,0.0019288749,0.99320143,0.004869737
SRR7453470,0.001031268,0.00083290297,0.9981358
SRR5803389,0.001940742,0.993163,0.0048962757
ERR209650,0.0010455656,0.00067631603,0.99827814
ERR499662,0.0010445359,0.00067459117,0.9982809
ERR720215,0.0010470372,0.0006911464,0.99826187
SRR996814,0.0010445224,0.00067411596,0.99828136
SRR1784962,0.0019289763,0.9932011,0.004869963
ERR1428479,0.001042066,0.0007593022,0.9981987
SRR943927,0.001928873,0.99320143,0.004869735
ERR107013,0.0010440435,0.0006792593,0.9982767
SRR346809,0.0010443734,0.00067773886,0.9982779
ERR2599282,0.0010447846,0.00067279424,0.99828243
ERR1905541,0.0010114579,0.00087148894,0.9981171
SRR2098456,0.0026343642,0.8127196,0.18464603
SRR1799100,0.0063376054,0.952434,0.041228376
ERR1583356,0.001928873,0.99320143,0.004869735
ERR499921,0.0010447865,0.00067278784,0.99828243
ERR1678294,0.0010392684,0.00070370064,0.998257
SRR6457140,0.001928873,0.99320143,0.004869735
ERR3605931,0.0010444599,0.00067587633,0.9982797
ERR308494,0.0010194451,0.00088844803,0.9980921
ERR441462,0.0010445418,0.00067414745,0.99828136
ERR1256806,0.0010506525,0.00069334,0.998256
SRR2056299,0.0019288993,0.9932012,0.004869822
SRR6408688,0.001044431,0.0006749021,0.99828064
SRR5179918,0.001928873,0.99320143,0.004869735
SRR6931502,0.0010447861,0.0006727891,0.99828243
SRR6411638,0.0010440351,0.000676858,0.9982791
ERR1513397,0.001044288,0.00067570613,0.99828005
ERR720023,0.0010475765,0.0006952995,0.9982571
ERR1382848,0.0010450432,0.00067381305,0.9982811
SRR6444853,0.0010436288,0.0006848529,0.99827147
ERR441883,0.0010444947,0.0006743537,0.9982811
ERR1897462,0.0019626927,0.9930918,0.0049455035
SRR6745340,0.001928873,0.99320143,0.004869735
ERR220351,0.001928873,0.99320143,0.004869735
SRR994868,0.009258469,0.13340671,0.8573348
ERR1382414,0.0010465253,0.00068095844,0.99827254
ERR441105,0.0010444081,0.00067491503,0.99828064
SRR1793475,0.0019538784,0.9931201,0.004926013
SRR3427246,0.0026343642,0.8127196,0.18464603
SRR1747702,0.001928873,0.99320143,0.004869735
ERR1313319,0.0010465521,0.0006800297,0.9982734
SRR2010303,0.0010466877,0.0006906502,0.9982627
SRR5590721,0.0019294883,0.99319804,0.0048724897
ERR1428665,0.0010117315,0.0008810625,0.9981072
ERR1691066,0.0010444982,0.00067436334,0.9982811
SRR7584814,0.0010417949,0.0007004099,0.9982578
SRR6931318,0.0010447865,0.00067278784,0.99828243
SRR5003178,0.0010177483,0.0008270062,0.9981552
SRR5870034,0.0010166866,0.0008375886,0.9981457
ERR1523662,0.0010281422,0.0007772909,0.99819463
SRR5915747,0.0019288749,0.99320143,0.004869742
SRR2098438,0.001928873,0.99320143,0.004869735
SRR5180795,0.001928873,0.99320143,0.004869735
SRR3647637,0.0010447148,0.0006799745,0.9982753
SRR1617734,0.0010445674,0.0006739604,0.9982815
SRR7453330,0.0010438968,0.0006801734,0.9982759
SRR3063404,0.0019307017,0.9931954,0.0048738336
SRR1426529,0.0010475947,0.00075372885,0.9981987
ERR1428432,0.0010445665,0.0006738943,0.9982816
SRR6443983,0.0010454967,0.0006812369,0.99827325
ERR1220571,0.0019288956,0.9932012,0.0048698266
ERR1226340,0.00085035164,0.0035602779,0.9955894
SRR6409059,0.001044644,0.00067358994,0.99828184
ERR498534,0.0010447705,0.00067289686,0.9982823
SRR5869953,0.0010406247,0.00069825136,0.99826115
ERR1533662,0.0010438767,0.00074085576,0.9982153
ERR501013,0.0010447856,0.0006727904,0.99828243
ERR1523049,0.0010444012,0.0006749466,0.99828064
SRR1708829,0.0010438468,0.000681392,0.9982748
ERR526071,0.0010446688,0.00067402463,0.99828136
ERR1466869,0.0010440865,0.00067796995,0.9982779
SRR3624285,0.001928873,0.99320143,0.004869735
SRR3951031,0.0010447414,0.00067303533,0.9982822
SRR2145537,0.0010452068,0.00067562115,0.9982792
SRR6874713,0.0010144317,0.0011522642,0.9978333
ERR1690876,0.0010406673,0.00069540966,0.9982639
SRR6931816,0.001044785,0.00067279325,0.99828243
SRR1771052,0.0063376054,0.952434,0.041228376
ERR1382469,0.0010462414,0.00068937737,0.9982644
ERR579485,0.001044621,0.0006768667,0.9982785
SRR1328199,0.001928873,0.99320143,0.004869735
SRR5983266,0.001044117,0.00068077026,0.99827516
SRR7454163,0.0010437152,0.0006851408,0.9982711
DRR042995,0.0010446284,0.0006736451,0.9982817
ERR1297845,0.001046273,0.00067285897,0.9982809
SRR6443868,0.0010447861,0.00067278784,0.99828243
ERR981214,0.001045285,0.00067590317,0.99827886
DRR060291,0.0010446172,0.00067389687,0.9982815
ERR2495328,0.0010408398,0.00069818395,0.99826103
ERR2249160,0.0010450069,0.0006734,0.9982816
SRR6409249,0.001044695,0.0006732921,0.9982821
SRR4826713,0.0019329834,0.9931826,0.0048844726
SRR5210749,0.0010532793,0.0007251195,0.9982216
ERR2511159,0.0010496405,0.00070486055,0.9982455
ERR2011076,0.0010502861,0.0007425565,0.9982072
SRR5166003,0.0010532718,0.0006907917,0.9982559
SRR1649627,0.0019288842,0.99320143,0.004869781
SRR5180610,0.001928873,0.99320143,0.004869735
SRR5181210,0.001928873,0.99320143,0.004869735
SRR1704563,0.0010401247,0.0009205279,0.9980394
ERR1298131,0.0010435923,0.00067894894,0.9982774
ERR1523517,0.0069485186,0.09924884,0.89380264
DRR018766,0.0010442453,0.0006765599,0.9982792
SRR5868864,0.0010434884,0.0006803688,0.9982761
SRR8605466,0.0010251782,0.000868397,0.99810636
ERR1226382,0.00094445364,0.0015264776,0.9975291
ERR1428921,0.0010408054,0.0010891353,0.9978701
SRR8605784,0.0010446125,0.00067368045,0.9982817
SRR062155,0.001928873,0.99320143,0.004869735
SRR6932071,0.0010444892,0.0006783747,0.9982772
SRR5002180,0.001932785,0.993182,0.004885143
ERR1689781,0.0010430897,0.00068157754,0.9982753
SRR8611167,0.0009939522,0.0011164583,0.9978896
SRR920225,0.0010447286,0.00067307707,0.9982822
SRR996145,0.001044162,0.00067727093,0.9982786
ERR2560559,0.0010446961,0.00069164345,0.99826366
SRR830626,0.0026874135,0.860593,0.13671967
ERR576319,0.0010459409,0.0006984246,0.99825567
ERR1297977,0.0010443137,0.00067577115,0.9982799
SRR4780235,0.0022415398,0.9815677,0.01619083
SRR5177269,0.001928873,0.99320143,0.004869735
ERR2168920,0.001928873,0.99320143,0.004869735
SRR5916514,0.001928873,0.99320143,0.004869735
SRR7303131,0.001052649,0.0007291577,0.9982181
ERR1518924,0.0010837647,0.00069473905,0.99822146
ERR1298258,0.0010445404,0.00067402475,0.9982815
SRR3362200,0.0010493372,0.0006755706,0.99827504
ERR1971168,0.0010448899,0.0006729257,0.9982822
ERR1189694,0.001928873,0.99320143,0.004869735
ERR488018,0.0010527716,0.0007232727,0.99822396
SRR6931992,0.0010466685,0.00069647527,0.99825686
SRR1923913,0.0010446298,0.0006737979,0.9982816
DRR047863,0.0010439813,0.00067887304,0.9982772
SRR6264360,0.0010449672,0.00067519513,0.9982798
SRR1653627,0.0010437599,0.00067957945,0.9982767
SRR996875,0.001042329,0.0006950666,0.9982626
ERR1743297,0.001928873,0.99320143,0.004869735
ERR924138,0.001043385,0.00067991816,0.9982767
SRR6931313,0.0010447861,0.0006727884,0.99828243
ERR979003,0.0010217124,0.000815083,0.99816316
SRR5181083,0.001928873,0.99320143,0.004869735
ERR1611406,0.0010441019,0.00068332633,0.99827254
SRR5431472,0.0010445439,0.00067458214,0.9982809
SRR5940964,0.001928873,0.99320143,0.004869735
ERR1310411,0.0010452467,0.00068115175,0.9982736
SRR6078485,0.0019288993,0.9932012,0.004869845
SRR5180321,0.001928873,0.99320143,0.004869735
SRR769722,0.0063376334,0.9524319,0.041230492
ERR2198075,0.0010447856,0.0006727904,0.99828243
SRR3095221,0.0010449388,0.000673896,0.99828124
SRR6408908,0.0010443557,0.0006756317,0.99828005
ERR441593,0.0010444007,0.0006753127,0.9982803
SRR2016349,0.0010729074,0.0007278246,0.9981993
SRR7449272,0.0010446686,0.0006751786,0.99828017
SRR6413992,0.0010438386,0.0006788307,0.9982773
SRR5230530,0.001928873,0.99320143,0.004869735
SRR919865,0.0010427127,0.00068333326,0.99827397
ERR1616414,0.0010525011,0.0007316135,0.99821585
SRR6038513,0.001045302,0.0006759097,0.99827886
ERR2042915,0.0019327048,0.99318814,0.004879181
SRR996201,0.0010445884,0.000673842,0.9982816
SRR8609948,0.0086824205,0.40756568,0.58375186
SRR7145470,0.001928873,0.99320143,0.004869735
ERR1726022,0.9701493,0.013559826,0.016290866
ERR1582567,0.0019288977,0.9932013,0.004869788
ERR499650,0.001044793,0.000672791,0.99828243
ERR1913003,0.0010443364,0.0006873672,0.99826825
ERR2043343,0.0019293847,0.99319965,0.0048709293
SRR6054617,0.0010443802,0.00067689264,0.99827874
ERR756808,0.0010469531,0.00070658623,0.99824643
SRR8605151,0.0068105846,0.986702,0.0064874347
ERR719901,0.0010470068,0.0006990744,0.9982539
DRR048145,0.0010444813,0.00067459163,0.998281
SRR1556834,0.0010461765,0.0007074903,0.9982463
SRR6148422,0.001044401,0.0006750733,0.9982805
ERR525963,0.0010460431,0.0006901762,0.9982638
SRR1660173,0.0010445082,0.00067442894,0.9982811
ERR2739042,0.001044873,0.0006738915,0.99828124
ERR2043074,0.0019304851,0.99319625,0.0048733214
ERR543413,0.0019398874,0.99316555,0.004894526
ERR2042064,0.0010475783,0.0006945531,0.9982578
ERR441445,0.0010446424,0.00067364384,0.9982817
SRR5915205,0.001928873,0.99320143,0.004869735
SRR1151510,0.001928873,0.99320143,0.004869735
ERR365895,0.001046598,0.00070248614,0.9982509
ERR1020401,0.001020473,0.0010466382,0.9979329
SRR618707,0.006337578,0.9524344,0.041228052
SRR5687902,0.0010447856,0.0006727904,0.99828243
ERR765618,0.00097611273,0.0012387999,0.9977851
SRR5176109,0.001928873,0.99320143,0.004869735
ERR1701212,0.0010446205,0.00067361817,0.99828184
ERR1523439,0.0037216418,0.33505842,0.66121995
SRR5786481,0.001928873,0.99320143,0.004869735
ERR1582489,0.0019288795,0.99320143,0.004869749
SRR1288244,0.0010436822,0.00067854853,0.9982778
SRR5002065,0.0019288823,0.99320143,0.004869772
DRR029257,0.0010441372,0.00067711924,0.99827874
ERR924086,0.0010396807,0.00070735335,0.9982529
SRR6264110,0.0010448688,0.00068351807,0.9982716
ERR1331840,0.0010440996,0.00067896093,0.99827695
SRR3725780,0.0010439107,0.00070353114,0.9982526
ERR1263633,0.0010430546,0.0007085168,0.99824846
SRR5467515,0.0010447635,0.0006729122,0.9982823
SRR5699198,0.00104479,0.0006728411,0.99828243
ERR520754,0.0010427912,0.0007199278,0.99823725
ERR1428516,0.0010421417,0.0006877148,0.99827015
ERR2969983,0.0019288949,0.9932013,0.0048697805
SRR5902540,0.001928874,0.99320143,0.004869735
SRR4414223,0.001929756,0.9931966,0.0048736325
SRR7448642,0.0010441693,0.000676827,0.998279
ERR539236,0.001928873,0.99320143,0.004869735
ERR531883,0.0010459104,0.00067706674,0.99827707
SRR3218782,0.001928873,0.99320143,0.004869735
SRR1602655,0.001928873,0.99320143,0.004869735
SRR2897110,0.0010452291,0.0007026756,0.9982521
ERR866614,0.0010446233,0.0006737812,0.9982816
ERR1297871,0.0010446615,0.00067343586,0.99828196
ERR500920,0.0010447856,0.000672791,0.99828243
SRR5177293,0.001928873,0.99320143,0.004869735
ERR543779,0.0019449041,0.99314874,0.004906295
ERR1226400,0.00096624874,0.0012734163,0.9977603
ERR2213195,0.0010276684,0.0008466342,0.99812573
SRR1618032,0.0010446473,0.0006822426,0.99827313
SRR5626918,0.001928873,0.99320143,0.004869735
SRR5179000,0.001928873,0.99320143,0.004869735
DRR043153,0.0010444927,0.00067442446,0.9982811
ERR1548926,0.0010413858,0.00073091633,0.99822766
ERR1689298,0.0010397363,0.0007019251,0.9982583
ERR1310555,0.0010452389,0.00067524397,0.9982796
SRR996576,0.0010447535,0.00067295716,0.9982823
SRR5568768,0.001928874,0.99320143,0.004869735
ERR441976,0.0010428071,0.0006893698,0.99826777
SRR6057221,0.001928873,0.99320143,0.004869735
ERR1690830,0.001038879,0.0007060878,0.9982551
ERR719204,0.0010462132,0.0006885655,0.9982652
SRR6057234,0.001928873,0.99320143,0.004869735
ERR719460,0.0010459742,0.0006927532,0.9982613
DRR044061,0.0010439572,0.00067797495,0.998278
SRR1515173,0.0010445567,0.00067426567,0.99828124
ERR441762,0.0010445943,0.0006738757,0.9982816
ERR560980,0.0010452053,0.0006789117,0.9982759
SRR5617433,0.001928873,0.99320143,0.004869735
ERR1310347,0.0010526349,0.0006855524,0.99826187
DRR044039,0.001044386,0.00067516824,0.9982804
SRR994653,0.0010444818,0.0006762922,0.9982792
SRR8610647,0.0010246026,0.00085422077,0.9981212
SRR4414565,0.0019323815,0.99318874,0.0048788744
SRR5181265,0.001928873,0.99320143,0.004869735
DRR070547,0.001928873,0.99320143,0.004869735
SRR6457523,0.0019288823,0.99320143,0.004869772
SRR2090077,0.0019288805,0.99320143,0.004869765
ERR1523410,0.0039257486,0.31641945,0.6796548
ERR501140,0.0010447856,0.0006727897,0.99828243
SRR5915134,0.001928873,0.99320143,0.004869735
SRR1747544,0.001928873,0.99320143,0.004869735
ERR1263692,0.0010417049,0.0006981402,0.9982602
SRR1784993,0.0036968596,0.98072994,0.015573165
ERR1428450,0.0010429526,0.0006824031,0.9982747
SRR5165638,0.0010446875,0.00067614845,0.9982792
SRR2061307,0.001928873,0.99320143,0.004869735
ERR2854447,0.0010347456,0.00077434664,0.99819094
SRR6028341,0.0010450562,0.0006739222,0.998281
DRR041904,0.0010443417,0.0006762473,0.99827945
SRR1929514,0.001928873,0.99320143,0.004869735
SRR640722,0.0019289856,0.9932011,0.004869984
SRR6038261,0.0010446458,0.00068648194,0.99826884
SRR3191068,0.0010456241,0.0006887795,0.99826556
ERR983870,0.001928873,0.99320143,0.004869735
SRR6411883,0.0010444192,0.0006746925,0.9982809
SRR2168130,0.001928873,0.99320143,0.004869735
SRR5874737,0.001928873,0.99320143,0.004869735
SRR1583233,0.0019289168,0.9932012,0.0048699104
ERR1314458,0.0010447861,0.00067278784,0.99828243
ERR1263899,0.0010407636,0.0007062123,0.99825305
DRR075448,0.0019288786,0.99320143,0.004869756
SRR6866472,0.0010663295,0.000790018,0.9981437
SRR5801381,0.0019289186,0.9932012,0.004869836
ERR368847,0.0010441112,0.0007078493,0.9982481
ERR1691158,0.0010435228,0.0006797972,0.9982767
SRR1032105,0.001928873,0.99320143,0.004869735
ERR520759,0.0010418338,0.0007734606,0.99818474
ERR1582887,0.001928873,0.99320143,0.004869735
SRR1582773,0.0019288859,0.99320143,0.004869763
ERR923849,0.0010421798,0.0006939674,0.9982639
SRR5440347,0.001928873,0.99320143,0.004869735
ERR1582281,0.001928873,0.99320143,0.004869735
SRR6005081,0.0019288956,0.9932012,0.0048698313
SRR1016828,0.0058832127,0.2810235,0.7130933
ERR1548691,0.0010443613,0.0006750296,0.99828064
SRR5176194,0.001928873,0.99320143,0.004869735
ERR894646,0.0010447754,0.00067306234,0.9982822
SRR3361684,0.0010447035,0.0006884835,0.9982668
