,root:Diseases:Digestive System Diseases:Gastrointestinal Diseases:Intestinal Diseases:Colonic diseases:Irritable Bowel Syndrome,"root:Diseases:Digestive System Diseases:Gastrointestinal Diseases:Intestinal Diseases:Inflammatory Bowel Diseases:Colitis, Ulcerative",root:Diseases:Digestive System Diseases:Gastrointestinal Diseases:Intestinal Diseases:Inflammatory Bowel Diseases:Crohn Disease,Unknown
ERR720185,0.009069592,0.008763909,0.006679654,0.9754869
SRR6331045,0.005658418,0.008945733,0.0044282675,0.9809676
SRR6264744,0.005474061,0.009726137,0.004736334,0.98006344
SRR6265386,0.0059256554,0.00944379,0.004791945,0.9798386
SRR5983413,0.07238841,0.1966933,0.07576761,0.65515065
ERR011150,0.0055490434,0.021382034,0.0059965253,0.96707237
SRR5649002,0.005698234,0.009039611,0.004498452,0.9807637
SRR5203213,0.0056673586,0.008900464,0.004414588,0.9810176
ERR525959,0.0056609213,0.008987278,0.0044494867,0.9809023
SRR5079031,0.005626619,0.009180903,0.0044831336,0.9807093
SRR5651465,0.05513072,0.0295043,0.046244144,0.86912084
SRR5343081,0.0056669116,0.008898318,0.004413128,0.98102164
SRR5202929,0.0056841373,0.008992344,0.0044690073,0.9808545
ERR719703,0.022763968,0.011452615,0.014786512,0.9509969
SRR5803694,0.005057603,0.0119512975,0.0055913925,0.9773997
SRR961719,0.043976665,0.022387058,0.029740542,0.90389574
SRR6424689,0.0056696236,0.008893967,0.0044130385,0.9810234
ERR719023,0.027876824,0.06402758,0.039236158,0.8688594
DRR092045,0.005548358,0.107738405,0.005973935,0.88073933
SRR5202983,0.0057623386,0.009275317,0.004627228,0.9803351
ERR720001,0.009541184,0.01352036,0.008167475,0.968771
SRR7507701,0.0065413415,0.010337114,0.005706638,0.9774149
SRR5648811,0.04772529,0.0732359,0.046154708,0.8328841
SRR7690164,0.0056673586,0.00889495,0.004411429,0.9810263
SRR5757922,0.016935736,0.023226619,0.018770427,0.9410672
ERR209320,0.005347252,0.15111658,0.0075808167,0.8359554
SRR6264427,0.022783905,0.011552364,0.015005052,0.9506587
SRR5711562,0.0057077706,0.0100516975,0.004812151,0.9794284
SRR6185241,0.0050651133,0.014506221,0.005519867,0.9749088
SRR5651437,0.005702466,0.008886397,0.004437804,0.98097336
ERR719886,0.0065997243,0.025933415,0.0078044236,0.95966244
SRR5078932,0.0049095154,0.013621181,0.0059064925,0.9755628
SRR5758074,0.013695776,0.00803414,0.00962171,0.9686484
SRR5578979,0.005332142,0.012286484,0.005120039,0.9772613
SRR5548670,0.0964641,0.23122257,0.36175883,0.3105545
SRR5947824,0.026679188,0.13496181,0.032950014,0.80540895
ERR209294,0.00581339,0.01719901,0.005927831,0.9710598
SRR5983304,0.018441647,0.01828,0.0151029825,0.9481754
SRR5802321,0.00561589,0.010190517,0.0050581694,0.9791354
SRR5580468,0.021710068,0.027816594,0.020822495,0.92965084
SRR5602255,0.0064430833,0.009596974,0.005169153,0.97879076
SRR5078943,0.0056520402,0.008958429,0.0044359863,0.9809536
SRR5637780,0.005720377,0.009024709,0.0045200586,0.9807348
SRR5802241,0.005488038,0.011387289,0.0047014654,0.97842324
SRR5399444,0.005667269,0.00889796,0.0044116676,0.9810231
SRR1687460,0.027984083,0.24237329,0.052481204,0.67716146
ERR720217,0.035594314,0.014802009,0.022268206,0.9273355
SRR6185219,0.011119515,0.008856624,0.007899076,0.9721248
SRR5629132,0.010284096,0.17788002,0.01444599,0.79738986
SRR5548556,0.02175498,0.2912172,0.13438463,0.5526432
SRR5610049,0.008380264,0.009699404,0.0064480305,0.97547233
SRR6474227,0.07155639,0.47449386,0.1013203,0.35262942
SRR5813469,0.009053439,0.013052821,0.007980347,0.96991336
SRR5651413,0.009175271,0.6682119,0.009540319,0.31307256
SRR935742,0.14400569,0.03234878,0.18820947,0.63543606
ERR209418,0.0057515204,0.008915901,0.0044876337,0.980845
ERR209118,0.0030221045,0.17169544,0.021403015,0.80387944
ERR209544,0.006369114,0.11925784,0.009599298,0.86477375
SRR5757787,0.033842057,0.015450329,0.02391857,0.92678905
SRR5758060,0.0062224567,0.0127105415,0.0058085322,0.97525847
SRR5549038,0.005227864,0.9013742,0.03009069,0.063307226
ERR209083,0.003045112,0.085953325,0.018845499,0.89215606
SRR6264545,0.005640745,0.009002596,0.0044540763,0.98090255
SRR5548902,0.0023016036,0.0840995,0.02737844,0.88622046
ERR719262,0.03108561,0.032919824,0.028496832,0.90749776
ERR719878,0.006337106,0.009258151,0.005010873,0.97939384
ERR720160,0.005543947,0.011880726,0.0050890744,0.97748625
SRR5602284,0.0056609213,0.008944631,0.0044214725,0.980973
SRR1765941,0.0060162246,0.03298089,0.0067923367,0.9542105
SRR1008914,0.0022834837,0.085508496,0.0278157,0.8843923
SRR7507333,0.006072104,0.03963825,0.011195272,0.9430944
SRR5763466,0.0056672394,0.008895427,0.004411638,0.9810257
SRR5803781,0.006955862,0.31773394,0.0111629665,0.66414726
SRR2914255,0.0055808723,0.009737998,0.00454998,0.98013115
SRR5343178,0.005666971,0.008896202,0.0044119656,0.98102486
ERR719827,0.009685099,0.021631807,0.010501206,0.95818186
SRR5218387,0.005679041,0.008983791,0.004469216,0.980868
SRR5091535,0.010629475,0.01057604,0.008086801,0.97070765
SRR6265530,0.017631233,0.013450772,0.013109744,0.9558083
SRR5548387,0.0044722557,0.01696837,0.007194996,0.9713644
SRR7507527,0.005119562,0.011877447,0.005608022,0.97739494
ERR525765,0.005660057,0.008932143,0.0044231117,0.9809847
SRR5757906,0.0055170357,0.0100726485,0.004755765,0.97965455
ERR011219,0.0064926744,0.010319263,0.0054155886,0.9777725
SRR961774,0.01129812,0.00878799,0.00804469,0.97186923
ERR525767,0.008303821,0.01474759,0.007671714,0.9692769
SRR5813192,0.027877271,0.020379722,0.022598952,0.929144
SRR5091500,0.0063191056,0.011162788,0.005988091,0.97653
SRR6185191,0.005622089,0.009309351,0.00452587,0.98054266
SRR6724457,0.0075351894,0.008641332,0.0057104826,0.978113
SRR5602263,0.018969089,0.015925437,0.014062762,0.9510427
SRR5637771,0.005493194,0.014508843,0.0054456294,0.97455233
ERR719398,0.01268965,0.012017876,0.009796798,0.9654957
SRR5078900,0.0054806173,0.009938806,0.004721254,0.97985935
ERR209194,0.011153191,0.011953205,0.009076357,0.96781725
ERR209533,0.0054410696,0.01041019,0.0048111677,0.9793376
SRR5079252,0.0056250393,0.009187967,0.004492998,0.980694
SRR5601908,0.030531883,0.072797745,0.0380857,0.85858464
ERR719389,0.014692247,0.011649698,0.010807008,0.96285105
SRR1765911,0.0066639185,0.013709158,0.0061796904,0.9734472
SRR5602020,0.008958131,0.011203766,0.007141769,0.9726963
SRR6024861,0.0056032836,0.011207312,0.0049820244,0.97820735
ERR719783,0.007987052,0.0088810325,0.006140709,0.9769912
SRR5757923,0.0057349205,0.012825131,0.0053326786,0.97610724
SRR5601938,0.033706516,0.06105131,0.0376561,0.8675861
SRR5757945,0.0957222,0.050925374,0.21118414,0.6421683
SRR2918849,0.011690199,0.03754151,0.036930174,0.91383815
SRR7507625,0.006205052,0.008763999,0.0048006475,0.98023033
ERR011222,0.007368952,0.27447927,0.014092445,0.70405936
SRR5579004,0.009909302,0.012327582,0.008662373,0.9691007
SRR5495964,0.005666733,0.008897543,0.004412532,0.9810232
ERR719776,0.007817179,0.008807927,0.0060082674,0.9773666
SRR5758053,0.005126953,0.8997344,0.03138545,0.06375325
SRR5758104,0.0056762993,0.008891344,0.0044178963,0.9810145
SRR6331488,0.0057225227,0.010344744,0.0048912466,0.97904146
SRR5650099,0.0114941,0.25317973,0.022618443,0.71270776
ERR209616,0.0049138367,0.24317953,0.013930142,0.7379765
SRR6901788,0.0067842305,0.00893414,0.00521636,0.9790653
ERR720082,0.006761253,0.009572506,0.005382538,0.9782837
SRR5609957,0.0056550503,0.008949578,0.004431069,0.9809643
SRR961785,0.0063687265,0.015575558,0.0062702,0.97178555
ERR525776,0.033446163,0.073896885,0.042915523,0.84974146
ERR719914,0.0064338148,0.020656139,0.0068224072,0.96608764
SRR5431365,0.004514754,0.016819835,0.0073781908,0.97128725
SRR1262585,0.0056673586,0.00889495,0.004411429,0.9810263
SRR5637797,0.005557418,0.011516541,0.004567623,0.9783584
SRR7507679,0.0056684315,0.008897334,0.0044138134,0.98102045
ERR719429,0.0139430165,0.00945282,0.009498179,0.967106
SRR5609988,0.005666971,0.00889802,0.004412949,0.98102206
ERR209404,0.030546576,0.019960523,0.023112774,0.92638016
SRR5079205,0.005470425,0.009770751,0.004742235,0.9800166
SRR5866497,0.005191624,0.03669694,0.006183684,0.9519278
SRR5343110,0.005997032,0.009315103,0.0047999024,0.97988796
SRR5396489,0.14223498,0.3914051,0.30249166,0.16386825
SRR1008713,0.0051032603,0.9038774,0.031599075,0.059420347
SRR5431545,0.0056673586,0.00889495,0.004411429,0.9810263
ERR719186,0.043477297,0.022981912,0.03294632,0.9005945
ERR209698,0.008408815,0.7429997,0.019585133,0.22900641
ERR719318,0.0071612,0.022316635,0.008384675,0.96213746
SRR6265676,0.005597323,0.009182751,0.0045252144,0.9806947
SRR5100596,0.007963687,0.009516418,0.006144285,0.9763756
SRR1930179,0.0056673586,0.00889495,0.004411429,0.9810263
SRR5934934,0.025178164,0.017006427,0.01832363,0.93949175
SRR6264783,0.009305567,0.008993655,0.0068120956,0.9748887
ERR011102,0.0058205426,0.01746416,0.0060101748,0.97070515
SRR7507546,0.005734414,0.0088723,0.0044596195,0.98093367
SRR1763576,0.18951097,0.0462313,0.11606568,0.64819205
ERR525846,0.005664468,0.008910358,0.0044172704,0.98100793
ERR718994,0.006240219,0.009245992,0.0049426854,0.9795711
SRR5343122,0.005633801,0.009295642,0.004462123,0.98060846
SRR6265516,0.007586956,0.01249516,0.007373363,0.97254455
ERR321091,0.0056672096,0.008895695,0.004411727,0.98102534
SRR6265069,0.005555898,0.009367555,0.004594326,0.9804822
ERR526068,0.005536467,0.00974229,0.0046236813,0.98009753
SRR6182496,0.0069105625,0.009652257,0.005441934,0.9779953
SRR5399504,0.0056674182,0.00889492,0.004411578,0.98102605
SRR7507526,0.0056325197,0.009079546,0.0044901073,0.9807978
SRR6901821,0.005667329,0.00889498,0.0044115186,0.9810262
SRR2142230,0.0052268207,0.3052355,0.010371655,0.679166
SRR6264906,0.0035678744,0.07618278,0.013100952,0.90714836
SRR6265180,0.0056663454,0.008899748,0.004413098,0.9810208
SRR6264161,0.02256754,0.009210467,0.014382303,0.95383966
SRR6474282,0.03469214,0.03732401,0.039874405,0.88810945
ERR209790,0.021184355,0.2983978,0.020410806,0.660007
SRR5079087,0.00564149,0.009008855,0.004452914,0.9808967
ERR209720,0.30570868,0.043551743,0.18032113,0.47041845
SRR1693360,0.36927134,0.03216046,0.16563442,0.4329338
ERR719756,0.010251164,0.0097103715,0.0075784028,0.97246003
SRR6331281,0.028324425,0.0134758055,0.018826365,0.9393734
SRR6264582,0.005667329,0.00889498,0.004411489,0.9810262
SRR5078718,0.031519204,0.01780516,0.02147773,0.9291979
ERR209733,0.0055812895,0.24152267,0.009230405,0.74366564
ERR719632,0.005953729,0.008927703,0.004641056,0.9804775
ERR525909,0.0056812167,0.008959472,0.0044530034,0.9809063
SRR5203130,0.005852431,0.008919984,0.0045651495,0.98066247
ERR209782,0.0050866604,0.9072017,0.0316768,0.056034803
SRR6185171,0.00556615,0.009345412,0.004579872,0.98050857
SRR5650062,0.1350824,0.11671859,0.17625076,0.5719483
SRR5580471,0.012609869,0.010904491,0.009316534,0.9671691
ERR719143,0.006871283,0.009180993,0.0053446293,0.9786031
ERR720033,0.006547302,0.018786997,0.0068089366,0.96785676
SRR5203280,0.005638927,0.009401679,0.00457716,0.9803822
SRR5399643,0.0052427948,0.012426883,0.005292505,0.9770378
ERR1809145,0.005662471,0.008924812,0.004422784,0.98098993
ERR209815,0.0231269,0.7545986,0.04052365,0.18175083
ERR526034,0.0056656003,0.0089176,0.0044141114,0.9810027
ERR719780,0.00834325,0.008930206,0.006417632,0.97630894
SRR5803727,0.0057830513,0.008855194,0.004494101,0.9808676
SRR7507316,0.0056503117,0.008964211,0.0044388473,0.98094666
SRR1009033,0.005191654,0.8954085,0.031698614,0.06770122
SRR5757986,0.0056673884,0.00889501,0.0044115484,0.98102605
SRR1765923,0.059432596,0.025316447,0.038663745,0.8765872
SRR5947840,0.11781913,0.042889476,0.13484547,0.70444596
SRR6264093,0.0056673586,0.00889495,0.004411429,0.9810263
SRR5649063,0.0721893,0.009165138,0.057676554,0.860969
ERR321585,0.0022622347,0.10673624,0.028170347,0.8628312
DRR092046,0.010514051,0.054744393,0.026828915,0.9079126
SRR5078683,0.008609742,0.07125789,0.014093429,0.90603894
ERR719927,0.00658074,0.019426912,0.00684762,0.9671447
SRR1008907,0.0050956607,0.9072894,0.03171581,0.055899143
ERR719709,0.0069442093,0.011447132,0.0061147213,0.9754939
ERR209719,0.3226868,0.047492415,0.1942659,0.43555486
ERR209298,0.00615415,0.01861924,0.006366253,0.9688604
SRR5548402,0.0323236,0.2775703,0.048973203,0.6411329
SRR5399515,0.0056673586,0.00889492,0.0044115186,0.9810262
SRR5429113,0.015911758,0.008717269,0.010683835,0.9646871
ERR719036,0.0136317015,0.01331538,0.010749131,0.96230376
ERR719345,0.011597842,0.016768754,0.010413229,0.96122015
SRR6331358,0.0056673586,0.00889492,0.0044115186,0.9810262
SRR5601923,0.0057010055,0.008949697,0.004469514,0.9808798
SRR1929574,0.0056666434,0.008906871,0.0044174194,0.98100907
SRR6330896,0.0056672096,0.008905947,0.0044174194,0.9810094
SRR6264016,0.0056673586,0.00889495,0.004411429,0.9810263
SRR5601933,0.006357074,0.010175914,0.0052848756,0.97818214
SRR5813386,0.0052495003,0.019904464,0.0053391457,0.96950686
SRR5203180,0.0056972206,0.0092457235,0.004571706,0.9804853
SRR5813285,0.0054781735,0.0134027,0.005441308,0.97567785
SRR2914165,0.0056681037,0.008894622,0.0044119954,0.9810253
SRR6724492,0.010111332,0.011866361,0.007909805,0.9701125
ERR525805,0.0056426823,0.009077191,0.0044499934,0.98083013
SRR5202840,0.015118808,0.024728745,0.011178702,0.9489738
SRR1930255,0.0056970716,0.03599295,0.0069604516,0.9513495
SRR6182469,0.006242752,0.008988112,0.004865259,0.9799039
SRR5431396,0.014776617,0.0089553,0.009515256,0.9667528
SRR6264601,0.005666524,0.008898467,0.0044127703,0.98102224
SRR5602240,0.034697562,0.009623647,0.020091325,0.93558747
SRR5580494,0.005172193,0.012582719,0.0053742826,0.9768708
ERR209425,0.015541047,0.017770559,0.01297155,0.9537169
ERR719604,0.01709348,0.011896551,0.012167394,0.9588426
SRR7507439,0.08843419,0.01701814,0.046037912,0.8485098
ERR720150,0.005498737,0.011613339,0.0049844384,0.9779035
ERR525761,0.0056548715,0.009335101,0.004426092,0.9805839
SRR6264613,0.0058299303,0.03125426,0.0087400675,0.9541757
SRR6724520,0.006371379,0.009606123,0.0051317215,0.9788908
SRR5610172,0.029338777,0.009192884,0.018016517,0.9434518
SRR5078701,0.00566712,0.008896083,0.004411876,0.9810249
ERR209301,0.005639702,0.050819546,0.007005602,0.9365351
SRR6182356,0.0054982007,0.009641141,0.00470984,0.9801508
SRR6265296,0.00566712,0.008897603,0.0044116974,0.98102355
SRR5549114,0.005048275,0.88185567,0.030860215,0.08223581
SRR5399367,0.0056834817,0.008891404,0.0044238567,0.98100126
ERR505100,0.006687194,0.113456905,0.016857654,0.86299825
SRR5548601,0.018105984,0.8540638,0.07473925,0.05309093
ERR011162,0.11127159,0.046809107,0.076639205,0.7652801
ERR011279,0.007340461,0.26529303,0.00873965,0.71862686
SRR5813221,0.030235678,0.14069468,0.036754817,0.7923148
SRR5983306,0.07083061,0.057022333,0.08054486,0.7916022
SRR6281237,0.0046929717,0.017140806,0.006989956,0.97117627
SRR5202997,0.005656779,0.009028852,0.0044631064,0.9808513
ERR719517,0.017146826,0.018057466,0.014804959,0.94999075
SRR5763451,0.0054556727,0.0151516795,0.0054049194,0.9739877
SRR5580571,0.013368636,0.015737623,0.010993868,0.9598999
SRR5648960,0.0056752264,0.008893311,0.0044175684,0.9810139
SRR6901810,0.0056673586,0.00889495,0.004411429,0.9810263
SRR6182420,0.0056675076,0.00889498,0.0044116974,0.9810258
ERR720054,0.0052386224,0.014092237,0.005441338,0.97522783
SRR6264289,0.0056657195,0.008904338,0.0044151545,0.9810148
SRR3313074,0.007647723,0.068858564,0.0111453235,0.9123484
SRR5429177,0.0062714517,0.00888595,0.004863173,0.9799794
SRR1930140,0.009561062,0.023853242,0.009816408,0.9567693
SRR5649050,0.0056673586,0.00889492,0.0044115186,0.9810262
SRR6331180,0.005666673,0.00889802,0.004412681,0.9810226
SRR7507691,0.008295417,0.021438926,0.008296847,0.9619688
SRR5983303,0.01995641,0.050990522,0.02554202,0.90351105
ERR1809140,0.011072695,0.011923015,0.010229409,0.9667749
SRR5983294,0.028722763,0.1692687,0.054447114,0.74756145
SRR5648911,0.005937308,0.008826494,0.0046028495,0.9806334
SRR5548542,0.008293271,0.79386157,0.036568463,0.1612767
SRR3400451,0.0056673586,0.00889495,0.004411429,0.9810263
SRR5548918,0.015889496,0.3825832,0.026237816,0.5752895
SRR5803678,0.007823318,0.008721203,0.005881399,0.9775741
SRR5399484,0.0056674182,0.00889495,0.0044115484,0.98102605
SRR5650118,0.0052809715,0.011099219,0.005287826,0.978332
ERR720032,0.006484002,0.019357026,0.006798923,0.96736
SRR5079220,0.005546987,0.009407073,0.0046096146,0.9804363
SRR5218348,0.005556762,0.009474009,0.004598379,0.9803709
SRR7082899,0.0077343285,0.012406349,0.0067002177,0.9731591
ERR011126,0.0024588704,0.124405295,0.024857253,0.8482786
SRR5078917,0.0056667924,0.008896917,0.0044122636,0.981024
ERR719228,0.021191329,0.018935323,0.017278343,0.942595
ERR719123,0.027155697,0.017141461,0.020582944,0.93511987
ERR719151,0.016284794,0.016866028,0.01370737,0.9531418
SRR5202875,0.005666733,0.008904606,0.0044162273,0.98101246
SRR5602108,0.006049216,0.021534473,0.0066120923,0.9658042
SRR5078671,0.005648613,0.008970857,0.0044413805,0.98093915
SRR5602033,0.0055084825,0.009610027,0.004697442,0.9801841
SRR5078950,0.005666554,0.008900732,0.00441283,0.98101985
SRR5648931,0.11344108,0.022464335,0.061843246,0.80225134
ERR720116,0.022043794,0.016965747,0.018638462,0.942352
SRR5802318,0.0041514337,0.019650608,0.008329302,0.9678687
SRR6331212,0.009834886,0.014969349,0.008642405,0.96655333
SRR7008044,0.014698029,0.011221886,0.010707378,0.9633727
SRR7507407,0.0056670606,0.008896112,0.004412025,0.9810248
ERR209761,0.0052673817,0.021194488,0.005171895,0.96836627
SRR5602320,0.004498929,0.040869296,0.009293944,0.94533783
SRR5983431,0.039758116,0.72185487,0.09661019,0.1417768
SRR5548713,0.005667269,0.00889492,0.0044115484,0.9810263
ERR209556,0.005277753,0.012811452,0.0051915944,0.9767192
SRR6182401,0.0057492554,0.009108841,0.0045808256,0.9805611
SRR1766016,0.09487292,0.039561838,0.058782905,0.80678236
SRR5548189,0.005891919,0.12667778,0.008644402,0.85878587
SRR5218341,0.0056649745,0.008904219,0.004415095,0.9810157
SRR5813441,0.008485198,0.00996092,0.006742835,0.9748111
SRR7507706,0.03195721,0.015125543,0.021017224,0.9319
ERR719546,0.011609167,0.016497016,0.010365307,0.96152854
SRR5548824,0.06778139,0.26585895,0.04913175,0.6172279
ERR525855,0.0063003898,0.043498456,0.00921464,0.9409865
SRR1766076,0.013790667,0.01739633,0.011509448,0.9573035
ERR209507,0.006584376,0.011353701,0.0057207644,0.9763411
SRR6724367,0.008306503,0.008690596,0.0061793923,0.9768235
ERR720195,0.0069313943,0.008690804,0.00528425,0.97909355
ERR525994,0.0024628341,0.071851194,0.023914188,0.9017718
SRR5202930,0.008120298,0.017149568,0.007794261,0.9669359
SRR5648879,0.04331714,0.016286433,0.027074516,0.9133219
SRR6264636,0.007696897,0.01169014,0.0075642765,0.9730487
ERR719523,0.016573548,0.018194646,0.014363319,0.9508685
SRR7507714,0.005669564,0.008899063,0.0044157207,0.9810157
ERR719055,0.0143202245,0.0135139525,0.011215717,0.96095014
SRR7507695,0.14128196,0.022711724,0.07473597,0.76127034
SRR5495977,0.013267219,0.011258274,0.009807736,0.9656668
SRR5343118,0.0059004426,0.009219497,0.0047031045,0.9801769
ERR209678,0.0061812997,0.32955825,0.011560112,0.6527003
SRR6724477,0.015624702,0.011845946,0.011132985,0.96139634
SRR5866317,0.005588174,0.009615153,0.0045905113,0.98020613
SRR961761,0.0035964847,0.052405477,0.011832565,0.9321655
SRR5610157,0.005648434,0.008974433,0.0044417083,0.98093545
SRR497944,0.0056672394,0.008895278,0.004411608,0.9810259
SRR6182377,0.005673319,0.00991264,0.004733503,0.97968054
SRR1765998,0.0088276565,0.011432767,0.0069310665,0.9728085
ERR209211,0.049761236,0.0271371,0.033738405,0.8893633
SRR5602336,0.013636559,0.0092673,0.010282099,0.96681404
SRR1687042,0.003093928,0.31724882,0.026172936,0.65348434
SRR6182404,0.005437672,0.009947717,0.004828334,0.9797863
ERR209827,0.005512923,0.9106078,0.033598244,0.05028099
ERR1809130,0.00562948,0.00987798,0.0044617355,0.9800308
SRR5548922,0.00890249,0.010967851,0.007133037,0.9729966
