,root:Diseases:Digestive System Diseases:Gastrointestinal Diseases:Intestinal Diseases,root:Diseases:Digestive System Diseases:Liver Diseases:Liver Cirrhosis,root:Diseases:Hemic and Lymphatic Diseases:Hematologic Diseases:Hematologic Neoplasms,root:Infections:Bacterial Infections and Mycoses:Bacterial Infections:Gram-Positive Bacterial Infections,Unknown
SRR5650061,0.9126825,0.005473137,0.0074652135,0.05991572,0.014463484
SRR5903353,0.028149039,0.0024161637,0.0016648173,0.0130518675,0.9547181
SRR5602062,0.019841403,0.002380997,0.0010777712,0.013315052,0.96338475
SRR5580419,0.022578835,0.004089296,0.0060424805,0.068692446,0.89859694
SRR1763600,0.6400796,0.003898263,0.00281924,0.01643908,0.3367638
ERR525882,0.029941082,0.0013640225,0.0005571842,0.0056602955,0.96247745
SRR5947832,0.22189751,0.0037609637,0.006802529,0.061905026,0.705634
ERR719722,0.120859206,0.0035189688,0.0032827854,0.025416344,0.8469227
SRR7690157,0.39383185,0.009711802,0.00068438053,0.0011896491,0.5945823
SRR6264100,0.012404829,0.0025517344,0.0012613833,0.022204489,0.96157753
SRR5078581,0.2077463,0.002640009,0.004529476,0.034337312,0.7507469
SRR5079151,0.037067473,0.0011516511,0.0004297495,0.0038673878,0.95748377
SRR6474243,0.4733318,0.008663565,0.0017548501,0.0047717392,0.51147807
SRR1999202,0.017799318,0.0020044148,0.0009049475,0.01307568,0.9662156
ERR719996,0.01922369,0.002111882,0.0012020469,0.01290229,0.9645601
SRR5580652,0.03674975,0.0026850104,0.007886797,0.103654325,0.8490241
SRR6265001,0.043879807,0.0013613105,0.00044241548,0.0034594238,0.95085704
SRR7464971,0.124224365,0.00051271915,0.0026256442,0.06434828,0.808289
SRR6182450,0.038250268,0.0016241372,0.000970155,0.0075995326,0.9515559
SRR5813434,0.062401652,0.0025087297,0.0005607009,0.0031675696,0.9313613
SRR5429198,0.04381882,0.011125148,0.70273435,0.24232166,0.0
SRR5803631,0.012943774,0.002471149,0.001201868,0.020822734,0.9625605
ERR634980,0.021864414,0.0022003055,0.0014574826,0.013757616,0.9607202
SRR5757800,0.059159636,0.011399686,0.1033881,0.6421621,0.18389046
SRR6264057,0.012473345,0.0025390983,0.0012466311,0.022070736,0.96167016
SRR5343126,0.016744137,0.0020540953,0.0009367764,0.013884544,0.9663805
ERR720185,0.015339792,0.002244532,0.0011954308,0.015389234,0.96583104
SRR6331045,0.01841262,0.0019996464,0.00091576576,0.013557881,0.9651141
SRR6264744,0.013250858,0.0024301708,0.0011749566,0.020072848,0.96307117
SRR6265386,0.012135148,0.0026768446,0.0013656318,0.023056,0.9607664
SRR5983413,0.7400504,0.004425913,0.0021471381,0.010976642,0.24239993
ERR011150,0.016634554,0.0022394955,0.0011263192,0.015791774,0.9642079
SRR5649002,0.0138144195,0.0043077767,0.015326649,0.05265042,0.91390073
SRR5203213,0.015025079,0.002269864,0.0010626614,0.016691208,0.96495116
ERR525959,0.016198397,0.0021304786,0.0010045171,0.014956534,0.96571004
SRR5079031,0.035489053,0.0012147129,0.00045526028,0.00420171,0.95863926
SRR5651465,0.051477075,0.0022184253,0.0012829602,0.011519015,0.93350255
SRR5343081,0.01365459,0.0023911595,0.0011461079,0.019210964,0.9635972
SRR5202929,0.016318113,0.0021306574,0.0009824634,0.0146635175,0.96590525
ERR719703,0.028183103,0.0025967956,0.0014578104,0.010817319,0.95694494
SRR5803694,0.18307894,0.0050575435,0.00050470233,0.0011325479,0.81022626
SRR961719,0.4453732,0.0009817779,0.002852112,0.050337642,0.50045526
SRR6424689,0.075131625,0.00083982944,0.0009498298,0.013673633,0.9094051
ERR719023,0.052476943,0.0018646419,0.0025855303,0.035012394,0.9080605
DRR092045,0.17613965,0.004963577,0.0005109906,0.0011900961,0.81719565
SRR5202983,0.01893565,0.0020754933,0.0012986064,0.010908425,0.96678185
ERR720001,0.018550098,0.0021682382,0.0012764633,0.013192296,0.9648129
SRR7507701,0.01764083,0.0022153854,0.0013418794,0.012714803,0.9660871
SRR5648811,0.12491718,0.004539281,0.0042608976,0.03125429,0.83502835
SRR7690164,0.091257006,0.06056711,0.0067453086,0.0063758492,0.83505476
SRR5757922,0.057138205,0.0070512295,0.057917893,0.5484524,0.3294403
ERR209320,0.094570935,0.0022452474,0.000654161,0.0055830777,0.89694655
SRR6264427,0.0203259,0.0023027062,0.00191468,0.018428594,0.95702815
SRR5711562,0.026985437,0.0022184253,0.00106439,0.014001012,0.95573074
SRR6185241,0.23649853,0.0066378117,0.00052019954,0.00090399384,0.75543946
SRR5651437,0.018733025,0.001978606,0.00092321634,0.011204511,0.96716064
ERR719886,0.024420291,0.0029085279,0.0018859804,0.018379927,0.9524053
SRR5078932,0.039502054,0.0012166202,0.00043210387,0.0036917329,0.9551575
SRR5758074,0.018409818,0.0024166703,0.0024403334,0.014589161,0.962144
SRR5578979,0.023083925,0.0019263625,0.0009172261,0.013443142,0.96062934
SRR5548670,0.9323473,0.003535539,0.0047205985,0.045575887,0.013820767
SRR5947824,0.61854696,0.0049274564,0.0025572777,0.011725813,0.36224246
ERR209294,0.016507,0.0024292767,0.0018608868,0.014110714,0.9650921
SRR5983304,0.25063083,0.006312579,0.0038177967,0.018635213,0.7206036
SRR5802321,0.03631854,0.0011692047,0.00043857098,0.003998697,0.958075
SRR5580468,0.037284046,0.004312873,0.008868992,0.102837205,0.84669685
SRR5602255,0.018960238,0.0037676692,0.004655689,0.01862204,0.9539944
SRR5078943,0.037088215,0.0011518598,0.00042968988,0.0038649738,0.9574653
SRR5637780,0.027442396,0.0014358461,0.0005784631,0.0063049495,0.96423835
SRR5802241,0.02425611,0.002286911,0.0009085834,0.010176837,0.9623716
SRR5399444,0.826522,0.015469514,0.019298632,0.13870987,0.0
SRR1687460,0.36686745,0.05579913,0.5281683,0.04916508,0.0
ERR720217,0.05474338,0.0033728778,0.001121372,0.007037103,0.93372524
SRR6185219,0.07570219,0.0029377937,0.0006828606,0.004457861,0.9162193
SRR5629132,0.042866886,0.0023160875,0.0010828078,0.010059178,0.94367504
SRR5548556,0.42922577,0.00079134107,0.0027721822,0.04661125,0.5205995
SRR5610049,0.013459414,0.0024654567,0.0013716221,0.019079953,0.9636235
SRR6474227,0.794564,0.0024257004,0.0031870306,0.030272901,0.16955036
SRR5813469,0.13487583,0.0021885931,0.0013952851,0.013582826,0.8479575
SRR5651413,0.934003,0.002760917,0.004314542,0.043732822,0.015188754
SRR935742,0.09542492,0.0025021732,0.35630214,0.073970795,0.47179997
ERR209418,0.016314626,0.0021609068,0.0010124147,0.0147407055,0.9657713
ERR209118,0.09978223,0.00091955066,0.0009651482,0.014434904,0.88389814
ERR209544,0.1468131,0.0025910437,0.0028348863,0.025851756,0.8219092
SRR5757787,0.03065139,0.0028285086,0.006025076,0.05886054,0.90163445
SRR5758060,0.0190638,0.0029937923,0.0037467778,0.01566276,0.95853287
SRR5549038,0.93639076,0.002652824,0.004078746,0.04156947,0.015308201
ERR209083,0.12805834,0.0034784079,0.0007046461,0.0027618408,0.8649968
SRR6264545,0.032011956,0.0012853444,0.0004975498,0.004916042,0.9612891
SRR5548902,0.19295749,0.00033029914,0.0018165708,0.050936043,0.7539596
ERR719262,0.04600194,0.0024276972,0.0010801256,0.009015769,0.94147444
ERR719878,0.013699412,0.0025000572,0.0013707578,0.018503726,0.9639261
ERR720160,0.021352768,0.0025399923,0.0019780993,0.014210105,0.95991904
SRR5602284,0.03248781,0.0012716651,0.0005147755,0.0046987534,0.961027
SRR1765941,0.015696824,0.002639234,0.0024384856,0.015942693,0.96328276
SRR1008914,0.93641853,0.0026467443,0.0040694475,0.041489273,0.015375972
SRR7507333,0.42281467,0.07540068,0.0011407435,0.0019120872,0.49873185
SRR5763466,0.029110521,0.0013749897,0.0005455911,0.0057276785,0.9632412
SRR5803781,0.21036077,0.0049459934,0.0011917353,0.0076480806,0.7758534
SRR2914255,0.08731413,0.001967609,0.0018592477,0.021764934,0.8870941
SRR5343178,0.013740569,0.0023674667,0.0011344254,0.018960774,0.96379673
ERR719827,0.021063417,0.003686428,0.0041172504,0.042431414,0.9287015
SRR5218387,0.32339102,0.009534091,0.00054106116,0.00066784024,0.665866
SRR5091535,0.018678278,0.0027138293,0.0028907955,0.013481587,0.9622355
SRR6265530,0.028087944,0.0022131205,0.0011295378,0.009362817,0.9592066
SRR5548387,0.59655136,0.009339333,0.00082552433,0.0019250512,0.39135873
SRR7507527,0.017930746,0.0019554496,0.00087696314,0.012453526,0.9667833
ERR525765,0.029519737,0.0013617277,0.0005414784,0.0055925846,0.96298444
SRR5757906,0.079737574,0.008877605,0.09732595,0.7433401,0.070718765
ERR011219,0.017639369,0.0020918548,0.001108259,0.013101667,0.96605885
SRR961774,0.030902684,0.0015069842,0.00079742074,0.0072424114,0.9595505
ERR525767,0.0538615,0.0031274557,0.0013247728,0.0068175197,0.93486875
SRR5813192,0.030378282,0.0030468702,0.0012871325,0.01106596,0.9542217
SRR5091500,0.035722345,0.0013821721,0.0016938448,0.0215334,0.93966824
SRR6185191,0.029294372,0.0016201735,0.0006519854,0.0070484877,0.961385
SRR6724457,0.08851487,0.8536713,0.03254867,0.02526512,0.0
SRR5602263,0.87673277,0.016559184,0.008121004,0.098587036,0.0
SRR5637771,0.038309336,0.0039376915,0.0019275546,0.009876281,0.94594914
ERR719398,0.0171462,0.002404511,0.0014537871,0.014189035,0.96480644
SRR5078900,0.07636288,0.0021920502,0.00046107173,0.002271831,0.91871214
ERR209194,0.021745175,0.0024754703,0.001915127,0.012429595,0.9614346
ERR209533,0.036070794,0.0012063682,0.00044950843,0.0041041374,0.9581692
SRR5079252,0.18672547,0.0004911423,0.0029521883,0.10039717,0.70943403
SRR5601908,0.13195294,0.0035747886,0.008310944,0.08993563,0.7662257
ERR719389,0.016779333,0.00244084,0.0014713705,0.014495134,0.96481335
SRR1765911,0.0147639215,0.0023478866,0.0012613535,0.016837537,0.9647893
SRR5602020,0.29651248,0.008157492,0.00079390407,0.0020667315,0.69246936
SRR6024861,0.015563279,0.0022779107,0.0010916293,0.017747432,0.9633198
ERR719783,0.01544261,0.0028982162,0.0027154088,0.020202845,0.95874095
SRR5757923,0.01643756,0.005459249,0.04172045,0.101591974,0.83479077
SRR5601938,0.038824588,0.0036436021,0.007884562,0.09658754,0.8530597
SRR5757945,0.02551493,0.0023551285,0.0039022565,0.04520732,0.92302036
SRR2918849,0.23300576,0.015689284,0.054492444,0.34418544,0.35262704
SRR7507625,0.033335507,0.0012480617,0.00047811866,0.0046036243,0.96033466
ERR011222,0.03707996,0.0020952225,0.0016687512,0.017016381,0.9421397
SRR5579004,0.09441775,0.006457269,0.0071880817,0.014387786,0.8775491
SRR5495964,0.49733943,0.049512744,0.00076937675,0.0013906956,0.45098776
ERR719776,0.014615029,0.0031038225,0.0029915273,0.022821069,0.9564686
SRR5758053,0.9364091,0.0026477873,0.0040710866,0.041505754,0.015366256
SRR5758104,0.013048202,0.0024592876,0.0011947453,0.020609766,0.96268797
SRR6331488,0.0149059,0.0023676455,0.0012941658,0.016865253,0.96456707
SRR5650099,0.91230965,0.0026239455,0.004109174,0.0417915,0.039165795
ERR209616,0.14795214,0.004309118,0.0009486079,0.0037095249,0.84308064
SRR6901788,0.10492852,0.0035645664,0.00060105324,0.002085209,0.88882065
ERR720082,0.0145147145,0.0029972196,0.004060298,0.020463526,0.95796424
SRR5609957,0.036961615,0.0011548698,0.0004311502,0.003886789,0.95756555
SRR961785,0.023399174,0.0019917786,0.0013239384,0.015144825,0.95814025
ERR525776,0.87971264,0.004083246,0.004038602,0.030584961,0.08158064
ERR719914,0.022640169,0.0020752847,0.0011643469,0.011269331,0.96285087
SRR5431365,0.020651042,0.0017751157,0.00077447295,0.009994835,0.9668045
SRR1262585,0.012317896,0.0025605857,0.0012607276,0.022501916,0.9613589
SRR5637797,0.03344971,0.0012922585,0.000498265,0.00465858,0.9601012
SRR7507679,0.026821822,0.0016101599,0.00068598986,0.0061412454,0.96474075
ERR719429,0.019617498,0.0022844374,0.0013799667,0.01252836,0.96418977
SRR5609988,0.02828607,0.0014084876,0.00056245923,0.006011069,0.9637319
ERR209404,0.030813128,0.001791954,0.0008331835,0.009259015,0.9573027
SRR5079205,0.03711146,0.0011527836,0.0004297197,0.0038639307,0.9574421
SRR5866497,0.030676186,0.0023315847,0.000991106,0.010851592,0.95514953
SRR5343110,0.01836881,0.0021258593,0.0009763241,0.014693439,0.9638356
SRR5396489,0.8263987,0.007594645,0.013888687,0.124824494,0.027293444
SRR1008713,0.93634665,0.0026489794,0.004074067,0.04156512,0.015365183
SRR5431545,0.037064373,0.0011517406,0.0004298091,0.0038678944,0.95748615
ERR719186,0.04985249,0.003380239,0.002087891,0.015847802,0.9288316
ERR209698,0.44785923,0.0069782436,0.0014753044,0.0058499575,0.53783727
ERR719318,0.07575393,0.003632456,0.0058317184,0.060310096,0.8544718
SRR6265676,0.035802364,0.0011815131,0.00044479966,0.004092872,0.95847845
SRR5100596,0.02487582,0.003685981,0.002421528,0.025362879,0.9436538
SRR1930179,0.012319475,0.0025603175,0.001260668,0.022497535,0.961362
SRR5934934,0.047811747,0.0017012954,0.0009124577,0.010045409,0.93952906
SRR6264783,0.011664897,0.0028956532,0.0016183555,0.023956537,0.95986456
ERR011102,0.014969796,0.0026650727,0.0023013651,0.016952038,0.96311176
SRR7507546,0.01373139,0.0023686588,0.0011353791,0.018977672,0.9637869
SRR1763576,0.8729497,0.003430307,0.0042123795,0.037228614,0.08217895
ERR525846,0.013122171,0.002572298,0.0012373328,0.02139631,0.9616719
ERR718994,0.018433899,0.0023519993,0.0016875267,0.013410598,0.964116
SRR5343122,0.017006665,0.0020318627,0.00092327595,0.01354599,0.9664922
SRR6265516,0.0781036,0.0032393038,0.023581177,0.33825892,0.556817
ERR321091,0.03683868,0.0011570156,0.0004326403,0.0039073825,0.95766425
SRR6265069,0.03717178,0.0011563301,0.00043028593,0.0038630962,0.9573785
ERR526068,0.6139568,0.0077759027,0.016603261,0.18976432,0.17189974
SRR6182496,0.021283418,0.001791507,0.0007741451,0.0099589825,0.96619195
SRR5399504,0.012318015,0.0025605857,0.001260817,0.022501618,0.96135896
SRR7507526,0.032715768,0.0012623966,0.0004863441,0.0047398508,0.96079564
SRR6901821,0.024841249,0.0015500784,0.00063955784,0.007410854,0.9655583
SRR2142230,0.3855036,0.009672701,0.0006839037,0.0012138486,0.60292596
SRR6264906,0.7491731,0.003200084,0.002143383,0.012037694,0.2334457
SRR6265180,0.03607464,0.0011758208,0.00044170022,0.0040443838,0.95826346
SRR6264161,0.029219627,0.001506567,0.000623703,0.006763965,0.96188617
SRR6474282,0.13862675,0.0019389093,0.0013375878,0.013272375,0.8448244
ERR209790,0.32918328,0.0071138144,0.0015787482,0.008229226,0.6538949
SRR5079087,0.04073167,0.0012497306,0.00043338537,0.0036106408,0.9539746
ERR209720,0.68410295,0.009852171,0.0030911565,0.01076743,0.29218626
SRR1693360,0.556549,0.13329142,0.008143812,0.017466575,0.28454924
ERR719756,0.016777456,0.0024858713,0.0016746223,0.013930082,0.965132
SRR6331281,0.0193052,0.0021981597,0.0013491809,0.014629811,0.9625176
SRR6264582,0.0365583,0.0011634231,0.00043565035,0.0039557517,0.9578869
SRR5078718,0.029201657,0.0019488633,0.0012432635,0.014645308,0.9529609
ERR209733,0.5495634,0.010474861,0.00084239244,0.0019882321,0.4371311
ERR719632,0.039369136,0.0017093122,0.001608938,0.0033991039,0.9539135
ERR525909,0.013536066,0.0024480522,0.0011722445,0.019698083,0.96314555
SRR5203130,0.015527278,0.003970325,0.004205078,0.023105562,0.95319176
ERR209782,0.6433967,0.063792616,0.0015695989,0.003818661,0.28742242
SRR6185171,0.040557563,0.00132972,0.00045332313,0.0037588775,0.9539005
SRR5650062,0.8955544,0.00808507,0.011993293,0.08436723,0.0
SRR5580471,0.009791493,0.0034133494,0.0022310913,0.03182572,0.95273834
ERR719143,0.019344449,0.0019931495,0.0010714233,0.01180768,0.9657833
ERR720033,0.025972903,0.0019539893,0.0011707246,0.010290891,0.96061146
SRR5203280,0.016660154,0.0021913648,0.0009940863,0.014704078,0.9654503
SRR5399643,0.052435607,0.0023425221,0.0040093064,0.0041786134,0.93703395
ERR1809145,0.021262288,0.002236575,0.0017541349,0.013489813,0.9612572
ERR209815,0.26559985,0.0060907304,0.0009919107,0.0043714345,0.72294605
ERR526034,0.21752754,0.0065209568,0.0005465746,0.0010430217,0.7743619
ERR719780,0.015618056,0.0027864873,0.0023757815,0.01848936,0.9607303
SRR5803727,0.015079021,0.002241224,0.0014481246,0.02812332,0.9531083
SRR7507316,0.036510408,0.0011675954,0.00043702126,0.0039699674,0.957915
SRR1009033,0.93642837,0.0026972294,0.0041422844,0.04204887,0.014683247
SRR5757986,0.049007654,0.00970462,0.09506759,0.69418156,0.15203857
SRR1765923,0.055392534,0.002862662,0.0011580288,0.00847134,0.93211544
SRR5947840,0.9124614,0.0050265254,0.009128524,0.07338354,0.0
SRR6264093,0.042778905,0.009966174,0.64770204,0.29955283,0.0
SRR5649063,0.03520754,0.0012038052,0.00045451522,0.0042304397,0.9589037
ERR321585,0.751443,0.00095948577,0.0032088757,0.0654746,0.17891395
DRR092046,0.40660903,0.018175185,0.0367375,0.18139952,0.3570788
SRR5078683,0.017162323,0.0026187003,0.004317403,0.050043344,0.92585826
ERR719927,0.022039562,0.0021038055,0.0012285113,0.0113401115,0.963288
SRR1008907,0.9318789,0.009977788,0.0042984188,0.041929483,0.011915326
ERR719709,0.05723864,0.0023770332,0.0008107424,0.006230831,0.93334275
ERR209719,0.70458966,0.008181721,0.002444625,0.009058714,0.27572525
ERR209298,0.016952038,0.0021675825,0.0011281669,0.01496163,0.9647906
SRR5548402,0.7615041,0.010072082,0.01831168,0.12401649,0.08609569
SRR5399515,0.0123179555,0.0025606155,0.001260817,0.022501886,0.9613587
SRR5429113,0.100549996,0.01826039,0.4683704,0.22486669,0.18795252
ERR719036,0.02049476,0.0040049255,0.005515605,0.024371326,0.9456134
ERR719345,0.03474489,0.0016962886,0.001124233,0.012378216,0.9500564
SRR6331358,0.013013005,0.0025264025,0.0012171268,0.020958364,0.9622851
SRR5601923,0.029578954,0.0013746619,0.0005605519,0.005508095,0.96297777
SRR1929574,0.013227701,0.0024329722,0.0011768341,0.020126373,0.9630361
SRR6330896,0.01435858,0.0023282468,0.0011883378,0.017352462,0.96477234
SRR6264016,0.012487173,0.0025356412,0.0012443066,0.022026837,0.96170604
SRR5601933,0.01784575,0.0026796162,0.0014355779,0.02358377,0.95445526
SRR5813386,0.025748312,0.0019456148,0.0017315149,0.009288132,0.9612864
SRR5203180,0.016166776,0.0022884011,0.0011458397,0.0152489245,0.96515006
SRR5813285,0.022966176,0.0020785034,0.0011715889,0.010004222,0.9637795
SRR2914165,0.014472008,0.0022807717,0.0010789335,0.01747647,0.9646918
SRR6724492,0.10860635,0.82822716,0.033261042,0.02990544,0.0
ERR525805,0.037161082,0.0011533201,0.00042957067,0.003858626,0.9573974
SRR5202840,0.45097512,0.00140661,0.0024058819,0.034172446,0.51104
SRR1930255,0.03055206,0.0020284653,0.0010980666,0.01034373,0.9559777
SRR6182469,0.022034407,0.0018902421,0.0026040971,0.006483257,0.96698797
SRR5431396,0.019426018,0.0032978058,0.0014560521,0.021494508,0.9543256
SRR6264601,0.037113637,0.0011520386,0.00042954087,0.003862232,0.9574425
SRR5602240,0.021186769,0.001794368,0.00081706047,0.009471357,0.9667305
SRR5580494,0.54762703,0.009486675,0.008930504,0.047694683,0.3862611
ERR209425,0.038862437,0.0021511912,0.0010984838,0.01042217,0.9474657
ERR719604,0.02361396,0.0024487972,0.0018317997,0.01591447,0.95619094
SRR7507439,0.051325828,0.0022462904,0.0008096993,0.00782305,0.93779516
ERR720150,0.020597547,0.0024535954,0.0016283691,0.012167752,0.96315277
ERR525761,0.03773427,0.0011688173,0.00043028593,0.0038161576,0.95685047
SRR6264613,0.026551425,0.001678437,0.0008621812,0.0075502396,0.9633577
SRR6724520,0.09207323,0.84872705,0.03280944,0.0263904,0.0
SRR5610172,0.03420216,0.0012426078,0.00047299266,0.0044416487,0.9596406
SRR5078701,0.037055224,0.0011519492,0.0004298985,0.0038694143,0.95749354
ERR209301,0.08353993,0.0028959513,0.00070518255,0.003997892,0.90886104
SRR6182356,0.013043761,0.002457887,0.0011939406,0.020565122,0.9627393
SRR6265296,0.037944317,0.0011744797,0.00043043494,0.0038007796,0.95665
SRR5549114,0.9363954,0.0026477277,0.0040709674,0.041511804,0.015374064
SRR5399367,0.009761602,0.0038836896,0.002639562,0.028168261,0.95554686
ERR505100,0.61882406,0.0033484995,0.0026123524,0.016977489,0.35823756
SRR5548601,0.9335121,0.003250122,0.0050696433,0.04717365,0.010994554
ERR011162,0.17481786,0.0034002066,0.0011610389,0.0063470006,0.8142739
ERR011279,0.22509277,0.004644215,0.0015874505,0.0068153143,0.76186025
SRR5813221,0.05625075,0.0021557212,0.0010147989,0.0089277625,0.931651
SRR5983306,0.20124355,0.0069777966,0.0230861,0.20785892,0.56083363
SRR6281237,0.23316908,0.006594807,0.000523597,0.000921458,0.7587911
SRR5202997,0.015119046,0.0022952855,0.001078099,0.016678214,0.9648293
ERR719517,0.085365474,0.0038276017,0.002306372,0.016308576,0.892192
SRR5763451,0.06268057,0.002761662,0.0008171499,0.00758639,0.92615426
SRR5580571,0.016660064,0.0025686324,0.0015476942,0.018214077,0.9610095
SRR5648960,0.027638853,0.0014280379,0.00057411194,0.006228566,0.9641304
SRR6901810,0.09105721,0.045771956,0.0051852763,0.005087137,0.8528984
SRR6182420,0.03553343,0.0011913478,0.00045198202,0.0041320324,0.95869124
ERR720054,0.12112409,0.0019650161,0.0008892119,0.009893864,0.86612785
SRR6264289,0.016314,0.0022719502,0.0011994839,0.016292423,0.96392214
SRR3313074,0.51068616,0.008684814,0.0022610724,0.011531472,0.46683645
SRR5429177,0.04118886,0.009767177,0.70609695,0.24294703,0.0
