,root:Diseases,root:Health,root:Infections,Unknown
SRR6724500,0.7528846,0.20513187,0.04198354,0.0
SRR5602015,0.010978962,0.9814651,0.0075559067,0.0
SRR1765912,0.011296597,0.980874,0.007829463,0.0
SRR5648952,0.013698999,0.9758534,0.010447624,0.0
ERR321575,0.011134165,0.98106366,0.007802171,0.0
SRR6265066,0.01636712,0.9415127,0.042120215,0.0
SRR5802230,0.010978605,0.9814609,0.0075603896,0.0
ERR720086,0.012558177,0.97637814,0.011063702,0.0
ERR209693,0.83621,0.12496862,0.015205234,0.023616076
SRR3400426,0.92546064,0.019285047,0.055254307,0.0
ERR720147,0.01515317,0.97408545,0.009248167,0.0015132427
SRR5079011,0.010997716,0.981389,0.0076132794,0.0
ERR719643,0.0112762265,0.9806217,0.008102079,0.0
SRR6264544,0.011425655,0.98059887,0.007975491,0.0
SRR5648965,0.011626626,0.97877085,0.009602566,0.0
SRR5202948,0.010999995,0.9814009,0.007599185,0.0
ERR719821,0.03934893,0.93422306,0.010715693,0.015712261
SRR6265456,0.016817689,0.97049934,0.010020137,0.0026628375
SRR5757816,0.15671626,0.32044578,0.522838,0.0
ERR209465,0.011205564,0.9808539,0.007940606,0.0
SRR5601964,0.013863247,0.9747549,0.011381861,0.0
SRR5602016,0.014586571,0.9776475,0.0077660084,0.0
SRR5761756,0.011646896,0.98033035,0.00802266,0.0
ERR1637219,0.10288085,0.18289149,0.7142277,0.0
ERR526023,0.1947926,0.8028706,0.002336883,0.0
SRR5429096,0.9254619,0.019284412,0.0552537,0.0
SRR5757991,0.1412104,0.5712855,0.27225175,0.015252352
SRR5580504,0.08295941,0.7690812,0.11901322,0.028946161
SRR5580641,0.0111347865,0.98101413,0.007851027,0.0
SRR6182428,0.15608886,0.8390804,0.004830749,0.0
SRR5091537,0.096874446,0.85005844,0.0326204,0.020446658
SRR5218366,0.92616314,0.020013697,0.053823173,0.0
ERR209323,0.024445593,0.96891475,0.005801797,0.0008378625
SRR5078767,0.010974627,0.98147535,0.0075500216,0.0
SRR7423252,0.734411,0.21530458,0.033513784,0.016770601
SRR7507450,0.906735,0.063944586,0.029320482,0.0
SRR5983472,0.9241341,0.023018774,0.052847132,0.0
SRR5758174,0.0110288225,0.98129284,0.007678319,0.0
SRR5650061,0.92573005,0.025945641,0.048324354,0.0
SRR5903353,0.012065603,0.98016614,0.0077682585,0.0
SRR5602062,0.011384831,0.9805885,0.008026671,0.0
SRR5580419,0.039584458,0.9092133,0.039720386,0.011481881
SRR1763600,0.65283203,0.31785572,0.016191006,0.013121247
ERR525882,0.011361871,0.9804046,0.008233558,0.0
SRR5947832,0.1642994,0.6551987,0.081174314,0.099327624
ERR719722,0.12022859,0.77826405,0.038220704,0.06328666
SRR7690157,0.28995752,0.7072139,0.0028285598,0.0
SRR6264100,0.011081426,0.9811704,0.0077482467,0.0
SRR5078581,0.01711769,0.9711747,0.011707535,0.0
SRR5079151,0.010973578,0.9814763,0.007550195,0.0
SRR6474243,0.75674266,0.19053164,0.024232239,0.028493404
SRR1999202,0.010993939,0.9814186,0.0075874487,0.0
ERR719996,0.011102202,0.98113996,0.0077578826,0.0
SRR5580652,0.019016175,0.964539,0.016444776,0.0
SRR6265001,0.011087109,0.98107237,0.00784047,0.0
SRR7464971,0.03507987,0.960059,0.0048611965,0.0
SRR6182450,0.011363715,0.9805609,0.008075426,0.0
SRR5813434,0.011431869,0.9804356,0.008132416,0.0
SRR5429198,0.9250683,0.019415507,0.055516146,0.0
SRR5803631,0.011076916,0.9811035,0.007819551,0.0
ERR634980,0.011360332,0.98055136,0.008088241,0.0
SRR5757800,0.2732347,0.22415632,0.5026091,0.0
SRR6264057,0.016361402,0.9402004,0.04343812,0.0
SRR5343126,0.010973578,0.981476,0.007550433,0.0
ERR720185,0.011053574,0.9812476,0.0076988502,0.0
SRR6331045,0.010978153,0.9814607,0.007561158,0.0
SRR6264744,0.019246059,0.93047535,0.05027859,0.0
SRR6265386,0.011703488,0.97899544,0.009301069,0.0
SRR5983413,0.83292925,0.15277198,0.014298851,0.0
ERR011150,0.011248988,0.98110867,0.0076423474,0.0
SRR5649002,0.012477643,0.97640836,0.01111391,0.0
SRR5203213,0.0109965,0.981411,0.00759246,0.0
ERR525959,0.011488153,0.9797198,0.008792129,0.0
SRR5079031,0.011009516,0.9814485,0.007542101,0.0
SRR5651465,0.02480176,0.9641228,0.007332921,0.0037425756
SRR5343081,0.010980327,0.98145515,0.0075645526,0.0
SRR5202929,0.0110893175,0.9811528,0.0077578803,0.0
ERR719703,0.014321207,0.9777961,0.007882742,0.0
SRR5803694,0.011000741,0.98145103,0.0075483127,0.0
SRR961719,0.55445474,0.37003648,0.031529576,0.043979168
SRR6424689,0.014880482,0.85075617,0.13436331,0.0
ERR719023,0.10035592,0.7958878,0.04197675,0.0617795
DRR092045,0.19587323,0.8015724,0.0025543969,0.0
SRR5202983,0.011035105,0.9813023,0.0076624905,0.0
ERR720001,0.011067964,0.98123217,0.007699871,0.0
SRR7507701,0.011477169,0.98072284,0.007799969,0.0
SRR5648811,0.08842677,0.82236767,0.0395028,0.049702764
SRR7690164,0.21879628,0.70696026,0.02881983,0.045423627
SRR5757922,0.18030545,0.29675677,0.5229377,0.0
ERR209320,0.050144725,0.94553936,0.0043159337,0.0
SRR6264427,0.013012987,0.97623175,0.0107552605,0.0
SRR5711562,0.011109992,0.981232,0.0076580527,0.0
SRR6185241,0.1558372,0.84146154,0.0027011654,0.0
SRR5651437,0.011366912,0.98033667,0.008296433,0.0
ERR719886,0.017931819,0.9634943,0.012448072,0.0061258078
SRR5078932,0.010975731,0.9814745,0.0075496663,0.0
SRR5758074,0.011091556,0.98114717,0.007761239,0.0
SRR5578979,0.011075108,0.9812445,0.0076803453,0.0
SRR5548670,0.9057658,0.020611508,0.0736227,0.0
SRR5947824,0.74187803,0.22190484,0.020522565,0.015694499
ERR209294,0.011081278,0.9811785,0.0077402066,0.0
SRR5983304,0.64011323,0.21319255,0.046678245,0.10001594
SRR5802321,0.011004933,0.9813805,0.0076145516,0.0
SRR5580468,0.054501623,0.86384875,0.06313443,0.01851523
SRR5602255,0.011243166,0.9810299,0.0077268,0.0
SRR5078943,0.011373657,0.9809143,0.007712022,0.0
SRR5637780,0.010973578,0.98147595,0.0075504924,0.0
SRR5802241,0.011221323,0.9811615,0.00761722,0.0
SRR5399444,0.7292079,0.2567053,0.014086771,0.0
SRR1687460,0.92505413,0.01950925,0.0554366,0.0
ERR720217,0.022628069,0.9633106,0.008799285,0.0052620173
SRR6185219,0.011038325,0.9813607,0.0076009324,0.0
SRR5629132,0.012556851,0.97767115,0.009622455,0.00014954805
SRR5548556,0.27526274,0.5957712,0.03847605,0.09049004
SRR5610049,0.01152692,0.98027545,0.008197615,0.0
SRR6474227,0.7942398,0.1744763,0.021764517,0.009519339
SRR5813469,0.06885791,0.9190936,0.005627066,0.006421447
SRR5651413,0.44163156,0.12963527,0.4287332,0.0
SRR935742,0.5785604,0.20403004,0.09183136,0.12557817
ERR209418,0.01101461,0.9813587,0.007626666,0.0
ERR209118,0.020829499,0.9704765,0.0073919,0.0013021231
ERR209544,0.04067269,0.9447348,0.010040641,0.0045518875
SRR5757787,0.013320515,0.9756304,0.011049124,0.0
SRR5758060,0.016095174,0.97057605,0.013328758,0.0
SRR5549038,0.86917126,0.01608768,0.11474105,0.0
ERR209083,0.01590547,0.9773914,0.0066896677,1.347065e-05
SRR6264545,0.011000887,0.98138016,0.007618935,0.0
SRR5548902,0.06309943,0.6716746,0.26522598,0.0
ERR719262,0.022975296,0.9614866,0.008685857,0.006852269
ERR719878,0.01109466,0.981132,0.007773401,0.0
ERR720160,0.011748782,0.9798164,0.008434856,0.0
SRR5602284,0.010980749,0.9814518,0.0075674406,0.0
SRR1765941,0.013051803,0.97814363,0.008804586,0.0
SRR1008914,0.9254619,0.019284412,0.0552537,0.0
SRR7507333,0.9144608,0.03103813,0.054501116,0.0
SRR5763466,0.010973456,0.9814764,0.007550193,0.0
SRR5803781,0.017623544,0.9732535,0.0072214603,0.0019015074
SRR2914255,0.015316273,0.97457093,0.010112812,0.0
SRR5343178,0.010973399,0.9814765,0.0075501343,0.0
ERR719827,0.044886917,0.9265282,0.010478109,0.018106699
SRR5218387,0.07736659,0.91656065,0.004306942,0.0017658472
SRR5091535,0.0119699165,0.9802704,0.007759748,0.0
SRR6265530,0.015103791,0.97124684,0.013649397,0.0
SRR5548387,0.042280823,0.9492601,0.004660517,0.003798604
SRR7507527,0.010974888,0.98147386,0.0075512063,0.0
ERR525765,0.011060598,0.9813034,0.007636004,0.0
SRR5757906,0.110546894,0.12973587,0.7597172,0.0
ERR011219,0.011041953,0.9812867,0.007671279,0.0
SRR961774,0.01122498,0.981079,0.007695998,0.0
ERR525767,0.01135287,0.98073983,0.007907363,0.0
SRR5813192,0.016643465,0.97256076,0.008775979,0.002019763
SRR5091500,0.01589888,0.9612369,0.022864187,0.0
SRR6185191,0.010989697,0.9814432,0.0075670024,0.0
SRR6724457,0.9254206,0.019400833,0.055178646,0.0
SRR5602263,0.92365164,0.02747065,0.048877638,0.0
SRR5637771,0.016178817,0.9662961,0.015355617,0.0021694899
ERR719398,0.011542053,0.9807158,0.0077420967,0.0
SRR5078900,0.011374012,0.9811659,0.007460123,0.0
ERR209194,0.013168108,0.97892225,0.007909614,0.0
ERR209533,0.010984268,0.98144734,0.007568373,0.0
SRR5079252,0.020236492,0.96649253,0.012529045,0.0007419586
SRR5601908,0.27849364,0.45223337,0.11126906,0.15800393
ERR719389,0.01156822,0.9807009,0.0077308784,0.0
SRR1765911,0.011919542,0.9800516,0.008028891,0.0
SRR5602020,0.057123594,0.93728083,0.005595592,0.0
SRR6024861,0.011022081,0.9813509,0.0076270043,0.0
ERR719783,0.0126866875,0.9765536,0.010759695,0.0
SRR5757923,0.033678073,0.9388647,0.027457241,0.0
SRR5601938,0.06729573,0.7895634,0.13653195,0.0066089034
SRR5757945,0.21900928,0.27282244,0.50816834,0.0
SRR2918849,0.07514229,0.28660524,0.6382525,0.0
SRR7507625,0.010975832,0.98146874,0.007555456,0.0
ERR011222,0.038047735,0.926718,0.03523424,0.0
SRR5579004,0.72282875,0.1526244,0.07388845,0.050658464
SRR5495964,0.9279369,0.023348367,0.04871472,0.0
ERR719776,0.013565749,0.9733361,0.0123824775,0.00071561337
SRR5758053,0.92461413,0.019420354,0.055965517,0.0
SRR5758104,0.01702746,0.9339864,0.048986115,0.0
SRR6331488,0.011301013,0.98079437,0.007904672,0.0
SRR5650099,0.9113914,0.060789477,0.02781917,0.0
ERR209616,0.022570401,0.9621862,0.014265776,0.0009776354
SRR6901788,0.0114447875,0.98110205,0.0074531394,0.0
ERR720082,0.012429353,0.97688293,0.010687691,0.0
SRR5609957,0.010973815,0.9814759,0.0075502535,0.0
SRR961785,0.011811081,0.98010296,0.008085888,0.0
ERR525776,0.7634249,0.14779651,0.049824774,0.03895384
ERR719914,0.011122824,0.98118454,0.0076925764,0.0
SRR5431365,0.011940714,0.9778379,0.010221406,0.0
SRR1262585,0.013759726,0.9748329,0.011407323,0.0
SRR5637797,0.015329301,0.977347,0.007071674,0.00025200844
SRR7507679,0.011647262,0.9808054,0.0075473613,0.0
ERR719429,0.011282306,0.9809902,0.0077274544,0.0
SRR5609988,0.010979971,0.98145944,0.007560617,0.0
ERR209404,0.011857747,0.9803326,0.0078096553,0.0
SRR5079205,0.010985128,0.98146707,0.007547799,0.0
SRR5866497,0.011084461,0.98128366,0.007631871,0.0
SRR5343110,0.011015403,0.9813573,0.007627296,0.0
SRR5396489,0.89547384,0.056848094,0.04767804,0.0
SRR1008713,0.92545754,0.019285653,0.05525678,0.0
SRR5431545,0.010973399,0.98147655,0.0075500747,0.0
ERR719186,0.017813653,0.972918,0.008320689,0.00094771385
ERR209698,0.88184255,0.08491106,0.033246335,0.0
ERR719318,0.02406913,0.9489645,0.019528389,0.007438004
SRR6265676,0.011021283,0.9812888,0.007689857,0.0
SRR5100596,0.016272528,0.9705305,0.0131969,0.0
SRR1930179,0.010973399,0.98147655,0.0075500747,0.0
SRR5934934,0.024338871,0.95827734,0.015534401,0.0018494129
SRR6264783,0.011573487,0.9800063,0.008420208,0.0
ERR011102,0.011158468,0.9809989,0.00784268,0.0
SRR7507546,0.010974812,0.9814726,0.007552585,0.0
SRR1763576,0.9275969,0.03203502,0.04036797,0.0
ERR525846,0.011828744,0.9780531,0.010118251,0.0
ERR718994,0.011141532,0.9810216,0.007836838,0.0
SRR5343122,0.01097403,0.9814747,0.0075512994,0.0
SRR6265516,0.11782059,0.573388,0.23887202,0.06991935
ERR321091,0.010975192,0.9814747,0.0075500216,0.0
SRR6265069,0.010974336,0.981473,0.007552713,0.0
ERR526068,0.13947707,0.84765947,0.0069664717,0.0058969855
SRR6182496,0.010984658,0.9814497,0.0075655375,0.0
SRR5399504,0.014596462,0.97779894,0.007058233,0.0005463362
SRR7507526,0.01112043,0.9809133,0.007966269,0.0
SRR6901821,0.010973399,0.98147655,0.0075500747,0.0
SRR2142230,0.931345,0.031898458,0.0367566,0.0
SRR6264906,0.04233837,0.93487394,0.009083003,0.013704658
SRR6265180,0.060779728,0.6904694,0.2487509,0.0
SRR6264161,0.014006449,0.9777976,0.008195935,0.0
SRR6474282,0.06689358,0.88220406,0.019101322,0.031801045
ERR209790,0.261663,0.7336644,0.004672636,0.0
SRR5079087,0.010993391,0.9814613,0.007545364,0.0
ERR209720,0.85901344,0.11449516,0.021387637,0.005103767
SRR1693360,0.9270013,0.022615826,0.050382953,0.0
ERR719756,0.011214587,0.98087204,0.007913338,0.0
SRR6331281,0.01209471,0.9786359,0.009269348,0.0
SRR6264582,0.010974098,0.98147386,0.0075520584,0.0
SRR5078718,0.13441572,0.717131,0.06447947,0.083973765
ERR209733,0.9286886,0.023758436,0.04755291,0.0
ERR719632,0.011612901,0.98042244,0.00796464,0.0
ERR525909,0.011166714,0.9809117,0.007921576,0.0
SRR5203130,0.011862766,0.9788667,0.0092705395,0.0
ERR209782,0.9254766,0.019323364,0.05520005,0.0
SRR6185171,0.011001624,0.98139626,0.0076020937,0.0
SRR5650062,0.92426413,0.0213125,0.05442334,0.0
SRR5580471,0.012335504,0.9779758,0.009688697,0.0
ERR719143,0.011104098,0.9811049,0.0077910186,0.0
ERR720033,0.011143072,0.9810811,0.0077758757,0.0
SRR5203280,0.010991521,0.9814249,0.0075835455,0.0
SRR5399643,0.044055346,0.95109075,0.0048539513,0.0
ERR1809145,0.01331265,0.9706157,0.016071742,0.0
ERR209815,0.18221804,0.81222725,0.005554635,0.0
ERR526034,0.021725863,0.9699348,0.0059944093,0.0023448467
ERR719780,0.012613562,0.9765733,0.010813131,0.0
SRR5803727,0.012822022,0.97348326,0.013694714,0.0
SRR7507316,0.010977251,0.98147297,0.007549728,0.0
SRR1009033,0.92384034,0.019227138,0.056932434,0.0
SRR5757986,0.12122898,0.107026614,0.77174443,0.0
SRR1765923,0.013231253,0.97795093,0.008817741,0.0
SRR5947840,0.9246622,0.019485688,0.055852134,0.0
SRR6264093,0.10097293,0.5884368,0.31059027,0.0
SRR5649063,0.010973399,0.98147655,0.0075500747,0.0
ERR321585,0.29835385,0.31260177,0.17898369,0.21006072
DRR092046,0.9012963,0.055498768,0.04320493,0.0
SRR5078683,0.03758372,0.9110067,0.051409587,0.0
ERR719927,0.011119145,0.9812089,0.007671952,0.0
SRR1008907,0.925093,0.01935802,0.05554892,0.0
ERR719709,0.022690773,0.9623212,0.00822866,0.0067593455
ERR209719,0.88334364,0.0893797,0.024152488,0.0031241179
ERR209298,0.011145988,0.9811145,0.0077394834,0.0
SRR5548402,0.43787685,0.23512444,0.2358287,0.09117001
SRR5399515,0.0053426325,0.9724888,0.022168575,0.0
SRR5429113,0.57157624,0.13988872,0.28853503,0.0
ERR719036,0.015524907,0.9724491,0.012025991,0.0
ERR719345,0.011657065,0.980419,0.007924042,0.0
SRR6331358,0.010973729,0.98147565,0.0075507024,0.0
SRR5601923,0.010982337,0.98146826,0.007549489,0.0
SRR1929574,0.010974265,0.981474,0.0075518033,0.0
SRR6330896,0.0110291755,0.98132217,0.0076486394,0.0
SRR6264016,0.011100046,0.98097235,0.007927601,0.0
SRR5601933,0.013690556,0.97476494,0.011544548,0.0
SRR5813386,0.012428398,0.977788,0.009783685,0.0
SRR5203180,0.011077582,0.9811918,0.0077306265,0.0
SRR5813285,0.011228216,0.98077834,0.007993462,0.0
SRR2914165,0.012192975,0.9765197,0.011287347,0.0
SRR6724492,0.923197,0.020075826,0.056727238,0.0
ERR525805,0.05181107,0.9378214,0.004320234,0.006047249
SRR5202840,0.91862106,0.054719545,0.026659435,0.0
SRR1930255,0.012503327,0.97885144,0.008645242,0.0
SRR6182469,0.011130644,0.9811862,0.0076830857,0.0
SRR5431396,0.011629503,0.98025286,0.008117677,0.0
SRR6264601,0.01097363,0.98147553,0.007550844,0.0
SRR5602240,0.011683877,0.9796057,0.008710438,0.0
SRR5580494,0.24294153,0.70344996,0.016376317,0.03723222
ERR209425,0.012988912,0.97867805,0.008332987,0.0
ERR719604,0.013394453,0.97799385,0.008611659,0.0
SRR7507439,0.034010738,0.95018256,0.011169553,0.004637122
ERR720150,0.011580407,0.9801731,0.00824649,0.0
ERR525761,0.0109826755,0.98146933,0.0075479397,0.0
SRR6264613,0.011858616,0.97915405,0.008987304,0.0
SRR6724520,0.93178433,0.027187431,0.0410283,0.0
SRR5610172,0.011124696,0.9810377,0.007837568,0.0
SRR5078701,0.010974294,0.98147535,0.007550374,0.0
ERR209301,0.013664129,0.9767068,0.009629071,0.0
SRR6182356,0.011019533,0.98134,0.007640528,0.0
SRR6265296,0.010973399,0.98147655,0.0075500747,0.0
SRR5549114,0.9249442,0.019468933,0.05558683,0.0
SRR5399367,0.01653808,0.9769535,0.006508473,0.0
ERR505100,0.40717313,0.44096756,0.040398806,0.11146045
SRR5548601,0.9240705,0.02126954,0.054659903,0.0
ERR011162,0.1127013,0.8746952,0.0066170394,0.005986452
ERR011279,0.23759326,0.71301824,0.03753668,0.011851847
SRR5813221,0.029373258,0.95851773,0.00753662,0.0045723915
SRR5983306,0.5168862,0.24341628,0.09755552,0.14214206
SRR6281237,0.012779238,0.97967136,0.007549451,0.0
SRR5202997,0.011011936,0.9813672,0.007620956,0.0
ERR719517,0.019423783,0.9593061,0.015272915,0.005997181
SRR5763451,0.011025414,0.9813436,0.0076309806,0.0
SRR5580571,0.01144747,0.98028237,0.008270163,0.0
SRR5648960,0.01098094,0.9814482,0.0075708786,0.0
SRR6901810,0.010973397,0.9814764,0.0075501036,0.0
SRR6182420,0.010974027,0.9814754,0.007550613,0.0
ERR720054,0.01540683,0.9772982,0.007295029,0.0
SRR6264289,0.0131577905,0.9708408,0.016001314,0.0
SRR3313074,0.85691243,0.12992053,0.013166988,0.0
SRR5429177,0.92262155,0.021092497,0.056285962,0.0
SRR1930140,0.033090204,0.9538891,0.011803806,0.001216948
SRR5649050,0.010973399,0.98147655,0.0075500747,0.0
SRR6331180,0.011000515,0.98139846,0.007601019,0.0
SRR7507691,0.013128643,0.9793888,0.0074826293,0.0
SRR5983303,0.05710584,0.8606039,0.043553203,0.03873706
ERR1809140,0.5400575,0.22606319,0.09671348,0.13716584
SRR5983294,0.9254953,0.020876745,0.053627893,0.0
SRR5648911,0.0136890495,0.97063166,0.015679237,0.0
SRR5548542,0.9181002,0.019919854,0.061979957,0.0
SRR3400451,0.9254619,0.019284412,0.0552537,0.0
SRR5548918,0.8762078,0.037617538,0.08617458,0.0
SRR5803678,0.011704032,0.9794372,0.008858851,0.0
SRR5399484,0.013914181,0.96508825,0.020997616,0.0
SRR5650118,0.0110272225,0.9813823,0.0075905253,0.0
ERR720032,0.011160149,0.9810552,0.0077845557,0.0
SRR5079220,0.012907494,0.97982824,0.0072642555,0.0
SRR5218348,0.92873055,0.022190183,0.049079273,0.0
SRR7082899,0.9239292,0.020146722,0.055924032,0.0
ERR011126,0.011518352,0.9808654,0.007616201,0.0
SRR5078917,0.01099694,0.98142517,0.0075779143,0.0
ERR719228,0.021316648,0.9652818,0.012116015,0.001285553
ERR719123,0.19013712,0.7469338,0.014407694,0.04852134
ERR719151,0.026754975,0.95664227,0.012595952,0.004006803
SRR5202875,0.0109984,0.9814056,0.0075959587,0.0
SRR5602108,0.02037242,0.9658824,0.013745156,0.0
SRR5078671,0.12564789,0.8711381,0.0032139241,0.0
SRR5602033,0.033976447,0.9610899,0.004933664,0.0
SRR5078950,0.010976786,0.9814737,0.007549497,0.0
SRR5648931,0.020087287,0.9595726,0.02034015,0.0
ERR720116,0.022477746,0.9632082,0.009788096,0.0045259595
SRR5802318,0.010974713,0.98147523,0.007550019,0.0
SRR6331212,0.012262352,0.9792297,0.008507973,0.0
SRR7008044,0.015780926,0.9720096,0.0108734965,0.0013359785
SRR7507407,0.01097645,0.9814662,0.0075573944,0.0
ERR209761,0.061810046,0.83368045,0.06479326,0.039716244
SRR5602320,0.020097286,0.968608,0.007981896,0.0033128262
SRR5983431,0.9288535,0.038306504,0.03284001,0.0
SRR5548713,0.93327594,0.035909615,0.03081446,0.0
ERR209556,0.012546182,0.97724795,0.010154724,5.1140785e-05
SRR6182401,0.011000196,0.981385,0.0076147974,0.0
SRR1766016,0.14239612,0.8493583,0.004977554,0.0032680035
SRR5548189,0.9035314,0.052689232,0.04377938,0.0
SRR5218341,0.011612726,0.9809802,0.0074071027,0.0
SRR5813441,0.015365213,0.9674392,0.013385326,0.0038102865
SRR7507706,0.011974181,0.97980124,0.008224589,0.0
ERR719546,0.020434052,0.9579886,0.01474154,0.0068358183
SRR5548824,0.74354947,0.24251917,0.013931351,0.0
ERR525855,0.026848257,0.9581074,0.008678377,0.006365955
SRR1766076,0.0122096725,0.97988474,0.007905592,0.0
ERR209507,0.011153365,0.98096496,0.007881639,0.0
SRR6724367,0.91727424,0.06223476,0.020491008,0.0
ERR720195,0.011023977,0.98133236,0.0076436577,0.0
ERR525994,0.9153459,0.024882292,0.059771813,0.0
SRR5202930,0.011690163,0.98006,0.008249889,0.0
SRR5648879,0.011384528,0.98052824,0.00808722,0.0
SRR6264636,0.0145607805,0.9726721,0.01276713,0.0
ERR719523,0.018409848,0.96227527,0.014185846,0.0051290393
SRR7507714,0.010976799,0.9814669,0.0075563197,0.0
ERR719055,0.015992278,0.9711225,0.012885243,0.0
SRR7507695,0.011663651,0.98063153,0.007704756,0.0
SRR5495977,0.0129933795,0.97567725,0.011329394,0.0
SRR5343118,0.011001571,0.98139596,0.0076024183,0.0
ERR209678,0.75528216,0.23069465,0.014023195,0.0
SRR6724477,0.90833735,0.07005776,0.021604938,0.0
SRR5866317,0.011475488,0.98077464,0.0077497875,0.0
SRR961761,0.012717491,0.9776369,0.009645694,0.0
SRR5610157,0.010976773,0.981474,0.00754925,0.0
SRR497944,0.010973486,0.9814764,0.007550163,0.0
SRR6182377,0.011238828,0.9812688,0.0074923043,0.0
SRR1765998,0.0131814135,0.9777322,0.00908643,0.0
ERR209211,0.015456791,0.97523874,0.009304382,0.0
SRR5602336,0.011501568,0.97964853,0.00884993,0.0
SRR1687042,0.173163,0.80232203,0.008285493,0.01622951
SRR6182404,0.01098979,0.98141927,0.0075909304,0.0
ERR209827,0.92403823,0.019554166,0.056407567,0.0
ERR1809130,0.02894044,0.96111,0.005721748,0.004227817
SRR5548922,0.011795006,0.9804772,0.007727802,0.0
ERR209637,0.89854324,0.07793227,0.023524482,0.0
SRR5602347,0.010994555,0.9814175,0.0075879986,0.0
SRR6876223,0.02414915,0.9659229,0.008435309,0.0014926791
SRR6264942,0.022503436,0.9663596,0.009959102,0.0011778474
SRR5803701,0.01098065,0.98146534,0.007553948,0.0
ERR209601,0.89412165,0.08229908,0.018897384,0.0046818256
SRR5078568,0.010973456,0.98147637,0.0075501334,0.0
SRR7423287,0.011137094,0.9810902,0.007772742,0.0
SRR6264296,0.011045068,0.9812348,0.007720149,0.0
SRR5203038,0.011152457,0.9810731,0.0077744424,0.0
SRR6474297,0.017209774,0.97404027,0.008749964,0.0
SRR7507584,0.011288106,0.9810958,0.0076161907,0.0
ERR719531,0.017529756,0.9649761,0.012899309,0.004594922
ERR720231,0.031346947,0.9471468,0.011499107,0.010007203
ERR695624,0.20381041,0.25332266,0.54286695,0.0
SRR5648919,0.012016143,0.97783214,0.010151664,0.0
SRR6724466,0.92778885,0.021919124,0.050292064,0.0
ERR719421,0.011258846,0.98105365,0.0076874606,0.0
SRR5757882,0.011840801,0.97967696,0.008482217,0.0
SRR5650147,0.9178447,0.05242643,0.02972887,0.0
SRR5203051,0.011246274,0.98069084,0.008062915,0.0
SRR5549057,0.12233922,0.70519626,0.11005062,0.06241387
SRR5761647,0.022331327,0.9699347,0.005941272,0.0017926693
SRR6331136,0.011469551,0.9805438,0.007986648,0.0
SRR5803770,0.011072272,0.98137057,0.0075571174,0.0
SRR5580439,0.0153053105,0.97301483,0.009626359,0.0020534992
ERR695602,0.037540674,0.93160754,0.022261858,0.008589923
SRR6331152,0.011010259,0.9813712,0.0076185185,0.0
ERR209605,0.012442139,0.9782408,0.009317185,0.0
SRR5648854,0.012666434,0.97835296,0.008980523,0.0
SRR7507389,0.010985565,0.9814429,0.007571519,0.0
SRR7507466,0.01113195,0.9810624,0.0078056697,0.0
SRR5758027,0.19725844,0.6441673,0.054678887,0.10389531
SRR5866272,0.010989845,0.98143166,0.007578539,0.0
SRR6264900,0.010990833,0.981417,0.007592193,0.0
SRR5203249,0.011103495,0.98110205,0.0077943937,0.0
SRR7507709,0.01097921,0.98147196,0.0075488314,0.0
SRR6182519,0.011047098,0.98132545,0.007627465,0.0
SRR5757870,0.25835058,0.20245308,0.5391964,0.0
