,root:Diseases:Digestive System Diseases:Gastrointestinal Diseases:Intestinal Diseases:Colonic diseases:Irritable Bowel Syndrome,"root:Diseases:Digestive System Diseases:Gastrointestinal Diseases:Intestinal Diseases:Inflammatory Bowel Diseases:Colitis, Ulcerative",root:Diseases:Digestive System Diseases:Gastrointestinal Diseases:Intestinal Diseases:Inflammatory Bowel Diseases:Crohn Disease,Unknown
SRR5802230,0.03773737,0.02067259,0.009808302,0.93178177
ERR720086,0.03799975,0.020743906,0.009920865,0.93133545
ERR209693,0.0431782,0.2877502,0.19605109,0.4730205
SRR3400426,0.037736833,0.02067262,0.009807944,0.9317826
ERR720147,0.038009644,0.020817399,0.010308355,0.9308646
SRR5079011,0.037736863,0.02067256,0.009808004,0.9317826
ERR719643,0.03777206,0.02085206,0.009981066,0.9313948
SRR6264544,0.03773716,0.02067259,0.009808004,0.93178225
SRR5648965,0.037736863,0.02067256,0.009808004,0.9317826
SRR5202948,0.037786394,0.020674646,0.009871244,0.9316677
ERR719821,0.03846532,0.021337897,0.011530995,0.92866576
SRR6265456,0.037853688,0.020688355,0.009814858,0.9316431
SRR5757816,0.039277554,0.022086948,0.0131157935,0.9255197
ERR209465,0.038291067,0.020774066,0.009852052,0.93108284
SRR5601964,0.038113534,0.021276563,0.010952324,0.9296576
SRR5602016,0.037736863,0.02067262,0.009808004,0.9317825
SRR5761756,0.03780487,0.0206815,0.00981313,0.93170047
ERR1637219,0.060020566,0.62619394,0.15481368,0.15897179
ERR526023,0.058110535,0.6086137,0.14576659,0.18750918
SRR5429096,0.037736863,0.02067256,0.009808004,0.9317826
SRR5757991,0.03676319,0.023462236,0.011094511,0.92868006
SRR5580504,0.036634922,0.023237765,0.011295348,0.92883193
SRR5580641,0.03785494,0.020678073,0.009965152,0.93150187
SRR6182428,0.039307,0.020965487,0.009874761,0.9298527
SRR5091537,0.04789442,0.28071257,0.2987212,0.37267184
SRR5218366,0.06003633,0.6261633,0.15501711,0.1587832
ERR209323,0.03128937,0.19161394,0.048734576,0.7283621
SRR5078767,0.037736863,0.02067256,0.009808004,0.9317826
SRR7423252,0.038404316,0.02085805,0.009837151,0.93090045
SRR7507450,0.054317772,0.5010126,0.12650862,0.318161
SRR5983472,0.05984533,0.62466556,0.15387642,0.16161269
SRR5758174,0.031296343,0.033697724,0.014455795,0.9205501
SRR5650061,0.063023895,0.21892208,0.027727932,0.6903261
SRR5903353,0.035368532,0.02722022,0.012349963,0.9250613
SRR5602062,0.037798196,0.02068001,0.00989151,0.93163025
SRR5580419,0.03631398,0.023621947,0.011380762,0.9286833
SRR1763600,0.20401528,0.117532045,0.015660256,0.66279244
ERR525882,0.037737936,0.020672679,0.0098080635,0.9317813
SRR5947832,0.025299996,0.10115233,0.04304266,0.830505
ERR719722,0.026465416,0.070367485,0.033999115,0.869168
SRR7690157,0.22349504,0.108565986,0.01404956,0.6538894
SRR6264100,0.037738144,0.020672888,0.00980866,0.93178034
SRR5078581,0.037542194,0.021840692,0.010533899,0.9300832
SRR5079151,0.037736863,0.02067256,0.009808004,0.9317826
SRR6474243,0.040929466,0.26594388,0.17355615,0.51957047
SRR1999202,0.03773755,0.02067259,0.009808779,0.93178105
ERR719996,0.038315684,0.020972878,0.010559052,0.9301524
SRR5580652,0.037944555,0.020804852,0.010122687,0.9311279
SRR6265001,0.037736863,0.02067256,0.009808004,0.9317826
SRR7464971,0.043495923,0.11069217,0.016635627,0.8291763
SRR6182450,0.048021168,0.022134453,0.010192275,0.9196521
SRR5813434,0.035357058,0.024515659,0.0112170875,0.9289102
SRR5429198,0.037738055,0.020672709,0.0098080635,0.9317812
SRR5803631,0.037736863,0.02067256,0.009807944,0.9317826
ERR634980,0.0513359,0.4791553,0.15928945,0.3102193
SRR5757800,0.03981328,0.022457719,0.009914398,0.9278146
SRR6264057,0.037736863,0.02067256,0.009808004,0.9317826
SRR5343126,0.037736863,0.02067256,0.009808004,0.9317826
ERR720185,0.03799054,0.020697534,0.010124862,0.93118703
SRR6331045,0.03773889,0.020672828,0.009808272,0.93178
SRR6264744,0.037735283,0.020674914,0.009808809,0.931781
SRR6265386,0.03774354,0.020673841,0.009811252,0.9317714
SRR5983413,0.040600896,0.28862366,0.14753446,0.523241
ERR011150,0.035924286,0.026447922,0.012106359,0.92552143
SRR5649002,0.03781733,0.020690262,0.009860247,0.93163216
SRR5203213,0.03773725,0.02067265,0.0098082125,0.9317819
ERR525959,0.038122505,0.02071485,0.01034534,0.9308173
SRR5079031,0.037736863,0.02067262,0.009808004,0.9317825
SRR5651465,0.032476485,0.040447623,0.026392847,0.90068305
SRR5343081,0.03773704,0.02067262,0.009808153,0.9317822
SRR5202929,0.037743002,0.020673364,0.009809047,0.9317746
ERR719703,0.036336333,0.024120599,0.011370301,0.92817277
SRR5803694,0.02062884,0.094212174,0.033130497,0.8520285
SRR961719,0.048036307,0.4529665,0.11884788,0.38014936
SRR6424689,0.037739098,0.02067256,0.009810954,0.93177736
ERR719023,0.03286895,0.16453698,0.11024174,0.6923523
DRR092045,0.038940787,0.022702515,0.010253698,0.92810297
SRR5202983,0.037744522,0.020672828,0.009817362,0.9317653
ERR720001,0.038265258,0.020932168,0.010506362,0.9302962
SRR7507701,0.0419223,0.022126853,0.011590034,0.9243608
SRR5648811,0.029944927,0.041062772,0.018081754,0.91091055
SRR7690164,0.038048625,0.020948172,0.009824336,0.93117887
SRR5757922,0.029244602,0.04412353,0.01945582,0.907176
ERR209320,0.029245585,0.047163785,0.018131763,0.90545887
SRR6264427,0.037907958,0.020707726,0.010014683,0.93136966
SRR5711562,0.042511404,0.024519831,0.0100418925,0.9229269
SRR6185241,0.027492344,0.16760379,0.032891482,0.77201235
SRR5651437,0.037742317,0.020673603,0.0098086,0.93177545
ERR719886,0.036633432,0.023690462,0.01203385,0.9276422
SRR5078932,0.037736863,0.02067256,0.009808004,0.9317826
SRR5758074,0.22439817,0.10623619,0.013792336,0.6555733
SRR5578979,0.037742823,0.020675093,0.009813875,0.9317682
SRR5548670,0.06503168,0.62459826,0.21662003,0.09375006
SRR5947824,0.041179,0.2959383,0.1526494,0.5102333
ERR209294,0.03791234,0.020706683,0.009830236,0.93155074
SRR5983304,0.031509757,0.03952536,0.016642332,0.9123225
SRR5802321,0.037736863,0.02067256,0.009808004,0.9317826
SRR5580468,0.035758942,0.024678737,0.011898994,0.9276633
SRR5602255,0.03872192,0.020996481,0.010256976,0.9300246
SRR5078943,0.037736714,0.020672768,0.009808034,0.9317825
SRR5637780,0.037736863,0.02067256,0.009807944,0.9317826
SRR5802241,0.037755966,0.020675212,0.009812534,0.93175626
SRR5399444,0.037736863,0.02067256,0.009808004,0.9317826
SRR1687460,0.06765798,0.029818863,0.010838062,0.8916851
ERR720217,0.037681103,0.02146858,0.01033178,0.9305185
SRR6185219,0.037741095,0.020673066,0.009808272,0.9317776
SRR5629132,0.038808078,0.021024525,0.011511564,0.92865586
SRR5548556,0.04974881,0.29197627,0.33585456,0.32242036
SRR5610049,0.037869632,0.020694494,0.009848326,0.9315876
SRR6474227,0.033796757,0.15898335,0.10928205,0.69793785
SRR5813469,0.03607118,0.026011944,0.011983961,0.9259329
SRR5651413,0.19490343,0.10289106,0.013451338,0.6887542
SRR935742,0.11965546,0.095675945,0.012753874,0.7719147
ERR209418,0.03799513,0.020686984,0.010150015,0.93116784
ERR209118,0.03781584,0.020690352,0.009847552,0.9316462
ERR209544,0.02888456,0.13634294,0.044676125,0.7900964
SRR5757787,0.03894809,0.021303177,0.011448026,0.92830074
SRR5758060,0.037953526,0.020712465,0.009910971,0.93142307
SRR5549038,0.060020566,0.62619394,0.15481368,0.15897179
ERR209083,0.027500093,0.06841776,0.023994923,0.88008726
SRR6264545,0.037736863,0.02067256,0.009808004,0.9317826
SRR5548902,0.037631154,0.020824492,0.0098645985,0.9316797
ERR719262,0.039924204,0.02236554,0.015289098,0.92242116
ERR719878,0.03785515,0.02069363,0.009943038,0.9315082
ERR720160,0.03788668,0.020716667,0.0098519325,0.9315447
SRR5602284,0.037739843,0.020672947,0.009808093,0.93177915
SRR1765941,0.04001233,0.076360315,0.020311624,0.8633157
SRR1008914,0.060020596,0.62619394,0.15481362,0.15897179
SRR7507333,0.048083603,0.40582126,0.08076653,0.46532857
SRR5763466,0.037736863,0.02067256,0.009808004,0.9317826
SRR5803781,0.038635314,0.020982206,0.010182917,0.93019956
SRR2914255,0.037738174,0.020672917,0.009809524,0.9317794
SRR5343178,0.037736863,0.02067256,0.009808004,0.9317826
ERR719827,0.03824395,0.021058202,0.01084286,0.929855
SRR5218387,0.03887683,0.286382,0.12699875,0.5477424
SRR5091535,0.038146973,0.020797044,0.010148019,0.93090796
SRR6265530,0.038390815,0.022724599,0.011555672,0.92732894
SRR5548387,0.022467196,0.08048335,0.028529942,0.86851954
SRR7507527,0.03779611,0.020682305,0.009831905,0.9316897
ERR525765,0.03838688,0.02067864,0.01070708,0.9302274
SRR5757906,0.03773579,0.02074024,0.009871155,0.9316528
ERR011219,0.037882924,0.020705372,0.0098514855,0.9315602
SRR961774,0.03774655,0.0206739,0.009808689,0.93177086
ERR525767,0.04408571,0.24376416,0.2425426,0.46960753
SRR5813192,0.039467156,0.022544563,0.015007436,0.92298084
SRR5091500,0.03774157,0.020673126,0.009808123,0.9317772
SRR6185191,0.03781128,0.020682484,0.009813756,0.9316925
SRR6724457,0.03777784,0.020673394,0.00986284,0.9316859
SRR5602263,0.04869923,0.057705313,0.015659153,0.8779363
SRR5637771,0.04518792,0.021741748,0.010097027,0.9229733
ERR719398,0.03820029,0.020751417,0.010455906,0.9305924
SRR5078900,0.037700504,0.020724595,0.009827375,0.93174756
ERR209194,0.038680732,0.021135837,0.010497153,0.9296863
ERR209533,0.03774032,0.020673126,0.009809166,0.93177736
SRR5079252,0.033717692,0.028037816,0.012547761,0.92569673
SRR5601908,0.029717088,0.041698277,0.01910451,0.9094801
ERR719389,0.038095832,0.02072975,0.010298014,0.9308764
SRR1765911,0.03776598,0.020676404,0.009811103,0.9317465
SRR5602020,0.03774613,0.020673752,0.009808749,0.9317714
SRR6024861,0.03780961,0.020679265,0.009887546,0.9316236
ERR719783,0.037739187,0.020673305,0.0098104775,0.931777
SRR5757923,0.04191217,0.022069395,0.010562897,0.9254556
SRR5601938,0.036935896,0.022836655,0.011349529,0.92887795
SRR5757945,0.03783238,0.020685762,0.009813428,0.9316684
SRR2918849,0.03878355,0.020955503,0.01030165,0.9299593
SRR7507625,0.037743002,0.020673364,0.009810805,0.9317728
ERR011222,0.059794694,0.62221575,0.15481591,0.16317368
SRR5579004,0.16702446,0.08773166,0.013093352,0.73215055
SRR5495964,0.037736863,0.02067256,0.009808004,0.9317826
ERR719776,0.037740767,0.020674199,0.00981307,0.931772
SRR5758053,0.054330915,0.56402093,0.12120396,0.26044422
SRR5758104,0.038045317,0.02078703,0.009847194,0.9313204
SRR6331488,0.03787151,0.020692766,0.009827942,0.9316078
SRR5650099,0.034205228,0.232371,0.039229155,0.6941946
ERR209616,0.033046246,0.03182268,0.013799399,0.92133164
SRR6901788,0.0377903,0.020679355,0.009810835,0.93171954
ERR720082,0.03801301,0.02074346,0.009912342,0.93133116
SRR5609957,0.037736863,0.02067256,0.009808004,0.9317826
SRR961785,0.03805548,0.021011204,0.010110676,0.9308226
ERR525776,0.06330499,0.597498,0.19748247,0.14171457
ERR719914,0.03870842,0.021110624,0.010083735,0.9300972
SRR5431365,0.055057734,0.044545263,0.01065582,0.8897412
SRR1262585,0.037736863,0.02067256,0.009808004,0.9317826
SRR5637797,0.037737846,0.020672828,0.00980866,0.9317807
SRR7507679,0.037739098,0.020672828,0.009808093,0.93178
ERR719429,0.038122445,0.020719707,0.0098237395,0.93133414
SRR5609988,0.037740976,0.020672739,0.009812951,0.9317733
ERR209404,0.038120598,0.020816326,0.010034978,0.9310281
SRR5079205,0.037672907,0.02076438,0.009842217,0.9317205
SRR5866497,0.037967056,0.020734578,0.009886265,0.9314121
SRR5343110,0.03773716,0.02067265,0.009808153,0.931782
SRR5396489,0.04468617,0.24170277,0.23841843,0.47519267
SRR1008713,0.060020715,0.62619394,0.15481514,0.15897018
SRR5431545,0.037736863,0.02067256,0.009808004,0.9317826
ERR719186,0.03771338,0.023415297,0.013130933,0.92574036
ERR209698,0.041876823,0.3428827,0.09059462,0.52464586
ERR719318,0.037255883,0.024840862,0.014914334,0.9229889
SRR6265676,0.037736923,0.02067262,0.009808004,0.9317825
SRR5100596,0.042815894,0.023950309,0.010081619,0.9231522
SRR1930179,0.037736863,0.02067256,0.009808004,0.9317826
SRR5934934,0.04180962,0.025188208,0.011356264,0.9216459
SRR6264783,0.037739158,0.020672858,0.009808183,0.9317798
ERR011102,0.03794095,0.020728916,0.00987795,0.93145216
SRR7507546,0.037736923,0.02067262,0.009808004,0.9317825
SRR1763576,0.22307181,0.10788724,0.0139938,0.6550472
ERR525846,0.037736982,0.02067265,0.009808093,0.93178225
ERR718994,0.03790623,0.020712227,0.00988394,0.9314976
SRR5343122,0.03773713,0.02067262,0.009808183,0.93178207
SRR6265516,0.20901704,0.10142052,0.013597399,0.6759651
ERR321091,0.037736863,0.02067256,0.009808004,0.9317826
SRR6265069,0.037736863,0.02067256,0.009808004,0.9317826
ERR526068,0.021905929,0.08165875,0.029438347,0.866997
SRR6182496,0.03774619,0.020673722,0.009808391,0.9317717
SRR5399504,0.037736863,0.02067256,0.009808004,0.9317826
SRR7507526,0.0377371,0.02067256,0.009808272,0.93178207
SRR6901821,0.037736863,0.02067262,0.009808004,0.9317825
SRR2142230,0.031916827,0.18830582,0.03315732,0.74662006
SRR6264906,0.037859827,0.020689428,0.009813815,0.9316369
SRR6265180,0.037736863,0.02067256,0.009808004,0.9317826
SRR6264161,0.03773737,0.02067259,0.009808511,0.93178153
SRR6474282,0.039015263,0.021491498,0.011854321,0.9276389
ERR209790,0.038728118,0.049173087,0.015738815,0.89636
SRR5079087,0.037736863,0.02067256,0.009808004,0.9317826
ERR209720,0.03831905,0.27761436,0.108178586,0.57588804
SRR1693360,0.221778,0.10577154,0.013780862,0.6586696
ERR719756,0.038045645,0.020744622,0.01003173,0.931178
SRR6331281,0.038160473,0.02079627,0.010078371,0.9309649
SRR6264582,0.037736863,0.02067256,0.009808004,0.9317826
SRR5078718,0.0377118,0.020901531,0.0099416375,0.931445
ERR209733,0.026684463,0.0801124,0.025156766,0.8680464
ERR719632,0.038132995,0.020725876,0.009825587,0.93131554
ERR525909,0.037743777,0.0206739,0.009817362,0.93176496
SRR5203130,0.04049477,0.021871567,0.009930849,0.9277028
ERR209782,0.06004992,0.6261892,0.15514094,0.15861994
SRR6185171,0.037729204,0.020684004,0.009812474,0.9317743
SRR5650062,0.08225152,0.1788173,0.022442073,0.7164891
SRR5580471,0.037941188,0.020690143,0.010086924,0.93128175
ERR719143,0.037887037,0.020692617,0.00996834,0.93145204
ERR720033,0.03843555,0.021002501,0.010760158,0.9298018
SRR5203280,0.0377416,0.020673007,0.009811342,0.931774
SRR5399643,0.09002712,0.03253877,0.011417717,0.8660164
ERR1809145,0.03773719,0.02067262,0.009808183,0.931782
ERR209815,0.049675584,0.38223928,0.09320995,0.4748752
ERR526034,0.037736893,0.02067256,0.009808093,0.9317825
ERR719780,0.03773877,0.020673126,0.00981006,0.9317781
SRR5803727,0.037736952,0.02067256,0.009808093,0.93178236
SRR7507316,0.03774935,0.020673275,0.0098237395,0.93175364
SRR1009033,0.06002158,0.6261947,0.15481472,0.15896899
SRR5757986,0.037736863,0.02067256,0.009808004,0.9317826
SRR1765923,0.10392743,0.03142169,0.011662245,0.8529886
SRR5947840,0.05749619,0.29229522,0.51680213,0.13340646
SRR6264093,0.037736863,0.02067256,0.009808004,0.9317826
SRR5649063,0.037736863,0.02067256,0.009808004,0.9317826
ERR321585,0.020698577,0.09500721,0.03345132,0.8508429
DRR092046,0.044218183,0.023632348,0.010094643,0.9220548
SRR5078683,0.028223336,0.05177638,0.026785076,0.8932152
ERR719927,0.038554013,0.02130732,0.010174841,0.9299638
SRR1008907,0.060020626,0.626194,0.15481389,0.15897149
ERR719709,0.037832975,0.020694613,0.00982365,0.93164873
ERR209719,0.03559798,0.23942035,0.09340361,0.6315781
ERR209298,0.038203448,0.02082172,0.009913713,0.93106115
SRR5548402,0.042538762,0.31913212,0.15416318,0.4841659
SRR5399515,0.037736863,0.02067256,0.009808004,0.9317826
SRR5429113,0.037986964,0.021201462,0.010502636,0.93030894
ERR719036,0.03237766,0.036103696,0.01913935,0.91237926
ERR719345,0.038434952,0.021404088,0.011322916,0.928838
SRR6331358,0.037762374,0.0206725,0.009841621,0.9317235
SRR5601923,0.03782183,0.020688415,0.009819657,0.93167007
SRR1929574,0.037736982,0.02067259,0.009808004,0.9317824
SRR6330896,0.037740767,0.020672798,0.00981161,0.93177485
SRR6264016,0.037736863,0.02067256,0.009808004,0.9317826
SRR5601933,0.039184242,0.02098298,0.010127604,0.92970514
SRR5813386,0.035987943,0.024586886,0.011708677,0.9277165
SRR5203180,0.03777787,0.020676315,0.009850085,0.9316957
SRR5813285,0.038074344,0.020859301,0.010108471,0.9309579
SRR2914165,0.037736863,0.02067256,0.009808004,0.9317826
SRR6724492,0.037766516,0.020677894,0.009819984,0.93173563
ERR525805,0.037736744,0.020672798,0.009807974,0.9317825
SRR5202840,0.037773043,0.02067715,0.009809434,0.9317404
SRR1930255,0.036863506,0.022238195,0.01043582,0.9304625
SRR6182469,0.03774154,0.020673126,0.009809256,0.93177605
SRR5431396,0.15206707,0.037287682,0.0124132335,0.798232
SRR6264601,0.037736863,0.02067256,0.009808004,0.9317826
SRR5602240,0.037755102,0.020674974,0.009810001,0.93175995
SRR5580494,0.03778118,0.020679146,0.009810239,0.93172944
ERR209425,0.038232327,0.020832956,0.010027081,0.9309076
ERR719604,0.03802386,0.020787776,0.010121524,0.9310669
SRR7507439,0.049105346,0.04996276,0.016184539,0.8847474
ERR720150,0.037873,0.020711571,0.0098463595,0.9315691
ERR525761,0.037736863,0.02067256,0.0098080635,0.9317825
SRR6264613,0.037449956,0.021240354,0.010005742,0.931304
SRR6724520,0.037761778,0.020676047,0.00981611,0.93174607
SRR5610172,0.037771642,0.020677418,0.009813935,0.931737
SRR5078701,0.037736863,0.02067256,0.009808004,0.9317826
ERR209301,0.037183702,0.022079736,0.010336816,0.9303998
SRR6182356,0.03773725,0.02067262,0.009808004,0.9317821
SRR6265296,0.037736863,0.02067256,0.009808004,0.9317826
SRR5549114,0.06011337,0.62619686,0.15489236,0.15879738
SRR5399367,0.037736863,0.02067256,0.009808004,0.9317826
ERR505100,0.05308804,0.2951692,0.40887854,0.24286425
SRR5548601,0.06985286,0.6236418,0.26508778,0.04141754
ERR011162,0.034035593,0.029156446,0.013325989,0.92348194
ERR011279,0.022507012,0.09182182,0.033267558,0.85240364
SRR5813221,0.029795825,0.07226646,0.046917528,0.8510202
SRR5983306,0.027219027,0.08976856,0.049068034,0.8339444
SRR6281237,0.039102644,0.020842463,0.009863615,0.9301913
SRR5202997,0.03774011,0.02067265,0.009811878,0.93177533
ERR719517,0.033147812,0.034051776,0.01916641,0.913634
SRR5763451,0.036398143,0.028514355,0.011687756,0.92339975
SRR5580571,0.03791198,0.02072364,0.01003927,0.9313251
SRR5648960,0.037736863,0.02067256,0.009808004,0.9317826
SRR6901810,0.037739635,0.020672947,0.009808093,0.9317793
SRR6182420,0.037736952,0.02067259,0.009808004,0.9317825
ERR720054,0.03738731,0.021253467,0.010035098,0.9313241
SRR6264289,0.03774634,0.020674914,0.009812623,0.93176615
SRR3313074,0.04183778,0.32914788,0.05983299,0.5691813
SRR5429177,0.037736952,0.02067262,0.009808004,0.9317824
SRR1930140,0.027438194,0.06328678,0.026026815,0.8832482
SRR5649050,0.037736863,0.02067256,0.009808004,0.9317826
SRR6331180,0.037801355,0.020672321,0.009893298,0.931633
SRR7507691,0.03821349,0.020782322,0.009894103,0.9311101
SRR5983303,0.048018873,0.28350353,0.30066323,0.36781436
ERR1809140,0.070486754,0.024715781,0.010841876,0.8939556
SRR5983294,0.05759734,0.6004307,0.13963634,0.2023356
SRR5648911,0.037736863,0.02067256,0.009808004,0.9317826
SRR5548542,0.06067723,0.6261611,0.16237363,0.15078807
SRR3400451,0.035436064,0.024350703,0.0111582875,0.929055
SRR5548918,0.060291648,0.61922103,0.15371245,0.16677487
SRR5803678,0.03786221,0.02069226,0.009902,0.9315435
SRR5399484,0.037736863,0.02067256,0.009808004,0.9317826
SRR5650118,0.037808985,0.020723403,0.009826243,0.93164134
ERR720032,0.03840527,0.020970166,0.010683626,0.92994094
SRR5079220,0.037736773,0.020672709,0.0098080635,0.9317825
SRR5218348,0.062187284,0.3869971,0.05494404,0.49587154
SRR7082899,0.037739128,0.020672977,0.009808153,0.93177974
ERR011126,0.037289023,0.021326989,0.010051429,0.9313326
SRR5078917,0.037736863,0.02067256,0.009808004,0.9317826
ERR719228,0.037492067,0.022828966,0.012113392,0.9275656
ERR719123,0.030744076,0.038087696,0.016771704,0.9143965
ERR719151,0.034626514,0.028312624,0.014643878,0.922417
SRR5202875,0.03774801,0.02067256,0.009822756,0.9317567
SRR5602108,0.04490003,0.022591949,0.010529369,0.92197865
SRR5078671,0.03773573,0.020674199,0.00980854,0.93178153
SRR5602033,0.037737817,0.02067259,0.009809405,0.9317802
SRR5078950,0.037736863,0.02067256,0.009808004,0.9317826
SRR5648931,0.06353989,0.024249524,0.010687679,0.9015229
ERR720116,0.02617231,0.061743557,0.027136177,0.88494796
SRR5802318,0.037736863,0.02067256,0.009808004,0.9317826
SRR6331212,0.038276583,0.02077347,0.010507792,0.93044215
SRR7008044,0.037739515,0.020672888,0.009808511,0.9317791
SRR7507407,0.037736863,0.02067262,0.009808004,0.9317825
ERR209761,0.024147063,0.10762113,0.0368613,0.8313705
SRR5602320,0.037861526,0.02069959,0.009844601,0.93159425
SRR5983431,0.05384922,0.50117946,0.17459026,0.2703811
SRR5548713,0.037739933,0.02067402,0.009808481,0.9317776
ERR209556,0.05705884,0.5846883,0.15246177,0.20579112
SRR6182401,0.0377371,0.02067265,0.009808093,0.9317821
SRR1766016,0.16761059,0.07373607,0.013135284,0.7455181
SRR5548189,0.025941342,0.08052871,0.03167671,0.86185324
SRR5218341,0.043696433,0.031452447,0.010763168,0.91408795
SRR5813441,0.046945423,0.021671206,0.033441782,0.8979416
SRR7507706,0.038893193,0.020975232,0.010214329,0.9299172
ERR719546,0.036488056,0.025402874,0.014207631,0.92390144
SRR5548824,0.11487043,0.18322968,0.023747742,0.67815214
ERR525855,0.027219415,0.07531056,0.033544987,0.86392504
SRR1766076,0.087641835,0.03316897,0.011371136,0.86781806
ERR209507,0.037847966,0.020697743,0.00983265,0.9316217
SRR6724367,0.037737727,0.02067262,0.009808779,0.9317809
ERR720195,0.037767917,0.020673752,0.009846449,0.9317119
ERR525994,0.04022926,0.29703477,0.14126545,0.52147055
SRR5202930,0.037822187,0.020682931,0.009913385,0.9315815
SRR5648879,0.06841123,0.02573967,0.010801315,0.8950478
SRR6264636,0.038227946,0.020914763,0.010414958,0.93044233
ERR719523,0.032170743,0.038149863,0.02216509,0.90751433
SRR7507714,0.0377419,0.020673245,0.009809405,0.93177545
ERR719055,0.031438947,0.0395658,0.020854175,0.9081411
SRR7507695,0.03802666,0.020716697,0.0098386705,0.93141794
SRR5495977,0.03802991,0.020729572,0.00995326,0.9312873
SRR5343118,0.037778884,0.020672828,0.009863406,0.93168485
ERR209678,0.05386576,0.55644184,0.12759858,0.26209384
SRR6724477,0.038171053,0.020741403,0.009836704,0.9312508
SRR5866317,0.037918746,0.020928025,0.009860605,0.93129265
SRR961761,0.031375736,0.03914532,0.015599579,0.9138794
SRR5610157,0.037736863,0.02067262,0.009808004,0.9317825
SRR497944,0.037736952,0.02067256,0.009808153,0.93178236
SRR6182377,0.038244545,0.020753562,0.009835839,0.93116605
SRR1765998,0.037739933,0.020672917,0.009808093,0.931779
ERR209211,0.032286048,0.037708044,0.01678589,0.91322005
SRR5602336,0.037760377,0.020675719,0.009812206,0.9317517
SRR1687042,0.04005274,0.023191243,0.009944111,0.92681193
SRR6182404,0.060117215,0.6261742,0.15593016,0.15777838
ERR209827,0.06461984,0.6293427,0.158196,0.14784145
ERR1809130,0.037730843,0.020681292,0.009811193,0.93177664
SRR5548922,0.038571596,0.02232024,0.0120821595,0.92702603
ERR209637,0.058576077,0.60365754,0.14762956,0.19013685
SRR5602347,0.0377371,0.02067265,0.009808004,0.93178225
SRR6876223,0.031101018,0.101064146,0.069526434,0.7983084
SRR6264942,0.037736863,0.02067256,0.009808004,0.9317826
SRR5803701,0.037736863,0.02067265,0.009808004,0.9317825
ERR209601,0.05996701,0.6247444,0.15398893,0.16129959
SRR5078568,0.037736863,0.02067256,0.009808004,0.9317826
SRR7423287,0.03786066,0.020691216,0.009827614,0.9316205
SRR6264296,0.035908103,0.023554742,0.010866165,0.929671
