,root:Host-associated:Human,Unknown
ERR2511829,0.9926694,0.0073305964
ERR866541,0.9926694,0.0073305964
ERR1383880,0.9926694,0.0073305964
SRR2154938,0.9926694,0.0073305964
SRR6465742,0.9926693,0.0073307157
ERR1398117,0.9926694,0.0073305964
SRR1949003,0.9926694,0.0073305964
ERR501347,0.9926694,0.0073305964
ERR1297847,0.9926694,0.0073305964
ERR2531918,0.99266934,0.007330656
SRR3030631,0.9926694,0.0073305964
SRR6411650,0.9926694,0.0073305964
SRR6444101,0.99266934,0.007330656
SRR2010484,0.9926694,0.0073305964
ERR526086,0.9926694,0.0073305964
ERR444016,0.9926675,0.007332504
DRR014335,0.9926694,0.0073305964
SRR6038464,0.9926694,0.0073305964
ERR1383664,0.9926694,0.0073305964
SRR6394174,0.9926694,0.0073305964
SRR6411738,0.992669,0.0073310137
SRR3191027,0.9926694,0.0073305964
SRR6264119,0.9926694,0.0073305964
SRR7454171,0.9926287,0.0073713064
SRR6931722,0.9926686,0.0073313713
SRR7449494,0.9926694,0.0073305964
SRR3503240,0.9926694,0.0073305964
SRR6444295,0.99266934,0.007330656
SRR3030586,0.9926694,0.0073305964
SRR3201938,0.9926694,0.0073305964
SRR1949243,0.9926694,0.0073305964
SRR996701,0.9926694,0.0073305964
ERR1311244,0.9926694,0.0073305964
ERR2784677,0.9926655,0.0073344707
SRR3581133,0.99266934,0.007330656
ERR579388,0.99266934,0.007330656
SRR6414212,0.9926694,0.0073305964
ERR522510,0.9926694,0.0073305964
ERR441219,0.9926694,0.0073305964
ERR500230,0.9926694,0.0073305964
SRR1175848,0.9926694,0.0073305964
SRR5699302,0.9926694,0.0073305964
DRR043826,0.992666,0.007333994
DRR047528,0.99266624,0.0073337555
SRR7453768,0.9926694,0.0073305964
ERR443640,0.9926694,0.0073305964
SRR3362171,0.9926694,0.0073305964
SRR5831886,0.99265677,0.0073432326
DRR042901,0.9926686,0.0073313713
DRR044328,0.99266756,0.007332444
ERR1385345,0.9926694,0.0073305964
ERR883611,0.9926694,0.0073305964
SRR995690,0.9926694,0.0073305964
ERR2511011,0.9926694,0.0073305964
SRR6408607,0.9926694,0.0073305964
SRR3094721,0.9926694,0.0073305964
ERR139182,0.9926694,0.0073305964
SRR1923883,0.9926694,0.0073305964
DRR043758,0.99266845,0.00733155
ERR1382441,0.9926694,0.0073305964
SRR408535,0.9926694,0.0073305964
ERR2011938,0.9926694,0.0073305964
SRR3214680,0.9926694,0.0073305964
ERR1384486,0.9926694,0.0073305964
ERR1398194,0.9926694,0.0073305964
ERR1382438,0.9926694,0.0073305964
SRR6038558,0.9926691,0.0073308945
ERR1111273,0.99266934,0.007330656
ERR1315457,0.9926694,0.0073305964
ERR2249133,0.9926694,0.0073305964
SRR6414363,0.9926694,0.0073305964
SRR2143750,0.99257404,0.007425964
SRR7448804,0.9926694,0.0073305964
SRR6409050,0.9926691,0.0073308945
SRR6412070,0.9926694,0.0073305964
SRR7449144,0.9926694,0.0073305964
DRR047962,0.9926635,0.0073364973
SRR5869330,0.9926694,0.0073305964
ERR498768,0.9926694,0.0073305964
SRR6931150,0.99266934,0.007330656
SRR2658154,0.9926694,0.0073305964
ERR443783,0.9926694,0.0073305964
DRR042859,0.9926622,0.0073378086
SRR5971047,0.99259496,0.0074050426
ERR444405,0.9926628,0.0073372126
SRR996561,0.9926694,0.0073305964
SRR5467912,0.9926694,0.0073305964
SRR994540,0.9926694,0.0073305964
ERR2510962,0.9926694,0.0073305964
DRR041964,0.99266857,0.007331431
ERR500915,0.9926694,0.0073305964
ERR2003268,0.9926694,0.0073305964
SRR5467848,0.99264526,0.0073547363
ERR1310144,0.9926694,0.0073305964
ERR522303,0.99266934,0.007330656
ERR441715,0.9926694,0.0073305964
ERR866719,0.9926694,0.0073305964
ERR209671,0.9926694,0.0073305964
ERR531978,0.99266934,0.007330656
ERR500540,0.9926694,0.0073305964
SRR7454188,0.99266756,0.007332444
ERR2011911,0.9926694,0.0073305964
SRR6932371,0.9926694,0.0073305964
ERR2511166,0.9926694,0.0073305964
ERR1760056,0.9926694,0.0073305964
SRR3503388,0.99266934,0.007330656
ERR2286292,0.9926694,0.0073305964
ERR560757,0.9926694,0.0073305964
SRR6264795,0.99266934,0.007330656
SRR5467907,0.9926694,0.0073305964
ERR1913127,0.9926694,0.0073305964
ERR1311535,0.9926694,0.0073305964
SRR6931497,0.9926694,0.0073305964
ERR531794,0.9926694,0.0073305964
ERR500210,0.9926694,0.0073305964
SRR6409260,0.9926694,0.0073305964
ERR209111,0.9926694,0.0073305964
SRR3037198,0.9926694,0.0073305964
ERR443763,0.9926694,0.0073305964
ERR526061,0.9926694,0.0073305964
DRR050872,0.9926694,0.0073305964
DRR060280,0.99266934,0.007330656
SRR5467796,0.9926694,0.0073305964
DRR047623,0.9926684,0.0073316097
ERR1297657,0.9926694,0.0073305964
ERR883497,0.9926694,0.0073305964
SRR6932440,0.992669,0.0073310137
SRR995324,0.9926694,0.0073305964
ERR451087,0.9926694,0.0073305964
ERR1315412,0.9926694,0.0073305964
SRR1631393,0.9926694,0.0073305964
ERR2730290,0.9926694,0.0073305964
SRR7453976,0.9926694,0.0073305964
ERR2003303,0.9926694,0.0073305964
SRR5831859,0.9926147,0.0073853135
SRR6931506,0.9926694,0.0073305964
SRR5165712,0.9926694,0.0073305964
SRR5156129,0.9926694,0.0073305964
ERR720083,0.99266934,0.007330656
SRR6054477,0.9926694,0.0073305964
ERR2738707,0.9926694,0.0073305964
SRR6394252,0.9926694,0.0073305964
SRR5699291,0.9926694,0.0073305964
SRR3053538,0.9926694,0.0073305964
SRR5520117,0.9926694,0.0073305964
ERR498843,0.9926694,0.0073305964
ERR2784752,0.9926684,0.0073316097
ERR2003091,0.9926694,0.0073305964
SRR5165809,0.9926694,0.0073305964
ERR209321,0.9926694,0.0073305964
ERR719266,0.99266934,0.007330656
SRR6394027,0.9926694,0.0073305964
ERR499916,0.9926694,0.0073305964
DRR050829,0.9926694,0.0073305964
SRR1630990,0.9926694,0.0073305964
ERR1383126,0.9926694,0.0073305964
ERR579819,0.9926694,0.0073305964
ERR2511346,0.9926694,0.0073305964
SRR919861,0.9926694,0.0073305964
ERR1382780,0.99266934,0.007330656
SRR920247,0.9926694,0.0073305964
ERR450794,0.9926694,0.0073305964
SRR7453353,0.9926694,0.0073305964
SRR6408644,0.9926694,0.0073305964
ERR2002165,0.9926694,0.0073305964
ERR1311308,0.9926694,0.0073305964
SRR6932354,0.9926694,0.0073305964
ERR2738783,0.9926693,0.0073307157
DRR029248,0.9926636,0.007336378
SRR3419354,0.9926694,0.0073305964
ERR2531877,0.99255675,0.007443249
ERR1529654,0.9926694,0.0073305964
SRR1617991,0.9926694,0.0073305964
SRR1632789,0.9926694,0.0073305964
SRR6264279,0.99266934,0.007330656
ERR2784763,0.9926685,0.0073314905
SRR1582756,0.99266934,0.007330656
DRR048134,0.9926567,0.0073432922
SRR6414138,0.9926694,0.0073305964
SRR3501975,0.9926694,0.0073305964
ERR1382637,0.9926694,0.0073305964
ERR2739383,0.9926694,0.0073305964
ERR981243,0.9926694,0.0073305964
SRR6444082,0.9926692,0.0073307753
SRR7448875,0.9926689,0.0073310733
SRR6932245,0.9926647,0.007335305
ERR1310980,0.9926693,0.0073307157
DRR042867,0.992631,0.007368982
ERR579837,0.9926694,0.0073305964
SRR6413975,0.9926694,0.0073305964
SRR2155026,0.9926694,0.0073305964
SRR1949054,0.9926694,0.0073305964
ERR1109635,0.9926554,0.0073446035
SRR1617995,0.9926694,0.0073305964
SRR6408932,0.9926475,0.0073524714
SRR1617805,0.9926694,0.0073305964
ERR1912948,0.9926692,0.0073307753
SRR6386283,0.9926694,0.0073305964
SRR3094998,0.9926694,0.0073305964
ERR1384354,0.9926694,0.0073305964
ERR2261894,0.99266934,0.007330656
SRR5483107,0.9926677,0.007332325
SRR6414201,0.9926667,0.0073332787
ERR209839,0.9926694,0.0073305964
ERR2538487,0.9926694,0.0073305964
ERR2510958,0.9926694,0.0073305964
SRR2086786,0.9926694,0.0073305964
SRR6412204,0.9926692,0.0073307753
ERR1913018,0.9926694,0.0073305964
SRR6367330,0.9926678,0.007332206
ERR1971226,0.9926694,0.0073305964
ERR1313327,0.9926694,0.0073305964
SRR1923914,0.9926694,0.0073305964
ERR1384781,0.9926694,0.0073305964
ERR1385440,0.9926694,0.0073305964
SRR6931628,0.9926694,0.0073305964
SRR6054463,0.9926694,0.0073305964
SRR2086929,0.9926694,0.0073305964
DRR050838,0.9926694,0.0073305964
DRR042963,0.99266934,0.007330656
ERR1529701,0.9926694,0.0073305964
SRR7453476,0.9926694,0.0073305964
ERR444007,0.9926694,0.0073305964
ERR451373,0.9926694,0.0073305964
SRR1922934,0.99266934,0.007330656
ERR499040,0.9926694,0.0073305964
SRR6757644,0.9926694,0.0073305964
DRR047499,0.99266875,0.007331252
ERR719345,0.99266934,0.007330656
SRR1948859,0.9926694,0.0073305964
ERR1385524,0.9926694,0.0073305964
SRR1922980,0.99266845,0.00733155
SRR6436913,0.9926652,0.0073348284
SRR5468022,0.9926694,0.0073305964
SRR6411977,0.9926694,0.0073305964
SRR3094717,0.9926694,0.0073305964
SRR6931875,0.9926694,0.0073305964
ERR579405,0.9926694,0.0073305964
SRR6408959,0.9926694,0.0073305964
DRR068167,0.9926694,0.0073305964
SRR1704390,0.9926694,0.0073305964
SRR2046641,0.9926694,0.0073305964
SRR2145482,0.9926694,0.0073305964
SRR1743142,0.9926694,0.0073305964
ERR1913118,0.99266934,0.007330656
DRR030561,0.9926694,0.0073305964
ERR1383209,0.9926694,0.0073305964
ERR2806340,0.9926694,0.0073305964
SRR6264333,0.9926694,0.0073305964
ERR1383546,0.9926694,0.0073305964
ERR209315,0.99266934,0.007330656
SRR5156066,0.9926694,0.0073305964
ERR531811,0.99266934,0.007330656
ERR1314417,0.9926694,0.0073305964
SRR1515176,0.9926694,0.0073305964
ERR1384227,0.9926694,0.0073305964
ERR209591,0.9926692,0.0073307753
ERR883545,0.9926694,0.0073305964
SRR2761058,0.9926694,0.0073305964
SRR994717,0.9926694,0.0073305964
SRR1661375,0.9926692,0.0073307753
SRR6239886,0.9926694,0.0073305964
SRR3503376,0.99266934,0.007330656
SRR5165699,0.9926694,0.0073305964
ERR522633,0.9926694,0.0073305964
ERR532153,0.9926694,0.0073305964
ERR2002072,0.9926694,0.0073305964
ERR441938,0.9926694,0.0073305964
ERR1309835,0.9926694,0.0073305964
ERR441360,0.99266934,0.007330656
DRR042815,0.9926685,0.0073314905
ERR441919,0.9926692,0.0073307753
ERR2002352,0.9926694,0.0073305964
ERR499931,0.9926694,0.0073305964
ERR1383456,0.9926694,0.0073305964
ERR1811121,0.9926694,0.0073305964
ERR499757,0.9926694,0.0073305964
SRR986774,0.9926694,0.0073305964
ERR522447,0.9926694,0.0073305964
ERR1311282,0.9926694,0.0073305964
SRR6409014,0.9926561,0.0073438883
ERR2730312,0.9926694,0.0073305964
ERR1315680,0.9926694,0.0073305964
SRR5165707,0.9926694,0.0073305964
SRR5483115,0.9926682,0.0073317885
ERR2011916,0.9926694,0.0073305964
ERR1624696,0.9926694,0.0073305964
SRR5165817,0.9926694,0.0073305964
SRR996513,0.9926694,0.0073305964
ERR1385417,0.9926694,0.0073305964
ERR1297718,0.9926694,0.0073305964
SRR1948890,0.9926694,0.0073305964
SRR7453968,0.9926694,0.0073305964
DRR047579,0.9926694,0.0073305964
ERR1701214,0.9926694,0.0073305964
ERR1315583,0.9926694,0.0073305964
SRR3503176,0.99266684,0.0073331594
SRR6414045,0.9926694,0.0073305964
ERR2730175,0.9926694,0.0073305964
ERR1398263,0.9926694,0.0073305964
SRR1583639,0.9926694,0.0073305964
SRR2658735,0.9926694,0.0073305964
ERR443245,0.9926694,0.0073305964
ERR719462,0.9926694,0.0073305964
ERR2730189,0.9926694,0.0073305964
ERR1310838,0.99266934,0.007330656
SRR8356247,0.99266934,0.007330656
DRR060291,0.99266934,0.007330656
SRR2658009,0.9926692,0.0073307753
SRR3053411,0.9926694,0.0073305964
SRR1618129,0.9926694,0.0073305964
SRR5699135,0.9926694,0.0073305964
ERR1811105,0.9926694,0.0073305964
SRR6444261,0.9926692,0.0073307753
ERR1385497,0.9926694,0.0073305964
ERR1382418,0.9926692,0.0073307753
ERR1384141,0.9926694,0.0073305964
ERR1913105,0.9926694,0.0073305964
DRR050952,0.9926694,0.0073305964
SRR2086726,0.9926694,0.0073305964
SRR7449262,0.9926694,0.0073305964
SRR8484785,0.9926671,0.007332921
SRR6264729,0.9926694,0.0073305964
ERR1311517,0.99266934,0.007330656
SRR7453740,0.9926694,0.0073305964
DRR044238,0.9926425,0.007357478
SRR6932510,0.9926694,0.0073305964
SRR1461146,0.9926694,0.0073305964
SRR994409,0.9926694,0.0073305964
ERR2738976,0.99266934,0.007330656
ERR522519,0.99265397,0.007346034
SRR5687863,0.9926694,0.0073305964
ERR1384183,0.9926694,0.0073305964
DRR043012,0.9926682,0.0073317885
ERR1313787,0.99266934,0.007330656
ERR719053,0.9926694,0.0073305964
ERR1310242,0.9926694,0.0073305964
SRR5869665,0.9926694,0.0073305964
SRR505228,0.99266934,0.007330656
SRR3030592,0.9926694,0.0073305964
SRR3094756,0.9926694,0.0073305964
SRR7449359,0.9926694,0.0073305964
ERR579702,0.9926694,0.0073305964
SRR5155765,0.9926694,0.0073305964
ERR1313855,0.9926694,0.0073305964
SRR3094821,0.9926694,0.0073305964
ERR1311019,0.9926694,0.0073305964
SRR1289336,0.99266934,0.007330656
ERR1960741,0.9926694,0.0073305964
ERR532190,0.99266934,0.007330656
SRR2658737,0.9926694,0.0073305964
SRR2657997,0.99266934,0.007330656
DRR048237,0.99266887,0.007331133
SRR7453878,0.9926694,0.0073305964
ERR365877,0.9926694,0.0073305964
ERR720034,0.9926694,0.0073305964
SRR3030618,0.9926694,0.0073305964
ERR2249195,0.9926694,0.0073305964
ERR1913310,0.99266934,0.007330656
ERR441484,0.9926694,0.0073305964
ERR209879,0.9926694,0.0073305964
SRR1525721,0.9926694,0.0073305964
ERR1558908,0.9924896,0.0075104237
SRR2046620,0.9926378,0.007362187
ERR531993,0.9926647,0.007335305
DRR024055,0.9926694,0.0073305964
ERR1885027,0.9926694,0.0073305964
DRR047557,0.9926694,0.0073305964
ERR2538456,0.9926694,0.0073305964
DRR047749,0.99266905,0.007330954
ERR209460,0.9926694,0.0073305964
SRR5868691,0.9926694,0.0073305964
SRR6390408,0.9926694,0.0073305964
ERR451338,0.9926694,0.0073305964
SRR2154903,0.9926694,0.0073305964
SRR1145398,0.9925065,0.007493496
SRR1618222,0.9926694,0.0073305964
ERR500920,0.9926694,0.0073305964
ERR2001914,0.9926694,0.0073305964
ERR1309968,0.9926694,0.0073305964
ERR498562,0.9926694,0.0073305964
SRR994807,0.9926694,0.0073305964
SRR1633164,0.9926694,0.0073305964
SRR3933910,0.9926694,0.0073305964
ERR1960737,0.9926694,0.0073305964
ERR499590,0.9926694,0.0073305964
SRR6408679,0.9926694,0.0073305964
SRR3732478,0.9926694,0.0073305964
ERR499473,0.99266934,0.007330656
ERR444618,0.99266934,0.007330656
ERR1760141,0.9926694,0.0073305964
SRR1618285,0.9926694,0.0073305964
ERR531525,0.9926694,0.0073305964
SRR1618341,0.9926694,0.0073305964
ERR499781,0.9926694,0.0073305964
ERR1611390,0.9926694,0.0073305964
ERR2511506,0.9926694,0.0073305964
ERR209421,0.9926694,0.0073305964
SRR6931792,0.9926694,0.0073305964
ERR2511822,0.9926694,0.0073305964
ERR2003166,0.9926694,0.0073305964
SRR5467648,0.9926694,0.0073305964
ERR441495,0.99266934,0.007330656
ERR2511618,0.9926694,0.0073305964
SRR6932005,0.9926694,0.0073305964
ERR498726,0.99266374,0.007336259
DRR041975,0.99266654,0.0073334575
ERR2003110,0.9926694,0.0073305964
ERR498482,0.9926694,0.0073305964
SRR7453943,0.9926694,0.0073305964
SRR1622916,0.9926686,0.0073313713
ERR2730222,0.9926694,0.0073305964
ERR500869,0.9926694,0.0073305964
SRR6932039,0.9926694,0.0073305964
ERR719299,0.9926694,0.0073305964
SRR7448628,0.9926694,0.0073305964
SRR5942112,0.9926694,0.0073305964
ERR531718,0.9926694,0.0073305964
SRR1618292,0.9926694,0.0073305964
SRR6264877,0.99266934,0.007330656
SRR6932041,0.9926694,0.0073305964
SRR1922880,0.9926694,0.0073305964
SRR6932285,0.9926694,0.0073305964
ERR531515,0.992668,0.007332027
ERR1384420,0.9926694,0.0073305964
ERR3040033,0.9926694,0.0073305964
ERR1314276,0.9926694,0.0073305964
SRR6408558,0.9926694,0.0073305964
ERR1111238,0.9926692,0.0073307753
ERR1383421,0.9926694,0.0073305964
SRR5165928,0.9926694,0.0073305964
SRR346819,0.99259484,0.007405162
ERR2511679,0.9926694,0.0073305964
SRR5155830,0.9926694,0.0073305964
SRR388087,0.9926694,0.0073305964
SRR5869480,0.9926694,0.0073305964
ERR1297740,0.9926694,0.0073305964
SRR6932120,0.9926694,0.0073305964
SRR6409226,0.9926694,0.0073305964
ERR2511068,0.9926694,0.0073305964
ERR209459,0.9926694,0.0073305964
ERR1383199,0.9926694,0.0073305964
SRR6409079,0.9926694,0.0073305964
ERR209828,0.9926694,0.0073305964
SRR3037240,0.99266934,0.007330656
ERR2730197,0.9926694,0.0073305964
ERR1020429,0.99258566,0.007414341
ERR1384778,0.9926694,0.0073305964
ERR1310354,0.9926692,0.0073307753
SRR5467516,0.9926694,0.0073305964
ERR531760,0.9926694,0.0073305964
ERR441866,0.9926694,0.0073305964
ERR499842,0.9926694,0.0073305964
SRR3094957,0.9926694,0.0073305964
ERR2624770,0.9926694,0.0073305964
SRR3647834,0.9926694,0.0073305964
ERR209604,0.99266875,0.007331252
ERR1310384,0.9926694,0.0073305964
ERR1529680,0.9926694,0.0073305964
SRR6931738,0.9926694,0.0073305964
SRR2145412,0.9926693,0.0073307157
ERR532169,0.9926694,0.0073305964
ERR1811346,0.9926694,0.0073305964
ERR1385564,0.9926694,0.0073305964
SRR1618062,0.9926694,0.0073305964
SRR2163515,0.99260396,0.0073960423
SRR6932501,0.9926694,0.0073305964
SRR6408634,0.9926691,0.0073308945
SRR6408929,0.9926694,0.0073305964
SRR996145,0.9926694,0.0073305964
ERR499674,0.9926694,0.0073305964
ERR1913088,0.9926694,0.0073305964
ERR498805,0.9926694,0.0073305964
SRR6411664,0.99258935,0.0074106455
SRR7454034,0.9926694,0.0073305964
SRR504940,0.9926694,0.0073305964
SRR3362209,0.9926694,0.0073305964
ERR1314044,0.99263686,0.0073631406
ERR2739254,0.9926694,0.0073305964
ERR1383757,0.9926694,0.0073305964
ERR1759916,0.9926694,0.0073305964
ERR107100,0.9926637,0.0073363185
SRR1631080,0.9926694,0.0073305964
ERR1912974,0.99266934,0.007330656
ERR1385014,0.9926694,0.0073305964
SRR3361552,0.9926694,0.0073305964
SRR5869083,0.9926694,0.0073305964
SRR1299229,0.9925869,0.0074130893
SRR3201966,0.9926694,0.0073305964
DRR060330,0.9926694,0.0073305964
SRR6367212,0.9926694,0.0073305964
SRR6394032,0.9926694,0.0073305964
SRR1715637,0.9926691,0.0073308945
SRR3361528,0.9926694,0.0073305964
SRR1624823,0.9926694,0.0073305964
ERR209715,0.9926694,0.0073305964
SRR3094858,0.9926694,0.0073305964
ERR1297739,0.9926694,0.0073305964
SRR6411972,0.9926694,0.0073305964
SRR7449188,0.9926694,0.0073305964
SRR5869816,0.9926694,0.0073305964
SRR5155945,0.9926694,0.0073305964
SRR3095212,0.9926694,0.0073305964
SRR6408977,0.9926694,0.0073305964
SRR6413899,0.9926694,0.0073305964
SRR3732494,0.9926694,0.0073305964
SRR5831887,0.99259716,0.0074028373
SRR6931662,0.9926694,0.0073305964
SRR1617881,0.9926694,0.0073305964
SRR995297,0.9926694,0.0073305964
ERR522562,0.9926694,0.0073305964
ERR1382667,0.9926694,0.0073305964
SRR1950724,0.9926694,0.0073305964
SRR6932197,0.99265045,0.0073495507
SRR6414228,0.9926694,0.0073305964
DRR048140,0.9926686,0.0073313713
SRR6932267,0.9926694,0.0073305964
ERR1313694,0.9926694,0.0073305964
SRR1660174,0.9926694,0.0073305964
SRR3501985,0.9926694,0.0073305964
SRR6412100,0.9926694,0.0073305964
SRR7453515,0.9926694,0.0073305964
ERR1310269,0.99265534,0.007344663
ERR451020,0.9926694,0.0073305964
SRR6148417,0.9926694,0.0073305964
ERR500285,0.9926694,0.0073305964
SRR2761286,0.9926694,0.0073305964
SRR6264772,0.9926664,0.0073335767
SRR5156172,0.9926694,0.0073305964
ERR1913100,0.9926694,0.0073305964
ERR498634,0.9926694,0.0073305964
SRR1743141,0.99261034,0.0073896646
ERR521429,0.9926694,0.0073305964
ERR1383573,0.9926694,0.0073305964
SRR6264806,0.9926694,0.0073305964
SRR3361681,0.9926694,0.0073305964
ERR451359,0.99266875,0.007331252
ERR720111,0.9926694,0.0073305964
SRR6444549,0.9926694,0.0073305964
SRR7449361,0.9926692,0.0073307753
SRR1631483,0.9926694,0.0073305964
DRR030470,0.9926694,0.0073305964
ERR441208,0.9926694,0.0073305964
ERR2003114,0.9926694,0.0073305964
