,root:Host-associated:Birds:Digestive_system:Ceca,root:Host-associated:Human:Digestive_system:Large_intestine,root:Host-associated:Human:Digestive_system:Oral,root:Host-associated:Human:Reproductive_system:Female,root:Host-associated:Human:Reproductive_system:Vagina,root:Host-associated:Human:Respiratory_system:Nasopharyngeal,root:Host-associated:Mammals:Digestive_system:Fecal,root:Host-associated:Mammals:Digestive_system:Stomach,Unknown
ERR1598978,0.0016035438,0.9724133,0.005555123,0.0032242835,0.0011063516,0.00012189238,0.0014384687,0.0013411641,0.013195872
ERR1599096,0.0016036034,0.9724135,0.0055550635,0.0032242835,0.0011063218,0.00012189192,0.0014385283,0.0013411045,0.013195753
ERR1598778,0.0016607046,0.9713818,0.0055549443,0.0034343302,0.0011795759,0.00011801276,0.0015285909,0.0013395548,0.013802528
ERR1599484,0.0016036034,0.97241366,0.0055550635,0.0032242239,0.0011063218,0.000121891804,0.0014385283,0.0013411045,0.013195634
ERR1598947,0.0016036034,0.9724134,0.0055550635,0.0032241642,0.0011064112,0.000121892146,0.0014384687,0.0013411641,0.013195872
ERR1598719,0.0016035438,0.97241354,0.0055550635,0.0032242835,0.0011063218,0.00012189192,0.0014384687,0.0013411045,0.013195753
ERR1598408,0.0016035438,0.97241354,0.0055550635,0.0032242239,0.0011063218,0.000121891804,0.0014385283,0.0013411343,0.013195753
ERR1598854,0.0016036928,0.97241205,0.005555123,0.0032243133,0.0011063218,0.00012189494,0.0014384687,0.0013413727,0.013196707
ERR1598177,0.0016067624,0.97237575,0.0055560768,0.003226757,0.0011069179,0.0001219675,0.001437962,0.0013456345,0.013222218
ERR1599445,0.0016035438,0.97241354,0.0055550635,0.0032242239,0.0011063218,0.000121891804,0.0014385283,0.0013411343,0.013195753
ERR1598303,0.001603663,0.97241277,0.005555123,0.0032242239,0.0011063218,0.00012189354,0.0014384687,0.0013412237,0.01319629
ERR1598620,0.001603663,0.9724133,0.005555123,0.0032242239,0.0011063516,0.00012189226,0.0014384687,0.0013411641,0.013195753
ERR1598463,0.0016038418,0.97241116,0.0055552423,0.003224343,0.0011064112,0.0001218968,0.0014384985,0.0013413727,0.013197243
ERR1599217,0.001603663,0.9724131,0.0055550933,0.0032242835,0.0011063516,0.000121892845,0.0014384687,0.0013412237,0.013195932
ERR1599131,0.0016035438,0.9724135,0.0055550635,0.0032242835,0.0011063218,0.00012189192,0.0014385283,0.0013411641,0.0131956935
ERR1599136,0.001606226,0.97238225,0.005555898,0.0032263696,0.0011069179,0.00012195482,0.0014379919,0.0013448894,0.013217509
ERR1599532,0.0016082227,0.9723318,0.0055574477,0.003231734,0.0011110902,0.000121787576,0.001442343,0.00134179,0.013253808
ERR1598459,0.0016035438,0.97241354,0.0055550635,0.0032242239,0.0011063218,0.000121891804,0.0014385283,0.0013411343,0.013195753
ERR1599400,0.0016036034,0.9724135,0.0055550635,0.003224194,0.0011063516,0.00012189203,0.0014385283,0.0013411641,0.013195753
ERR1598717,0.0016035438,0.97241354,0.0055550635,0.0032242835,0.0011063218,0.00012189192,0.0014384687,0.0013411641,0.013195753
ERR1598625,0.0016036034,0.97241354,0.0055550635,0.0032242537,0.0011063218,0.00012189203,0.0014385283,0.0013411641,0.013195634
ERR1598275,0.0016036034,0.9724136,0.0055550635,0.0032242835,0.0011063218,0.00012189192,0.0014385283,0.0013411641,0.013195515
ERR1598651,0.0016102791,0.9720919,0.005558133,0.003233254,0.0011125207,0.00012228102,0.00144279,0.001342833,0.013485968
ERR1599373,0.0016036034,0.97241366,0.0055550635,0.0032242239,0.0011063218,0.000121891804,0.0014385283,0.0013411939,0.013195515
ERR1598771,0.001603663,0.97241277,0.005555123,0.0032242239,0.0011064112,0.00012189354,0.0014384985,0.0013412237,0.01319617
ERR1599372,0.0016036034,0.97241366,0.0055550635,0.0032242239,0.0011063218,0.000121891804,0.0014385283,0.0013411939,0.013195515
ERR1598993,0.0016036034,0.9724134,0.0055550635,0.0032242835,0.0011063516,0.000121892146,0.0014384687,0.0013411939,0.013195753
ERR1598547,0.0016036332,0.9724136,0.0055550635,0.0032242835,0.0011063218,0.00012189192,0.0014385283,0.0013411641,0.013195515
ERR1598723,0.0016036332,0.97241366,0.0055550635,0.0032242239,0.0011063218,0.000121891804,0.0014385283,0.0013411045,0.013195634
ERR1598319,0.0016035438,0.9724133,0.0055550635,0.0032242239,0.0011064112,0.00012189226,0.0014384687,0.0013411939,0.013195872
ERR1598097,0.0016041994,0.9724065,0.0055553317,0.0032247007,0.001106441,0.00012190622,0.0014384389,0.0013420284,0.013200462
ERR1598983,0.0016041994,0.9724077,0.0055556,0.003224492,0.001106739,0.00012189366,0.0014389157,0.0013414919,0.013198972
ERR1598974,0.001603663,0.9724134,0.0055550635,0.0032242239,0.0011064112,0.00012189226,0.0014384687,0.0013411641,0.013195634
ERR1599641,0.0016036034,0.9724133,0.005555123,0.0032242239,0.0011063218,0.00012189226,0.0014385283,0.0013411641,0.013195813
ERR1598416,0.0016035736,0.97241277,0.0055550933,0.0032242239,0.0011064112,0.00012189343,0.0014384985,0.0013412237,0.01319629
ERR1598441,0.0016036034,0.9724133,0.005555123,0.0032242239,0.0011063516,0.00012189226,0.0014384687,0.0013411641,0.013195872
ERR1598379,0.001603663,0.9724128,0.0055550933,0.003224343,0.0011063516,0.00012189343,0.0014384985,0.0013412237,0.013196111
ERR1599313,0.001603663,0.97241324,0.005555123,0.0032242537,0.0011063814,0.000121892146,0.0014385283,0.0013411045,0.013195813
ERR1598910,0.0016070306,0.97237253,0.005556166,0.0032269955,0.0011070371,0.000121973084,0.0014379323,0.0013459027,0.013224483
ERR1598145,0.001603663,0.97241277,0.0055551827,0.0032242537,0.0011063218,0.00012189599,0.0014385283,0.0013411641,0.01319623
ERR1598913,0.0016037822,0.97241104,0.0055550933,0.0032244027,0.0011063814,0.00012189692,0.0014384985,0.0013414025,0.013197541
ERR1598096,0.0016037524,0.9724114,0.0055550933,0.003224492,0.0011063218,0.00012189424,0.0014385283,0.0013412237,0.013197303
ERR1599351,0.0016037226,0.97241074,0.005555153,0.0032244027,0.0011063814,0.00012189599,0.0014384389,0.0013413131,0.0131979585
ERR1598800,0.0016036034,0.97241366,0.0055550635,0.0032242239,0.0011063218,0.000121891804,0.0014385283,0.0013411939,0.013195515
ERR1598982,0.0016035438,0.97241354,0.0055550635,0.0032242239,0.0011063218,0.000121891804,0.0014385283,0.0013411343,0.013195753
ERR1598139,0.0016036034,0.97241366,0.0055550635,0.0032242239,0.0011063218,0.000121891804,0.0014385283,0.0013411939,0.013195515
ERR1599119,0.0016040504,0.9724083,0.0055551827,0.0032245517,0.001106441,0.00012190261,0.0014383495,0.00134179,0.013199449
ERR1599205,0.0016035438,0.97241354,0.0055550635,0.0032242239,0.0011063218,0.000121891804,0.0014385283,0.0013411343,0.013195753
ERR1598569,0.0016035438,0.97241354,0.0055550635,0.0032242239,0.0011063218,0.000121891804,0.0014385283,0.0013411343,0.013195753
ERR1599286,0.0016041994,0.9724096,0.0055556297,0.0032239258,0.0011070669,0.0001218746,0.0014393926,0.0013409853,0.013197303
ERR1598906,0.0016037822,0.97241116,0.0055550933,0.0032244027,0.0011063218,0.0001218968,0.0014384389,0.0013413727,0.013197541
ERR1599580,0.0016036034,0.9724135,0.0055550635,0.0032242537,0.0011063218,0.00012189203,0.0014385283,0.0013411641,0.0131956935
ERR1599496,0.0016035438,0.97241354,0.0055550635,0.0032242537,0.0011063218,0.00012189192,0.0014385283,0.0013411641,0.0131956935
ERR1598549,0.001603663,0.97241294,0.0055550933,0.0032243133,0.0011063516,0.000121893194,0.0014384687,0.0013412237,0.013196051
ERR1599185,0.0016036332,0.9724134,0.0055550635,0.003224194,0.0011063516,0.00012189203,0.0014385283,0.0013411939,0.0131956935
ERR1598091,0.0016036332,0.9724136,0.0055550635,0.0032242835,0.0011063218,0.00012189192,0.0014385283,0.0013411641,0.013195515
ERR1599531,0.0016035438,0.97241354,0.0055550635,0.0032242835,0.0011063218,0.00012189192,0.0014384687,0.0013411045,0.013195753
ERR1598108,0.0016035438,0.97241354,0.0055550635,0.0032242239,0.0011063218,0.000121891804,0.0014385283,0.0013411343,0.013195753
ERR1598129,0.0016036034,0.97241366,0.0055550635,0.0032242239,0.0011063218,0.000121891804,0.0014385283,0.0013411939,0.013195515
ERR1598233,0.0016035438,0.97241354,0.0055550635,0.0032242239,0.0011063218,0.000121891804,0.0014385283,0.0013411343,0.013195753
ERR1598627,0.0016036928,0.9724126,0.0055552125,0.0032242239,0.0011063814,0.000121892845,0.0014385879,0.0013412237,0.01319623
ERR1599608,0.0016043484,0.972404,0.005555302,0.0032248795,0.0011065006,0.00012191098,0.0014383197,0.001342237,0.013202548
ERR1598648,0.0016035438,0.97241354,0.0055550635,0.0032242239,0.0011063218,0.000121891804,0.0014385283,0.0013411343,0.013195753
ERR1599095,0.0016035438,0.97241354,0.0055550635,0.0032242239,0.0011063218,0.000121891804,0.0014385283,0.0013411343,0.013195753
ERR1598902,0.001603663,0.9724132,0.005555123,0.0032242239,0.0011063218,0.00012189261,0.0014385283,0.0013411045,0.0131959915
ERR1599450,0.0016052425,0.9723844,0.0055553615,0.0032290518,0.0011084676,0.00012179013,0.0014410019,0.0013410151,0.013213694
ERR1598968,0.0016037524,0.9724115,0.0055550933,0.0032243133,0.0011064112,0.000121895406,0.0014384985,0.0013413429,0.013197184
ERR1598284,0.0016035438,0.97241354,0.0055550635,0.0032242239,0.0011063218,0.000121891804,0.0014385283,0.0013411343,0.013195753
ERR1599246,0.0016036332,0.97241366,0.0055550635,0.0032242239,0.0011063218,0.000121891804,0.0014385283,0.0013411045,0.013195634
ERR1598210,0.0016037226,0.97241217,0.005555123,0.0032244325,0.0011065006,0.00012188669,0.0014386773,0.0013411343,0.013196349
ERR1598979,0.0016043782,0.97240186,0.005555421,0.0032252967,0.0011067986,0.00012189331,0.0014386475,0.0013416708,0.013204038
ERR1598841,0.0016035736,0.97241265,0.0055550933,0.0032242239,0.0011064112,0.00012189296,0.0014385283,0.0013412237,0.013196349
ERR1599222,0.0016038418,0.97241104,0.0055550933,0.003224343,0.0011063218,0.000121897036,0.0014384091,0.0013414323,0.01319766
ERR1598120,0.00160411,0.97240764,0.0055552125,0.0032245815,0.0011065304,0.00012190389,0.0014383793,0.0013418198,0.013199806
ERR1599499,0.0016073585,0.9723778,0.005557418,0.0032259524,0.0011102557,0.00012180139,0.0014424622,0.0013415217,0.013215542
ERR1599069,0.0016036034,0.9724133,0.005555123,0.0032242239,0.0011063516,0.00012189238,0.0014384687,0.0013411641,0.013195872
ERR1599379,0.001603961,0.97240925,0.0055552125,0.0032245219,0.0011063814,0.00012190052,0.0014384985,0.0013417006,0.0131985545
ERR1598352,0.0016050637,0.9723958,0.0055555403,0.0032253861,0.0011066198,0.00012192633,0.0014382005,0.0013431013,0.013208389
ERR1598870,0.0016036034,0.97241366,0.0055550635,0.0032242239,0.0011063218,0.000121891804,0.0014385283,0.0013411939,0.013195515
ERR1599110,0.001603663,0.9724133,0.0055550933,0.0032242239,0.0011064112,0.00012189169,0.0014385283,0.0013411045,0.013195813
ERR1598777,0.0016039312,0.97241217,0.0055553913,0.0032239556,0.0011067688,0.00012188146,0.0014390051,0.0013410747,0.013195872
ERR1598075,0.0016035438,0.97241354,0.0055550635,0.0032242239,0.0011063218,0.000121891804,0.0014385283,0.0013411343,0.013195753
ERR1599017,0.001603663,0.9724128,0.005555123,0.0032242835,0.0011064112,0.00012189343,0.0014384985,0.0013412237,0.013196051
ERR1598310,0.0016036034,0.9724135,0.0055550635,0.003224194,0.0011062622,0.00012189203,0.0014385283,0.0013411641,0.013195813
ERR1599350,0.0016035438,0.97241354,0.0055550635,0.0032242239,0.0011063218,0.000121891804,0.0014385283,0.0013411343,0.013195753
ERR1599188,0.0016036928,0.9724125,0.0055550933,0.0032243133,0.0011063516,0.00012189401,0.0014384687,0.0013412535,0.013196349
ERR1599494,0.0016036034,0.97241366,0.0055550635,0.0032242239,0.0011063218,0.000121891804,0.0014385283,0.0013411939,0.013195515
ERR1598238,0.0016035438,0.97241354,0.0055550635,0.0032242239,0.0011063218,0.000121891804,0.0014385283,0.0013411343,0.013195753
ERR1598793,0.0016036034,0.9724135,0.0055550635,0.0032242835,0.0011063218,0.00012189192,0.0014385283,0.0013411045,0.013195753
ERR1599497,0.0016055703,0.97237456,0.005555719,0.0032292008,0.0011082888,0.00012183741,0.001440376,0.0013420284,0.013222456
ERR1598180,0.0016035438,0.97241354,0.0055550635,0.0032242835,0.0011063218,0.00012189192,0.0014384687,0.0013411045,0.013195753
ERR1599079,0.0016035736,0.97241294,0.005555123,0.0032242835,0.0011063516,0.000121893194,0.0014384687,0.0013412237,0.013196111
ERR1598938,0.0016037524,0.97241163,0.0055550933,0.0032243133,0.0011063814,0.000121895755,0.0014384687,0.0013413429,0.013197124
ERR1599390,0.0016036034,0.9724134,0.0055550635,0.003224194,0.0011063516,0.000121892146,0.0014384687,0.0013411641,0.013195872
ERR1598869,0.0016036034,0.97241366,0.0055550635,0.0032242239,0.0011063218,0.000121891804,0.0014385283,0.0013411939,0.013195515
ERR1599133,0.0016035438,0.97241354,0.0055550635,0.0032242239,0.0011063218,0.000121891804,0.0014385283,0.0013411343,0.013195753
ERR1599090,0.0016051531,0.9723951,0.00555557,0.0032254755,0.0011066496,0.000121929006,0.0014382005,0.0013433397,0.0132085085
ERR1598820,0.0016035438,0.97241354,0.0055550635,0.0032242239,0.0011063218,0.000121891804,0.0014385283,0.0013411343,0.013195753
ERR1598595,0.0016036034,0.9724132,0.005555123,0.0032242537,0.0011063218,0.00012189261,0.0014385283,0.0013411641,0.013195932
ERR1598781,0.001603663,0.9724134,0.0055550635,0.0032242835,0.0011064112,0.00012189226,0.0014384687,0.0013411641,0.013195634
ERR1598853,0.001603663,0.9724128,0.0055550933,0.003224194,0.0011063516,0.00012189331,0.0014384985,0.0013411939,0.01319623
ERR1599274,0.0016035438,0.97241354,0.0055550635,0.0032242239,0.0011063218,0.000121891804,0.0014385283,0.0013411343,0.013195753
ERR1598989,0.0016039312,0.97240984,0.005555153,0.0032244027,0.001106441,0.00012189936,0.0014384091,0.0013415813,0.013198316
ERR1598322,0.0016040206,0.9724088,0.0055552423,0.003224492,0.0011065006,0.000121900055,0.0014385283,0.0013415813,0.013198972
ERR1599304,0.001603663,0.9724132,0.005555123,0.0032242239,0.0011063218,0.00012189261,0.0014385283,0.0013411045,0.0131959915
ERR1598190,0.0016036332,0.9724134,0.0055550635,0.0032242537,0.0011063218,0.00012189203,0.0014385283,0.0013411641,0.013195753
ERR1598628,0.0016036034,0.9724135,0.0055550635,0.003224194,0.0011062622,0.00012189203,0.0014385283,0.0013411641,0.013195813
ERR1598337,0.0016052723,0.97239363,0.0055556297,0.0032255352,0.0011066198,0.00012193179,0.0014382601,0.0013434589,0.013209641
ERR1599537,0.0016036034,0.9724136,0.0055550635,0.0032242835,0.0011063218,0.00012189192,0.0014385283,0.0013411641,0.013195515
ERR1598568,0.001603663,0.97241306,0.0055550933,0.0032242239,0.0011063516,0.000121892845,0.0014384687,0.0013412237,0.013196051
ERR1599073,0.0016036034,0.9724135,0.0055550635,0.0032242835,0.0011063218,0.00012189192,0.0014385283,0.0013411045,0.013195753
ERR1599058,0.0016036034,0.9724135,0.0055550635,0.0032242835,0.0011063218,0.00012189192,0.0014385283,0.0013411045,0.013195753
ERR1598877,0.0016036928,0.9724126,0.005555123,0.003224194,0.0011063218,0.00012189354,0.0014385283,0.0013412535,0.013196468
ERR1599141,0.00160411,0.972407,0.0055554807,0.0032245815,0.0011065602,0.00012189901,0.0014385581,0.0013414919,0.013200343
ERR1598418,0.0016036034,0.9724136,0.0055550635,0.0032242835,0.0011063218,0.00012189192,0.0014385283,0.0013411641,0.013195515
ERR1599509,0.0016054511,0.97239316,0.0055574477,0.0032255948,0.0011079609,0.00012188611,0.0014406145,0.0013415813,0.0132062435
ERR1598472,0.001603663,0.972413,0.0055550933,0.0032243133,0.0011063218,0.00012189308,0.0014384985,0.0013412237,0.0131959915
ERR1598645,0.0016041696,0.97240746,0.0055553317,0.0032245815,0.0011065006,0.000121904006,0.0014384389,0.0013418198,0.013199806
ERR1599006,0.0016035438,0.97241354,0.0055550635,0.0032242239,0.0011063218,0.000121891804,0.0014385283,0.0013411343,0.013195753
ERR1598170,0.0016037524,0.972412,0.0055551827,0.0032242537,0.0011065006,0.00012189238,0.0014386475,0.0013411641,0.013196588
ERR1599614,0.0016036034,0.9724132,0.0055550933,0.0032242239,0.0011063516,0.00012189261,0.0014384687,0.0013411641,0.0131959915
ERR1598470,0.0016036034,0.97241354,0.0055550635,0.0032242835,0.0011062622,0.00012189192,0.0014384687,0.0013411641,0.013195753
ERR1599477,0.0016036928,0.9724125,0.005555123,0.0032243133,0.0011063218,0.00012189389,0.0014384687,0.0013412535,0.013196349
ERR1599557,0.0016036034,0.9724134,0.005555123,0.003224194,0.0011064112,0.000121892146,0.0014385283,0.0013411045,0.013195753
ERR1598142,0.0016035438,0.97241354,0.0055550635,0.0032242239,0.0011063218,0.000121891804,0.0014385283,0.0013411343,0.013195753
ERR1599495,0.0016036034,0.9724136,0.0055550635,0.0032242239,0.0011063218,0.00012189192,0.0014385283,0.0013411641,0.013195634
ERR1598414,0.0016036034,0.97241366,0.0055550635,0.0032242239,0.0011063218,0.000121891804,0.0014385283,0.0013411939,0.013195515
ERR1598883,0.0016038716,0.97241026,0.0055557787,0.0032243133,0.0011066496,0.00012189564,0.0014389455,0.0013411939,0.013197124
ERR1599015,0.0016036332,0.97241354,0.0055550635,0.0032242835,0.0011063218,0.00012189192,0.0014385283,0.0013411641,0.013195634
ERR1598428,0.0016035438,0.97241354,0.0055550635,0.0032242239,0.0011063218,0.000121891804,0.0014385283,0.0013411343,0.013195753
ERR1598315,0.0016036332,0.97241366,0.0055550635,0.0032242239,0.0011063218,0.000121891804,0.0014385283,0.0013411045,0.013195634
ERR1598116,0.0016040802,0.97240746,0.0055553317,0.0032245517,0.001106441,0.000121904355,0.0014383793,0.0013418794,0.013199985
ERR1599326,0.0016036332,0.97241366,0.0055550635,0.0032242239,0.0011063218,0.000121891804,0.0014385283,0.0013411045,0.013195634
ERR1599562,0.0016036034,0.97241366,0.0055550635,0.0032242239,0.0011063218,0.000121891804,0.0014385283,0.0013411939,0.013195515
ERR1598107,0.0016054511,0.9723917,0.0055556595,0.003225714,0.0011067688,0.00012193552,0.0014382601,0.0013437569,0.013210714
ERR1598614,0.001603812,0.97240996,0.0055552125,0.0032244325,0.001106441,0.000121899124,0.0014384389,0.0013415515,0.0131982565
ERR1598184,0.001603663,0.97241294,0.0055550933,0.0032242835,0.0011063218,0.000121893194,0.0014384687,0.0013412237,0.013196111
ERR1598100,0.0016036034,0.97241366,0.0055550635,0.0032242239,0.0011063218,0.000121891804,0.0014385283,0.0013411939,0.013195515
ERR1599540,0.0016036332,0.9724134,0.0055550635,0.003224194,0.0011063516,0.00012189203,0.0014385283,0.0013411939,0.0131956935
ERR1598969,0.0016035438,0.9724135,0.0055550635,0.0032242835,0.0011063218,0.00012189192,0.0014385283,0.0013411641,0.0131956935
ERR1598502,0.001603663,0.972413,0.0055550933,0.0032243133,0.0011063218,0.00012189308,0.0014384985,0.0013412833,0.013195932
ERR1598234,0.0016040206,0.9724091,0.005555302,0.003224492,0.00110659,0.000121892495,0.0014386773,0.0013414919,0.013198376
ERR1599485,0.0016036034,0.9724134,0.0055550635,0.003224194,0.0011063516,0.000121892146,0.0014384687,0.0013411641,0.013195872
ERR1598616,0.0016037822,0.9724109,0.0055551827,0.003224343,0.0011063814,0.00012189692,0.0014384687,0.0013414323,0.013197601
ERR1599031,0.0016035438,0.97241354,0.0055550635,0.003224194,0.0011063516,0.000121892146,0.0014385283,0.0013411641,0.013195753
ERR1598191,0.0016038716,0.97240996,0.0055552125,0.0032244325,0.001106441,0.000121899124,0.0014384389,0.0013415515,0.013198137
ERR1599106,0.0016036034,0.9724133,0.0055550933,0.003224194,0.0011063218,0.00012189238,0.0014385283,0.0013411641,0.013195872
ERR1599487,0.00160864,0.97213316,0.005556464,0.0032348335,0.0011116266,0.00012217787,0.0014360547,0.0013357997,0.013461232
ERR1598606,0.0016070604,0.97232306,0.0055558085,0.0032338798,0.0011102557,0.00012179245,0.001442045,0.0013409257,0.013265133
ERR1599208,0.001603663,0.9724133,0.0055550933,0.0032241344,0.001106441,0.00012189064,0.0014385581,0.0013411045,0.013195813
ERR2189104,0.00079908967,0.014975786,0.0008828044,0.0042841733,0.0020847917,0.0028857887,0.00020194054,0.0035426617,0.970343
ERR2189708,0.00079908967,0.014975786,0.0008828044,0.0042841733,0.0020847917,0.0028857887,0.00020194054,0.0035426617,0.970343
ERR2189763,0.00079908967,0.014975786,0.0008828044,0.0042841733,0.0020847917,0.0028857887,0.00020194054,0.0035426617,0.970343
ERR2189074,0.00079908967,0.014975786,0.0008828044,0.0042841733,0.0020847917,0.0028857887,0.00020194054,0.0035426617,0.970343
ERR2189513,0.00079908967,0.014975786,0.0008828044,0.0042841733,0.0020847917,0.0028857887,0.00020194054,0.0035426617,0.970343
ERR2189416,0.00079908967,0.014975786,0.0008828044,0.0042841733,0.0020847917,0.0028857887,0.00020194054,0.0035426617,0.970343
ERR2189168,0.00079908967,0.014975786,0.0008828044,0.0042841733,0.0020847917,0.0028857887,0.00020194054,0.0035426617,0.970343
