,root:Engineered,root:Environmental,root:Host-associated
ERR1201392,0.82301825,0.13423364,0.042747993
ERR1593337,0.004763598,0.97681886,0.018417565
SRR886323,0.0056851334,0.97046083,0.023854073
SRR1624804,0.0043159304,0.0029305962,0.99275345
ERR1368507,0.0042102723,0.003078401,0.9927113
SRR5156203,0.0020255528,0.0092408685,0.98873365
DRR024027,0.004492115,0.0027606583,0.99274725
SRR5467890,0.0043125856,0.0029338042,0.99275357
SRR3633500,0.004762353,0.9768221,0.018415572
ERR2442797,0.002026186,0.009240412,0.9887334
ERR923714,0.0052908,0.0021437928,0.9925654
DRR047774,0.004306207,0.0029416764,0.9927521
SRR6145503,0.0047624246,0.97682184,0.01841577
ERR1548967,0.002221095,0.0085889865,0.98918986
SRR5349110,0.004762461,0.97682184,0.01841577
ERR1624622,0.0044800183,0.0027676527,0.9927523
ERR1690962,0.004781625,0.0025046028,0.99271375
SRR5181118,0.0047625005,0.9768216,0.018415842
SRR3063279,0.0047595515,0.9768341,0.018406307
SRR7449204,0.0044224276,0.0028562883,0.99272126
ERR275284,0.004175653,0.0030956245,0.9927287
SRR882207,0.0047622793,0.9768223,0.018415365
ERR1913107,0.004512963,0.002786696,0.9927004
ERR2729956,0.80799633,0.12546498,0.066538736
SRR1747670,0.005113854,0.9758664,0.019019708
SRR2924474,0.0044141496,0.0028363112,0.9927496
ERR1689449,0.0046587293,0.002606293,0.992735
ERR2510952,0.0039792876,0.0033201803,0.9927005
ERR924019,0.004077421,0.0032020283,0.9927206
SRR3416651,0.0047623613,0.97682196,0.018415587
ERR924382,0.0046023666,0.0026557797,0.9927418
SRR1747528,0.0047623706,0.97682196,0.018415594
ERR1547034,0.004760885,0.97682834,0.018410705
SRR5626860,0.0047622286,0.9768226,0.01841515
DRR047576,0.0047082044,0.0025644058,0.9927274
ERR498961,0.004464454,0.0027820931,0.99275345
SRR1151511,0.0047623506,0.9768221,0.018415572
ERR1309972,0.0042742887,0.0029846986,0.99274105
ERR1897612,0.0047622845,0.97682244,0.018415341
SRR3633414,0.008174977,0.9684654,0.023359578
SRR7449293,0.0035125234,0.0040153754,0.99247205
ERR1533436,0.0040204898,0.0033313408,0.99264824
SRR5180464,0.0048479834,0.97658044,0.018571595
ERR2730382,0.0045103026,0.0027427264,0.992747
SRR3095082,0.004184447,0.0031067492,0.9927088
ERR443771,0.0040403036,0.0032485006,0.9927112
ERR719670,0.004186059,0.0031081962,0.99270576
ERR2729961,0.8137809,0.12621626,0.060002822
ERR365975,0.0040027387,0.003302954,0.99269426
DRR047838,0.004236044,0.0030201115,0.99274385
ERR1677101,0.0039693844,0.0033304924,0.99270016
ERR1691846,0.0039100107,0.0034118881,0.99267805
ERR1547068,0.0047623445,0.9768222,0.018415539
SRR2922859,0.0027692262,0.0057648765,0.9914659
ERR1256630,0.003809756,0.0036067273,0.9925835
SRR1295367,0.0042480812,0.0030076143,0.9927443
DRR050234,0.0047623515,0.9768222,0.018415568
SRR1617901,0.0045811813,0.0026746523,0.9927442
DRR047808,0.0045499457,0.0027028765,0.9927471
SRR2922975,0.0021694412,0.009099216,0.9887313
ERR498739,0.004353957,0.0029069951,0.992739
ERR1582598,0.004761247,0.9768272,0.018411567
ERR309244,0.0036213256,0.003942768,0.9924359
ERR499123,0.004469088,0.0027860913,0.9927448
ERR1522297,0.002315955,0.0076435623,0.9900405
ERR2043540,0.004763175,0.9768182,0.018418545
SRR5180903,0.0049866103,0.9762081,0.018805278
ERR719814,0.0040163305,0.0032785304,0.99270517
ERR443015,0.004391964,0.0028527414,0.99275535
ERR1428614,0.0032762645,0.004463771,0.9922599
ERR1382980,0.0040688235,0.0032301974,0.99270093
ERR3040048,0.0043101204,0.0029444343,0.99274546
SRR995398,0.0031917756,0.004644897,0.9921633
SRR8611197,0.0020429003,0.00930025,0.9886568
DRR048092,0.0040258993,0.0032694675,0.9927046
ERR1255929,0.004234152,0.0030171827,0.9927487
ERR1314625,0.0042952234,0.0029720834,0.9927327
SRR6342058,0.0047623515,0.9768222,0.018415568
ERR1582585,0.0047668912,0.9768097,0.018423479
SRR5176226,0.004984364,0.9762355,0.018780066
ERR1382311,0.004051186,0.0032508115,0.992698
SRR3664338,0.0047623515,0.9768222,0.018415568
ERR1383788,0.0041654026,0.0031117671,0.9927228
SRR1623180,0.0032869207,0.004525524,0.9921875
SRR5227110,0.004768147,0.9768057,0.018426154
SRR6235167,0.004770084,0.9768009,0.018429007
ERR2511222,0.0039323187,0.0034218754,0.99264574
SRR2923050,0.0021726124,0.008321963,0.98950535
SRR8605236,0.0032672551,0.0045224633,0.99221027
ERR1310217,0.003921157,0.0034236317,0.9926553
SRR516062,0.004501183,0.0027630234,0.99273586
SRR5803575,0.0047625676,0.97682035,0.018417101
ERR1533579,0.0039897948,0.003345963,0.9926642
SRR5520566,0.005252155,0.9750244,0.019723387
ERR1897251,0.0047621327,0.976823,0.018414833
ERR430956,0.003925315,0.0034002338,0.9926744
ERR443643,0.0043359166,0.0029129267,0.9927511
SRR4054221,0.0047623515,0.9768222,0.018415568
SRR6038504,0.0039383923,0.0034103617,0.9926513
ERR1384680,0.0039652353,0.0033525492,0.99268216
ERR1256931,0.0039430954,0.0034095403,0.9926474
ERR1255935,0.00402248,0.0032655126,0.992712
ERR520802,0.0037235199,0.0036767418,0.9925997
ERR1512228,0.0038721403,0.0035204499,0.9926075
SRR1618258,0.004125089,0.0031600143,0.99271494
SRR1929488,0.0047623515,0.9768222,0.018415568
ERR833470,0.0047623515,0.9768222,0.018415568
ERR209326,0.0042830533,0.0029673404,0.9927496
SRR6408775,0.004313535,0.0029392282,0.99274725
ERR444303,0.0039896313,0.0033424594,0.992668
SRR3130570,0.004783269,0.97676545,0.018451376
ERR2511010,0.0039582173,0.0033761426,0.9926656
ERR2495171,0.0042485236,0.0030046862,0.9927468
DRR047472,0.0043578455,0.0028883314,0.9927538
SRR2984222,0.0048008184,0.9767194,0.018479817
SRR5699415,0.0039727394,0.003326229,0.99270105
ERR2531970,0.0036288062,0.0038280871,0.9925431
SRR6239906,0.004689465,0.0025801146,0.99273044
ERR2570235,0.7884879,0.12870787,0.0828042
ERR1315723,0.0032644873,0.004490364,0.99224514
ERR883524,0.0036573499,0.0037813159,0.9925613
ERR2042987,0.004762404,0.97682184,0.01841576
ERR531844,0.0040445747,0.0032363741,0.99271905
ERR1366511,0.003882743,0.0034702371,0.99264705
SRR6411823,0.004629545,0.0026315649,0.9927389
SRR6038460,0.004126868,0.003138631,0.99273455
ERR1385005,0.0041185105,0.003167941,0.9927135
SRR1602719,0.004762503,0.97682106,0.018416403
SRR7449092,0.0043494278,0.0029458762,0.9927047
DRR030452,0.004386915,0.002857992,0.9927551
SRR5915168,0.0047623515,0.9768222,0.018415568
SRR6931756,0.0037534127,0.0036567505,0.99258983
SRR7448925,0.0034764293,0.0040909294,0.9924326
SRR994567,0.0042606085,0.0029907008,0.9927487
SRR6451782,0.004478323,0.0027743946,0.99274725
ERR2511342,0.003945267,0.003414129,0.99264055
ERR1466919,0.0042868597,0.0029688037,0.9927443
ERR1924314,0.81891185,0.12873134,0.052356772
SRR5001960,0.004762735,0.97682035,0.018416917
ERR1103115,0.0047491584,0.9768801,0.01837074
ERR2739157,0.0040539713,0.0032678312,0.99267817
SRR1426506,0.003958071,0.0040181787,0.9920237
DRR044004,0.004381075,0.002864099,0.9927549
ERR1677206,0.0041955076,0.0030601458,0.9927443
SRR3732503,0.003962038,0.003354761,0.99268323
ERR1314510,0.004195525,0.0030651472,0.9927394
SRR8611173,0.0021472839,0.008883679,0.98896897
ERR705763,0.003975309,0.0033307131,0.992694
ERR1760045,0.005133582,0.0022462264,0.99262017
SRR1426438,0.0041376594,0.0031605405,0.99270177
ERR1689848,0.004760975,0.0025216104,0.9927174
ERR1896791,0.009776539,0.052291796,0.9379317
ERR1103036,0.0047864323,0.9767577,0.01845591
SRR6314145,0.005051055,0.975365,0.019583853
ERR1589266,0.0047623776,0.97682196,0.018415622
ERR1533341,0.0040036,0.0033739377,0.9926225
SRR1949148,0.004645699,0.0026333937,0.9927209
ERR2495426,0.0043357536,0.0029135048,0.99275076
ERR867005,0.004158393,0.0031046646,0.99273694
ERR1593407,0.003050653,0.0049757557,0.99197364
SRR6663562,0.0047623515,0.9768222,0.018415568
SRR6408730,0.0046969536,0.0025737982,0.99272925
SRR6457426,0.0047623515,0.9768222,0.018415568
ERR1960828,0.005174238,0.002218702,0.9926071
SRR8608684,0.0030927877,0.0049140807,0.99199307
ERR1690296,0.004677777,0.0025911178,0.99273115
SRR7349777,0.0045907265,0.9781145,0.017294893
SRR6931426,0.004459216,0.0028148524,0.99272597
SRR8356352,0.0039930823,0.0033440702,0.9926629
SRR5786155,0.0047623515,0.9768222,0.018415561
ERR720227,0.0041407365,0.0031400851,0.9927192
ERR1677349,0.00353632,0.003973166,0.9924905
ERR469630,0.0045705526,0.0027070784,0.99272233
SRR5002131,0.004762484,0.9768215,0.018416008
ERR1398147,0.0041865264,0.003077294,0.9927362
ERR3610818,0.004281341,0.003002564,0.99271613
ERR1522290,0.0037583683,0.0036305622,0.9926111
ERR1690646,0.0038610117,0.0034775198,0.9926615
SRR2848820,0.005166296,0.971229,0.023604669
ERR321956,0.004249892,0.003014941,0.99273515
SRR2006052,0.0048442823,0.9766077,0.018548023
DRR043944,0.00439091,0.00285488,0.99275416
ERR1583317,0.004762349,0.9768222,0.018415555
SRR5177393,0.0047623515,0.9768222,0.018415568
SRR5595789,0.0047623906,0.97682184,0.018415766
ERR1256584,0.0039056137,0.0034589446,0.9926354
SRR7651508,0.004782547,0.9767675,0.018449962
SRR7902022,0.0038297419,0.003700934,0.9924694
ERR1512183,0.0039838683,0.003312455,0.9927037
ERR1522086,0.0020436493,0.009407999,0.9885484
SRR996188,0.003999928,0.0032916788,0.9927084
SRR2168152,0.004778841,0.976775,0.018446129
SRR5525242,0.0042204326,0.003033848,0.9927457
SRR3632967,0.004762373,0.97682196,0.018415656
ERR1467044,0.0048138103,0.0024787467,0.99270743
ERR526045,0.004295216,0.0029529515,0.99275184
ERR2495470,0.0042207544,0.0030367733,0.9927424
ERR1522612,0.0022410674,0.008052489,0.9897064
ERR695428,0.0039276797,0.0034139962,0.9926583
SRR5483761,0.004762409,0.97682184,0.018415682
DRR048096,0.004180647,0.003081875,0.9927375
SRR5570767,0.004762678,0.9768212,0.0184162
SRR3236545,0.0047623515,0.9768222,0.018415568
SRR4414214,0.004763882,0.9768166,0.018419454
ERR1533448,0.0040842616,0.0032465549,0.9926692
SRR2086925,0.004800795,0.002488834,0.99271035
SRR1980810,0.004763438,0.9768177,0.018418854
ERR579656,0.0040566325,0.0032272325,0.99271613
SRR7448685,0.0037378725,0.003661858,0.99260026
ERR501084,0.004522159,0.0027280513,0.9927498
ERR1201260,0.0038690593,0.003494724,0.9926362
SRR6931853,0.0038054648,0.0035690882,0.9926254
SRR1515157,0.0041370387,0.0031274888,0.9927355
ERR923926,0.0046183635,0.002642329,0.99273926
ERR2013515,0.0029532989,0.005550945,0.9914957
SRR1231569,0.0047623515,0.9768222,0.018415568
ERR441553,0.0031558766,0.0050068097,0.9918373
SRR1289335,0.004107751,0.00316263,0.9927296
DRR043142,0.004236687,0.0030188593,0.99274445
ERR1593429,0.004771234,0.97679794,0.018430775
ERR441270,0.004395386,0.002849464,0.9927551
ERR1310945,0.0038279444,0.0035225519,0.9926495
SRR1802750,0.021814216,0.67470753,0.30347824
SRR6148467,0.0041892873,0.0030668103,0.99274397
ERR1303860,0.00392114,0.0033949835,0.99268395
SRR1805166,0.004765831,0.9767974,0.018436773
ERR866686,0.0034902336,0.0040539927,0.9924557
ERR1263658,0.0041971076,0.0030682266,0.9927347
SRR5210808,0.0036263326,0.0038765096,0.9924972
SRR6508106,0.004807448,0.976698,0.018494526
SRR2005374,0.003399885,0.0042253844,0.9923747
ERR1511892,0.0041323993,0.0031435776,0.992724
SRR7584810,0.003934298,0.0034178288,0.9926479
SRR8605436,0.0046572946,0.0026076764,0.992735
ERR1249612,0.0044695092,0.0027772717,0.9927532
ERR982861,0.0039936206,0.0033417789,0.99266464
ERR2233253,0.0047623515,0.9768222,0.018415568
ERR883462,0.0041151713,0.0031533793,0.9927315
ERR192253,0.0037258454,0.0037068347,0.9925673
ERR1691208,0.004007281,0.0032840136,0.9927087
SRR6057230,0.0047623515,0.9768222,0.018415568
ERR308491,0.0038987133,0.0034418772,0.9926594
ERR1897081,0.004762366,0.97682196,0.018415647
SRR3362146,0.003992429,0.003318696,0.99268883
DRR030608,0.0044678743,0.0027789886,0.99275315
ERR1759936,0.003835224,0.0035259556,0.9926388
DRR066661,0.82080513,0.13059941,0.048595466
ERR924516,0.0041348664,0.0031378593,0.9927273
ERR1691253,0.004395945,0.0028505586,0.99275345
SRR2154898,0.0043894164,0.0028552767,0.99275535
SRR1119241,0.0047785095,0.97677714,0.01844441
ERR2013521,0.002366686,0.00744866,0.99018466
ERR107190,0.004663744,0.0026071833,0.992729
ERR2495305,0.0043675904,0.0028794596,0.992753
ERR209457,0.0042765103,0.0029929045,0.99273056
SRR5525236,0.004147632,0.003114359,0.99273795
SRR1302181,0.004762353,0.9768221,0.01841558
ERR1019642,0.0040236996,0.0032866418,0.99268967
ERR1523289,0.002296701,0.008506863,0.9891964
SRR8605368,0.0035765988,0.003952937,0.9924704
ERR1314592,0.003596094,0.00394724,0.9924567
ERR1313364,0.0039932756,0.0035017813,0.99250495
SRR5437922,0.0049076006,0.97643197,0.018660339
SRR6264153,0.004333362,0.002912052,0.9927545
ERR1111242,0.004283371,0.0029853042,0.9927313
ERR2233241,0.0047624824,0.9768216,0.018415833
ERR1384951,0.004211147,0.003042829,0.99274606
SRR7449108,0.003334242,0.004353302,0.9923125
ERR1109552,0.0042624385,0.0029914975,0.99274606
SRR5687954,0.0039010327,0.0034266566,0.9926723
SRR6931540,0.0038639384,0.003484031,0.992652
ERR1315675,0.0043566823,0.0028974747,0.9927458
SRR2143751,0.0042205355,0.0030336617,0.9927458
ERR765770,0.0023531537,0.007857141,0.98978966
ERR1896884,0.0047623515,0.9768222,0.018415568
ERR2003257,0.004545615,0.0027063587,0.9927481
SRR6004952,0.004762779,0.97682095,0.018416358
SRR769623,0.0047623515,0.9768222,0.018415568
SRR2897445,0.0037728841,0.0036774103,0.99254966
ERR1311368,0.004086954,0.0031927442,0.99272037
ERR2198666,0.0036777107,0.0038251367,0.9924972
ERR380910,0.0037286652,0.0037359924,0.99253535
ERR2200208,0.008268721,0.03676324,0.95496804
ERR2442763,0.0025838627,0.0064015044,0.99101466
SRR5587997,0.0047623515,0.9768222,0.018415568
SRR6457198,0.0047636726,0.9768183,0.018417945
ERR2651943,0.020115737,0.62380314,0.35608116
SRR6028471,0.0040220455,0.003277558,0.9927004
ERR2666941,0.0043777996,0.002878937,0.99274325
SRR5699315,0.004220224,0.0030324445,0.99274737
SRR3624190,0.0047632586,0.9768196,0.018417206
SRR921138,0.0042147916,0.0030384217,0.9927468
SRR2761208,0.0038844252,0.003453769,0.99266183
SRR1617713,0.0041160937,0.0031604888,0.9927234
ERR539152,0.0047623515,0.9768222,0.018415568
SRR3633031,0.00476236,0.9768221,0.018415615
ERR981237,0.004138683,0.0031298748,0.9927314
DRR050853,0.0038035358,0.003556486,0.99264
SRR6411747,0.004477532,0.002769732,0.9927528
SRR935212,0.004034562,0.0032497244,0.9927158
ERR1583326,0.00476234,0.9768222,0.01841553
ERR1189698,0.0047623515,0.9768222,0.018415568
ERR2249179,0.003986689,0.0033161219,0.9926972
SRR6444012,0.003951573,0.0033627243,0.9926857
SRR2658051,0.004035846,0.0032506716,0.9927135
SRR3403838,0.0040745954,0.0031998632,0.9927255
SRR2856995,0.0047625005,0.9768216,0.018415842
SRR8610883,0.0023849132,0.013519218,0.9840958
SRR6028508,0.004200883,0.0030594184,0.99273974
SRR5179783,0.004806093,0.97670025,0.01849362
SRR632431,0.004762398,0.97682196,0.018415656
ERR1255961,0.003696784,0.0037132,0.99259007
SRR6411721,0.004424288,0.0028208697,0.9927549
SRR942580,0.01699555,0.11709144,0.865913
SRR5196440,0.004272984,0.0029753225,0.9927517
SRR996436,0.0044395057,0.0028060682,0.9927544
SRR8609544,0.0044977195,0.002751877,0.9927504
SRR3883988,0.004762404,0.97682184,0.018415716
ERR522261,0.004246731,0.0030505436,0.9927027
SRR2924545,0.0043843025,0.002864034,0.9927517
ERR1594223,0.0024544368,0.0072885095,0.990257
SRR1785019,0.004762353,0.9768221,0.018415589
SRR3053284,0.0042486624,0.003013721,0.9927376
ERR923611,0.0031312504,0.00478221,0.9920866
ERR1677397,0.0038506933,0.0034908121,0.99265856
SRR5002051,0.004762895,0.97681993,0.018417174
ERR1582073,0.00476224,0.9768226,0.018415196
ERR1313369,0.0037498262,0.0036447442,0.99260545
SRR1948964,0.0033918892,0.004240879,0.9923672
SRR3062995,0.004761495,0.97682583,0.01841271
SRR6148446,0.013164137,0.04742525,0.9394106
SRR1760207,0.0047630565,0.97682005,0.018416895
ERR1691022,0.0040871995,0.003185714,0.99272704
ERR1256949,0.0041699964,0.0030885297,0.99274147
SRR5181041,0.005035939,0.97608453,0.018879477
ERR2511385,0.0039462913,0.0033906538,0.992663
SRR3632999,0.004762427,0.97682184,0.01841577
SRR5915129,0.004762349,0.9768222,0.018415555
ERR1428779,0.0035185874,0.00400536,0.99247605
ERR1533481,0.004071482,0.0032820858,0.99264646
SRR8609964,0.0024349722,0.013585304,0.9839797
ERR1384294,0.0040821643,0.0032017846,0.992716
ERR1256111,0.003878998,0.0034638299,0.9926571
ERR498597,0.004545172,0.0027130242,0.9927418
SRR7448981,0.0033841634,0.0042562364,0.9923596
SRR4414225,0.00476241,0.9768217,0.018415872
DRR048171,0.0043532746,0.002894282,0.99275243
ERR499468,0.003996354,0.0033622698,0.9926414
ERR526011,0.0039878725,0.0033072068,0.9927049
SRR8605290,0.003619909,0.003909464,0.9924706
ERR209116,0.0041624983,0.0031069003,0.99273056
ERR2600133,0.0036062123,0.00388907,0.9925047
SRR6932455,0.004698568,0.0025723889,0.992729
ERR1103052,0.0048180497,0.97667265,0.018509384
SRR3053332,0.0041782716,0.0030945658,0.99272716
SRR3096245,0.004861859,0.97656316,0.01857496
SRR6409195,0.0040169302,0.0032782666,0.9927048
SRR1631320,0.004204952,0.0030527345,0.9927423
SRR8609592,0.0050531495,0.0023006864,0.9926462
ERR1690333,0.0044516646,0.0027949824,0.9927533
SRR1614682,0.0047623217,0.9768222,0.018415468
SRR5915737,0.004776587,0.97678363,0.018439801
ERR1960719,0.0042592227,0.0029913122,0.99274945
ERR986182,0.0042336434,0.003031808,0.99273455
DRR029181,0.004654536,0.0026145848,0.9927309
SRR1271467,0.0047623683,0.97682196,0.018415594
ERR579585,0.003935618,0.003386579,0.9926778
ERR2247326,0.0040899124,0.003200299,0.99270976
SRR995000,0.004232134,0.00302382,0.9927441
ERR2059969,0.0031622432,0.005012539,0.9918252
ERR2730321,0.004315088,0.002944417,0.9927406
SRR1617929,0.0041889967,0.0030671156,0.99274385
SRR3503226,0.0038407398,0.0035346162,0.9926246
ERR1303768,0.0027574957,0.0058007613,0.99144167
SRR5483132,0.004123763,0.0031608162,0.9927154
ERR719645,0.003976587,0.0033387356,0.9926846
ERR2836095,0.0040866877,0.0032831337,0.9926301
ERR1690660,0.003985515,0.003312004,0.9927025
SRR6674309,0.0047623515,0.9768222,0.018415568
ERR1523370,0.0021526176,0.008599375,0.989248
SRR996922,0.0043945694,0.0028501672,0.99275523
ERR1523699,0.002518922,0.014291476,0.9831896
SRR8605750,0.0039299047,0.0033821207,0.99268794
SRR2053299,0.0047623515,0.9768222,0.018415568
ERR498777,0.004051419,0.0032282835,0.99272037
SRR6028294,0.003973122,0.0033413772,0.99268544
SRR996415,0.0024200538,0.0070682564,0.9905117
SRR3094803,0.0041974178,0.0030678902,0.9927347
SRR7449477,0.0038665629,0.003499936,0.9926335
