,root:Host-associated:Human:Digestive_system:Large_intestine:Fecal,root:Host-associated:Human:Digestive_system:Oral:Saliva,root:Host-associated:Human:Respiratory_system:Nasopharyngeal:Pharynx,root:Host-associated:Mammals:Digestive_system:Stomach:Rumen,Unknown
ERR308402,0.014992416,0.0013558269,0.005081326,0.005173534,0.9733969
ERR308325,0.014985025,0.0013563633,0.0050827265,0.0051761866,0.9733997
ERR308596,0.015084803,0.0013408065,0.00557521,0.0051066577,0.9728925
ERR1598805,0.9712668,0.0078074634,0.00018712878,0.008894414,0.011844158
ERR1598748,0.9712709,0.0078092217,0.00018712878,0.008893132,0.011839628
ERR1599437,0.9712671,0.007808417,0.00018709898,0.008893549,0.011843801
ERR1599044,0.9712688,0.0078083873,0.00018712878,0.008893758,0.011842012
ERR1598376,0.97127044,0.0078077614,0.00018706918,0.008894503,0.011840284
ERR1598997,0.9712641,0.0078065395,0.00018712878,0.00889492,0.011847258
ERR1598222,0.97127247,0.0078074336,0.00018712878,0.00889501,0.011837959
ERR1598378,0.971282,0.00780952,0.00018715858,0.008894056,0.01182723
ERR1598315,0.9712821,0.00780952,0.00018715858,0.008894056,0.011827111
ERR1599278,0.9700922,0.0076432824,0.00018903613,0.008929819,0.013145685
ERR1598168,0.971282,0.00780952,0.00018715858,0.008894086,0.01182723
ERR1599219,0.9712821,0.00780952,0.00018715858,0.008894056,0.011827111
ERR1598319,0.9712814,0.007809311,0.00018715858,0.0088941455,0.011828005
ERR1599309,0.97126496,0.0078065693,0.00018709898,0.00889501,0.011846423
ERR1599627,0.97128046,0.007809192,0.00018712878,0.008894175,0.011829019
ERR1598834,0.971267,0.007809788,0.00018712878,0.008892238,0.01184386
ERR1599594,0.9712821,0.00780952,0.00018715858,0.008894056,0.011827111
ERR1599399,0.9712618,0.007806003,0.00018709898,0.008895159,0.01184994
ERR1598169,0.971282,0.00780952,0.00018706918,0.008894056,0.01182735
ERR1598649,0.9712791,0.007809043,0.00018706918,0.008894265,0.011830509
ERR1598310,0.97128177,0.00780949,0.00018706918,0.008894086,0.011827588
ERR1598469,0.9712808,0.0078093708,0.00018715858,0.0088941455,0.011828482
ERR1598706,0.97120917,0.007800758,0.00018724799,0.008894533,0.011908293
ERR1599338,0.97119445,0.0077985823,0.0001872778,0.008895069,0.011924624
ERR1599032,0.9712821,0.00780952,0.00018715858,0.008894056,0.011827111
ERR1599524,0.9712752,0.0078083873,0.00018712878,0.008894414,0.01183486
ERR1598300,0.97127837,0.007808745,0.00018712878,0.008894414,0.011831284
ERR1599234,0.9712815,0.0078093708,0.00018706918,0.008894086,0.011827946
ERR1599189,0.97123003,0.0078056157,0.00018721819,0.008892238,0.011884928
ERR1598638,0.9712821,0.00780952,0.00018715858,0.008894056,0.011827111
ERR1599115,0.97121906,0.007805854,0.00018721819,0.008890837,0.011897087
ERR1599244,0.9712817,0.0078094304,0.00018712878,0.008894086,0.011827588
ERR1599210,0.9712815,0.0078093708,0.00018706918,0.008894086,0.011827946
ERR1598150,0.9712131,0.007810235,0.00018721819,0.008886218,0.011903226
ERR1598211,0.97128206,0.0078095794,0.00018715858,0.008894056,0.011827111
ERR1599052,0.9712812,0.007809341,0.00018706918,0.008894205,0.011828184
ERR1598102,0.97128195,0.00780952,0.00018715858,0.008894086,0.01182729
ERR1598672,0.971263,0.0078059137,0.00018712878,0.008895427,0.011848569
ERR1599245,0.97128016,0.0078091323,0.00018712878,0.008894265,0.011829317
ERR1598216,0.97122943,0.007810086,0.00018724799,0.008888185,0.011884987
ERR1598303,0.9712241,0.007811576,0.0001872778,0.008886278,0.011890709
ERR1599452,0.9712591,0.0078047514,0.00018718839,0.008896023,0.01185298
ERR1599531,0.9712809,0.0078092515,0.00018712878,0.008894175,0.011828542
ERR1599159,0.971133,0.0077949762,0.000187397,0.00889194,0.011992693
ERR1599119,0.9712286,0.007802844,0.00018715858,0.008894652,0.011886716
ERR1598859,0.970358,0.00778389,0.00018921494,0.008825898,0.012843013
ERR1598816,0.97128034,0.007809162,0.00018706918,0.008894265,0.011829197
ERR1598127,0.9712417,0.0078012347,0.00018712878,0.008897483,0.01187247
ERR1599285,0.97115517,0.0077910423,0.0001872778,0.008897841,0.011968672
ERR1599621,0.971282,0.00780946,0.00018706918,0.008894086,0.01182735
ERR1598336,0.97127736,0.0078088343,0.00018712878,0.008894175,0.011832476
ERR1598845,0.9712739,0.0078083873,0.00018712878,0.008894265,0.01183635
ERR1598209,0.9712706,0.0078089833,0.00018709898,0.0088934,0.011839867
ERR1599506,0.9712309,0.0078024566,0.00018724799,0.008895189,0.0118842125
ERR1598106,0.97128093,0.0078092217,0.00018712878,0.008894175,0.011828542
ERR1598944,0.9712545,0.007810712,0.00018718839,0.008890152,0.01185739
ERR1598294,0.971282,0.00780952,0.00018715858,0.008894056,0.01182723
ERR1598323,0.9703344,0.007771045,0.00018927455,0.008834749,0.01287055
ERR1598181,0.97128093,0.0078093708,0.00018706918,0.008894175,0.011828423
ERR1598237,0.97128177,0.0078094304,0.00018712878,0.008894086,0.011827588
ERR1599180,0.969581,0.0076247156,0.00019019842,0.008900017,0.0137040615
ERR1598214,0.9712646,0.0078062415,0.00018712878,0.008895189,0.0118469
ERR1599287,0.9712728,0.007807642,0.00018712878,0.008894801,0.011837602
ERR1599440,0.9712813,0.007809341,0.00018712878,0.008894205,0.011828065
ERR1599578,0.97127515,0.0078081787,0.00018715858,0.008894622,0.011834919
ERR1598786,0.97128165,0.0078093708,0.00018706918,0.0088941455,0.011827767
ERR1598078,0.9708114,0.0077774227,0.00018808246,0.008875638,0.01234746
ERR1598822,0.97128105,0.0078092813,0.00018706918,0.008894175,0.011828423
ERR1598450,0.97128206,0.00780952,0.00018715858,0.008894056,0.01182723
ERR1598077,0.9712821,0.00780952,0.00018715858,0.008894056,0.011827111
ERR1598264,0.971277,0.0078084767,0.00018703938,0.008894503,0.011833012
ERR1598796,0.97128177,0.0078094304,0.00018712878,0.008894086,0.011827588
ERR1598814,0.9712785,0.0078092515,0.00018706918,0.008893967,0.011831284
ERR1598905,0.9708586,0.007780671,0.00018799305,0.008877188,0.012295604
ERR1598514,0.9712284,0.0078114867,0.0001873076,0.008886665,0.01188612
ERR1599094,0.9712821,0.00780952,0.00018715858,0.008894056,0.011827111
ERR1599017,0.97103316,0.007829845,0.00018793344,0.008850068,0.012099028
ERR1598110,0.9712821,0.00780952,0.00018715858,0.008894056,0.011827111
ERR1599049,0.97127366,0.007809609,0.00018712878,0.008893102,0.01183641
ERR1599222,0.97127724,0.007808417,0.00018715858,0.008894533,0.011832595
ERR1599184,0.97065866,0.0077389777,0.00018826127,0.008895606,0.012518525
ERR1598342,0.9591183,0.006052792,0.00020092726,0.00969559,0.024932384
ERR1599031,0.97126883,0.0078080893,0.00018715858,0.008894056,0.011841893
ERR1599365,0.97127646,0.007808894,0.00018712878,0.008894086,0.011833429
ERR1598404,0.9712795,0.0078090727,0.00018715858,0.008894175,0.0118300915
ERR1598882,0.97123873,0.0078083277,0.00018715858,0.008890629,0.011875153
ERR1599565,0.97128165,0.0078093708,0.00018706918,0.0088941455,0.011827767
ERR1598978,0.9712088,0.007795185,0.00018724799,0.008899599,0.011909127
ERR1598193,0.9712807,0.0078092515,0.00018706918,0.008894175,0.01182878
ERR1598588,0.97127664,0.007808566,0.00018703938,0.008894414,0.01183331
ERR1599273,0.96970046,0.0076348484,0.0001899004,0.008900642,0.013574123
ERR1598375,0.9704911,0.0076779425,0.00018817186,0.00893566,0.012707114
ERR1598190,0.9712764,0.007808298,0.00018706918,0.008894563,0.011833668
ERR1598484,0.97090876,0.007753432,0.00018760562,0.008907199,0.012243032
ERR1598488,0.97128206,0.00780952,0.00018715858,0.008894056,0.01182723
ERR1598760,0.9712817,0.0078094304,0.00018706918,0.008894086,0.011827707
ERR1599009,0.9712526,0.007804215,0.00018712878,0.008895844,0.011860132
ERR1598232,0.9699682,0.007923424,0.0001911223,0.008666366,0.013250828
ERR1598883,0.9705316,0.007799536,0.00018897653,0.008827925,0.0126520395
ERR1598274,0.9712807,0.0078092515,0.00018715858,0.008894175,0.011828661
ERR1599333,0.97121704,0.007804662,0.00018721819,0.0088917315,0.011899352
ERR1599109,0.97083825,0.007834047,0.00018835068,0.008827031,0.012312353
ERR1599006,0.97128177,0.00780952,0.00018715858,0.008894056,0.011827469
ERR1598276,0.97128123,0.007809341,0.00018712878,0.008894175,0.011828065
ERR1598659,0.9688041,0.0073762536,0.00019037724,0.009060979,0.014568269
ERR1598312,0.9712615,0.007805854,0.00018712878,0.008895338,0.011850178
ERR1598579,0.9712534,0.00780645,0.00018718839,0.008893907,0.011859119
ERR1598685,0.9712821,0.00780952,0.00018715858,0.008894056,0.011827111
ERR1598623,0.9712616,0.0078055263,0.00018709898,0.008895636,0.011850119
ERR1598414,0.9712821,0.00780952,0.00018715858,0.008894056,0.011827111
ERR1598836,0.97122794,0.007802427,0.00018715858,0.00889492,0.01188755
ERR1598160,0.9712819,0.007809639,0.00018712878,0.008893967,0.01182735
ERR1599585,0.97128165,0.0078094304,0.00018712878,0.0088941455,0.011827648
ERR1598263,0.9710963,0.007821679,0.00018766522,0.008863807,0.0120306015
ERR1599073,0.9712812,0.007809341,0.00018712878,0.0088941455,0.011828244
ERR1599626,0.9712379,0.007803917,0.00018715858,0.008894622,0.011876404
ERR1599329,0.97127914,0.007808894,0.00018712878,0.008894354,0.011830449
ERR1599386,0.9709911,0.007817984,0.00018787384,0.008856595,0.012146473
ERR1599363,0.9712682,0.0078092813,0.00018712878,0.008892834,0.011842549
ERR1598757,0.9712553,0.007804364,0.00018718839,0.008896083,0.011857033
ERR1598140,0.9712821,0.00780952,0.00018715858,0.008894056,0.011827111
ERR1598116,0.97121185,0.007804066,0.00018724799,0.008891761,0.0119050145
ERR1598518,0.9705677,0.007833123,0.00018906593,0.008801609,0.012608528
ERR1598677,0.97102547,0.007816702,0.00018787384,0.008861184,0.012108803
ERR1598847,0.9712192,0.00780344,0.00018724799,0.008893073,0.0118970275
ERR1599581,0.97128105,0.0078093708,0.00018706918,0.008894175,0.011828303
ERR1598325,0.9712632,0.0078059435,0.00018712878,0.008895427,0.0118483305
ERR1598187,0.9712546,0.007805139,0.00018718839,0.008895218,0.011857927
ERR1598844,0.97125196,0.0078065693,0.00018712878,0.008893609,0.011860728
ERR1598441,0.9712782,0.007809341,0.00018712878,0.008893758,0.011831641
ERR1598424,0.9712819,0.00780946,0.00018706918,0.008894086,0.011827469
ERR1598091,0.97128034,0.0078092217,0.00018712878,0.008894175,0.011829138
ERR1598596,0.97128123,0.007809341,0.00018712878,0.008894205,0.011828065
ERR1598701,0.9711975,0.007814288,0.0001873374,0.008881003,0.011919856
ERR1598366,0.9712365,0.007804692,0.00018715858,0.008893728,0.011877894
ERR1599004,0.9712812,0.0078092813,0.00018712878,0.0088941455,0.011828244
ERR1599020,0.97102654,0.0077824295,0.00018757582,0.008892596,0.012110829
ERR1599291,0.9708351,0.0077711046,0.00018793344,0.008883625,0.012322187
ERR1598904,0.97127557,0.0078080893,0.00018712878,0.008894652,0.011834502
ERR1599158,0.9712614,0.0078062117,0.00018712878,0.00889498,0.011850297
ERR1598352,0.97120136,0.007796675,0.00018724799,0.008897364,0.011917293
ERR1599283,0.9712169,0.0077985227,0.00018724799,0.008897334,0.011899948
ERR1598618,0.9712613,0.0078053474,0.00018712878,0.008895725,0.011850476
ERR1598872,0.97128195,0.00780946,0.00018706918,0.008894086,0.011827469
ERR1598419,0.97128135,0.007809311,0.00018715858,0.0088941455,0.011828005
ERR1599596,0.9712647,0.0078062415,0.00018706918,0.008895189,0.011846781
ERR1599495,0.9712814,0.0078093708,0.00018706918,0.008894086,0.011828065
ERR1598083,0.9711744,0.007791966,0.0001872778,0.008899003,0.011947393
ERR1599514,0.9697084,0.0078986585,0.00019153953,0.0086655915,0.013535857
ERR1599002,0.97094226,0.0077895224,0.00018787384,0.008877665,0.01220274
ERR2189731,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2189362,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2189128,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2189283,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2189448,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2189762,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2189581,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2189147,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2189711,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2188913,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2189689,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2189594,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2189700,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2188918,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2189253,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2189149,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2188953,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2189387,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2189221,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2189087,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2189292,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2189372,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2189189,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2189077,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2189054,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2189295,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2189400,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2189041,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2189275,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2189673,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2189591,0.0004335725,0.047949657,0.80429894,0.14731792,0.0
ERR2189521,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2189533,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2189531,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2189504,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2188969,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2189599,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2189368,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2189520,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2189256,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2189653,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2188904,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2188936,0.014995426,0.0013555586,0.005078256,0.0051726103,0.97339815
ERR2189447,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2189142,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2189098,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2189421,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2189291,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2189300,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2189208,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2189501,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2188916,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2189406,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2189235,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2189707,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2189392,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2189073,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2189734,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2189701,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2189200,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2189483,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2189196,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2188906,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2189012,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2189003,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2189656,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2189273,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2189732,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2189571,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2189583,0.014995426,0.0013556182,0.0050782263,0.0051725507,0.9733982
ERR2189551,0.0149953365,0.0013556182,0.005078286,0.0051726103,0.97339815
ERR2189092,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2189404,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2189480,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2189478,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2240542,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2240771,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2240163,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2240193,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2240553,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2240276,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2240458,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2240484,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2240366,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2240150,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2240287,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2240783,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2240620,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2240548,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2240134,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2240332,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2240264,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2240791,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2240279,0.17920992,0.022683352,0.0016093552,0.0007148385,0.79578257
ERR2240634,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2240586,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2240159,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2240221,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2240352,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2240336,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2240219,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2240703,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2240688,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2240715,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2240736,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2240343,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2240475,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2240682,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2240665,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2240239,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2240587,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2240252,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2240426,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2240415,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2240570,0.014995635,0.001355499,0.0050791204,0.0051724017,0.9733974
ERR2240307,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2240187,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2240327,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2240396,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2240641,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2240538,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2240652,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2240321,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2240684,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2240417,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2240141,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2240420,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2240474,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2240509,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2240517,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2240530,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2240436,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2240289,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2240708,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2240733,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2240385,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2240558,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2240449,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2240210,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2240303,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2240559,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2240248,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2240775,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2240781,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
ERR2240607,0.014995396,0.0013555586,0.0050781965,0.0051726103,0.9733982
