,root:Host-associated:Birds:Digestive_system:Ceca,root:Host-associated:Human:Digestive_system:Large_intestine,root:Host-associated:Human:Digestive_system:Oral,root:Host-associated:Human:Reproductive_system:Female,root:Host-associated:Human:Reproductive_system:Vagina,root:Host-associated:Human:Respiratory_system:Nasopharyngeal,root:Host-associated:Mammals:Digestive_system:Fecal,root:Host-associated:Mammals:Digestive_system:Stomach,Unknown
ERR309107,0.003229916,0.0038838685,0.0002142191,0.0013129115,0.0005788207,0.00017750263,0.9838067,3.6190733e-05,0.0067598224
ERR308758,0.0028912127,0.0034521818,0.0002309084,0.0013628006,0.00072035193,0.00017946959,0.9805951,3.8888284e-05,0.010529101
ERR309713,0.0032954812,0.0039015114,0.00021871924,0.00127244,0.00060269237,0.00017535686,0.9849546,3.655509e-05,0.005542636
ERR308566,0.00015607476,0.0010538995,0.00025510788,0.03809327,0.0017917752,0.00017902255,0.41516936,0.00050854683,0.5427929
ERR309751,7.568665e-05,0.007732928,1.1934335e-05,0.0009021163,0.0002683401,3.8978545e-05,0.03437099,0.00011370866,0.95648533
ERR308669,0.0030492842,0.0034109354,0.00023600459,0.0014916658,0.0008327067,0.00018632412,0.97996175,4.102739e-05,0.010790288
ERR308593,0.0033451915,0.0040065646,0.00021708012,0.0013150871,0.0005828738,0.00017616153,0.98448336,3.7115104e-05,0.0058365464
ERR308515,0.0033964217,0.0040029585,0.00021517277,0.0013243854,0.0005892813,0.00017985702,0.9836986,3.5122786e-05,0.00655818
ERR309817,0.0031463504,0.0035650432,0.00021371245,0.0014255941,0.0006366968,0.0001976788,0.9745494,3.3029497e-05,0.016232431
ERR309080,0.0031867921,0.003782481,0.00022244453,0.0012860596,0.0006341338,0.0001757741,0.98409635,3.7201782e-05,0.0065787435
ERR309486,0.0034196079,0.003832221,0.00022020936,0.0012847185,0.0005572736,0.00018057227,0.984414,3.5010755e-05,0.006056428
ERR309129,0.0033296347,0.0038750172,0.00021767616,0.001290381,0.00055736303,0.00017800927,0.98458016,3.5719124e-05,0.0059360266
ERR309084,0.0033699274,0.004039794,0.00021609664,0.0012992918,0.00058427453,0.00017648935,0.9842619,3.5695968e-05,0.0060165524
ERR309503,0.0031692386,0.0036912858,0.00022342801,0.0013152361,0.0006068647,0.00018125772,0.98246795,3.6445235e-05,0.008308291
ERR308818,0.0033469498,0.0038653016,0.0002195239,0.001295805,0.00064736605,0.00017747283,0.9843502,3.588664e-05,0.0060614944
ERR308935,0.0032889843,0.003881365,0.00021642447,0.0012870431,0.00055879354,0.00017690659,0.9847201,3.604799e-05,0.005834341
ERR309783,0.0027723312,0.0039595366,0.00018841028,0.0018361509,0.00063097477,0.00019276142,0.953091,3.047199e-05,0.03729832
ERR308911,0.0026748478,0.0033180714,0.00023001432,0.001390338,0.00067561865,0.00017732382,0.9792837,3.9212355e-05,0.012210906
ERR308908,0.003248185,0.0038476884,0.0002194643,0.0012828112,0.0006031394,0.0001757443,0.9845495,3.6804013e-05,0.006036699
ERR309746,0.0032662451,0.0039536357,0.00021618605,0.001300782,0.00056415796,0.00017598271,0.9845028,3.6388694e-05,0.0059838295
ERR309700,0.0034050643,0.0038079023,0.00022137165,0.0013008714,0.00057440996,0.00018191338,0.9837471,3.496371e-05,0.006726384
ERR309073,0.0032384396,0.0038973987,0.00021496415,0.0012867451,0.0005607307,0.00017544627,0.98486006,3.647688e-05,0.005729735
ERR309303,0.0032283962,0.0037224293,0.00022038817,0.0013411641,0.0005968511,0.00018697977,0.9815209,3.5909095e-05,0.009146988
ERR308999,0.00043917564,0.99505633,8.105453e-05,0.00026611306,0.00032934462,0.0012705117,0.0025483295,9.070152e-06,0.0
ERR309432,0.0034291744,0.00395602,0.00022304058,0.0012491643,0.000674814,0.00017490983,0.9854414,3.6446345e-05,0.0048151016
ERR309048,0.003399372,0.003937483,0.00021582842,0.0013554394,0.00062328577,0.00018528104,0.98164374,3.4233017e-05,0.008605361
ERR308781,0.0034263134,0.00395754,0.00022301078,0.001242578,0.00067025423,0.00017470121,0.98558915,3.6573154e-05,0.0046798587
ERR309207,0.0016846061,0.16497421,0.00010065433,0.00018805265,0.00011577633,0.00022560358,0.13860539,3.191945e-05,0.6940738
ERR309314,0.0034211576,0.0038204193,0.00022158027,0.0012876391,0.0005723536,0.0001808703,0.9841715,3.4988727e-05,0.0062894225
ERR309536,0.0032702088,0.003889203,0.00021585822,0.0012859404,0.0005607903,0.00017628074,0.9847928,3.6255748e-05,0.0057725906
ERR308397,0.0032736063,0.0039032102,0.00021654367,0.0012817085,0.00057557225,0.0001758039,0.98482716,3.638023e-05,0.0057100058
ERR308575,0.003348887,0.0038205683,0.0002220571,0.001308322,0.0006983578,0.00017946959,0.9837128,3.6041663e-05,0.0066734552
ERR308590,0.0032792985,0.0038839579,0.00021621585,0.0012860298,0.0005605817,0.00017651916,0.9847597,3.6144236e-05,0.0058015585
ERR308354,0.003258407,0.0039034188,0.00021547079,0.0012846589,0.0005644858,0.00017592311,0.9847384,3.6357058e-05,0.0058228374
ERR308942,0.0032849908,0.0038712323,0.00021880865,0.00128901,0.00059723854,0.000177145,0.984441,3.666549e-05,0.0060839057
ERR308790,0.0034851134,0.0040581226,0.00022014976,0.0012663007,0.0005645156,0.00018060207,0.9838369,3.498312e-05,0.006353259
ERR308326,0.003575176,0.0037896633,0.0002245307,0.0012830496,0.000559181,0.00018495321,0.98398674,3.388049e-05,0.0063628554
ERR308449,0.003580898,0.0041592717,0.00020843744,0.0016667247,0.00061413646,0.0001924634,0.9743551,2.9995905e-05,0.015192986
ERR308629,0.001191325,0.9830453,0.0002445311,0.00028279788,0.00021490523,0.0034061538,0.011610437,4.4918015e-06,0.0
ERR309798,0.0038570762,0.013906628,0.00023216009,0.0017597675,0.0005277395,0.00019171834,0.95827985,3.0931966e-05,0.021214128
ERR308402,0.003418386,0.0038170218,0.00021961331,0.0013121367,0.0005917251,0.00018250942,0.98354524,3.474168e-05,0.0068786144
ERR308325,0.0032946467,0.0038702488,0.00021731853,0.0012916923,0.00060272217,0.00017726421,0.9844787,3.6265013e-05,0.0060311556
ERR308596,0.0033011138,0.0037413538,0.00022476912,0.0012798905,0.0006073117,0.00018182397,0.98329437,3.573098e-05,0.0073336363
ERR1598805,0.00019642248,0.9980859,2.7638667e-05,0.00048490404,0.00039570505,0.0004723018,0.00031788682,1.929777e-05,0.0
ERR1598748,0.0006832815,0.98910064,0.0020319452,0.0023060862,0.0017152895,0.002124016,0.0019902885,4.843835e-05,0.0
ERR1599437,0.000105945466,0.9985073,1.3015586e-05,0.0004800007,0.00028461692,0.00025801972,0.00033474358,1.6280474e-05,0.0
ERR1599044,0.000161393,0.99849737,1.5436293e-05,0.00041176673,0.00029471508,0.0002855667,0.00032022328,1.3519925e-05,0.0
ERR1598376,0.00019714236,0.99834317,1.5994765e-05,0.00034815073,0.00030100346,0.0003182292,0.00027415156,1.0562058e-05,0.00019162893
ERR1598997,0.0001550012,0.99818456,2.2028607e-05,0.0005026663,0.00040901604,0.00036500665,0.0003378621,2.3814993e-05,0.0
ERR1598222,0.00020706654,0.9982486,1.8894327e-05,0.0004389882,0.00034323335,0.00036892295,0.00028410554,1.3174989e-05,7.70092e-05
ERR1598378,0.00014071543,0.998485,1.5229858e-05,0.00046156332,0.00026832166,0.00028908785,0.00032534671,1.4643102e-05,0.0
ERR1598315,0.00012781007,0.99844164,1.4403711e-05,0.0004165518,0.00033863264,0.00025687114,0.00038789804,1.6182315e-05,0.0
ERR1599278,0.00016880035,0.9970809,1.829229e-05,0.00057822466,0.00026229024,0.0003257692,0.00038021803,1.7571603e-05,0.0011678934
ERR1598168,0.0001214781,0.99846566,1.4540682e-05,0.0004484567,0.00030785784,0.0002750316,0.00034994815,1.7006962e-05,0.0
ERR1599219,0.0001639534,0.9978219,1.5197258e-05,0.0002025517,0.0009364852,0.00021878324,0.00062680535,1.4244162e-05,0.0
ERR1598319,0.00012255354,0.9985315,1.3089928e-05,0.000387412,0.00032406012,0.00028994068,0.00031407757,1.7400844e-05,0.0
ERR1599309,0.0002219711,0.9982778,2.2515474e-05,0.00037166008,0.00038086664,0.00041417722,0.00029431283,1.6670741e-05,0.0
ERR1599627,0.00023089699,0.99786276,2.5976127e-05,0.00030883553,0.0004682566,0.0004067873,0.0006824163,1.3996267e-05,0.0
ERR1598834,0.00022396445,0.99831694,1.8706749e-05,0.00041028857,0.0002719462,0.000338763,0.00029790401,1.166723e-05,0.00010985136
ERR1599594,0.0001112204,0.99854374,1.3162499e-05,0.00044108272,0.00028101934,0.00025796593,0.0003359127,1.5869904e-05,0.0
ERR1599399,0.00015088916,0.9980897,1.564703e-05,0.00048440695,0.00038439035,0.00031393766,0.000323385,1.5853258e-05,0.00022178888
ERR1598169,0.00011737144,0.9983916,1.6885739e-05,0.00048060517,0.0003135625,0.00030367335,0.00035663377,1.9600506e-05,0.0
ERR1598649,0.00013148662,0.99851394,1.5796422e-05,0.00041039672,0.00031033703,0.00028787646,0.00031209455,1.8077299e-05,0.0
ERR1598310,0.0001280688,0.99847996,1.4591806e-05,0.0004368162,0.0003046363,0.00027082424,0.00034881543,1.629334e-05,0.0
ERR1598469,0.00019907048,0.99843496,1.7733897e-05,0.0003905119,0.0003193472,0.0003257842,0.00029952955,1.3005963e-05,0.0
ERR1598706,0.000138551,0.9977256,1.680549e-05,0.0005735457,0.00034549832,0.00031802058,0.00037452579,1.9882773e-05,0.000487566
ERR1599338,0.00024986267,0.9980614,1.9678624e-05,0.00038591027,0.00032812357,0.00036606193,0.00028386712,1.1363922e-05,0.00029367208
ERR1599032,0.0001351951,0.998562,1.410696e-05,0.00041440368,0.00027917878,0.00027783815,0.0003034591,1.3870449e-05,0.0
ERR1599524,0.00014036235,0.99792665,1.9143858e-05,0.0006185833,0.0005022005,0.0003815878,0.00038197506,2.9404671e-05,0.0
ERR1598300,0.00013270974,0.9982271,1.3203706e-05,0.0004104674,0.00030383468,0.00026202202,0.00031593442,1.417063e-05,0.00032055378
ERR1599234,0.00010404196,0.9975369,1.1546874e-05,0.0005045831,0.00028717518,0.0002541244,0.00023794174,1.365219e-05,0.0010499954
ERR1599189,0.0001708845,0.9982983,2.0213274e-05,0.0004917325,0.0003188811,0.00035032217,0.0003328284,1.6728793e-05,0.0
ERR1598638,0.00011737601,0.9985294,1.319458e-05,0.00044018653,0.00029643634,0.00026191366,0.00032640167,1.511758e-05,0.0
ERR1599115,0.00012326497,0.998243,1.6541311e-05,0.0006038842,0.00034015605,0.00034855862,0.00030472808,1.989037e-05,0.0
ERR1599244,0.0001410985,0.9983831,1.4687449e-05,0.00040392613,0.00037862675,0.000357976,0.00029676873,2.3816561e-05,0.0
ERR1599210,0.00015559288,0.9981773,2.1015998e-05,0.00039846665,0.00025865642,0.00043539205,0.0005394681,1.4060634e-05,0.0
ERR1598150,0.00018626451,0.99839246,1.8097326e-05,0.00044995546,0.00027939677,0.00032907724,0.00031131506,1.34583615e-05,1.9967556e-05
ERR1598211,0.00011432988,0.99854577,1.32402865e-05,0.00044821567,0.00027620306,0.00026521215,0.0003216561,1.5438212e-05,0.0
ERR1599052,0.0001227702,0.9985868,1.29920145e-05,0.00042711204,0.0002700812,0.00025899665,0.00030691043,1.4275987e-05,0.0
ERR1598102,0.00013577353,0.9983538,1.6457554e-05,0.00038834984,0.00033096102,0.0003012987,0.00045842555,1.4932247e-05,0.0
ERR1598672,0.00029596686,0.9978633,2.0089e-05,0.00036674738,0.00026467443,0.00038665533,0.00024011731,8.775966e-06,0.00055366755
ERR1599245,0.00012776256,0.99809414,1.3790098e-05,0.0004696548,0.0004184842,0.0002720654,0.0003682673,1.710015e-05,0.00021874905
ERR1598216,0.00020645901,0.99795735,2.5141215e-05,0.00036559207,0.0004864534,0.00036175002,0.0005800033,1.7287017e-05,0.0
ERR1598303,0.00017336011,0.99835414,1.6210197e-05,0.0004620552,0.0002656877,0.00031504035,0.00028944016,1.3022043e-05,0.00011110306
ERR1599452,8.742699e-05,0.9955969,1.6371992e-05,0.0012176335,0.00033691525,0.000349164,0.00044098496,3.456019e-05,0.001920104
ERR1599531,0.00016630862,0.99832255,1.6684233e-05,0.0004307754,0.00039239417,0.00033538855,0.00032013142,1.5819785e-05,0.0
ERR1599159,0.00010923793,0.99853426,1.3052832e-05,0.00047157076,0.00026853252,0.00025333595,0.00033355007,1.6424121e-05,0.0
ERR1599119,9.053064e-05,0.9981529,1.38829255e-05,0.0007870074,0.0002817188,0.00029994993,0.00035229,2.1708442e-05,0.0
ERR1598859,0.00028932095,0.99765784,3.6952955e-05,0.00045001507,0.00045704842,0.00047838688,0.00030434132,1.84902e-05,0.00030761957
ERR1598816,0.00011951997,0.9985572,1.306693e-05,0.00041858523,0.0002895331,0.00027842127,0.00030839044,1.5350144e-05,0.0
ERR1598127,0.00017133355,0.99615884,1.5793064e-05,0.00036531687,0.0002566874,0.00025379658,0.00044116378,1.580622e-05,0.002321303
ERR1599285,4.6601897e-05,0.05303365,2.419086e-05,0.0013548136,0.0003015101,9.314581e-05,0.008896112,0.00029030442,0.9359597
ERR1599621,0.00016490786,0.9985068,1.5189387e-05,0.000406594,0.00029215656,0.00032290362,0.000278809,1.2575534e-05,0.0
ERR1598336,0.000113715396,0.99853265,1.3389118e-05,0.00045384615,0.00027494092,0.00026004706,0.0003353505,1.6058946e-05,0.0
ERR1598845,0.00012714982,0.99848163,1.3829538e-05,0.00043689134,0.0003156402,0.00028820228,0.00032082392,1.5848009e-05,0.0
ERR1598209,0.00020995736,0.99831617,1.8429411e-05,0.0004348457,0.00027415156,0.0003338158,0.0003029406,1.2276015e-05,9.7453594e-05
ERR1599506,0.000122778,0.9981453,1.7308024e-05,0.00057626615,0.00035935428,0.0003128966,0.00044181,2.4290472e-05,0.0
ERR1598106,0.00012210869,0.9984924,1.39446165e-05,0.00042377855,0.00030329044,0.00029682668,0.00032986037,1.779865e-05,0.0
ERR1598944,0.00020107627,0.9973998,1.8453717e-05,0.0005212724,0.00022095442,0.0003270805,0.00030449033,1.3004545e-05,0.0009937882
ERR1598294,0.00013154361,0.9985683,1.3554689e-05,0.00038241223,0.00029831255,0.00025557727,0.00033589217,1.450119e-05,0.0
ERR1598323,9.648779e-05,0.9984624,1.2629604e-05,0.0005771963,0.00029551212,0.00026127015,0.0002781676,1.6397738e-05,0.0
ERR1598181,0.00014053618,0.99824595,1.8578436e-05,0.00042932184,0.0003241356,0.0003387878,0.00048563755,1.7044484e-05,0.0
ERR1598237,0.00012493371,0.99851984,1.3972634e-05,0.00044933238,0.00028296263,0.00027688575,0.00031665363,1.536814e-05,0.0
ERR1599180,6.2879124e-05,0.9957081,1.6793907e-05,0.0016024709,0.00032401085,0.00036886334,0.00023004413,3.2411972e-05,0.0016544461
ERR1598214,0.0001252038,0.99850506,1.3272233e-05,0.0004431595,0.00031271155,0.00027326134,0.00031217522,1.5175895e-05,0.0
ERR1599287,0.0008091486,0.99765223,3.7688416e-05,0.00035076714,0.00032984628,0.00063451007,0.00018027106,5.565259e-06,0.0
ERR1599440,0.00015580654,0.99841964,1.4629087e-05,0.00039604306,0.00028660893,0.0002808869,0.0003040135,1.3106515e-05,0.00012934208
ERR1599578,9.744381e-05,0.996656,1.5945434e-05,0.0010263324,0.00030061603,0.0003450215,0.00031107664,2.553052e-05,0.0012220144
ERR1598786,0.00013003792,0.9983642,1.5705402e-05,0.0005407718,0.00030745447,0.00030894438,0.00031582767,1.703013e-05,0.0
ERR1598078,9.114103e-05,0.9966719,2.0120446e-05,0.0012262166,0.00034928322,0.00041151047,0.0003578961,3.492685e-05,0.000837028
ERR1598822,0.00012865663,0.99730575,1.6641236e-05,0.0005016625,0.00031739473,0.00031232834,0.00035241246,2.0730173e-05,0.0010444522
ERR1598450,0.00010463161,0.9985979,1.2443224e-05,0.00042433492,0.0002762273,0.0002536775,0.00031536917,1.5358444e-05,0.0
ERR1598077,0.000107879205,0.99853945,1.3134822e-05,0.00045017144,0.0002765956,0.0002595299,0.00033696592,1.621246e-05,0.0
ERR1598264,0.000141263,0.99844855,1.4312213e-05,0.00041344974,0.0003544536,0.00028029128,0.0003326727,1.4972203e-05,0.0
ERR1598796,0.00018625008,0.99808276,2.2759014e-05,0.00041643408,0.00045473853,0.0003641006,0.00045524488,1.7735812e-05,0.0
ERR1598814,0.00013784748,0.99849397,1.4922751e-05,0.00044226812,0.00026607007,0.0002729833,0.0003563593,1.5546519e-05,0.0
ERR1598905,5.5894223e-05,0.9923318,1.9883111e-05,0.0061447592,0.00043973667,0.0007489929,0.00019546822,6.3501626e-05,0.0
ERR1598514,0.0004015863,0.9978639,3.2426007e-05,0.00022652745,0.00061008334,0.0004017651,0.0003376007,1.3893524e-05,0.000112235546
ERR1599094,0.00010862154,0.9985116,1.3260238e-05,0.00047316295,0.0002700469,0.00025625565,0.00035041163,1.6660608e-05,0.0
ERR1599017,0.00015556706,0.99840957,1.8115992e-05,0.00046345338,0.00030118212,0.0003247213,0.00031125333,1.6154254e-05,0.0
ERR1598110,0.00010680004,0.99853534,1.3100192e-05,0.00045269515,0.000277246,0.00025851277,0.0003399681,1.6375614e-05,0.0
ERR1599049,0.0011322796,0.99569076,3.7580514e-05,0.00048342347,0.00014215708,0.0007376969,0.00013390183,3.6601748e-06,0.0016385317
ERR1599222,0.00015005599,0.998452,1.4159334e-05,0.00035913914,0.0003844067,0.00028980232,0.00033586795,1.45902395e-05,0.0
ERR1599184,0.000108093496,0.9969197,1.6855602e-05,0.00078970194,0.0002193749,0.0003258586,0.00044995546,2.2138147e-05,0.0011483431
ERR1598342,0.00020605203,0.9984031,1.7765007e-05,0.00044544786,0.0002810234,0.00032017776,0.00031445656,1.2038117e-05,0.0
ERR1599031,0.00012923736,0.99825716,1.7364753e-05,0.0005541894,0.00035949913,0.00033772126,0.00032440425,2.0352845e-05,0.0
ERR1599365,0.00021901334,0.99843585,1.9424439e-05,0.00040164363,0.000296845,0.0003506597,0.0002643655,1.2180696e-05,0.0
ERR1598404,0.00018020984,0.9984932,1.7346501e-05,0.00042098615,0.0002748282,0.0003238951,0.00027682426,1.2739998e-05,0.0
ERR1598882,0.00029236078,0.9972219,1.945862e-05,0.0004234314,0.0002207458,0.00034984946,0.0002528429,9.52962e-06,0.0012099147
ERR1599565,0.00010163207,0.99828756,1.2579068e-05,0.0006742202,0.00037725715,0.00026718038,0.0002655721,1.4048913e-05,0.0
ERR1598978,0.00020959973,0.9982799,1.8376813e-05,0.00044083595,0.0002552867,0.00033649802,0.0002976358,1.1866478e-05,0.00014996529
ERR1598193,0.00013208215,0.9983327,1.7659686e-05,0.0005063745,0.0003332736,0.0003198688,0.00034018452,1.7864684e-05,0.0
ERR1598588,0.00010822884,0.99853426,1.3039269e-05,0.00044275355,0.00028504213,0.0002516532,0.0003486926,1.631361e-05,0.0
ERR1599273,0.000107055224,0.9986283,1.1885748e-05,0.0004346794,0.00026795344,0.0002491502,0.00028672686,1.41640685e-05,0.0
ERR1598375,6.6604254e-05,0.036428005,3.469036e-05,0.0010134578,0.00021198392,0.00015413761,0.0017146766,0.00014871359,0.9602277
ERR1598190,0.00011858916,0.9983318,1.2360503e-05,0.000418216,0.00025179982,0.00024843216,0.00028291345,1.3616823e-05,0.0003222823
ERR1598484,0.00013333559,0.9933661,1.847041e-05,0.00071802735,0.0002452731,0.00031653047,0.0005505681,2.7070784e-05,0.004624605
ERR1598488,0.00011406412,0.99853927,1.3473192e-05,0.00044768275,0.00027386352,0.00026647712,0.0003294702,1.563584e-05,0.0
ERR1598760,0.0001893293,0.9985174,1.6933436e-05,0.00039170962,0.0002709429,0.00033175832,0.00027028736,1.1612283e-05,0.0
ERR1599009,0.000109151166,0.99851626,1.3224842e-05,0.00046664107,0.00028389218,0.0002599466,0.00033455316,1.6384569e-05,0.0
ERR1598232,0.0002464652,0.9969046,2.1763251e-05,0.0005232096,0.0002683401,0.00037643313,0.00031587481,1.3371061e-05,0.0013298988
ERR1598883,0.0001577735,0.99805987,1.4682927e-05,0.00043040514,0.0002245903,0.00027480721,0.0002901256,1.2875438e-05,0.0005348921
ERR1598274,0.00010640317,0.99857056,1.2477068e-05,0.00044595017,0.0002664795,0.0002444889,0.00033754666,1.6114682e-05,0.0
ERR1599333,0.00010096561,0.9982024,1.5202326e-05,0.00066013087,0.00032315432,0.00030921295,0.0003649785,2.3996281e-05,0.0
ERR1599109,0.00013621901,0.9985332,1.4441024e-05,0.00042802325,0.00027699655,0.00027234864,0.00032413093,1.4638391e-05,0.0
ERR1599006,0.00020899632,0.99846065,1.7659087e-05,0.0004537091,0.00024113816,0.0003666968,0.00024110836,1.0039062e-05,0.0
ERR1598276,0.00013851862,0.9984124,1.6425749e-05,0.00044457027,0.00033676406,0.00030045133,0.0003336362,1.7240704e-05,0.0
ERR1598659,0.00012014667,0.9970393,2.2942533e-05,0.00104779,0.0003016591,0.0004362762,0.0003104508,2.6969823e-05,0.0006944537
ERR1598312,0.00029619198,0.9952525,0.00027943144,0.0011878288,0.0007707173,0.0015476454,0.00059392926,7.170975e-05,0.0
ERR1598579,0.00013950358,0.9985084,1.4673181e-05,0.00042551273,0.00028883974,0.00027123047,0.00033701942,1.4850292e-05,0.0
ERR1598685,0.00010547971,0.9972219,1.5940446e-05,0.0007838011,0.0003617108,0.00033462048,0.00040188432,2.7429931e-05,0.00074726343
ERR1598623,0.00010731953,0.99740946,1.5078401e-05,0.0009625554,0.00043860078,0.00041490793,0.00022038817,1.998604e-05,0.0004117489
ERR1598414,0.0001342839,0.9985424,1.4600079e-05,0.0004232564,0.00027529986,0.0002877214,0.00030812612,1.4202082e-05,0.0
ERR1598836,0.00012871623,0.9983401,1.37257675e-05,0.00045663118,0.00025245547,0.0002628863,0.00030264258,1.4593652e-05,0.00022822618
ERR1598160,0.00010936931,0.9985463,1.2997227e-05,0.0004568249,0.00027333823,0.00025620803,0.00032881025,1.6197508e-05,0.0
ERR1599585,0.00012363652,0.9983807,1.5505053e-05,0.0005145115,0.0002796647,0.00029349147,0.00037481327,1.761706e-05,0.0
ERR1598263,0.00019830283,0.99821746,2.5632442e-05,0.00035820814,0.00036237855,0.00040268255,0.0004175173,1.7797864e-05,0.0
ERR1599073,0.00015259342,0.99832517,1.7040149e-05,0.00044601024,0.00036445426,0.0002983334,0.00037911464,1.7239681e-05,0.0
ERR1599626,0.00014283793,0.9984627,1.5391559e-05,0.0004525287,0.00027599244,0.0002831135,0.00035256598,1.4912678e-05,0.0
ERR1599329,0.00013126606,0.99848473,1.4561784e-05,0.00044225188,0.00028818933,0.00026941576,0.00035344987,1.6115799e-05,0.0
ERR1599386,0.00019133091,0.9972487,1.9450456e-05,0.0005495548,0.00023418665,0.00034302473,0.00027006865,1.3366242e-05,0.0011303425
ERR1599363,0.00012320475,0.9982305,1.9084935e-05,0.0006015765,0.00033471241,0.00034758484,0.00031951585,2.3867913e-05,0.0
ERR1598757,0.00011015462,0.99866265,1.2028855e-05,0.00039875507,0.00024801493,0.00023931265,0.00029709935,1.4157446e-05,1.7821789e-05
ERR1598140,0.00012741273,0.99837095,1.6252901e-05,0.00048301846,0.00034500042,0.00032340252,0.00031348236,2.0459793e-05,0.0
ERR1598116,0.00014600158,0.997297,2.2680673e-05,0.0006284714,0.00032773614,0.00038984418,0.00033035874,2.1653672e-05,0.00083625317
ERR1598518,0.00012521747,0.99855256,1.38657e-05,0.00042168167,0.00027733747,0.00026294775,0.00033114257,1.5180743e-05,0.0
ERR1598677,7.302737e-05,0.99457276,1.5929247e-05,0.0012621582,0.00026115775,0.00032103062,0.00026339293,2.9355144e-05,0.0032011867
ERR1598847,0.00016838312,0.99815786,1.6218857e-05,0.00044572353,0.00029048324,0.0003220439,0.00028768182,1.344761e-05,0.00029814243
ERR1599581,0.00013903568,0.99835956,1.6984637e-05,0.0004835415,0.00032487337,0.0003098586,0.00034965968,1.6475566e-05,0.0
ERR1598325,0.00028073788,0.9965409,3.4275352e-05,0.0007647276,0.00041428208,0.0005745292,0.00021582842,1.6171332e-05,0.0011585355
ERR1598187,0.00016477704,0.9983642,1.4682815e-05,0.00035762787,0.00034496188,0.00029316545,0.0003055334,1.2993486e-05,0.00014209747
ERR1598844,0.0002230589,0.99847025,1.7112829e-05,0.00036917216,0.00029705424,0.00036365903,0.00024982,9.840772e-06,0.0
ERR1598441,0.00011055849,0.99839854,1.4259185e-05,0.00054081413,0.0002791366,0.00027928557,0.00035922189,1.8172668e-05,0.0
ERR1598424,0.00011952734,0.99844337,1.5000891e-05,0.0004470025,0.00030953888,0.00027856114,0.00036929012,1.7741959e-05,0.0
ERR1598091,0.00017293132,0.99828386,2.902594e-05,0.0004386449,0.00037741577,0.0003833152,0.00029172478,2.3031609e-05,0.0
ERR1598596,0.00011495672,0.9985794,1.2749139e-05,0.00042150271,0.0002837427,0.00026047486,0.00031225404,1.4914112e-05,0.0
ERR1598701,0.00018554926,0.9982029,1.7538807e-05,0.0004785061,0.00026592612,0.0003208816,0.00032150745,1.3484133e-05,0.00019365549
ERR1598366,0.00013897766,0.99848115,1.3886175e-05,0.0003727724,0.0003610916,0.00026123866,0.00035614514,1.4738332e-05,0.0
ERR1599004,0.00030214956,0.99817735,3.1214833e-05,0.00038552374,0.0003581694,0.00045867733,0.00027399065,1.2941724e-05,0.0
ERR1599020,0.00015667081,0.99763775,1.4229796e-05,0.00038829446,0.0002489388,0.00026351213,0.00030839443,1.3122324e-05,0.0009690523
