,root:Diseases:Digestive System Diseases:Gastrointestinal Diseases:Intestinal Diseases,root:Diseases:Digestive System Diseases:Liver Diseases:Liver Cirrhosis,root:Diseases:Hemic and Lymphatic Diseases:Hematologic Diseases:Hematologic Neoplasms,root:Infections:Bacterial Infections and Mycoses:Bacterial Infections:Gram-Positive Bacterial Infections,Unknown
SRR5813354,0.045939237,0.023908734,0.012030929,0.009679437,0.90844166
SRR6474243,0.17691442,0.02732408,0.013891816,0.019656628,0.76221305
SRR5761720,0.045939147,0.023908734,0.012030929,0.009679377,0.9084418
SRR6928813,0.044381052,0.024422169,0.012316048,0.010245532,0.9086352
SRR2142208,0.57960194,0.046692222,0.06815508,0.11098719,0.19456363
SRR5399194,0.045939147,0.023908734,0.012030929,0.009679377,0.9084418
SRR5803624,0.045598775,0.024016827,0.012091219,0.009796947,0.90849626
SRR5947870,0.6907958,0.037285477,0.029161572,0.064095736,0.17866147
ERR719031,0.11215934,0.023521572,0.013031423,0.0175457,0.83374196
SRR5813179,0.046540856,0.023875892,0.012037605,0.0097776055,0.907768
ERR720017,0.044943392,0.02423355,0.012211472,0.010035366,0.90857625
SRR5650162,0.69615483,0.037457675,0.02856648,0.063619584,0.17420137
SRR6251516,0.0459446,0.023908943,0.012031078,0.009680033,0.90843534
SRR6265039,0.045939237,0.023908764,0.012030959,0.009679437,0.9084416
SRR5548643,0.71266854,0.035090685,0.03227365,0.07683712,0.14313
ERR719864,0.045067966,0.02419129,0.012187958,0.009988397,0.9085644
SRR7690042,0.70715326,0.035856098,0.03253573,0.07528603,0.14916891
SRR5548651,0.58867645,0.02387157,0.02984187,0.09511948,0.26249063
SRR5020876,0.044384807,0.024413913,0.01231277,0.010236561,0.90865195
SRR5758129,0.26277563,0.029432207,0.055321813,0.37956047,0.27290988
ERR719178,0.04638788,0.023962528,0.012154847,0.0100001395,0.9074946
ERR011150,0.044712186,0.024304569,0.012252748,0.0101159215,0.9086146
SRR5866359,0.045668453,0.023994565,0.012078881,0.009772778,0.9084853
SRR5602036,0.045865178,0.023932159,0.012043983,0.009704798,0.9084539
ERR719029,0.08611372,0.024468184,0.012804151,0.014026523,0.86258745
SRR5429072,0.04316008,0.09376389,0.077047795,0.017096609,0.7689316
SRR5761712,0.67057395,0.037640274,0.029939175,0.06273499,0.19911158
SRR6265293,0.24071571,0.027548492,0.014459431,0.02449599,0.6927804
SRR6724380,0.16367081,0.47649476,0.26176202,0.062285393,0.035786986
SRR5758125,0.21536078,0.029255249,0.05395972,0.7014242,0.0
SRR6474301,0.04389885,0.024588019,0.012429476,0.010473639,0.90861
SRR5580410,0.05832982,0.02388081,0.012251705,0.011275291,0.8942624
SRR5495956,0.25750667,0.014213413,0.033414543,0.2459771,0.4488883
SRR5202884,0.044985235,0.024231255,0.012207687,0.010032088,0.9085437
SRR6264071,0.04593748,0.0239093,0.012031257,0.009680003,0.90844196
ERR634981,0.71396995,0.035300374,0.032769233,0.07793781,0.14002264
SRR5758111,0.16007629,0.022398025,0.054114074,0.5687381,0.19467354
SRR5903360,0.044544965,0.024362653,0.012292922,0.010196239,0.9086032
SRR2175767,0.32411626,0.031900555,0.01739642,0.02750647,0.5990803
SRR5947858,0.5992771,0.026290685,0.028381228,0.08195543,0.26409554
SRR5761746,0.04417026,0.024500906,0.012358427,0.010333538,0.90863687
SRR5549005,0.7046721,0.03579989,0.03177479,0.073213756,0.15453953
SRR5803758,0.044973582,0.024281055,0.012288034,0.010199606,0.9082577
ERR719606,0.044939637,0.024234414,0.012216032,0.010042012,0.9085679
SRR6265233,0.045179993,0.024157614,0.012175083,0.00996384,0.90852344
SRR5711562,0.7009614,0.039759874,0.03910044,0.08325115,0.13692713
ERR209319,0.084854335,0.024260193,0.013432264,0.014528811,0.8629244
ERR526084,0.71446323,0.034873903,0.032147765,0.07725927,0.14125586
SRR961843,0.045917988,0.023930997,0.012052625,0.009736866,0.90836155
SRR5343028,0.04591641,0.023916036,0.012034982,0.0096873045,0.90844524
SRR6264844,0.04588014,0.02392739,0.01204136,0.009699643,0.90845144
SRR5548524,0.71444035,0.034892827,0.032218933,0.07736525,0.14108264
ERR209362,0.045870215,0.02397427,0.01210174,0.009853452,0.9082003
ERR525801,0.7130767,0.03512621,0.032350242,0.077184826,0.14226198
SRR2142193,0.71448094,0.034872234,0.032150984,0.077270925,0.14122492
SRR5648864,0.043541044,0.02470687,0.012476623,0.010568112,0.9087074
ERR720077,0.044676244,0.024356753,0.012306392,0.010162294,0.9084983
ERR720128,0.043913603,0.024578959,0.012404025,0.01042226,0.90868115
ERR719452,0.046420217,0.024032146,0.012056887,0.009680867,0.90780985
ERR209829,0.59896654,0.039482385,0.022399962,0.042229176,0.2969219
SRR5651409,0.711032,0.036735624,0.034732997,0.07968074,0.1378187
SRR6185165,0.66592157,0.041623175,0.023802549,0.04712367,0.221529
SRR1999165,0.04593572,0.023909837,0.012031525,0.009680599,0.9084423
ERR209360,0.04582137,0.023984313,0.0121046305,0.009854317,0.9082354
ERR209740,0.20555055,0.016819715,0.011210799,0.037338197,0.72908074
SRR5802384,0.7134326,0.034919858,0.03216794,0.0769774,0.14250219
SRR5602060,0.045243233,0.024131358,0.012155145,0.009922534,0.90854776
SRR6474248,0.045413405,0.02407822,0.012125105,0.0098640025,0.90851927
SRR6424587,0.21536078,0.029255249,0.05395972,0.7014242,0.0
SRR5079213,0.21515489,0.0140174925,0.03510052,0.2948898,0.44083726
SRR6264279,0.045938194,0.023909092,0.012031138,0.009679794,0.9084418
SRR5202973,0.045833737,0.023942322,0.012049645,0.0097157955,0.9084585
ERR525700,0.68883646,0.034291536,0.03054303,0.07299876,0.17333025
ERR719218,0.046682596,0.023929209,0.012138963,0.009963095,0.90728617
SRR5983404,0.6146336,0.034975052,0.024605215,0.054197967,0.27158815
SRR2673279,0.12986353,0.031101555,0.014063239,0.013542801,0.8114289
SRR1930138,0.04573816,0.023972481,0.012066513,0.009748578,0.90847427
ERR719263,0.04526928,0.024152398,0.012199461,0.010019749,0.9083591
SRR5078567,0.045939147,0.023908734,0.012030929,0.009679377,0.9084418
SRR6182347,0.045834243,0.023941964,0.012049466,0.009715408,0.90845895
SRR5548203,0.71456903,0.034859836,0.0321697,0.077344805,0.14105666
SRR5813190,0.04799339,0.023919731,0.01211974,0.00997901,0.9059881
SRR7507688,0.044015795,0.024659544,0.01242581,0.010509074,0.9083898
SRR5548620,0.19751668,0.080849916,0.016004115,0.004892379,0.7007369
ERR011143,0.044194788,0.024479866,0.012349248,0.01031065,0.9086654
SRR1689535,0.69988644,0.03789866,0.034246266,0.07560128,0.15236735
SRR5203133,0.045936108,0.023909718,0.012031466,0.00968048,0.90844226
SRR5803794,0.045942485,0.023908466,0.012031108,0.009680271,0.90843767
SRR5079265,0.0459508,0.023907334,0.01203084,0.009681553,0.9084295
SRR5203237,0.04593864,0.023908883,0.012031049,0.009679556,0.9084419
ERR719999,0.045009375,0.02422002,0.01220274,0.010020465,0.9085474
SRR5431529,0.045939147,0.023908734,0.012030929,0.009679377,0.9084418
SRR051688,0.05178985,0.023640037,0.012669146,0.012088507,0.89981246
SRR2175771,0.5935849,0.023954302,0.029813647,0.096065015,0.25658214
SRR7507673,0.045896143,0.023922354,0.012038529,0.009694219,0.90844876
SRR961846,0.045945555,0.023920506,0.012045652,0.009721994,0.9083663
ERR525936,0.049152434,0.024137527,0.012228012,0.010079354,0.9044027
SRR5580556,0.055413634,0.024270207,0.012198627,0.0106543,0.8974632
SRR6724477,0.056353003,0.09351835,0.050985754,0.015871972,0.78327096
SRR7507616,0.042284757,0.025204659,0.012756109,0.011154473,0.9086
SRR1693255,0.048976988,0.023581326,0.012156546,0.010285884,0.90499926
SRR5218312,0.03364092,0.049720675,0.04512015,0.01298213,0.8585361
SRR5763459,0.1251893,0.030683964,0.014039546,0.013556778,0.8165304
ERR720112,0.048621804,0.02380076,0.012078971,0.010100871,0.9053976
SRR5203205,0.045128375,0.024172604,0.012178391,0.0099668205,0.90855384
SRR5091615,0.045090467,0.024183452,0.012187779,0.009987146,0.90855116
SRR5650157,0.6138071,0.05069065,0.017270565,0.027320623,0.29091108
SRR6264521,0.047313064,0.023831695,0.012044787,0.009897113,0.90691334
SRR6265282,0.04575333,0.023967832,0.0120640695,0.0097433925,0.90847135
SRR5866588,0.045859605,0.023934007,0.012045026,0.009706825,0.90845454
SRR5577147,0.050922573,0.023652226,0.012065977,0.010448694,0.90291053
SRR5580413,0.045564532,0.024028718,0.012098372,0.009809405,0.908499
SRR6264135,0.045894653,0.02392283,0.012038797,0.009694785,0.90844893
SRR5813447,0.043367833,0.024760127,0.012507439,0.010629475,0.90873516
SRR5758052,0.045939147,0.023908734,0.012030929,0.009679377,0.9084418
SRR6264432,0.045939147,0.023908734,0.012030929,0.009679377,0.9084418
SRR6264651,0.045939147,0.023908734,0.012030929,0.009679377,0.9084418
SRR7464883,0.045206964,0.024143368,0.012162596,0.009937286,0.9085498
SRR5579018,0.041320235,0.025648296,0.013050973,0.01174888,0.9082316
SRR5651442,0.046013415,0.023918629,0.012034476,0.009685278,0.9083482
SRR5431390,0.045777857,0.023960114,0.01205951,0.009735197,0.9084673
SRR5578979,0.045924723,0.023913324,0.0120334625,0.009684414,0.90844405
SRR5648953,0.04434368,0.024429053,0.012323022,0.010256141,0.90864813
SRR5758057,0.049615264,0.024514824,0.01243481,0.010175258,0.9032599
ERR719373,0.04960665,0.023533016,0.012049526,0.010364145,0.90444666
SRR5813428,0.04627061,0.02387631,0.01203078,0.009737432,0.90808487
SRR5580461,0.04699278,0.023941785,0.012260377,0.010468602,0.9063364
SRR6264163,0.04589379,0.023923099,0.012038946,0.0096949935,0.9084492
SRR5343114,0.04472655,0.024303079,0.012250602,0.010112494,0.90860724
SRR6331393,0.044090122,0.024620831,0.0125312805,0.010705262,0.9080525
ERR209169,0.04883629,0.023614973,0.012134314,0.010419726,0.9049947
SRR5757847,0.21536078,0.029255249,0.05395972,0.7014242,0.0
ERR719589,0.050239354,0.023752987,0.012139082,0.010355204,0.9035134
SRR5934931,0.098777056,0.026680768,0.013520747,0.014134735,0.8468867
SRR5549070,0.049272686,0.023970157,0.012265474,0.010278583,0.9042131
SRR5399516,0.045939147,0.023908734,0.012030929,0.009679377,0.9084418
SRR5947829,0.046770692,0.02386573,0.01210767,0.009985477,0.90727043
SRR6251469,0.06276816,0.023922592,0.012078077,0.011602938,0.88962823
SRR5757966,0.14091021,0.01913163,0.0492481,0.5025857,0.28812432
SRR6724527,0.1636703,0.47651008,0.26177776,0.062287897,0.035753965
SRR1009062,0.71452653,0.03488177,0.032196194,0.077365965,0.14102948
SRR5758058,0.043860972,0.024590045,0.012423843,0.010459781,0.90866536
SRR6264304,0.045939147,0.023908734,0.012030929,0.009679377,0.9084418
SRR5203113,0.04483643,0.024264663,0.012229562,0.0100699365,0.9085994
SRR6265371,0.04395777,0.024607092,0.0124108195,0.01045233,0.90857196
SRR5757929,0.05068633,0.024279386,0.013494134,0.013818353,0.89772177
SRR5399513,0.045939147,0.023908734,0.012030929,0.009679377,0.9084418
SRR6724470,0.1636703,0.47651008,0.26177776,0.062287897,0.035753965
SRR6265317,0.045933694,0.023910433,0.012031883,0.009681344,0.9084426
SRR5602145,0.04445663,0.024457902,0.012405425,0.010457456,0.90822256
ERR720003,0.045021206,0.024213612,0.012199789,0.010013849,0.9085516
SRR6724535,0.04304132,0.02687186,0.014734834,0.010448664,0.9049033
ERR321550,0.044232994,0.024469972,0.012358904,0.010330796,0.90860736
SRR5648855,0.045939267,0.023908734,0.012030929,0.009679377,0.90844166
ERR719764,0.19162822,0.02681312,0.015568644,0.022650123,0.7433399
SRR6928793,0.04500535,0.024699867,0.012690842,0.010033667,0.90757024
SRR5431501,0.045939147,0.023908734,0.012030929,0.009679377,0.9084418
SRR5602141,0.04481244,0.024276942,0.012235343,0.01008305,0.9085922
ERR719885,0.048612207,0.02388376,0.012108445,0.01006943,0.9053261
ERR719473,0.044110894,0.024511635,0.01237148,0.010354251,0.9086517
SRR6251452,0.05250925,0.044917375,0.027123898,0.010810047,0.8646394
SRR5548656,0.71456903,0.034859836,0.0321697,0.077344805,0.14105666
SRR5202992,0.045921862,0.023914188,0.012033999,0.009685367,0.9084446
ERR209171,0.045804113,0.023959428,0.0120663345,0.00975582,0.9084143
SRR5091469,0.053893447,0.023648858,0.012126625,0.010839015,0.899492
SRR5203045,0.04587373,0.023929507,0.012042493,0.009701848,0.9084524
ERR209085,0.045355707,0.024104178,0.012138069,0.0098923445,0.90850973
ERR209373,0.057212472,0.024108768,0.012408555,0.011124253,0.89514595
SRR5758001,0.21536078,0.029255249,0.05395972,0.7014242,0.0
SRR6265466,0.045411915,0.024078876,0.012128502,0.009871185,0.9085095
SRR5761713,0.46324295,0.041862965,0.018556744,0.027495116,0.44884217
SRR5429165,0.07404941,0.26651505,0.32945046,0.060557812,0.2694273
SRR6264689,0.0459103,0.023917913,0.0120360255,0.009689331,0.90844643
SRR5866427,0.04622373,0.023912013,0.01204592,0.009727865,0.9080905
SRR064887,0.7145511,0.03486353,0.032174766,0.07734513,0.14106548
SRR6185231,0.045939207,0.023908734,0.012030929,0.009679377,0.9084418
SRR5813224,0.044946223,0.02423209,0.012210518,0.010033548,0.9085776
SRR5649084,0.043765306,0.024642974,0.012438029,0.010493159,0.90866053
ERR209867,0.61768013,0.040463537,0.022401005,0.04257977,0.27687562
ERR209826,0.4130739,0.035804003,0.01813224,0.029208839,0.503781
SRR6928761,0.044661015,0.024338692,0.012268305,0.010151893,0.90858006
SRR6265626,0.618598,0.036607265,0.024979532,0.05232519,0.26749003
ERR719544,0.053838164,0.023493826,0.0121665,0.010970861,0.89953065
SRR5429342,0.07829234,0.12765443,0.12697324,0.032732338,0.6343477
SRR5079038,0.0461666,0.024175674,0.01245755,0.010862529,0.9063376
SRR1765928,0.04593429,0.023910284,0.012031794,0.009681135,0.9084425
SRR5548405,0.71456736,0.034859926,0.0321697,0.07734436,0.14105862
SRR6264841,0.045924187,0.023913443,0.012033582,0.009684533,0.9084443
SRR5218364,0.69291914,0.03735593,0.02849868,0.063281685,0.17794466
SRR5649132,0.047617227,0.02384603,0.012160003,0.010142624,0.90623415
SRR5429327,0.70461786,0.04297149,0.042288303,0.08627817,0.12384415
ERR719740,0.19217503,0.023799837,0.01374954,0.024993837,0.74528176
ERR719623,0.04564753,0.02400121,0.012082547,0.0097800195,0.9084887
SRR5203305,0.04586175,0.023933351,0.012044668,0.00970611,0.9084541
SRR5431383,0.045939147,0.023908734,0.012030929,0.009679377,0.9084418
SRR5218366,0.71316636,0.035051525,0.032393664,0.07813129,0.14125717
SRR5202978,0.04577923,0.023959458,0.012059182,0.009734571,0.90846753
SRR5983279,0.13808823,0.023171812,0.014672637,0.021936476,0.8021308
SRR5757925,0.33842075,0.012818843,0.023905754,0.11404315,0.5108115
ERR209680,0.712381,0.035065264,0.03197819,0.07619518,0.14438033
SRR1766039,0.04509169,0.024181873,0.012184203,0.009978294,0.908564
SRR5399884,0.04562193,0.024009556,0.012087226,0.00978896,0.9084923
SRR1930253,0.045939118,0.023908764,0.012030959,0.009679496,0.90844166
SRR5580449,0.13891333,0.020564795,0.014004439,0.025092602,0.80142486
ERR719056,0.049067438,0.02420029,0.012368262,0.010229588,0.9041344
SRR6450953,0.41559067,0.037950873,0.016712427,0.026046216,0.5036998
SRR6264062,0.045939147,0.023908734,0.012030929,0.009679377,0.9084418
ERR1637160,0.04589072,0.023924083,0.012039423,0.009696066,0.9084497
ERR719114,0.061701685,0.024195999,0.012570292,0.011566013,0.889966
SRR7690038,0.63631773,0.04958266,0.037196577,0.059149504,0.21775353
SRR5648767,0.04301071,0.02491796,0.012601525,0.010826081,0.9086437
SRR5757961,0.015500724,0.045257717,0.025119424,0.05562094,0.8585012
SRR5343024,0.045939147,0.023908734,0.012030929,0.009679377,0.9084418
ERR209583,0.046037763,0.023898244,0.012031168,0.009697914,0.9083349
SRR5580637,0.04528889,0.024117023,0.012148052,0.009908587,0.90853745
SRR5866464,0.056402594,0.023016393,0.012186438,0.011577576,0.89681697
ERR719613,0.044976324,0.024222434,0.012209296,0.01002866,0.90856326
SRR6424544,0.15080574,0.018267065,0.046887875,0.47153974,0.31249958
SRR5429242,0.1032733,0.20899114,0.4271136,0.1255185,0.13510346
SRR5758006,0.6075139,0.07427263,0.106360644,0.15900055,0.052852273
SRR5802285,0.045939147,0.023908734,0.012030929,0.009679377,0.9084418
ERR695627,0.7129902,0.034662634,0.032134384,0.07760021,0.14261246
SRR6881413,0.21536078,0.029255249,0.05395972,0.7014242,0.0
SRR5803647,0.04503697,0.02420801,0.012213647,0.0100438,0.9084976
SRR5650059,0.61828965,0.043646544,0.022897094,0.03893277,0.2762339
SRR6942366,0.07024822,0.026865602,0.013047934,0.011202037,0.87863624
SRR5983403,0.045280248,0.024119377,0.012149245,0.009911001,0.9085401
SRR6942400,0.279482,0.033532172,0.017091691,0.023335308,0.6465588
SRR5548556,0.69535464,0.03562501,0.030511647,0.07002005,0.16848862
SRR5548507,0.7028192,0.03781888,0.034924835,0.07766402,0.14677298
SRR5649173,0.045939147,0.023908734,0.012030929,0.009679377,0.9084418
SRR5429324,0.07360849,0.2654004,0.33022743,0.06057772,0.27018595
SRR5866448,0.07922283,0.031092614,0.0133013725,0.009758711,0.8666245
SRR5903348,0.044785738,0.024280459,0.0122385025,0.010087699,0.9086076
SRR5429087,0.07533839,0.26986742,0.32844627,0.060417175,0.26593077
SRR5649071,0.045939147,0.023908734,0.012030929,0.009679377,0.9084418
SRR2914199,0.04566425,0.023995936,0.012079567,0.009774208,0.908486
SRR5580596,0.045569986,0.02402836,0.012099236,0.009812534,0.9084899
SRR961732,0.04599744,0.023901641,0.012030214,0.009690136,0.90838057
ERR719889,0.04977548,0.0238128,0.0121203065,0.010253727,0.9040377
SRR5796789,0.68342745,0.037941813,0.033882618,0.073526114,0.17122197
ERR719834,0.04413423,0.024508059,0.012370318,0.010348469,0.90863895
SRR5610071,0.045448065,0.024065077,0.012118429,0.009850025,0.90851843
SRR6450978,0.04595989,0.023925096,0.012062222,0.009760976,0.9082918
SRR5711550,0.71456903,0.034859836,0.0321697,0.077344805,0.14105666
SRR5649119,0.045733422,0.023974001,0.012067288,0.009750307,0.908475
ERR720129,0.044016182,0.02454251,0.012383997,0.010381043,0.90867627
ERR209483,0.17358086,0.02822408,0.013933688,0.018689066,0.7655723
SRR5580548,0.0462178,0.023903102,0.012055695,0.009756863,0.9080665
SRR5609952,0.13692778,0.01968944,0.04725632,0.43488538,0.3612411
SRR5218382,0.70388854,0.03565377,0.03074634,0.07163808,0.1580733
SRR6265348,0.04759091,0.023791581,0.012095332,0.010041088,0.9064811
SRR5548517,0.7144927,0.034884304,0.032201916,0.07736102,0.14106011
SRR6264003,0.045457482,0.024062872,0.012117177,0.00984782,0.9085146
SRR5343092,0.15933117,0.03875622,0.01405105,0.011330277,0.7765313
SRR5578993,0.14095363,0.019138783,0.049260408,0.50277317,0.28787398
SRR6264256,0.045939147,0.023908734,0.012030929,0.009679437,0.9084418
SRR7690058,0.1500499,0.03965795,0.04204303,0.04387799,0.72437114
ERR525770,0.067584544,0.02181682,0.011806607,0.013587624,0.88520443
ERR209440,0.04339233,0.024788082,0.012522072,0.0106705725,0.9086269
SRR5079269,0.045939147,0.023908734,0.012030929,0.009679377,0.9084418
SRR5757780,0.21536078,0.029255249,0.05395972,0.7014242,0.0
SRR5343178,0.045939,0.023908794,0.012030989,0.009679526,0.90844166
SRR5079072,0.045939147,0.023908734,0.012030929,0.009679377,0.9084418
SRR2914204,0.25260186,0.07111201,0.016121596,0.007043332,0.65312123
SRR6264286,0.047060907,0.023967952,0.012163013,0.009969294,0.90683883
SRR6185278,0.04557678,0.024061054,0.012133211,0.009808332,0.9084206
ERR525890,0.5558583,0.039007366,0.02242592,0.040246397,0.34246206
SRR5802231,0.04821524,0.023900568,0.012114644,0.010008484,0.90576106
SRR6264202,0.045931667,0.023911119,0.01203227,0.0096820295,0.9084429
SRR5649098,0.045883715,0.023926318,0.012040734,0.00969854,0.9084507
SRR5649184,0.045939147,0.023908734,0.012030929,0.009679377,0.9084418
ERR719816,0.04571119,0.02400276,0.0120956,0.009794563,0.9083959
ERR719532,0.048182428,0.023795426,0.012104362,0.010088772,0.905829
