,root:Host-associated:Birds:Digestive_system:Ceca,root:Host-associated:Human:Digestive_system:Large_intestine,root:Host-associated:Human:Digestive_system:Oral,root:Host-associated:Human:Reproductive_system:Female,root:Host-associated:Human:Reproductive_system:Vagina,root:Host-associated:Human:Respiratory_system:Nasopharyngeal,root:Host-associated:Mammals:Digestive_system:Fecal,root:Host-associated:Mammals:Digestive_system:Stomach,Unknown
ERR309382,0.00074806967,0.0041839527,0.0006061458,0.0036194865,0.0022808525,0.00015516528,0.9854369,0.0029694096,0.0
ERR308270,0.0012262771,0.0028086035,0.002838447,0.0023685899,0.0011614385,0.00065060577,0.98825306,0.00069303205,0.0
ERR308927,0.0004582703,0.0019973814,0.00047579408,0.0047086775,0.0024309158,0.00018286705,0.98052263,0.0016654432,0.0075581074
ERR309802,0.0007110238,3.5851197e-05,0.00023010373,0.0028515458,0.006427914,5.963987e-05,0.05719164,0.0055642724,0.926928
ERR308396,0.0012304533,0.0027085904,0.0027012464,0.0024523188,0.0012725927,0.000669848,0.98828375,0.00068113056,0.0
ERR309632,0.0011462148,0.0028114081,0.002436773,0.002488739,0.001219216,0.0005786773,0.98856443,0.000754544,0.0
ERR308905,0.001105237,0.0022718168,0.0024658367,0.0030379936,0.0013193289,0.00073967094,0.98837626,0.00068399106,0.0
ERR309317,0.0012564702,0.0027476812,0.002934793,0.0024133308,0.0011676358,0.0006971476,0.9881097,0.00067325914,0.0
ERR309739,0.0006872063,0.0031393603,0.00078802987,0.002907496,0.0015681782,0.00020250963,0.9894286,0.0012786748,0.0
ERR308406,0.00072038645,0.0029829203,0.0008753476,0.002882081,0.001637515,0.00023153474,0.9894951,0.0011751294,0.0
ERR309138,0.0012915907,0.002755591,0.0031437932,0.0023719163,0.0011411394,0.00072988414,0.9879117,0.00065442175,0.0
ERR309027,0.0007539231,0.002818766,0.0009739858,0.0030602997,0.0015366328,0.000276833,0.98949623,0.0010833333,0.0
ERR309585,0.0009768839,0.0027651126,0.0019850773,0.00283429,0.0013057962,0.00048976263,0.9887788,0.0008642887,0.0
ERR308590,0.0011199277,0.0029105023,0.0023050797,0.0023977156,0.0012104003,0.0005263589,0.9887665,0.000763579,0.0
ERR308338,0.00042933226,0.0029634237,0.0003258586,0.0036234856,0.0020347238,9.755966e-05,0.9866571,0.0018844008,0.0019841194
ERR308395,0.00040906668,0.0029219687,0.00027132034,0.0036474168,0.0024211407,8.616379e-05,0.98495054,0.002023816,0.00326854
ERR309771,0.00048086047,0.003135562,0.00037652254,0.0033738613,0.0019092262,0.00010854482,0.98825884,0.0017450154,0.00061154366
ERR309110,0.0006869681,0.0031053207,0.00077194313,0.002951402,0.0016098557,0.00020352958,0.98937994,0.0012911027,0.0
ERR309299,0.00038582087,0.0033640265,0.00023582578,0.003525138,0.002044171,6.8080284e-05,0.98620933,0.0021868348,0.0019807816
ERR308516,0.0058991015,0.011786699,3.6684763e-05,0.00028425455,0.0007072985,0.00010764641,0.0021956265,2.3679637e-05,0.978959
ERR309101,0.0013218935,0.0027906804,0.0033779882,0.002294952,0.0011109005,0.00075118005,0.9877043,0.00064818305,0.0
ERR308370,0.0020479977,0.9900242,2.3498093e-05,0.0018695319,0.00024180188,0.00037995738,0.0053864582,2.6630583e-05,0.0
ERR308528,0.00076245755,0.002929472,0.001012835,0.0030090767,0.0015547595,0.0002689558,0.98927414,0.0011882745,0.0
ERR308287,0.0006715201,0.0031494407,0.0007446556,0.002993678,0.001603805,0.00019480003,0.9893304,0.0013115901,0.0
ERR309253,0.00043022633,0.99615467,2.1022335e-05,0.00089630485,0.00026899576,0.00025576353,0.00025439262,2.389894e-06,0.0017161965
ERR308669,0.00025725365,0.0017915964,0.00040450692,0.005217731,0.002409637,0.000101113066,0.94775903,0.003413409,0.038645744
ERR308363,0.0010538127,0.0029641946,0.0019164004,0.0025728801,0.0013133449,0.00046054088,0.9888364,0.00088245136,0.0
ERR308504,0.0005210638,0.0027669966,0.00044763088,0.0033727884,0.0023593605,0.00013837218,0.987558,0.0015960932,0.0012396574
ERR309833,0.0013342288,0.002854997,0.0033773489,0.0022531138,0.0011103636,0.0007365158,0.9876773,0.0006561267,0.0
ERR309759,0.00041356683,0.0032252967,0.00027886033,0.0034841895,0.0020281076,8.030215e-05,0.98678875,0.0020332634,0.001667738
ERR309144,0.0011085386,0.00281388,0.0022016051,0.0024912774,0.0012778427,0.00053609995,0.98880994,0.00076089025,0.0
ERR309167,0.0012540834,0.0020688393,0.0027011984,0.0032007818,0.001542357,0.000979911,0.98766357,0.0005893152,0.0
ERR309612,0.0012016771,0.002482854,0.0028068654,0.0026864312,0.001227091,0.00074920437,0.9881868,0.0006591008,0.0
ERR309774,0.00039693713,0.0032510757,0.00023546815,0.0033369958,0.0021799505,6.841359e-05,0.98543286,0.0021947324,0.0029035807
ERR1599546,0.00052016973,0.99534345,2.614476e-05,0.0010668039,0.00034293532,0.00031280518,0.0003297031,2.5475663e-06,0.0020554066
ERR1598740,0.0004916787,0.99594915,2.4977166e-05,0.0013185441,0.00028154254,0.00036495924,0.00032034516,2.537782e-06,0.0012462735
ERR1599203,0.00027149916,0.9848057,2.7330369e-05,0.007532358,0.0010196865,0.0008985996,0.000446558,2.9159453e-06,0.004995346
ERR1598735,0.00046026707,0.99581563,2.4063733e-05,0.0012238026,0.00027501583,0.00033774972,0.00032651424,2.4926635e-06,0.001534462
ERR1598178,0.00065883994,0.005185485,4.0725547e-05,0.0003606677,0.0005314648,0.00043162704,7.4866395e-05,4.8278915e-05,0.99266803
ERR1598105,0.0007825792,0.9961857,6.49652e-05,0.0014660954,0.0004938841,0.0004954934,0.00049960613,2.8794268e-06,8.821487e-06
ERR1599291,0.0006708801,0.9959645,4.5020126e-05,0.0014249384,0.00045660138,0.00045984983,0.00050520897,2.7880697e-06,0.00047022104
ERR1599096,0.00044116378,0.99598676,2.294947e-05,0.0010783374,0.0002835393,0.00027903914,0.00027039647,2.3215441e-06,0.0016355515
ERR1599617,0.00054997206,0.9963117,7.4150215e-05,0.0014559329,0.00024464726,0.00032830238,0.00033596158,4.4888443e-06,0.00069481134
ERR1599604,0.00039228797,0.9961872,2.0939378e-05,0.0010240674,0.00021904707,0.00025185943,0.00024688244,2.1956726e-06,0.0016554594
ERR1599097,0.0005836487,0.9957322,3.192411e-05,0.0011397004,0.00047910213,0.00039216876,0.00039839745,2.719653e-06,0.0012400746
ERR1599031,0.0004197657,0.9954215,2.2350006e-05,0.0012910664,0.00030696392,0.00034469366,0.00030758977,2.307642e-06,0.0018837452
ERR1598470,0.00047183037,0.9959873,2.475662e-05,0.0012087226,0.0002821684,0.0003990829,0.0003182888,2.3591829e-06,0.0013054609
ERR1598074,0.00040858984,0.99596876,2.1255904e-05,0.0010691881,0.00023165345,0.00025460124,0.00024816394,2.2485046e-06,0.0017955303
ERR1598513,0.00074438925,0.9963406,4.8133068e-05,0.0014974199,0.00037885451,0.00052266073,0.0004644648,3.4395064e-06,0.0
ERR1599277,0.00063815713,0.99236155,2.6152764e-05,0.0009082258,0.0003439486,0.00040888786,0.00039762259,2.9631306e-06,0.0049124956
ERR1599553,0.00042796135,0.99576956,2.1734173e-05,0.001173526,0.00027289987,0.00026530027,0.00024968386,2.2899285e-06,0.0018170476
ERR1599342,0.00044992566,0.9958807,2.4760138e-05,0.0011216104,0.0003567338,0.00029930472,0.00027927756,2.301756e-06,0.0015853643
ERR1598259,0.0031176014,0.99080974,0.00042664097,0.0012422119,0.0020311808,0.0010666024,0.0013004522,5.522708e-06,0.0
ERR1599356,0.00040376186,0.99611866,2.1328397e-05,0.0010764599,0.00022813678,0.00025835633,0.00024837255,2.2441643e-06,0.001642704
ERR1598406,0.00044369698,0.9959043,2.3538556e-05,0.00121966,0.00029349327,0.00031417608,0.00028282404,2.317664e-06,0.0015159845
ERR1598280,0.0004658401,0.9957489,2.3704173e-05,0.0012182891,0.0003168881,0.00031331182,0.00028815866,2.3804678e-06,0.0016226172
ERR1598447,0.0004968345,0.9956101,2.544387e-05,0.0012776852,0.0003709793,0.00040897727,0.00035068393,2.477666e-06,0.0014567375
ERR1599169,0.0005597174,0.9960371,2.961612e-05,0.0010570586,0.0003812611,0.00034871697,0.00035870075,2.7619544e-06,0.0012250543
ERR1598384,0.00048226118,0.99565053,2.7254653e-05,0.0009906292,0.00039583445,0.00029662251,0.0003413856,2.4521655e-06,0.0018130541
ERR1599370,0.00050356984,0.9959256,2.730278e-05,0.0013999641,0.00029861927,0.00039729476,0.0003644228,2.6151506e-06,0.0010806322
ERR1598492,0.0006945431,0.9863281,3.5250738e-05,0.0009921193,0.00029861927,0.00025320053,0.0005297661,4.161595e-06,0.010864198
ERR1598694,0.0010415316,0.9942108,6.357653e-05,0.00080886483,0.0014083385,0.00048351288,0.0006853938,3.6418323e-06,0.0012943149
ERR1598769,0.00047570467,0.99572194,2.6861935e-05,0.0014691651,0.00032275915,0.00037148595,0.00032639503,2.462249e-06,0.0012832284
ERR1599076,0.00091856933,0.99258006,0.0002611059,0.0014173768,0.0018426998,0.0015838243,0.0013874596,8.901022e-06,0.0
ERR1599632,0.00084117055,0.980891,3.9252274e-05,0.00088092685,0.0010018051,0.00079351664,0.00048047304,4.0747555e-06,0.015067756
ERR1599095,0.00049200654,0.9954504,2.2084228e-05,0.00082042813,0.0002799332,0.00026673079,0.00024706125,2.3542023e-06,0.002418995
ERR1598993,0.0005146861,0.99621165,2.7548505e-05,0.0012521744,0.00027570128,0.0003838539,0.0003425777,2.6179005e-06,0.0009891987
ERR1598602,0.0005055666,0.99595916,2.3829925e-05,0.0010261536,0.00029572845,0.00052917004,0.0003273189,3.013725e-06,0.001330018
ERR1598730,0.0006273687,0.9960911,5.0711562e-05,0.0009952188,0.00073570013,0.00038972497,0.000449121,2.834196e-06,0.0006582141
ERR1599039,0.00043579936,0.9959361,2.246433e-05,0.0011132061,0.00023803115,0.00028836727,0.00028285384,2.3718248e-06,0.001680851
ERR1598745,0.00043737888,0.9958783,2.1973388e-05,0.0010214448,0.00023388863,0.00027510524,0.00027123094,2.3209552e-06,0.0018584132
ERR1598211,0.00040525198,0.99603945,2.1206743e-05,0.0010378063,0.00023031235,0.00025311112,0.0002501309,2.2303407e-06,0.0017604828
ERR1599397,0.00047159195,0.99610925,2.7308952e-05,0.0011693537,0.00028786063,0.0003693998,0.0003222823,2.370909e-06,0.0012405515
ERR1599225,0.00040209293,0.99615157,2.1157655e-05,0.0009598136,0.00023213029,0.00024142861,0.0002478361,2.217448e-06,0.0017418265
ERR1598361,0.00045982003,0.99586606,2.4719344e-05,0.00097212195,0.000251472,0.00024604797,0.0002707541,2.4627868e-06,0.0019065142
ERR1598226,0.00043964386,0.99599355,2.236542e-05,0.0010636151,0.00024220347,0.00028201938,0.00027614832,2.363466e-06,0.0016781092
ERR1598896,0.00041547418,0.9958662,2.14531e-05,0.001136601,0.00024181604,0.00025838614,0.00024732947,2.275569e-06,0.0018104911
ERR1598396,0.0004888773,0.9959926,2.7566482e-05,0.0011180639,0.00034359097,0.0003170073,0.0003145337,2.4909311e-06,0.0013952255
ERR1598362,0.0006199181,0.99407107,2.6895876e-05,0.0009345412,0.0003427565,0.00038903952,0.00040274858,2.842219e-06,0.003210187
ERR1599145,0.00046253204,0.99619675,2.4349523e-05,0.0013148189,0.00025737286,0.00035181642,0.00031507015,2.405952e-06,0.0010749102
ERR1598101,0.0006631613,0.99626565,6.1958664e-05,0.0011469424,0.00060498714,0.0004943311,0.00045326352,4.632714e-06,0.00030505657
ERR1599129,0.0004402697,0.99578595,2.2960241e-05,0.0012814403,0.00027531385,0.0003105104,0.0002722144,2.3140617e-06,0.0016089678
ERR1598525,0.0008797709,0.99502766,9.7254466e-05,0.00226385,0.000521188,0.00052336126,0.0006845077,2.4238639e-06,0.0
ERR1598748,0.00063210726,0.9964296,3.4965407e-05,0.001244098,0.00029981136,0.00040984154,0.00038084388,3.2501719e-06,0.00056546926
ERR1599122,0.00040888786,0.9961413,2.1124106e-05,0.0009921193,0.00023463368,0.00026234984,0.00025340915,2.261854e-06,0.0016838908
ERR1598860,0.0007184446,0.996264,6.12081e-05,0.0012733638,0.00045841932,0.000421077,0.00044864416,3.3401107e-06,0.0003515482
ERR1599611,0.00042143464,0.9961373,1.955284e-05,0.0010332465,0.00022515655,0.0003234446,0.00025844574,2.547044e-06,0.0015788078
ERR1598712,0.0006969273,0.9945482,7.666709e-05,0.0013994277,0.0008250773,0.00043955445,0.0006354451,2.4177286e-06,0.0013763309
ERR1599015,0.00042182207,0.99589896,2.1738195e-05,0.0012229383,0.00024703145,0.0002963245,0.00026628375,2.265349e-06,0.0016225576
ERR1598626,0.0004989505,0.99560297,2.4721325e-05,0.0012591481,0.0003581047,0.00043308735,0.00035077333,2.4646665e-06,0.0014697909
ERR1598324,0.00046607852,0.9960077,2.2808432e-05,0.00088497996,0.0003296435,0.0002927184,0.0002875328,2.3869375e-06,0.0017061234
ERR1599353,0.0008074045,0.99325454,3.0887542e-05,0.0007253587,0.0009510517,0.00036421418,0.0004146695,3.1758448e-06,0.0034487247
ERR1599106,0.00044748187,0.99596334,2.294912e-05,0.0011416078,0.00024360418,0.0003169477,0.00029557943,2.4034157e-06,0.0015660524
ERR1599143,0.00045391917,0.9959861,2.3713987e-05,0.0013591349,0.00026017427,0.00034454465,0.00031811,2.3981909e-06,0.001251936
ERR1599450,0.0005298853,0.9944408,2.8461724e-05,0.0013295412,0.0003350973,0.00031080842,0.00038698316,2.8191353e-06,0.0026356578
ERR1598454,0.00039440393,0.9960678,2.0984036e-05,0.0010624528,0.00022438169,0.00026506186,0.00025466084,2.2111296e-06,0.0017080307
ERR1598559,0.00044560432,0.9929413,2.816487e-05,0.0021359622,0.00070399046,0.0006521046,0.00047549605,2.8165957e-06,0.0026144981
ERR1598589,0.00054460764,0.99502206,3.4791978e-05,0.0009886026,0.0007239282,0.00059202313,0.0005083382,3.2653643e-06,0.0015823841
ERR1599574,0.00045385957,0.9956033,2.329736e-05,0.0012741387,0.00034567714,0.00035741925,0.00031349063,2.3655587e-06,0.0016264915
ERR1598175,0.0005271435,0.99644935,7.223862e-05,0.001339376,0.0003913641,0.00032404065,0.00039070845,3.1263157e-06,0.0005027056
ERR1599334,0.00041100383,0.9959328,2.1247675e-05,0.0009960532,0.00021374226,0.00024273992,0.00025317073,2.2603726e-06,0.0019270182
ERR1598767,0.0007393162,0.99611527,5.5116252e-05,0.0015602722,0.00046075793,0.0005586064,0.0005074475,3.222483e-06,0.0
ERR1598699,0.00036269426,0.9954987,2.057605e-05,0.0011074245,0.00021597743,0.0003080964,0.00028589368,2.267891e-06,0.0021983385
ERR1598297,0.00040879846,0.9961294,2.033705e-05,0.00096035004,0.00022745132,0.00025308132,0.00024724007,2.3658429e-06,0.001750946
ERR1599418,0.0005685985,0.99639195,3.3496854e-05,0.0014262199,0.00030094385,0.0004478693,0.00037765503,2.818912e-06,0.0004504919
ERR1598122,0.0006545186,0.9941499,3.3485994e-05,0.0010712445,0.0004786253,0.0004785061,0.00050136447,2.995541e-06,0.0026293397
ERR1599575,0.00041800737,0.9961602,2.1155092e-05,0.00095179677,0.00025177002,0.00026106834,0.00025448203,2.3206032e-06,0.0016792417
ERR1599014,0.00044333935,0.9959152,2.2624634e-05,0.0013992488,0.0002696514,0.00032946467,0.00028681755,2.339123e-06,0.0013312697
ERR1598128,0.0008877218,0.0079137385,3.8812475e-05,0.00053960085,0.00041747093,0.00027543306,0.00026232004,3.9467886e-05,0.98962545
ERR1599049,0.0003926754,0.9961573,2.0889036e-05,0.0010108948,0.00021713972,0.00025302172,0.0002477467,2.1960075e-06,0.0016981363
ERR1599396,0.00046277046,0.99554217,2.2529595e-05,0.0010494292,0.000274688,0.0003181696,0.00030386448,2.3949408e-06,0.002023995
ERR1598407,0.00053185225,0.99552906,2.6123973e-05,0.001180768,0.00033715367,0.00036635995,0.00031629205,2.5398108e-06,0.0017098784
ERR1598209,0.00039353967,0.99619114,2.0891666e-05,0.0010350347,0.00021901727,0.00026261806,0.00024962425,2.1909786e-06,0.0016258955
ERR1598753,0.00041496754,0.99604464,2.1753707e-05,0.0011410713,0.00023707747,0.00028771162,0.00027000904,2.2681895e-06,0.0015805364
ERR1598171,0.0007190524,0.9950359,0.0003638564,0.0021851622,0.0006101574,0.00047569774,0.000604354,5.917129e-06,0.0
ERR1599535,0.00052684546,0.996269,2.7490347e-05,0.0013820529,0.00028309226,0.00046488643,0.00035774708,2.598645e-06,0.0006862283
ERR1598157,0.00043398142,0.9958588,2.1730733e-05,0.001085341,0.00023660064,0.000320822,0.00028526783,2.302305e-06,0.001755178
ERR1598620,0.00043681264,0.9957609,2.1898997e-05,0.0010519624,0.00025048852,0.00025337934,0.00025731325,2.3244995e-06,0.0019649267
ERR1598527,0.00043928623,0.9958086,2.2828322e-05,0.0013158321,0.00029593706,0.00037264824,0.0002978742,2.3095179e-06,0.0014446974
ERR1598956,0.0004003644,0.99602664,2.1060663e-05,0.0010579824,0.0002259016,0.0002526641,0.00024697185,2.2234683e-06,0.0017662048
ERR1598269,0.0004891157,0.99590915,2.5617566e-05,0.0013232529,0.00028973818,0.00036793947,0.00033307076,2.5714776e-06,0.0012595057
ERR1598366,0.0005479455,0.9956226,2.7744243e-05,0.0010464787,0.00040209293,0.00033286214,0.0003440082,2.579374e-06,0.0016736984
ERR1599286,0.00058475137,0.99397635,3.8918966e-05,0.0013667047,0.00056511164,0.0004531145,0.0005303025,3.0664671e-06,0.002481699
ERR1599530,0.0005581081,0.9956602,2.8214443e-05,0.001039505,0.0003835857,0.00033003092,0.00034308434,2.6450134e-06,0.0016546845
ERR1598780,0.00069611624,0.9959446,6.1697036e-05,0.0015674683,0.000587268,0.00061119493,0.0005285978,3.031169e-06,0.0
ERR1598874,0.00038963556,0.9961658,2.085285e-05,0.0010177791,0.00021794438,0.00024944544,0.0002449751,2.1914216e-06,0.001691401
ERR1598828,0.0004016161,0.9957386,2.013056e-05,0.0010656118,0.00028449297,0.00031244755,0.00027161837,2.4057847e-06,0.0019030571
ERR1598953,0.00068953633,0.9947155,2.7881799e-05,0.0009920001,0.0006544888,0.0004172325,0.0003362894,2.7535516e-06,0.0021643043
ERR1598507,0.00040659308,0.9959631,2.117776e-05,0.0010347068,0.00021603703,0.00026461482,0.0002603531,2.2503666e-06,0.0018311739
ERR1599292,0.0005123615,0.99549603,2.4071629e-05,0.0010822415,0.00030469894,0.0003144741,0.00030317903,2.5066065e-06,0.0019604564
ERR1598415,0.00031748414,0.99127495,3.207719e-05,0.0012681484,0.0006173849,0.00045767426,0.00058180094,2.626633e-06,0.0054478645
ERR1599233,0.00040903687,0.99618936,2.154818e-05,0.0010738969,0.0002259016,0.00027391315,0.00026214123,2.248286e-06,0.0015419126
ERR1599222,0.00046098232,0.99559385,2.453189e-05,0.0013405383,0.00035476685,0.00046139956,0.0003643036,2.407522e-06,0.0013971925
ERR1598637,0.00041911006,0.99608785,2.2033655e-05,0.0010495484,0.00022900105,0.0002642572,0.00026142597,2.3152736e-06,0.0016645193
ERR1598624,0.0004839003,0.99572986,2.4571083e-05,0.0012254417,0.00037270784,0.00034737587,0.00030988455,2.4050573e-06,0.0015038252
ERR1598484,0.0009351671,0.9919791,4.2799802e-05,0.0007431209,0.0007632673,0.00040915608,0.00046539307,3.5498645e-06,0.0046584606
ERR1599476,0.00039577484,0.9960989,2.0978474e-05,0.0010288656,0.00021985173,0.0002477467,0.00024479628,2.2115769e-06,0.0017409325
ERR1598369,0.00044199824,0.996001,2.1635982e-05,0.0010637045,0.00023260713,0.00033855438,0.00028070807,2.2811685e-06,0.0016175508
ERR1599347,0.0005234182,0.9952812,2.5960753e-05,0.0015507936,0.00054720044,0.00036504865,0.00030502677,2.5469567e-06,0.0013988018
ERR1598904,0.00043725967,0.9960214,2.2745526e-05,0.0011540949,0.00025188923,0.00030085444,0.00028559566,2.3715174e-06,0.0015237927
ERR1598200,0.0005108416,0.9951035,2.618863e-05,0.0011161566,0.000300169,0.00036609173,0.00036856532,2.6080622e-06,0.0022059083
ERR1599610,0.00040143728,0.99613726,2.119263e-05,0.0010596812,0.00022381544,0.00026270747,0.00025218725,2.2219187e-06,0.0016394258
ERR1598184,0.00048980117,0.9945476,2.7512484e-05,0.0011592805,0.00038966537,0.00037699938,0.00033527613,2.6500632e-06,0.0026711822
ERR1598910,0.0009251833,0.99365103,3.4071047e-05,0.00052031875,0.0010060668,0.00033429265,0.00046092272,3.4209238e-06,0.003064692
ERR1599153,0.00040340424,0.99598944,2.1155274e-05,0.0010778606,0.00022941828,0.00025057793,0.00024363399,2.2387007e-06,0.0017822981
ERR1598811,0.0005315244,0.9957823,3.117436e-05,0.0013112128,0.00045523047,0.00037178397,0.00034594536,2.544211e-06,0.0011683106
ERR1598087,0.00046861172,0.99605787,3.0287467e-05,0.0014753044,0.0002837181,0.00038692355,0.00032010674,2.4157512e-06,0.00097471476
ERR1598591,0.0004749596,0.9957239,2.3301181e-05,0.0011576712,0.0003003478,0.00042584538,0.0003323257,2.3931098e-06,0.0015591979
ERR1599062,0.00042945147,0.9959614,2.1906517e-05,0.0009662509,0.00023674965,0.00024697185,0.00025892258,2.3211014e-06,0.001875937
ERR1598423,0.00042632222,0.9960728,2.1813288e-05,0.0009315014,0.00026401877,0.00024271011,0.00025573373,2.2732286e-06,0.0017828345
ERR1599482,0.0004823506,0.995836,2.4482644e-05,0.0011422932,0.0003027022,0.00032645464,0.00030833483,2.4506412e-06,0.0015748739
ERR1598183,0.000505507,0.99538386,2.434423e-05,0.0011543036,0.0003066063,0.00036209822,0.00033301115,2.557125e-06,0.0019277334
ERR1598219,0.0003950894,0.9960879,2.0978034e-05,0.0010661781,0.00022658706,0.00025084615,0.00024202466,2.2097784e-06,0.0017082095
ERR1598093,0.00043198466,0.9960203,2.236939e-05,0.0010639429,0.00023639202,0.00027641654,0.00026974082,2.3344876e-06,0.0016764998
ERR1598479,0.00040316582,0.99607384,2.1190064e-05,0.000995636,0.00021955371,0.0002452731,0.00024977326,2.2381414e-06,0.0017892718
ERR1599426,0.00042793155,0.9959507,2.1875368e-05,0.0010379851,0.0002438426,0.00026372075,0.0002632141,2.2968397e-06,0.0017884374
ERR1599508,0.00050488114,0.99587214,2.5287478e-05,0.001283139,0.00029823184,0.00037005544,0.00033578277,2.5916288e-06,0.0013079047
ERR1598682,0.00093538186,0.99504167,0.00010992598,0.0017864058,0.0008339915,0.00059127994,0.0006990128,2.4195722e-06,0.0
ERR1598358,0.0005296469,0.99539244,2.4706405e-05,0.001083523,0.00033262372,0.00033324957,0.00031384826,2.5327554e-06,0.0019873977
ERR1598166,0.00071936846,0.98993343,7.506185e-05,0.0017181933,0.0004811287,0.00034856796,0.0010716915,2.6675868e-06,0.0056499243
ERR1598728,0.00038930774,0.9961715,2.078479e-05,0.0010124147,0.0002195239,0.00024694204,0.0002425611,2.1859655e-06,0.0016947985
ERR1599103,0.00048604608,0.9955913,2.4302986e-05,0.0010062158,0.00024396181,0.00025558472,0.00030198693,2.6568905e-06,0.0020879507
ERR1598885,0.00043353438,0.9959885,2.2588414e-05,0.0011080503,0.00024938583,0.0002798438,0.00026592612,2.3292528e-06,0.0016498566
ERR1599427,0.0006043613,0.99646556,7.1511764e-05,0.0011074841,0.00043419003,0.00027567148,0.00041171908,4.42297e-06,0.0006250739
ERR1599067,0.00042238832,0.99582493,2.2047907e-05,0.0012252629,0.0002669096,0.00033557415,0.0002913177,2.2784398e-06,0.0016092658
ERR1599375,0.0004826784,0.99591506,2.7872467e-05,0.0016101599,0.00029689074,0.00041270256,0.00035703182,2.5463737e-06,0.00089502335
ERR1599179,0.0006914139,0.99469477,2.6887874e-05,0.0007812977,0.00053468347,0.0002911687,0.00032234192,2.7957963e-06,0.002654612
ERR1598954,0.0005374551,0.99577916,2.9759494e-05,0.0012595952,0.0003720224,0.00039166212,0.000356704,2.5802376e-06,0.001271069
ERR1598195,0.000515759,0.9957194,3.036848e-05,0.0015825927,0.00034865737,0.00041252375,0.00038301945,2.581185e-06,0.0010051131
ERR1598831,0.00048556924,0.9959756,2.5017216e-05,0.0013133883,0.0002925098,0.00037157536,0.00031676888,2.4839783e-06,0.0012170672
ERR1598802,0.00036635995,0.9955777,2.058449e-05,0.0010919869,0.00025388598,0.00029703975,0.00028252602,2.2618237e-06,0.0021076798
ERR1599472,0.00038936734,0.9961791,2.0847661e-05,0.0010198653,0.00021880865,0.00024795532,0.00024333596,2.188669e-06,0.0016785264
ERR1598496,0.00046002865,0.9958019,2.2663029e-05,0.001016885,0.0002554953,0.0002720952,0.00027784705,2.39243e-06,0.0018906593
ERR1598393,0.00052657723,0.99540555,2.8176986e-05,0.0011681914,0.00034227967,0.00035458803,0.00035589933,2.7112108e-06,0.0018160343
ERR1598835,0.00042504072,0.9956951,2.2821292e-05,0.0011385679,0.00025516748,0.00028821826,0.00029617548,2.3474854e-06,0.001876533
ERR1599243,0.00042700768,0.9962394,2.2281223e-05,0.0011056364,0.00023078918,0.00029566884,0.00027430058,2.316705e-06,0.0014026165
ERR1598387,0.0012717247,0.9948502,3.588674e-05,0.0010099411,0.0003015101,0.00035628676,0.000493139,1.9233663e-05,0.0016620755
ERR2189732,0.00021800399,0.00084123015,5.3228192e-05,0.00049218535,0.00025343895,0.00012600422,1.6717795e-05,0.00011189347,0.9978873
ERR2189181,0.00021800399,0.00084120035,5.3228294e-05,0.00049218535,0.00025340915,0.00012603402,1.6718019e-05,0.00011189347,0.9978873
