,root:Engineered:Wastewater,root:Environmental:Aquatic,root:Environmental:Terrestrial,root:Host-associated:Human,root:Host-associated:Insecta,root:Host-associated:Mammals,root:Host-associated:Plants,Unknown
SRR5915438,0.0003231214,0.97711325,0.006000742,0.0010946412,0.0047018924,0.0018179298,0.008948432,0.0
ERR1583204,0.0003231214,0.97711325,0.006000742,0.0010946412,0.0047018924,0.0018179298,0.008948432,0.0
ERR924323,0.0075275004,0.0055120587,0.01606509,0.0010161698,0.0017100573,0.0026287436,0.9615748,0.003965616
SRR1704183,0.001267252,0.0003430468,0.0011695478,0.98938686,0.0019760455,0.0033569154,0.0025003357,0.0
SRR5486587,0.0003231214,0.97711325,0.006000742,0.0010946412,0.0047018924,0.0018179298,0.008948432,0.0
SRR6931207,0.001267252,0.0003430468,0.0011695478,0.98938686,0.0019760455,0.0033569154,0.0025003357,0.0
SRR7015928,0.0003231214,0.97711325,0.006000742,0.0010946412,0.0047018924,0.0018179298,0.008948432,0.0
SRR4384481,0.0003231214,0.97711325,0.006000742,0.0010946412,0.0047018924,0.0018179298,0.008948432,0.0
SRR5097536,0.0003231214,0.97711325,0.006000742,0.0010946412,0.0047018924,0.0018179298,0.008948432,0.0
SRR3144706,0.0003231214,0.97711325,0.006000742,0.0010946412,0.0047018924,0.0018179298,0.008948432,0.0
SRR2922952,0.0075275004,0.0055120587,0.01606509,0.0010161698,0.0017100573,0.0026287436,0.9615748,0.003965616
SRR6409058,0.0012672519,0.00034304676,0.0011696365,0.9893868,0.0019760157,0.0033569448,0.002500276,0.0
SRR6745996,0.0003231214,0.97711325,0.006000742,0.0010946412,0.0047018924,0.0018179298,0.008948432,0.0
SRR1747467,0.0003231214,0.97711325,0.006000742,0.0010946412,0.0047018924,0.0018179298,0.008948432,0.0
SRR4415158,0.007993247,0.009561358,0.92602307,0.006057549,0.0027679808,0.0026961816,0.044900574,0.0
SRR2145358,0.0012689137,0.00034278064,0.0011687495,0.9893824,0.0019772935,0.0033545503,0.002505348,0.0
ERR1897209,0.0003231214,0.97711325,0.006000742,0.0010946412,0.0047018924,0.0018179298,0.008948432,0.0
ERR2738770,0.0012674902,0.00034301743,0.0011694895,0.9893865,0.0019761361,0.003356296,0.002501049,0.0
SRR7741841,0.0003231214,0.97711325,0.006000742,0.0010946412,0.0047018924,0.0018179298,0.008948432,0.0
SRR3589563,0.0003231214,0.97711325,0.006000742,0.0010946412,0.0047018924,0.0018179298,0.008948432,0.0
SRR4415129,0.007993249,0.009561271,0.92602324,0.0060576093,0.0027679517,0.0026961823,0.04490044,0.0
ERR514688,0.004000331,0.007947208,0.005794222,0.012920095,0.00042430288,0.96589077,0.0030231324,0.0
SRR1200783,0.0003231214,0.97711325,0.006000742,0.0010946412,0.0047018924,0.0018179298,0.008948432,0.0
SRR2006413,0.0012709028,0.000342752,0.0011666785,0.9893733,0.001978603,0.0033550933,0.0025126452,0.0
SRR7448820,0.0012685276,0.00034283966,0.0011686895,0.989383,0.0019771736,0.0033553184,0.0025045462,0.0
ERR1315199,0.001269242,0.0003430184,0.0011689296,0.98938257,0.0019775936,0.0033532528,0.002505412,0.0
ERR1298364,0.0075275004,0.0055120587,0.01606509,0.0010161698,0.0017100573,0.0026287436,0.9615748,0.003965616
ERR365919,0.0013167373,0.00033656342,0.0011432547,0.9892263,0.002016417,0.003305594,0.0026551378,0.0
SRR5431379,0.0012775493,0.00034754156,0.0011694668,0.98939186,0.0019924294,0.0033232346,0.0024978716,0.0
ERR719594,0.0012925476,0.00033881367,0.0011537978,0.98930556,0.0019973796,0.003330349,0.002581628,0.0
SRR6932093,0.0012671927,0.0003430764,0.0011696068,0.9893869,0.0019759564,0.0033569448,0.002500306,0.0
SRR6745334,0.0003231214,0.97711325,0.006000742,0.0010946412,0.0047018924,0.0018179298,0.008948432,0.0
ERR521417,0.001313272,0.00033582308,0.0011419525,0.98923314,0.0020137234,0.0033122075,0.0026498076,0.0
ERR365944,0.0012758643,0.00034281463,0.0011679642,0.9893685,0.001982001,0.0033405165,0.002522331,0.0
SRR5406972,0.0003231214,0.97711325,0.006000742,0.0010946412,0.0047018924,0.0018179298,0.008948432,0.0
ERR2286298,0.001267252,0.0003430468,0.0011695478,0.98938686,0.0019760455,0.0033569154,0.0025003357,0.0
ERR451262,0.001267252,0.0003430468,0.0011695478,0.98938686,0.0019760455,0.0033569154,0.0025003357,0.0
ERR1905649,0.0075275004,0.0055120587,0.01606509,0.0010161698,0.0017100573,0.0026287436,0.9615748,0.003965616
SRR2168057,0.0003231214,0.97711325,0.006000742,0.0010946412,0.0047018924,0.0018179298,0.008948432,0.0
SRR924060,0.0075275004,0.0055120587,0.01606509,0.0010161698,0.0017100573,0.0026287436,0.9615748,0.003965616
ERR1428590,0.0075275004,0.0055120587,0.01606509,0.0010161698,0.0017100573,0.0026287436,0.9615748,0.003965616
SRR942601,0.010175936,0.007626815,0.27156898,0.004365028,0.0015972445,0.00017699965,0.704489,0.0
SRR3884211,0.0003231214,0.97711325,0.006000742,0.0010946412,0.0047018924,0.0018179298,0.008948432,0.0
SRR1279337,0.0003231214,0.97711325,0.006000742,0.0010946412,0.0047018924,0.0018179298,0.008948432,0.0
SRR3737407,0.0003231214,0.97711325,0.006000742,0.0010946412,0.0047018924,0.0018179298,0.008948432,0.0
SRR6411800,0.0012675485,0.00034307648,0.00116937,0.98938596,0.0019762828,0.0033564714,0.0025012547,0.0
SRR3938024,0.0013096571,0.00034278882,0.0011497622,0.9891612,0.001949089,0.003393775,0.0026937344,0.0
ERR1677219,0.0075275004,0.0055120587,0.01606509,0.0010161698,0.0017100573,0.0026287436,0.9615748,0.003965616
SRR7453700,0.0012733826,0.00034209748,0.0011664031,0.9893651,0.0019823222,0.0033511268,0.0025195016,0.0
ERR1535952,0.0003231214,0.97711325,0.006000742,0.0010946412,0.0047018924,0.0018179298,0.008948432,0.0
SRR2549688,0.0003231214,0.97711325,0.006000742,0.0010946412,0.0047018924,0.0018179298,0.008948432,0.0
ERR1593539,0.007993247,0.009561358,0.92602307,0.006057549,0.0027679808,0.0026961816,0.044900574,0.0
DRR060084,0.0003231214,0.97711325,0.006000742,0.0010946412,0.0047018924,0.0018179298,0.008948432,0.0
SRR3362187,0.001305404,0.00033763464,0.001145818,0.98925316,0.0019998178,0.003325522,0.00263259,0.0
SRR2897300,0.004001152,0.00794694,0.0057939547,0.012917268,0.00042439083,0.9658931,0.003023219,0.0
SRR1067972,0.0003231214,0.97711325,0.006000742,0.0010946412,0.0047018924,0.0018179298,0.008948432,0.0
ERR338519,0.004194771,0.0077440767,0.005615169,0.013869833,0.00043625664,0.9652535,0.002886471,0.0
ERR765631,0.0075275004,0.0055120587,0.01606509,0.0010161698,0.0017100573,0.0026287436,0.9615748,0.003965616
SRR803215,0.0003231214,0.97711325,0.006000742,0.0010946412,0.0047018924,0.0018179298,0.008948432,0.0
ERR1313354,0.0012858037,0.00034064657,0.0011593541,0.98932767,0.001994331,0.0033377437,0.0025544197,0.0
SRR3098339,0.0003231214,0.97711325,0.006000742,0.0010946412,0.0047018924,0.0018179298,0.008948432,0.0
ERR981225,0.0012674008,0.00034313585,0.0011696669,0.9893866,0.0019760465,0.003356443,0.0025007222,0.0
ERR525937,0.001267252,0.0003430468,0.0011695478,0.98938686,0.0019760455,0.0033569154,0.0025003357,0.0
SRR1948900,0.0012680823,0.00034292837,0.001169074,0.98938453,0.0019766686,0.003355998,0.002502737,0.0
SRR5527143,0.00033340836,0.97694665,0.006298021,0.0010950007,0.004739307,0.0018060381,0.008781541,0.0
SRR5176080,0.0003231214,0.97711325,0.006000742,0.0010946412,0.0047018924,0.0018179298,0.008948432,0.0
SRR8611351,0.0075275004,0.0055120587,0.01606509,0.0010161698,0.0017100573,0.0026287436,0.9615748,0.003965616
SRR6264107,0.0012731379,0.0003432888,0.0011702165,0.98937786,0.0019791261,0.0033426501,0.0025137665,0.0
SRR8611332,0.0075275004,0.0055120587,0.01606509,0.0010161698,0.0017100573,0.0026287436,0.9615748,0.003965616
SRR6054494,0.0012690091,0.00034334545,0.0011704151,0.9893857,0.0019766812,0.0033511003,0.0025037013,0.0
ERR1523098,0.004000434,0.007948061,0.0057947137,0.012921613,0.00042430448,0.96588767,0.0030231143,0.0
SRR1948956,0.0012841546,0.00034014552,0.0011584448,0.9893346,0.001991176,0.003336852,0.002554618,0.0
ERR1677023,0.013459981,0.00024095179,0.0011227728,0.6723497,0.00125134,0.019782038,0.06507892,0.22671433
SRR5915457,0.0003231214,0.97711325,0.006000742,0.0010946412,0.0047018924,0.0018179298,0.008948432,0.0
SRR4341460,0.0003231214,0.97711325,0.006000742,0.0010946412,0.0047018924,0.0018179298,0.008948432,0.0
SRR5002166,0.0003231214,0.97711325,0.006000742,0.0010946412,0.0047018924,0.0018179298,0.008948432,0.0
ERR1385368,0.0012713011,0.00034364453,0.0011712838,0.98938406,0.001977734,0.003344281,0.0025076626,0.0
DRR048057,0.001267252,0.0003430468,0.0011695478,0.98938686,0.0019760455,0.0033569154,0.0025003061,0.0
SRR6457093,0.0003231214,0.97711325,0.006000742,0.0010946412,0.0047018924,0.0018179298,0.008948432,0.0
SRR1922853,0.0012705141,0.00034254362,0.0011674754,0.9893768,0.001978894,0.0033529801,0.0025107418,0.0
SRR1246243,0.007993247,0.009561358,0.92602307,0.006057549,0.0027679808,0.0026961816,0.044900574,0.0
SRR2074943,0.0003231214,0.97711325,0.006000742,0.0010946412,0.0047018924,0.0018179298,0.008948432,0.0
ERR499475,0.0012785156,0.00034531567,0.0011772205,0.9893846,0.0019786896,0.003316921,0.0025186527,0.0
SRR995568,0.001267252,0.0003430468,0.0011695478,0.98938686,0.0019760455,0.0033569154,0.0025003357,0.0
ERR2187952,0.04939499,0.060373273,0.0016982919,0.10644534,0.7015583,2.0665724e-05,0.080509186,0.0
ERR1383774,0.0012961848,0.00034098275,0.0011598628,0.9893102,0.0019973244,0.0033141945,0.0025811675,0.0
ERR1256204,0.0040008496,0.007946394,0.005793649,0.012917123,0.00042433117,0.9658945,0.0030231832,0.0
SRR6932287,0.0012856164,0.0003406519,0.0011600538,0.9893322,0.001989917,0.003334062,0.0025574823,0.0
SRR6028221,0.0012739247,0.0003441526,0.0011732246,0.9893843,0.001978233,0.0033344543,0.0025117241,0.0
ERR1513395,0.0005135537,0.16215964,0.0053989594,0.1529593,6.379476e-05,0.06713257,0.035981867,0.5757904
SRR6413939,0.0012672818,0.00034304682,0.0011696367,0.9893869,0.0019759568,0.0033569455,0.0025002768,0.0
ERR1762122,0.0040008496,0.007946394,0.0057935896,0.012917153,0.0004242724,0.96589446,0.0030231832,0.0
SRR6058699,0.0003231214,0.97711325,0.006000742,0.0010946412,0.0047018924,0.0018179298,0.008948432,0.0
ERR883618,0.0012761477,0.0003416554,0.0011642777,0.9893596,0.0019838475,0.0033463796,0.002528084,0.0
ERR1896850,0.004098385,0.051648173,0.002940233,0.0026448,0.0017218643,0.93621325,0.0007332927,0.0
SRR920208,0.001267252,0.0003430468,0.0011695478,0.98938686,0.0019760455,0.0033569154,0.0025003357,0.0
ERR1689694,0.0075275004,0.0055120587,0.01606509,0.0010161698,0.0017100573,0.0026287436,0.9615748,0.003965616
ERR1428764,0.0075275004,0.0055120587,0.01606509,0.0010161698,0.0017100573,0.0026287436,0.9615748,0.003965616
SRR6394175,0.0012767711,0.00034138898,0.0011634785,0.98935765,0.001984442,0.0033455526,0.0025306938,0.0
SRR3732496,0.0012672523,0.00034307648,0.0011696367,0.98938686,0.0019759568,0.0033568568,0.0025003063,0.0
ERR1256035,0.009245168,0.004147228,0.0024621054,0.1694324,0.00077005255,0.8133231,0.0006199748,0.0
ERR501003,0.0013344563,0.00035580757,0.0012128106,0.98933595,0.0019947041,0.0031556138,0.0026106387,0.0
ERR2043333,0.007993247,0.009561358,0.92602307,0.006057549,0.0027679808,0.0026961816,0.044900574,0.0
SRR6975972,0.0003231214,0.97711325,0.006000742,0.0010946412,0.0047018924,0.0018179298,0.008948432,0.0
ERR500867,0.001267252,0.0003430468,0.0011695478,0.98938686,0.0019760455,0.0033569154,0.0025003357,0.0
ERR2595811,0.0048483443,0.007052531,0.0049984083,0.019301219,0.00048556487,0.96076566,0.0025483174,0.0
SRR3633332,0.0003231214,0.97711325,0.006000742,0.0010946412,0.0047018924,0.0018179298,0.008948432,0.0
SRR5514604,0.0003231214,0.97711325,0.006000742,0.0010946412,0.0047018924,0.0018179298,0.008948432,0.0
ERR499970,0.001267252,0.0003430468,0.0011695478,0.98938686,0.0019760455,0.0033569154,0.0025003357,0.0
ERR531481,0.0012746411,0.000342279,0.001166475,0.9893675,0.0019816621,0.0033456811,0.002521722,0.0
SRR6264956,0.001269564,0.00034275057,0.0011683331,0.98937976,0.0019781503,0.003354309,0.0025070636,0.0
ERR520700,0.0013542185,0.0003327019,0.0011277845,0.9890824,0.00205139,0.0032830122,0.0027685054,0.0
SRR995545,0.001267252,0.0003430468,0.0011695478,0.98938686,0.0019760455,0.0033569154,0.0025003357,0.0
ERR2002287,0.0012676684,0.00034310645,0.0011696677,0.98938626,0.0019761664,0.0033557934,0.002501287,0.0
SRR7902268,0.0075284247,0.005511672,0.01606387,0.0010162891,0.0017101468,0.0026284459,0.96157044,0.0039707427
ERR1523266,0.0042627132,0.030940285,0.0033829475,0.004328271,0.001165243,0.9548983,0.0010223143,0.0
ERR923711,0.0075275004,0.0055120587,0.01606509,0.0010161698,0.0017100573,0.0026287436,0.9615748,0.003965616
SRR1258265,0.0003231214,0.97711325,0.006000742,0.0010946412,0.0047018924,0.0018179298,0.008948432,0.0
SRR6408889,0.0012674297,0.00034313565,0.001169518,0.9893863,0.0019760453,0.0033567967,0.0025007504,0.0
SRR6444934,0.0012756794,0.0003445099,0.0011736451,0.98938245,0.0019796353,0.0033300845,0.002513959,0.0
SRR5915212,0.0003231214,0.97711325,0.006000742,0.0010946412,0.0047018924,0.0018179298,0.008948432,0.0
ERR459281,0.8185783,0.00015489566,0.08619218,0.011356807,0.010067185,0.042591058,0.03105965,0.0
ERR1523837,0.005332804,0.03373642,0.0024423194,0.0046412447,0.0012054582,0.9519892,0.00065250107,0.0
SRR2154904,0.0012767616,0.00035251875,0.001171575,0.98922056,0.0018902463,0.0034667111,0.0026216027,0.0
ERR1256319,0.0043411283,0.0067381123,0.0036988175,0.35424393,0.00059307396,0.6298196,0.0005654009,0.0
SRR835395,0.007994821,0.009551995,0.92605704,0.0060670744,0.002772551,0.0026933395,0.044863142,0.0
SRR6414173,0.0012701588,0.00034260296,0.0011676535,0.98937815,0.0019785091,0.0033533366,0.002509646,0.0
SRR1460646,0.0003231214,0.97711325,0.006000742,0.0010946412,0.0047018924,0.0018179298,0.008948432,0.0
SRR3741950,0.0003231214,0.97711325,0.006000742,0.0010946412,0.0047018924,0.0018179298,0.008948432,0.0
SRR1922965,0.001267252,0.0003430468,0.0011695478,0.98938686,0.0019760455,0.0033569154,0.0025003357,0.0
SRR7449081,0.0012707518,0.00034245488,0.0011672685,0.9893762,0.0019791615,0.0033525075,0.0025117507,0.0
ERR500273,0.001267252,0.0003430468,0.0011695478,0.98938686,0.0019760455,0.0033569154,0.0025002765,0.0
ERR2261979,0.008002039,0.009557486,0.92597514,0.0060510337,0.0027680835,0.0027008727,0.04494529,0.0
ERR2003090,0.001267252,0.0003430468,0.0011695478,0.98938686,0.0019760455,0.0033569154,0.0025003357,0.0
ERR3605937,0.0016501249,0.0048197513,0.001851827,0.8466819,0.00038647655,0.07662646,0.002713442,0.06527007
SRR996136,0.001267252,0.0003430468,0.0011695478,0.98938686,0.0019760455,0.0033569154,0.0025003357,0.0
SRR6028250,0.0014642059,0.00032292862,0.0011368013,0.98852336,0.0020414402,0.0035213272,0.0029899208,0.0
SRR3633391,0.0003231214,0.97711325,0.006000742,0.0010946412,0.0047018924,0.0018179298,0.008948432,0.0
SRR5566482,0.0040009087,0.007946513,0.005793708,0.012917154,0.0004243606,0.9658941,0.0030232423,0.0
SRR7584586,0.0039209113,0.008170252,0.0059534684,0.015980422,0.00043311244,0.9626487,0.0028930942,0.0
SRR2086941,0.0012671929,0.00034307648,0.0011696072,0.989387,0.0019759568,0.003356916,0.0025002768,0.0
SRR6436904,0.0013234965,0.00033617875,0.001146161,0.98920006,0.0020187914,0.003311675,0.0026635884,0.0
SRR5178876,0.0003231214,0.97711325,0.006000742,0.0010946412,0.0047018924,0.0018179298,0.008948432,0.0
SRR2053288,0.0003231214,0.97711325,0.006000742,0.0010946412,0.0047018924,0.0018179298,0.008948432,0.0
ERR501350,0.0012709904,0.0003425442,0.0011671514,0.9893741,0.0019784824,0.0033534598,0.0025133241,0.0
SRR3664283,0.0003231214,0.97711325,0.006000742,0.0010946412,0.0047018924,0.0018179298,0.008948432,0.0
SRR4826473,0.0003231214,0.97711325,0.006000742,0.0010946412,0.0047018924,0.0018179298,0.008948432,0.0
SRR3503231,0.0012672519,0.00034304676,0.0011696068,0.9893869,0.0019759564,0.0033569152,0.002500306,0.0
SRR5196289,0.0012672523,0.0003430172,0.0011696367,0.9893869,0.0019760162,0.0033568568,0.0025003063,0.0
ERR1593522,0.007993247,0.009561358,0.92602307,0.006057549,0.0027679808,0.0026961816,0.044900574,0.0
SRR8610723,0.0075275004,0.0055119693,0.01606524,0.0010161698,0.0017100573,0.0026287138,0.96157503,0.003965318
ERR1912953,0.0044307653,0.0073928926,0.00543762,0.01581652,0.0004532845,0.96375334,0.0027155897,0.0
ERR1428586,0.0075275004,0.0055120587,0.01606509,0.0010161698,0.0017100573,0.0026287436,0.9615748,0.003965616
ERR441629,0.0012697731,0.0003425732,0.0011679494,0.9893789,0.0019781825,0.003354017,0.002508608,0.0
ERR500443,0.001267252,0.0003430468,0.0011695478,0.98938686,0.0019760455,0.0033569154,0.0025003357,0.0
ERR107074,0.001283888,0.0003401752,0.0011586524,0.98933524,0.0019909095,0.0033372375,0.002553907,0.0
SRR3615223,0.0012673411,0.00034307648,0.0011695182,0.9893866,0.001976105,0.003356738,0.0025006027,0.0
ERR2168947,0.0003231214,0.97711325,0.006000742,0.0010946412,0.0047018924,0.0018179298,0.008948432,0.0
SRR6931812,0.001267252,0.0003430468,0.0011695478,0.98938686,0.0019760455,0.0033569154,0.0025003357,0.0
SRR062139,0.0003231214,0.97711325,0.006000742,0.0010946412,0.0047018924,0.0018179298,0.008948432,0.0
SRR994523,0.001267252,0.0003430468,0.0011695478,0.98938686,0.0019760455,0.0033569154,0.0025003357,0.0
ERR1665722,0.0003231214,0.97711325,0.006000742,0.0010946412,0.0047018924,0.0018179298,0.008948432,0.0
SRR6457150,0.0003231214,0.97711325,0.006000742,0.0010946412,0.0047018924,0.0018179298,0.008948432,0.0
SRR5803453,0.007993247,0.009561358,0.92602307,0.006057549,0.0027679808,0.0026961816,0.044900574,0.0
ERR2043598,0.007993247,0.009561358,0.92602307,0.006057549,0.0027679808,0.0026961816,0.044900574,0.0
ERR2511365,0.0012713032,0.000343734,0.0011718784,0.9893851,0.0019772039,0.0033431903,0.0025076075,0.0
ERR2739090,0.0012697798,0.00034319732,0.0011699114,0.9893833,0.0019773333,0.0033503599,0.0025062205,0.0
